Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,
4370,1,10/5/2015 4:26:21 PM,Light,7783.71,20.90383,20.49438,0.4094466,0.0001729713,5620.853,0.04650247,0.3604658,0.3139634,0.0001249078,0.7221304,0.585916,0.477496,0,0,249,133,159,66,0,0,
4370,2,10/5/2015 4:46:21 PM,Light,6136.63,20.90383,20.57679,0.3270435,0.03727558,4567.978,0.04531968,0.3025463,0.2572266,0.02728343,0.744379,0.4646239,0.4736358,0.05738322,0.05738322,1974,982,1398,657,0,0,
4370,3,10/5/2015 5:06:21 PM,Light,4451.052,20.90383,20.66601,0.2378236,0.06549067,3453.757,0.04377582,0.2374054,0.1936296,0.04866234,0.7759417,0.3397727,0.4757115,0.09244283,0.149826,1316,530,1007,398,0,0,
4370,4,10/5/2015 5:26:21 PM,Light,4087.942,20.90383,20.68562,0.2182109,0.08825728,3082.267,0.04198296,0.2154553,0.1734723,0.06608762,0.7539899,0.3102856,0.47388,-0.07944742,0.07037863,166,45,173,11,0,0,
4370,5,10/5/2015 5:46:21 PM,Light,4733.356,20.90383,20.65221,0.251619,0.1117879,3609.992,0.04118612,0.2431326,0.2019465,0.08393951,0.7626708,0.3600842,0.476754,0.008280441,0.07865907,627,216,321,115,0,0,
4370,6,10/5/2015 6:06:21 PM,Light,4079.889,20.90383,20.68446,0.2193696,0.1352826,3234.907,0.04028969,0.2221163,0.1818266,0.1021884,0.792891,0.3128029,0.4744811,0.01919556,0.09785463,1008,379,705,242,0,0,
4370,7,10/5/2015 6:27:21 PM,Light,5162.657,20.90383,20.62914,0.2746843,0.1611738,3839.768,0.03965472,0.2555457,0.215891,0.1220042,0.7437582,0.3908181,0.4743496,-0.03071085,0.06714378,1250,655,866,388,0,0,
4370,8,10/5/2015 6:47:21 PM,Light,5623.333,20.90383,20.6035,0.3003312,0.1899416,4294.639,0.03994108,0.281256,0.2413149,0.143701,0.7637178,0.4279042,0.4746408,0,0.06714378,1925,939,1106,520,0,0,
4370,9,10/5/2015 7:07:21 PM,Dark,6330.885,20.90383,20.5642,0.3396302,0.2218273,4871.248,0.04531968,0.3199146,0.274595,0.1681498,0.7694418,0.4824592,0.4731244,0,0.06714378,1947,957,1074,547,0,0,
4370,10,10/5/2015 7:27:21 PM,Dark,6693.04,20.90383,20.54584,0.3579883,0.2565618,4927.156,0.04611651,0.3250816,0.2789651,0.1942795,0.7361612,0.5056673,0.4710717,1.017004E-05,0.06715395,2248,1375,1324,689,0,0,
4370,11,10/5/2015 7:47:21 PM,Dark,5864.863,20.90383,20.59234,0.3114876,0.2900404,4431.46,0.04178375,0.2898468,0.248063,0.2192303,0.755595,0.4453442,0.4764445,-0.03607687,0.03107708,2449,1503,1550,882,0,0,
4370,12,10/5/2015 8:08:21 PM,Dark,3723.252,20.90383,20.70289,0.2009418,0.3168633,2897.533,0.03894504,0.2029425,0.1639975,0.2397344,0.7782265,0.2843835,0.4712031,0.05432638,0.08540346,753,299,525,164,0,0,
4370,13,10/5/2015 8:28:21 PM,Dark,3244.605,20.90383,20.72984,0.1739941,0.3354389,2499.013,0.03894504,0.1797349,0.1407898,0.2541208,0.7702056,0.2473112,0.4733871,0,0.08540346,143,13,39,3,0,0,
4370,14,10/5/2015 8:48:21 PM,Dark,4885.649,20.90383,20.64278,0.2610509,0.3571379,3699.607,0.03804861,0.24632,0.2082714,0.2706638,0.7572397,0.3711467,0.4737485,0,0.08540346,875,386,364,163,0,0,
4370,15,10/5/2015 9:08:21 PM,Dark,5611.811,20.90383,20.6052,0.298633,0.3851391,4223.035,0.03828517,0.2753046,0.2370194,0.2917967,0.7525263,0.4257894,0.4751866,0,0.08540346,2189,1358,1329,767,0,0,
4370,16,10/5/2015 9:28:21 PM,Dark,5212.279,20.90383,20.62518,0.2786502,0.4139989,3899.838,0.03849683,0.2585961,0.2200993,0.3134541,0.7482021,0.3950311,0.4725556,-0.07746887,0.007934585,2013,1219,1165,605,0,0,
4370,17,10/5/2015 9:49:21 PM,Dark,5052.721,20.90383,20.6342,0.2696331,0.4427392,3703.667,0.03840967,0.2477642,0.2093545,0.3347417,0.7330046,0.3814248,0.471823,0.03756205,0.04549664,1382,621,690,337,0,0,
4370,18,10/5/2015 10:09:21 PM,Dark,3804.656,20.90383,20.70228,0.2015449,0.466345,2868.987,0.0378494,0.1980869,0.1602375,0.3522595,0.7540726,0.2887897,0.4775148,0.08694458,0.1324412,877,406,493,251,0,0,
4370,19,10/5/2015 10:29:21 PM,Dark,2985.931,20.90383,20.74219,0.1616391,0.4844441,2360.717,0.03884544,0.1725012,0.1336557,0.3661997,0.7906132,0.2287957,0.4710529,-0.006495163,0.1259461,43,3,114,6,0,0,
4370,20,10/5/2015 10:49:21 PM,Dark,3044.182,20.90383,20.74244,0.1613911,0.500525,2327.726,0.03872094,0.1685295,0.1298085,0.3787018,0.7646474,0.231701,0.4782436,0,0.1259461,15,2,8,2,0,0,
4370,21,10/5/2015 11:09:21 PM,Dark,5067.313,20.90383,20.63393,0.2699035,0.5221782,3777.288,0.03977922,0.2523086,0.2125294,0.394998,0.7454224,0.3837667,0.4740115,-0.04194641,0.08399965,883,388,640,265,0,0,
4370,22,10/5/2015 11:29:21 PM,Dark,4917.828,20.90383,20.64359,0.2602361,0.5488035,3656.89,0.03909445,0.2435933,0.2044989,0.4148211,0.7435986,0.3722689,0.4769231,0.0322876,0.1162872,1745,902,1125,585,0,0,
4370,23,10/5/2015 11:50:21 PM,Dark,4787.721,20.90383,20.64628,0.2575498,0.5759776,3775.881,0.03959246,0.2521219,0.2125294,0.4356342,0.7886594,0.3666727,0.4738208,0,0.1162872,1138,529,801,386,0,0,
4370,24,10/6/2015 12:10:21 AM,Dark,4349.587,20.90383,20.67087,0.2329619,0.6003389,3442.059,0.03944306,0.232226,0.192783,0.4548784,0.791353,0.3333487,0.4761717,0.05153401,0.1678213,940,429,596,242,0,0,
4370,25,10/6/2015 12:30:21 AM,Dark,4200.088,20.90383,20.67868,0.2251459,0.6231363,3174.304,0.03934346,0.2186799,0.1793365,0.472519,0.7557708,0.3189453,0.4720672,0,0.1678213,1408,738,1039,463,0,0,
4370,26,10/6/2015 12:50:21 AM,Dark,2555.156,20.90383,20.76788,0.1359548,0.6411321,1910.413,0.03834742,0.1456704,0.107323,0.4860642,0.7476698,0.1936248,0.4747441,0,0.1678213,29,2,20,1,0,0,
4370,27,10/6/2015 1:10:21 AM,Dark,2740.628,20.90383,20.75802,0.1458054,0.6552562,1955.104,0.03884543,0.1495052,0.1106597,0.4963727,0.7133781,0.2058269,0.4712125,0.06698608,0.2348073,106,40,77,18,0,0,
4370,28,10/6/2015 1:31:21 AM,Dark,2668.004,20.90383,20.76292,0.14091,0.6703996,1878.695,0.03894504,0.1447242,0.1057791,0.5071065,0.7041577,0.1998878,0.4736921,-0.1922455,0.04256186,184,4,11,1,0,0,
4370,29,10/6/2015 1:51:21 AM,Dark,2724.804,20.90383,20.75991,0.1439177,0.6847811,1936.194,0.03849683,0.1473637,0.1088669,0.5172802,0.7105808,0.2044883,0.4743402,0.1130422,0.1556041,236,9,12,1,0,0,
4370,30,10/6/2015 2:11:21 AM,Dark,4847.188,20.90383,20.64754,0.2562838,0.7049966,3523.936,0.03849683,0.236123,0.1976262,0.5318582,0.7270061,0.3653362,0.4755706,0,0.1556041,741,180,209,94,0,0,
4370,31,10/6/2015 2:31:21 AM,Dark,4372.551,20.90383,20.67062,0.2332073,0.7295773,3340.17,0.03803616,0.225453,0.1874168,0.5501605,0.7638952,0.3327419,0.4753132,-0.01001486,0.1455892,1156,485,766,342,0,0,
4370,32,10/6/2015 2:51:21 AM,Dark,4344.064,20.90383,20.66976,0.2340658,0.7528213,3495.261,0.03834742,0.2347161,0.1963687,0.56839,0.8046063,0.3340603,0.4746971,0,0.1455892,1282,464,685,239,0,0,
4370,33,10/6/2015 3:12:21 AM,Dark,4809.008,20.90383,20.64391,0.2599221,0.7784551,3934.349,0.03814821,0.2592186,0.2210704,0.5891978,0.8181207,0.3710957,0.474622,-0.01555379,0.1300354,915,294,522,172,0,0,
4370,34,10/6/2015 3:32:21 AM,Dark,2770.523,20.90383,20.7556,0.1482337,0.7986446,2265.184,0.03839722,0.1644084,0.1260111,0.6057113,0.8176015,0.213764,0.4794027,0.08684795,0.2168834,169,32,75,30,0,0,
4370,35,10/6/2015 3:52:21 AM,Dark,2786.911,20.90383,20.75464,0.1491844,0.8134646,2101.136,0.03853418,0.1571248,0.1185907,0.6173531,0.7539301,0.2115306,0.4725275,0.01601155,0.2328949,117,2,16,0,0,0,
4370,36,10/6/2015 4:12:21 AM,Dark,2597.227,20.90383,20.76642,0.1374051,0.8278202,1879.171,0.03859643,0.1441265,0.1055301,0.6279648,0.7235298,0.195577,0.4749225,0.03214519,0.2650401,122,5,18,1,0,0,
4370,37,10/6/2015 4:32:21 AM,Dark,4540.117,20.90383,20.66074,0.2430928,0.8468747,3437.582,0.03859643,0.2325248,0.1939284,0.6421601,0.7571572,0.3448904,0.4727529,-0.07240294,0.1926372,854,347,494,233,0,0,
4370,38,10/6/2015 4:52:21 AM,Dark,4326.771,20.90383,20.67078,0.2330491,0.8705173,3415.252,0.03878319,0.23123,0.1924468,0.6604341,0.7893305,0.3314275,0.4732882,0.01747639,0.2101136,1403,521,834,371,0,0,
4370,39,10/6/2015 5:13:21 AM,Dark,4508.383,20.90383,20.66555,0.2382747,0.8952578,3293.107,0.03909445,0.2235605,0.184466,0.6792161,0.7304407,0.3401055,0.4761247,0,0.2101136,904,297,347,143,0,0,
4370,40,10/6/2015 5:33:21 AM,Dark,2673.765,20.90383,20.76197,0.1418544,0.9143898,1947.608,0.03959246,0.1491565,0.1095641,0.6931764,0.7284142,0.2015979,0.474096,0.01576741,0.225881,470,191,246,107,0,0,
4370,41,10/6/2015 5:53:21 AM,Dark,2142.098,20.90383,20.78952,0.1143123,0.9272262,1611.445,0.0392812,0.1299828,0.09070162,0.7026635,0.752274,0.1625185,0.473833,-0.0005950928,0.2252859,27,1,13,1,0,0,
4370,42,10/6/2015 6:13:21 AM,Dark,2304.738,20.90383,20.78159,0.1222441,0.9390863,1813.565,0.0391567,0.1398436,0.1006869,0.7117991,0.7868856,0.1764302,0.480369,-0.01973978,0.2055461,73,3,43,6,0,0,
4370,43,10/6/2015 6:33:21 AM,Dark,2418.177,20.90383,20.77539,0.1284403,0.951682,1782.598,0.03974187,0.1399432,0.1002013,0.7213885,0.7371662,0.1827441,0.4744717,0,0.2055461,49,6,11,0,0,0,
4370,44,10/6/2015 6:54:21 AM,Dark,2852.287,20.90383,20.75181,0.1520215,0.9664441,2243.881,0.03984147,0.1650309,0.1251894,0.7326678,0.7866952,0.218335,0.478022,0.01341248,0.2189586,217,16,289,1,0,0,
4370,45,10/6/2015 7:14:21 AM,Light,4606.288,20.90383,20.6601,0.243732,0.9863531,3430.999,0.04040175,0.2322011,0.1917994,0.7478139,0.7448513,0.3487997,0.4770921,0.03972881,0.2586874,1329,608,732,357,0,0,
4370,46,10/6/2015 7:34:21 AM,Light,4032.801,20.90383,20.68872,0.2151084,1.009384,3169.604,0.04025649,0.2172606,0.1770041,0.7654127,0.7859561,0.3086414,0.4775712,-0.02323405,0.2354533,1140,420,896,264,0,0,
4370,47,10/6/2015 7:54:21 AM,Light,2667.228,20.90383,20.76104,0.1427926,1.027236,2123.72,0.0405387,0.1593037,0.118765,0.7795165,0.7962274,0.2046704,0.4768949,-0.009465545,0.2259878,264,31,357,20,0,0,
4370,48,10/6/2015 8:14:21 AM,Light,2378.38,20.90383,20.77688,0.1269464,1.040688,1814.407,0.04052625,0.1424333,0.101907,0.7900147,0.7628751,0.1809419,0.4748474,0.03093974,0.2569275,73,4,24,0,0,0,
4370,49,10/6/2015 8:35:21 AM,Light,2644.252,20.90383,20.76467,0.1391619,1.054754,1961.093,0.04078771,0.1499036,0.1091159,0.8005878,0.741644,0.2000622,0.4793369,-0.07516482,0.1817627,80,11,63,2,0,0,
4370,50,10/6/2015 8:55:21 AM,Light,2533.435,20.90383,20.7696,0.1342254,1.06856,1835.689,0.040464,0.1436783,0.1032143,0.8107112,0.7245852,0.190826,0.4743454,0.1744232,0.3561859,88,5,70,0,0,0,
4370,51,10/6/2015 9:15:21 AM,Light,2566.177,20.90383,20.76727,0.1365628,1.082159,1957.674,0.04083751,0.1504638,0.1096263,0.8208282,0.7628756,0.1952291,0.4762656,-0.1099091,0.2462769,97,11,13,0,0,0,
4370,52,10/6/2015 9:35:21 AM,Light,4433.01,20.90383,20.67034,0.2334864,1.100845,3265.171,0.04143513,0.2234609,0.1820258,0.8347703,0.7365583,0.334954,0.4784164,-0.06434631,0.1819305,863,312,713,240,0,0,
4370,53,10/6/2015 9:55:21 AM,Light,3143.745,20.90383,20.73537,0.1684545,1.121035,2538.39,0.04108652,0.1828226,0.1417361,0.8502384,0.8074414,0.241931,0.4776275,-0.1011658,0.08076477,606,135,517,79,0,0,
4370,54,10/6/2015 10:15:21 AM,Light,2125.693,20.90383,20.78915,0.1146787,1.135075,1706.18,0.04158454,0.1376025,0.09601796,0.861548,0.8026465,0.1633845,0.4738987,0.16303,0.2437948,82,3,12,1,0,0,
4370,55,10/6/2015 10:36:21 AM,Light,2496.321,20.90383,20.77162,0.1322069,1.148021,1867.097,0.04183355,0.1462307,0.1043971,0.871555,0.7479394,0.1891796,0.4769888,-0.002522781,0.241272,143,7,19,1,0,0,
4370,56,10/6/2015 10:56:21 AM,Light,2262.036,20.90383,20.78432,0.1195105,1.160707,1717.396,0.04146004,0.1370173,0.0955573,0.881112,0.7592255,0.171928,0.4793275,-0.1692505,0.07202148,174,6,6,1,0,0,
4370,57,10/6/2015 11:16:21 AM,Light,4280.313,20.90383,20.67774,0.2260929,1.178176,3157.025,0.04158454,0.2180491,0.1764646,0.8941265,0.7375687,0.3235016,0.4771485,0.1663259,0.2383474,625,148,364,48,0,0,
4370,58,10/6/2015 11:36:21 AM,Light,4458.684,20.90383,20.66611,0.2377202,1.201482,3471.722,0.04195806,0.2360608,0.1941027,0.9118066,0.7786427,0.3405927,0.477017,-0.07057191,0.1677755,1203,533,703,263,0,0,
4370,59,10/6/2015 11:56:21 AM,Light,2782.185,20.90383,20.75503,0.1488019,1.220773,2221.572,0.04133553,0.165392,0.1240564,0.9269748,0.7984988,0.2136162,0.4775899,0.120575,0.2883504,361,42,111,11,0,0,
4370,60,10/6/2015 12:17:21 PM,Light,2726.28,20.90383,20.75833,0.1455026,1.236196,2151.806,0.04083751,0.1609845,0.120147,0.9392195,0.789283,0.2088285,0.4776463,-0.0666962,0.2216542,223,25,46,1,0,0,
4370,61,10/6/2015 12:37:21 PM,Light,2534.116,20.90383,20.76772,0.1361068,1.250221,1946.301,0.04077526,0.1506506,0.1098753,0.9501455,0.7680396,0.1930479,0.4724241,0.003367096,0.2250213,276,28,19,1,0,0,
4370,62,10/6/2015 12:57:21 PM,Light,2853.473,20.90383,20.75407,0.1497576,1.264592,2123.979,0.04009048,0.1578719,0.1177814,0.9610016,0.7443487,0.2160439,0.4809524,-0.002360031,0.2226613,174,14,9,0,0,0,
4370,63,10/6/2015 1:17:21 PM,Light,2729.31,20.90383,20.75793,0.1458963,1.279478,2066.987,0.04033949,0.1567513,0.1164118,0.972177,0.7573293,0.2073415,0.4735495,0.005381271,0.2280425,148,19,15,0,0,0,
4370,64,10/6/2015 1:37:21 PM,Light,2504.084,20.90383,20.77197,0.1318555,1.293431,1828.344,0.03964226,0.1416863,0.102044,0.9825618,0.7301447,0.1888896,0.4778623,0.1853994,0.4134419,129,13,18,0,0,0,
4370,65,10/6/2015 1:58:21 PM,Light,2786.438,20.90383,20.75714,0.146695,1.308248,2022.982,0.03840967,0.1513976,0.1129879,0.9933477,0.7260099,0.2099612,0.47752,-0.1806336,0.2328084,126,3,1,1,0,0,
4370,66,10/6/2015 2:18:21 PM,Light,4638.825,20.90383,20.65697,0.2468631,1.328069,3522.623,0.03824782,0.2356624,0.1974145,1.008153,0.7593784,0.3525918,0.475892,-0.2624308,-0.02962247,1040,451,660,274,0,0,
4370,67,10/6/2015 2:38:21 PM,Light,2798.239,20.90383,20.75549,0.1483434,1.347881,2157.65,0.0378494,0.1579964,0.120147,1.023285,0.7710742,0.2133361,0.478945,0.1672312,0.1376088,533,145,525,59,0,0,
4370,68,10/6/2015 2:58:21 PM,Light,2561.536,20.90383,20.76822,0.1356046,1.362171,1925.099,0.03865868,0.1461684,0.1075097,1.03417,0.751541,0.1943037,0.4775617,-0.008783966,0.1288248,174,10,58,1,0,0,
4370,69,10/6/2015 3:18:21 PM,Light,2528.604,20.90383,20.77069,0.1331414,1.375744,1920.255,0.03854663,0.145023,0.1064764,1.044424,0.7594131,0.1921981,0.4809805,-0.01420593,0.1146189,185,8,14,0,0,0,
4370,70,10/6/2015 3:38:21 PM,Light,2918.227,20.90383,20.74997,0.1538605,1.390274,2115.145,0.03840967,0.1567513,0.1183417,1.055187,0.7248047,0.2198223,0.4766883,-0.001897171,0.1127217,279,30,56,0,0,0,
4370,71,10/6/2015 3:59:21 PM,Light,4640.809,20.90383,20.65851,0.2453194,1.411458,3482.499,0.03851343,0.2327614,0.194248,1.070876,0.7504076,0.351922,0.4781441,-0.03018188,0.08253982,1622,663,734,320,0,0,
4370,72,10/6/2015 4:19:21 PM,Light,3015.106,20.90383,20.74213,0.1617026,1.431856,2407.25,0.03859643,0.1733934,0.134797,1.08657,0.7983965,0.2314938,0.4762686,0.01896667,0.1015065,761,231,332,109,0,0,
4370,73,10/6/2015 4:39:21 PM,Light,2359.909,20.90383,20.77832,0.1255061,1.446182,1797.091,0.03884544,0.1394452,0.1005998,1.097775,0.7615088,0.1794731,0.4764253,-0.1436157,-0.04210923,98,18,31,0,0,0,
4370,74,10/6/2015 4:59:21 PM,Light,2803.317,20.90383,20.7559,0.147931,1.459955,2024.768,0.03869603,0.1521447,0.1134486,1.107969,0.7222756,0.2110267,0.4760026,0.1310781,0.08896885,119,21,23,3,0,0,
4370,75,10/6/2015 5:19:21 PM,Light,2615.919,20.90383,20.76462,0.1392067,1.474405,1971.229,0.03834742,0.1489573,0.1106099,1.118624,0.7535509,0.1985326,0.4752982,0,0.08896885,199,32,28,3,0,0,
4370,76,10/6/2015 5:40:21 PM,Light,4576.561,20.90383,20.66191,0.2419141,1.494565,3423.301,0.03809841,0.2291383,0.1910399,1.133745,0.7480072,0.3468334,0.4779093,-0.05296834,0.03600051,1088,406,539,210,0,0,
4370,77,10/6/2015 6:00:21 PM,Light,3078.85,20.90383,20.73855,0.1652798,1.514963,2444.421,0.03809841,0.1752402,0.1371418,1.149381,0.7939394,0.2361175,0.4753546,0.06988017,0.1058807,584,112,193,63,0,0,
4370,78,10/6/2015 6:20:21 PM,Light,3732.185,20.90383,20.70306,0.2007661,1.533133,2869.282,0.0378992,0.2001038,0.1622046,1.163556,0.7687942,0.2843719,0.4717677,-0.1601156,-0.05423487,410,89,216,48,0,0,
4370,79,10/6/2015 6:40:21 PM,Light,5367.309,20.90383,20.61948,0.2843517,1.557417,4045.291,0.03816066,0.2641366,0.2259759,1.182008,0.7536908,0.4073613,0.477431,0.1585541,0.1043192,2019,1179,973,526,0,0,
4370,80,10/6/2015 7:00:21 PM,Dark,5136.301,20.90383,20.62844,0.2753932,1.585424,3799.25,0.03803616,0.2534914,0.2154553,1.202924,0.7396861,0.3884107,0.4702921,0.144165,0.2484842,2189,1455,1228,684,0,0,
4370,81,10/6/2015 7:21:21 PM,Dark,5102.968,20.90383,20.63123,0.272601,1.614093,3743.659,0.03824782,0.2500551,0.2118073,1.224043,0.7336238,0.3852802,0.4713944,-0.1571757,0.09130853,2343,1561,1177,709,0,0,
4370,82,10/6/2015 7:41:21 PM,Dark,5225.083,20.90383,20.62592,0.2779076,1.641636,3831.046,0.03859643,0.2544252,0.2158288,1.244244,0.7332028,0.3944567,0.4734103,0,0.09130853,2495,1599,1249,728,0,0,
4370,83,10/6/2015 8:01:21 PM,Dark,5321.954,20.90383,20.62187,0.2819607,1.669763,3894.7,0.03884544,0.2574756,0.2186301,1.264846,0.7318176,0.4016244,0.4751104,0.126475,0.2177836,2454,1580,1401,797,0,0,
4370,84,10/6/2015 8:21:21 PM,Dark,5754.895,20.90383,20.59246,0.311373,1.699306,4538.907,0.03903219,0.295989,0.2569568,1.287343,0.7887039,0.4407497,0.4710916,-0.06298828,0.1547953,2651,1786,1608,976,0,0,
4370,85,10/6/2015 8:41:21 PM,Dark,5785.708,20.90383,20.59417,0.3096635,1.730081,4449.439,0.03934345,0.2895978,0.2502543,1.311311,0.7690396,0.440867,0.4741805,0.03517151,0.1899668,2363,1550,1621,920,0,0,
4370,86,10/6/2015 9:01:21 PM,Dark,6416.433,20.90383,20.55936,0.344467,1.762627,4768.577,0.03890769,0.3094687,0.270561,1.335896,0.743182,0.4856573,0.4700573,0.04660542,0.2365722,1960,1242,1101,703,0,0,
4370,87,10/6/2015 9:22:21 PM,Dark,5971.824,20.90383,20.58223,0.3215961,1.797309,4790.134,0.03909445,0.3082112,0.2691168,1.362661,0.8021224,0.4589433,0.4746982,0.06903586,0.3056081,1773,913,912,452,0,0,
4370,88,10/6/2015 9:42:21 PM,Dark,5695.212,20.90383,20.59241,0.3114191,1.828418,4759.47,0.03874583,0.3082735,0.2695276,1.388126,0.8356966,0.4414544,0.4709308,0.05910236,0.3647104,2134,1409,1379,810,0,0,
4370,89,10/6/2015 10:02:21 PM,Dark,5698.789,20.90383,20.59325,0.3105768,1.858802,4881.666,0.03884544,0.3131291,0.2742837,1.413837,0.8566145,0.4440815,0.4746408,0.08009338,0.4448038,1673,927,1120,543,0,0,
4370,90,10/6/2015 10:22:21 PM,Dark,5489.215,20.90383,20.60143,0.3024033,1.888635,4680.581,0.03971697,0.3057834,0.2660664,1.439334,0.8526867,0.4273253,0.4691463,0.08576456,0.5305684,2336,1538,1587,894,0,0,
4370,91,10/6/2015 10:42:21 PM,Dark,5285.973,20.90383,20.61293,0.2909005,1.917366,4763.385,0.03909444,0.3067794,0.267685,1.464519,0.9011367,0.4165517,0.4745468,0.1657766,0.696345,1938,1099,1096,621,0,0,
4370,92,10/6/2015 11:03:21 PM,Dark,4869.242,20.90383,20.63633,0.2675,1.945796,4332.845,0.03934346,0.282999,0.2436555,1.489983,0.8898397,0.3826275,0.4742275,-0.1986695,0.4976755,2145,1330,1478,818,0,0,
4370,93,10/6/2015 11:23:21 PM,Dark,5271.922,20.90383,20.61536,0.2884684,1.972844,4548.319,0.03903219,0.2952752,0.256243,1.513669,0.8627439,0.4114546,0.4733634,0.1487071,0.6463826,2029,1228,1176,667,0,0,
4370,94,10/6/2015 11:43:21 PM,Dark,4922.321,20.90383,20.63015,0.2736813,2.000024,4498.244,0.0392812,0.2939803,0.2546991,1.537792,0.9138461,0.3891279,0.4709778,0.2102966,0.8566792,1337,615,740,344,0,0,
4370,95,10/7/2015 12:03:21 AM,Dark,4526.636,20.90383,20.65444,0.2493899,2.025217,4062.708,0.03884544,0.2675853,0.2287399,1.560617,0.8975115,0.35639,0.4736545,0,0.8566792,1596,751,614,320,0,0,
4370,96,10/7/2015 12:23:21 AM,Dark,4655.214,20.90383,20.64895,0.2548759,2.049704,4009.675,0.03909445,0.2651949,0.2261004,1.582143,0.8613299,0.363193,0.4729377,0.02230835,0.8789876,1503,717,605,281,0,0,
4370,97,10/7/2015 12:44:21 AM,Dark,2750.61,20.90383,20.7519,0.1519318,2.070419,2460.927,0.03834742,0.1773444,0.138997,1.600243,0.894684,0.216407,0.4721518,0.1692505,1.048238,477,164,180,63,0,0,
4370,98,10/7/2015 1:04:21 AM,Dark,2365.116,20.90383,20.77357,0.1302545,2.084056,2093.343,0.0378992,0.1560292,0.11813,1.612384,0.8850906,0.1856307,0.4725744,0.002665162,1.050903,173,12,32,0,0,0,
4370,99,10/7/2015 1:24:21 AM,Dark,2529.362,20.90383,20.76577,0.1380579,2.09711,2102.491,0.03853418,0.1574984,0.1189642,1.623573,0.8312337,0.1958366,0.4713252,-0.2084503,0.8424529,223,36,25,0,0,0,
4370,100,10/7/2015 1:44:21 AM,Dark,2539.903,20.90383,20.76573,0.1380991,2.110628,2100.786,0.03816066,0.1566766,0.118516,1.634781,0.8271126,0.1964464,0.4727247,0.02533466,0.8677875,166,23,20,0,0,0,
4370,101,10/7/2015 2:04:21 AM,Dark,2624.402,20.90383,20.76192,0.1419105,2.124401,2063.77,0.03799881,0.1548215,0.1168227,1.645886,0.7863771,0.2008745,0.4711374,0,0.8677875,131,18,0,0,0,0,
4370,102,10/7/2015 2:24:21 AM,Dark,2557.281,20.90383,20.76508,0.1387532,2.138218,2122.138,0.03753814,0.1569381,0.1193999,1.65705,0.8298413,0.1979281,0.4739927,-0.01062518,0.8571624,128,19,9,0,0,0,
4370,103,10/7/2015 2:45:21 AM,Dark,5713.614,20.90383,20.59545,0.3083814,2.161411,4505.575,0.03704012,0.2914903,0.2544501,1.675634,0.7885682,0.4375729,0.4722363,0.03820294,0.8953653,1852,881,887,404,0,0,
4370,104,10/7/2015 3:05:21 AM,Dark,5270.347,20.90383,20.61811,0.2857148,2.190697,4352.698,0.03747589,0.2823765,0.2449006,1.699254,0.8258845,0.4075024,0.4739927,0.2135976,1.108963,1827,1094,1206,624,0,0,
4370,105,10/7/2015 3:25:21 AM,Dark,4509.273,20.90383,20.65523,0.2486025,2.216768,3982.767,0.03797391,0.2630534,0.2250794,1.721478,0.8832393,0.3537544,0.4718888,-0.2082672,0.9006957,1559,700,608,203,0,0,
4370,106,10/7/2015 3:45:21 AM,Dark,4637.046,20.90383,20.64854,0.2552858,2.241159,4210.859,0.03803616,0.2744082,0.236372,1.74333,0.9080908,0.3660498,0.4750728,0.3697714,1.270467,1890,909,1166,534,0,0,
4370,107,10/7/2015 4:05:21 AM,Dark,4338.894,20.90383,20.66442,0.2394147,2.265092,3918.244,0.03753814,0.2582226,0.2206845,1.765004,0.9030513,0.3420825,0.4734847,-0.01363635,1.256831,1268,586,646,293,0,0,
4370,108,10/7/2015 4:26:21 AM,Dark,2854.268,20.90383,20.74691,0.1569194,2.285216,2560.64,0.03765019,0.1815277,0.1438775,1.78313,0.8971269,0.2246998,0.4746167,-0.05330396,1.203527,440,186,162,74,0,0,
4370,109,10/7/2015 4:46:21 AM,Dark,2379.184,20.90383,20.77211,0.131721,2.299167,2123.463,0.03760039,0.1578719,0.1202715,1.795616,0.8925174,0.1870831,0.4708368,0.07904053,1.282567,78,14,8,0,0,0,
4370,110,10/7/2015 5:06:21 AM,Dark,2351.385,20.90383,20.77394,0.1298844,2.311781,2147.845,0.03728913,0.1581209,0.1208317,1.807007,0.9134381,0.1858669,0.4740303,-0.1350759,1.147491,102,10,0,0,0,0,
4370,111,10/7/2015 5:26:21 AM,Dark,2328.377,20.90383,20.7761,0.1277289,2.32426,2060.071,0.0377498,0.1535557,0.1158059,1.818227,0.8847668,0.1827322,0.4743966,0.1526438,1.300135,64,6,4,0,0,0,
4370,112,10/7/2015 5:46:21 AM,Dark,2084.667,20.90383,20.78826,0.1155695,2.336026,1868.348,0.03735138,0.1432301,0.1058787,1.8287,0.8962333,0.1640769,0.4705833,0.06095386,1.361089,12,1,48,1,0,0,
4370,113,10/7/2015 6:07:21 AM,Dark,2599.777,20.90383,20.76356,0.140272,2.349148,2104.181,0.03750079,0.1557553,0.1182545,1.839826,0.8093699,0.200168,0.4745397,-0.1069845,1.254104,14,0,1,1,0,0,
