Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4370,1,10/7/2015 3:41:21 PM,Light,4385.112,20.92122,20.68225,0.238968,9.744693E-05,3782.052,0.04235764,0.2545813,0.2122236,8.404561E-05,0.8624757,0.3422191,0.4752606,0,0,231,48,7,1,0,0,,
4370,2,10/7/2015 4:13:21 PM,Light,4367.72,20.92122,20.68041,0.240816,0.03744267,4030.836,0.0410017,0.2668967,0.225895,0.0334218,0.9228696,0.3460615,0.4758523,0.1662649,0.1662649,1905,960,1574,627,0,0,,
4370,3,10/7/2015 4:46:21 PM,Light,2456.766,20.92122,20.78459,0.136634,0.06744918,2268.608,0.03930988,0.1675397,0.1282298,0.06111978,0.9234123,0.1946798,0.4717949,0.05012512,0.21639,486,22,49,2,0,0,,
4370,4,10/7/2015 5:19:21 PM,Light,2691.797,20.92122,20.77325,0.147973,0.09010547,2338.173,0.03899888,0.1711722,0.1321733,0.08139038,0.868629,0.2103973,0.4717667,-0.04263814,0.1737518,32,5,222,1,0,0,,
4370,5,10/7/2015 5:52:21 PM,Light,5063.59,20.92122,20.64259,0.2786351,0.1242555,4453.388,0.03881228,0.2902214,0.2514091,0.1112968,0.8794922,0.3968667,0.4723907,-0.00237529,0.1713766,1751,876,1122,585,0,0,,
4370,6,10/7/2015 6:25:21 PM,Light,5559.721,20.92122,20.62048,0.3007432,0.1710036,4451.212,0.03926012,0.2905448,0.2512847,0.150477,0.8006179,0.4271077,0.4724148,0.005864471,0.177241,2947,1417,1842,890,0,0,,
4370,7,10/7/2015 6:58:21 PM,Light,5498.19,20.92122,20.62328,0.297945,0.2196577,4394.719,0.03986967,0.2884798,0.2486101,0.1893984,0.7993029,0.4222383,0.471438,-0.02092491,0.1563161,2792,1618,2023,1223,0,0,,
4370,8,10/7/2015 7:31:21 PM,Dark,5577.769,20.92122,20.61694,0.304281,0.2683928,4881.187,0.04024287,0.3136829,0.2734401,0.2302178,0.8751146,0.436685,0.4760548,0.1611379,0.317454,2997,1758,1846,1140,0,0,,
4370,9,10/7/2015 8:04:21 PM,Dark,5715.132,20.92122,20.60932,0.3119039,0.3180831,4775.848,0.04025531,0.3101998,0.2699445,0.2727076,0.8356495,0.4429932,0.471823,0.02945456,0.3469086,2996,1852,2131,1378,0,0,,
4370,10,10/7/2015 8:37:21 PM,Dark,6159.442,20.92122,20.58731,0.3339172,0.3703362,5135.328,0.04035483,0.3288098,0.2884549,0.3163208,0.8337327,0.4771999,0.4747816,-0.5344086,-0.1875,2494,1463,1548,992,0,0,,
4370,11,10/7/2015 9:10:21 PM,Dark,5842.556,20.92122,20.6018,0.3194221,0.4231414,5029.961,0.04067826,0.3239334,0.2832551,0.3610469,0.8609179,0.4557802,0.47357,0.6010387,0.4135387,2844,1739,1822,1076,0,0,,
4370,12,10/7/2015 9:43:21 PM,Dark,5267.638,20.92122,20.62993,0.2912947,0.4720199,4744.443,0.04125049,0.3091922,0.2679417,0.4040511,0.9006775,0.4150591,0.4722081,0.4272919,0.8408306,3126,1874,2463,1289,0,0,,
4370,13,10/7/2015 10:16:21 PM,Dark,5103.89,20.92122,20.63947,0.2817501,0.5176528,4762.873,0.04085242,0.3075128,0.2666603,0.4458835,0.9331849,0.4054272,0.4763126,-0.04716492,0.7936656,3370,2110,2539,1378,0,0,,
4370,14,10/7/2015 10:49:21 PM,Dark,4794.275,20.92122,20.65545,0.265776,0.5612013,4494.514,0.04074046,0.293207,0.2524665,0.486613,0.9374751,0.3812385,0.4747441,0.2259572,1.019623,2974,1781,1736,922,0,0,,
4370,15,10/7/2015 11:22:21 PM,Dark,4383.302,20.92122,20.67725,0.2439747,0.6015781,4111.913,0.04024287,0.2721214,0.2318786,0.5244771,0.9380858,0.3486108,0.4728938,-0.06280011,0.9568227,3358,1740,1526,759,0,0,,
4370,16,10/7/2015 11:55:21 PM,Dark,2961.098,20.92122,20.75757,0.1636565,0.6338776,2844.808,0.04040458,0.1989379,0.1585333,0.5550725,0.9607274,0.2368223,0.4785292,0.2009583,1.157781,1917,436,497,216,0,0,,
4370,17,10/8/2015 12:28:21 AM,Dark,2523.281,20.92122,20.78006,0.1411581,0.658004,2461.045,0.04049166,0.1788848,0.1383932,0.5784141,0.9753354,0.2025332,0.4742181,0.03781128,1.195592,15,2,0,0,0,0,,
4370,18,10/8/2015 1:00:21 AM,Dark,2457.796,20.92122,20.78326,0.1379646,0.6792559,2364.214,0.03868788,0.1724659,0.133778,0.5990008,0.9619244,0.1966272,0.4712783,-0.217982,0.9776103,355,2,0,0,0,0,,
4370,19,10/8/2015 1:33:21 AM,Dark,4882.105,20.92122,20.64915,0.2720697,0.7115784,4418.248,0.03856349,0.289786,0.2512225,0.6288664,0.9049882,0.3850962,0.4690053,0.1351979,1.112808,971,429,337,198,0,0,,
4370,20,10/8/2015 2:06:21 AM,Dark,5083.042,20.92122,20.64241,0.2788135,0.7554273,4461.5,0.03856349,0.2897238,0.2511603,0.6679378,0.8777224,0.398214,0.4737203,0.1151428,1.227951,3344,2087,1959,1121,0,0,,
4370,21,10/8/2015 2:39:21 AM,Dark,4181.861,20.92122,20.68737,0.2338503,0.7961829,4036.955,0.03875009,0.2661503,0.2274002,0.7053263,0.9653488,0.3348373,0.4734103,0.1298676,1.357819,2747,1284,1535,669,0,0,,
4370,22,10/8/2015 3:12:21 AM,Dark,2657.851,20.92122,20.77493,0.1462958,0.8262607,2467.371,0.03861325,0.1764964,0.1378832,0.7339278,0.9283329,0.2108721,0.4772049,-0.04013574,1.317683,830,23,5,0,0,0,,
4370,23,10/8/2015 3:45:21 AM,Dark,2659.583,20.92122,20.77437,0.1468569,0.8496574,2341.58,0.03850129,0.1711224,0.1326211,0.7550858,0.8804314,0.2084982,0.4708557,-0.01450086,1.303182,472,13,0,0,0,0,,
4370,24,10/8/2015 4:18:21 AM,Dark,2436.418,20.92122,20.78674,0.1344829,0.8720773,2202.905,0.03930988,0.1633973,0.1240874,0.77508,0.9041573,0.1921426,0.4734291,-0.04937744,1.253805,521,6,0,0,0,0,,
