Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,9/8/2015 12:54:24 PM,Light,9/8/2015 12:48:33 PM,9/8/2015 12:54:13 PM,340,-0.09,-0.09,
1,2,9/8/2015 12:55:45 PM,Light,9/8/2015 12:55:21 PM,9/8/2015 12:55:35 PM,14,0.14,0.05,
2,3,9/8/2015 1:11:56 PM,Light,9/8/2015 12:55:47 PM,9/8/2015 1:11:45 PM,958,-0.06,-0.01,
2,4,9/8/2015 1:16:42 PM,Light,9/8/2015 1:12:09 PM,9/8/2015 1:16:30 PM,261,0.04,0.03,
3,5,9/8/2015 1:38:57 PM,Light,9/8/2015 1:16:47 PM,9/8/2015 1:38:47 PM,1320,-0.08,-0.05,
3,6,9/8/2015 1:49:48 PM,Light,9/8/2015 1:49:09 PM,9/8/2015 1:49:38 PM,29,0.11,0.06,
4,7,9/8/2015 2:00:45 PM,Light,9/8/2015 1:50:41 PM,9/8/2015 2:00:34 PM,593,-0.03,0.03,
4,8,9/8/2015 2:12:36 PM,Light,9/8/2015 2:07:07 PM,9/8/2015 2:12:25 PM,318,-0.12,-0.09,
5,9,9/8/2015 2:17:52 PM,Light,9/8/2015 2:12:37 PM,9/8/2015 2:17:41 PM,304,0.19,0.09,
5,10,9/8/2015 2:23:21 PM,Light,9/8/2015 2:17:55 PM,9/8/2015 2:23:11 PM,316,-0.06,0.03,
5,11,9/8/2015 2:27:42 PM,Light,9/8/2015 2:23:24 PM,9/8/2015 2:27:32 PM,248,0.12,0.16,
5,12,9/8/2015 2:34:08 PM,Light,9/8/2015 2:27:44 PM,9/8/2015 2:33:58 PM,374,-0.12,0.04,
7,13,9/8/2015 2:59:30 PM,Light,9/8/2015 2:55:09 PM,9/8/2015 2:59:19 PM,250,0.12,0.16,
7,14,9/8/2015 3:06:01 PM,Light,9/8/2015 2:59:31 PM,9/8/2015 3:05:51 PM,380,-0.03,0.12,
8,15,9/8/2015 3:21:55 PM,Light,9/8/2015 3:06:02 PM,9/8/2015 3:21:44 PM,942,-0.06,0.06,
8,16,9/8/2015 3:32:04 PM,Light,9/8/2015 3:26:46 PM,9/8/2015 3:31:52 PM,306,0.11,0.17,
9,17,9/8/2015 3:47:42 PM,Light,9/8/2015 3:32:11 PM,9/8/2015 3:47:31 PM,920,-0.17,0.00,
9,18,9/8/2015 3:50:52 PM,Light,9/8/2015 3:47:52 PM,9/8/2015 3:50:42 PM,170,0.15,0.15,
9,19,9/8/2015 3:57:27 PM,Light,9/8/2015 3:50:53 PM,9/8/2015 3:57:16 PM,383,-0.14,0.01,
9,20,9/8/2015 4:03:41 PM,Light,9/8/2015 3:57:36 PM,9/8/2015 4:03:30 PM,354,0.10,0.11,
10,21,9/8/2015 4:09:04 PM,Light,9/8/2015 4:04:02 PM,9/8/2015 4:08:52 PM,290,0.10,0.22,
10,22,9/8/2015 4:19:03 PM,Light,9/8/2015 4:13:55 PM,9/8/2015 4:18:53 PM,298,-0.12,0.10,
10,23,9/8/2015 4:24:12 PM,Light,9/8/2015 4:19:18 PM,9/8/2015 4:24:01 PM,283,0.03,0.13,
11,24,9/8/2015 4:30:00 PM,Light,9/8/2015 4:25:26 PM,9/8/2015 4:29:50 PM,264,0.05,0.18,
11,25,9/8/2015 4:45:50 PM,Light,9/8/2015 4:40:27 PM,9/8/2015 4:45:40 PM,313,-0.09,0.09,
