Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
12,1,11/13/2015 11:54:50 AM,Light,5/14/1981 11:53:55 AM,5/14/1981 11:54:39 AM,44,0.04,0.04,
13,2,11/13/2015 12:07:43 PM,Light,5/14/1981 12:07:25 PM,5/14/1981 12:07:32 PM,7,0.05,0.10,
17,3,11/13/2015 12:50:06 PM,Light,5/14/1981 12:47:57 PM,5/14/1981 12:49:55 PM,118,0.17,0.26,
20,4,11/13/2015 1:15:50 PM,Light,5/14/1981 1:15:32 PM,5/14/1981 1:15:40 PM,8,0.05,0.31,
20,5,11/13/2015 1:16:28 PM,Light,5/14/1981 1:15:58 PM,5/14/1981 1:16:17 PM,19,-0.06,0.25,
24,6,11/13/2015 1:58:34 PM,Light,5/14/1981 1:57:16 PM,5/14/1981 1:58:24 PM,68,0.03,0.28,
66,7,11/13/2015 8:32:18 PM,Dark,5/14/1981 2:03:32 PM,5/14/1981 8:32:08 PM,23316,1.95,2.23,
98,8,11/14/2015 1:43:07 AM,Dark,5/14/1981 8:32:33 PM,5/15/1981 1:42:56 AM,18623,0.12,2.35,
116,9,11/14/2015 4:31:32 AM,Dark,5/15/1981 3:17:44 AM,5/15/1981 4:31:21 AM,4417,0.09,2.44,
121,10,11/14/2015 5:16:56 AM,Dark,5/15/1981 4:31:42 AM,5/15/1981 5:16:46 AM,2704,0.15,2.59,
121,11,11/14/2015 5:23:43 AM,Dark,5/15/1981 5:21:04 AM,5/15/1981 5:23:33 AM,149,-0.17,2.42,
121,12,11/14/2015 5:25:58 AM,Dark,5/15/1981 5:25:14 AM,5/15/1981 5:25:48 AM,34,0.07,2.49,
123,13,11/14/2015 5:41:40 AM,Dark,5/15/1981 5:39:59 AM,5/15/1981 5:41:29 AM,90,-0.13,2.35,
123,14,11/14/2015 5:44:44 AM,Dark,5/15/1981 5:44:17 AM,5/15/1981 5:44:33 AM,16,0.12,2.48,
125,15,11/14/2015 5:56:57 AM,Dark,5/15/1981 5:56:08 AM,5/15/1981 5:56:47 AM,39,-0.05,2.43,
125,16,11/14/2015 5:57:44 AM,Dark,5/15/1981 5:57:25 AM,5/15/1981 5:57:33 AM,8,0.03,2.46,
125,17,11/14/2015 5:58:39 AM,Dark,5/15/1981 5:58:16 AM,5/15/1981 5:58:28 AM,12,0.06,2.52,
125,18,11/14/2015 6:02:36 AM,Dark,5/15/1981 6:01:12 AM,5/15/1981 6:02:26 AM,74,-0.05,2.47,
126,19,11/14/2015 6:06:27 AM,Dark,5/15/1981 6:04:31 AM,5/15/1981 6:06:17 AM,106,-0.06,2.41,
126,20,11/14/2015 6:08:17 AM,Dark,5/15/1981 6:07:55 AM,5/15/1981 6:08:06 AM,11,-0.04,2.38,
126,21,11/14/2015 6:10:55 AM,Dark,5/15/1981 6:08:43 AM,5/15/1981 6:10:44 AM,121,0.09,2.47,
127,22,11/14/2015 6:22:29 AM,Dark,5/15/1981 6:21:54 AM,5/15/1981 6:22:18 AM,24,-0.12,2.34,
