Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
25,1,11/9/2015 9:24:12 PM,Dark,5/10/1981 7:19:37 PM,5/10/1981 9:24:02 PM,7465,-0.05,-0.05,
27,2,11/9/2015 10:19:02 PM,Dark,5/10/1981 9:24:16 PM,5/10/1981 10:18:52 PM,3276,0.19,0.14,
29,3,11/9/2015 10:57:52 PM,Dark,5/10/1981 10:56:25 PM,5/10/1981 10:57:41 PM,76,0.23,0.36,
30,4,11/9/2015 11:10:19 PM,Dark,5/10/1981 10:57:52 PM,5/10/1981 11:10:08 PM,736,-0.12,0.24,
30,5,11/9/2015 11:22:31 PM,Dark,5/10/1981 11:11:16 PM,5/10/1981 11:22:21 PM,665,-0.09,0.15,
32,6,11/9/2015 11:48:54 PM,Dark,5/10/1981 11:48:25 PM,5/10/1981 11:48:43 PM,18,0.19,0.34,
33,7,11/10/2015 12:27:37 AM,Dark,5/10/1981 11:49:39 PM,5/11/1981 12:27:26 AM,2267,-0.07,0.27,
34,8,11/10/2015 12:41:38 AM,Dark,5/11/1981 12:27:49 AM,5/11/1981 12:41:27 AM,818,-0.12,0.15,
35,9,11/10/2015 1:06:30 AM,Dark,5/11/1981 12:42:08 AM,5/11/1981 1:06:19 AM,1451,0.11,0.26,
39,10,11/10/2015 2:24:47 AM,Dark,5/11/1981 1:06:58 AM,5/11/1981 2:24:36 AM,4658,0.13,0.39,
40,11,11/10/2015 2:49:24 AM,Dark,5/11/1981 2:25:15 AM,5/11/1981 2:49:13 AM,1438,0.11,0.50,
40,12,11/10/2015 2:50:17 AM,Dark,5/11/1981 2:49:42 AM,5/11/1981 2:50:07 AM,25,-0.29,0.21,
42,13,11/10/2015 3:29:27 AM,Dark,5/11/1981 2:50:46 AM,5/11/1981 3:29:16 AM,2310,0.15,0.37,
42,14,11/10/2015 3:30:33 AM,Dark,5/11/1981 3:29:48 AM,5/11/1981 3:30:22 AM,34,-0.03,0.33,
43,15,11/10/2015 3:41:37 AM,Dark,5/11/1981 3:30:54 AM,5/11/1981 3:41:27 AM,633,-0.06,0.28,
43,16,11/10/2015 3:42:11 AM,Dark,5/11/1981 3:41:46 AM,5/11/1981 3:42:01 AM,15,0.06,0.34,
45,17,11/10/2015 4:34:13 AM,Dark,5/11/1981 3:42:52 AM,5/11/1981 4:34:03 AM,3071,-0.12,0.22,
46,18,11/10/2015 4:48:13 AM,Dark,5/11/1981 4:35:02 AM,5/11/1981 4:48:03 AM,781,0.07,0.29,
46,19,11/10/2015 4:50:16 AM,Dark,5/11/1981 4:48:57 AM,5/11/1981 4:50:05 AM,68,-0.06,0.24,
47,20,11/10/2015 5:12:49 AM,Dark,5/11/1981 4:50:16 AM,5/11/1981 5:12:39 AM,1343,0.24,0.48,
49,21,11/10/2015 6:10:01 AM,Dark,5/11/1981 5:12:57 AM,5/11/1981 6:09:50 AM,3413,-0.08,0.40,
50,22,11/10/2015 6:14:54 AM,Dark,5/11/1981 6:11:22 AM,5/11/1981 6:14:43 AM,201,-0.13,0.26,
51,23,11/10/2015 6:37:16 AM,Dark,5/11/1981 6:16:03 AM,5/11/1981 6:37:06 AM,1263,0.14,0.40,
51,24,11/10/2015 6:40:12 AM,Dark,5/11/1981 6:38:14 AM,5/11/1981 6:40:01 AM,107,-0.07,0.33,
51,25,11/10/2015 6:47:38 AM,Dark,5/11/1981 6:41:10 AM,5/11/1981 6:47:28 AM,378,0.09,0.42,
51,26,11/10/2015 6:48:05 AM,Dark,5/11/1981 6:47:40 AM,5/11/1981 6:47:55 AM,15,-0.07,0.34,
52,27,11/10/2015 7:01:01 AM,Light,5/11/1981 6:56:02 AM,5/11/1981 7:00:49 AM,287,-0.07,0.27,
52,28,11/10/2015 7:02:00 AM,Light,5/11/1981 7:01:21 AM,5/11/1981 7:01:49 AM,28,0.37,0.64,
52,29,11/10/2015 7:02:29 AM,Light,5/11/1981 7:02:01 AM,5/11/1981 7:02:19 AM,18,-0.29,0.35,
52,30,11/10/2015 7:04:55 AM,Light,5/11/1981 7:03:46 AM,5/11/1981 7:04:44 AM,58,0.03,0.38,
53,31,11/10/2015 7:16:48 AM,Light,5/11/1981 7:10:03 AM,5/11/1981 7:16:37 AM,394,-0.04,0.34,
53,32,11/10/2015 7:17:57 AM,Light,5/11/1981 7:17:30 AM,5/11/1981 7:17:46 AM,16,0.04,0.38,
53,33,11/10/2015 7:31:44 AM,Light,5/11/1981 7:26:24 AM,5/11/1981 7:31:33 AM,309,0.06,0.44,
54,34,11/10/2015 7:39:54 AM,Light,5/11/1981 7:32:15 AM,5/11/1981 7:39:44 AM,449,-0.07,0.37,
54,35,11/10/2015 7:47:56 AM,Light,5/11/1981 7:42:05 AM,5/11/1981 7:47:45 AM,340,-0.08,0.29,
54,36,11/10/2015 7:55:25 AM,Light,5/11/1981 7:48:27 AM,5/11/1981 7:55:14 AM,407,0.08,0.37,
55,37,11/10/2015 8:09:50 AM,Light,5/11/1981 8:03:18 AM,5/11/1981 8:09:39 AM,381,0.03,0.41,
56,38,11/10/2015 8:17:38 AM,Light,5/11/1981 8:12:33 AM,5/11/1981 8:17:27 AM,294,-0.04,0.36,
57,39,11/10/2015 8:45:54 AM,Light,5/11/1981 8:40:45 AM,5/11/1981 8:45:44 AM,299,0.03,0.40,
57,40,11/10/2015 8:47:48 AM,Light,5/11/1981 8:46:34 AM,5/11/1981 8:47:37 AM,63,-0.17,0.23,
57,41,11/10/2015 8:52:44 AM,Light,5/11/1981 8:48:44 AM,5/11/1981 8:52:34 AM,230,0.16,0.39,
57,42,11/10/2015 8:54:53 AM,Light,5/11/1981 8:53:06 AM,5/11/1981 8:54:42 AM,96,0.05,0.44,
58,43,11/10/2015 9:02:36 AM,Light,5/11/1981 8:55:51 AM,5/11/1981 9:02:25 AM,394,-0.05,0.39,
58,44,11/10/2015 9:10:00 AM,Light,5/11/1981 9:09:42 AM,5/11/1981 9:09:50 AM,8,0.08,0.48,
58,45,11/10/2015 9:10:31 AM,Light,5/11/1981 9:10:07 AM,5/11/1981 9:10:20 AM,13,-0.16,0.32,
58,46,11/10/2015 9:16:12 AM,Light,5/11/1981 9:10:57 AM,5/11/1981 9:16:02 AM,305,0.04,0.36,
59,47,11/10/2015 9:21:59 AM,Light,5/11/1981 9:17:57 AM,5/11/1981 9:21:48 AM,231,0.07,0.42,
59,48,11/10/2015 9:23:33 AM,Light,5/11/1981 9:22:12 AM,5/11/1981 9:23:21 AM,69,0.09,0.51,
59,49,11/10/2015 9:31:39 AM,Light,5/11/1981 9:25:55 AM,5/11/1981 9:31:28 AM,333,-0.16,0.35,
61,50,11/10/2015 10:08:56 AM,Light,5/11/1981 10:02:18 AM,5/11/1981 10:08:45 AM,387,-0.03,0.32,
61,51,11/10/2015 10:16:36 AM,Light,5/11/1981 10:10:22 AM,5/11/1981 10:16:26 AM,364,-0.06,0.27,
61,52,11/10/2015 10:23:42 AM,Light,5/11/1981 10:16:58 AM,5/11/1981 10:23:32 AM,394,0.04,0.30,
62,53,11/10/2015 10:44:06 AM,Light,5/11/1981 10:23:45 AM,5/11/1981 10:43:56 AM,1211,0.05,0.35,
62,54,11/10/2015 10:45:27 AM,Light,5/11/1981 10:44:14 AM,5/11/1981 10:45:17 AM,63,0.10,0.45,
63,55,11/10/2015 11:06:39 AM,Light,5/11/1981 10:59:44 AM,5/11/1981 11:06:29 AM,405,-0.08,0.37,
65,56,11/10/2015 11:35:24 AM,Light,5/11/1981 11:28:26 AM,5/11/1981 11:35:14 AM,408,-0.15,0.22,
65,57,11/10/2015 11:49:26 AM,Light,5/11/1981 11:35:32 AM,5/11/1981 11:49:15 AM,823,0.17,0.39,
67,58,11/10/2015 12:17:59 PM,Light,5/11/1981 11:49:26 AM,5/11/1981 12:17:49 PM,1703,0.07,0.46,
75,59,11/10/2015 3:12:45 PM,Light,5/11/1981 3:12:26 PM,5/11/1981 3:12:34 PM,8,0.09,0.54,
