Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,11/9/2015 1:00:03 PM,Light,5/10/1981 12:55:10 PM,5/10/1981 12:59:52 PM,282,-0.04,-0.04,
1,2,11/9/2015 1:07:21 PM,Light,5/10/1981 1:01:37 PM,5/10/1981 1:07:11 PM,334,0.05,0.02,
2,3,11/9/2015 1:14:24 PM,Light,5/10/1981 1:08:38 PM,5/10/1981 1:14:13 PM,335,0.13,0.15,
2,4,11/9/2015 1:21:19 PM,Light,5/10/1981 1:17:22 PM,5/10/1981 1:21:08 PM,226,-0.13,0.02,
2,5,11/9/2015 1:23:39 PM,Light,5/10/1981 1:21:34 PM,5/10/1981 1:23:28 PM,114,-0.06,-0.04,
3,6,11/9/2015 1:31:56 PM,Light,5/10/1981 1:24:10 PM,5/10/1981 1:31:45 PM,455,0.09,0.05,
3,7,11/9/2015 1:38:05 PM,Light,5/10/1981 1:32:11 PM,5/10/1981 1:37:55 PM,344,-0.04,0.01,
6,8,11/9/2015 2:43:26 PM,Light,5/10/1981 1:38:18 PM,5/10/1981 2:43:16 PM,3898,0.04,0.06,
8,9,11/9/2015 3:25:40 PM,Light,5/10/1981 2:44:06 PM,5/10/1981 3:25:29 PM,2483,-0.31,-0.26,
9,10,11/9/2015 3:40:16 PM,Light,5/10/1981 3:25:49 PM,5/10/1981 3:40:05 PM,856,0.22,-0.04,
9,11,11/9/2015 3:49:49 PM,Light,5/10/1981 3:43:24 PM,5/10/1981 3:49:39 PM,375,0.26,0.22,
9,12,11/9/2015 3:53:45 PM,Light,5/10/1981 3:50:21 PM,5/10/1981 3:53:35 PM,194,-0.16,0.05,
10,13,11/9/2015 4:01:29 PM,Light,5/10/1981 3:54:13 PM,5/10/1981 4:01:19 PM,426,0.09,0.14,
12,14,11/9/2015 4:48:48 PM,Light,5/10/1981 4:20:07 PM,5/10/1981 4:48:38 PM,1711,0.05,0.19,
13,15,11/9/2015 5:13:10 PM,Light,5/10/1981 4:49:26 PM,5/10/1981 5:12:59 PM,1413,0.08,0.27,
13,16,11/9/2015 5:22:28 PM,Light,5/10/1981 5:19:59 PM,5/10/1981 5:22:17 PM,138,-0.04,0.23,
13,17,11/9/2015 5:24:24 PM,Light,5/10/1981 5:24:02 PM,5/10/1981 5:24:13 PM,11,-0.03,0.20,
14,18,11/9/2015 5:42:01 PM,Light,5/10/1981 5:41:38 PM,5/10/1981 5:41:50 PM,12,0.04,0.24,
15,19,11/9/2015 5:51:38 PM,Light,5/10/1981 5:49:49 PM,5/10/1981 5:51:27 PM,98,-0.11,0.13,
15,20,11/9/2015 5:54:12 PM,Light,5/10/1981 5:53:23 PM,5/10/1981 5:54:01 PM,38,0.16,0.29,
15,21,11/9/2015 5:55:17 PM,Light,5/10/1981 5:54:54 PM,5/10/1981 5:55:07 PM,13,-0.07,0.22,
15,22,11/9/2015 6:05:13 PM,Light,5/10/1981 5:55:46 PM,5/10/1981 6:05:03 PM,557,-0.11,0.11,
15,23,11/9/2015 6:07:30 PM,Light,5/10/1981 6:05:49 PM,5/10/1981 6:07:19 PM,90,0.11,0.22,
16,24,11/9/2015 6:11:28 PM,Light,5/10/1981 6:08:02 PM,5/10/1981 6:11:18 PM,196,0.09,0.32,
16,25,11/9/2015 6:13:06 PM,Light,5/10/1981 6:11:32 PM,5/10/1981 6:12:55 PM,83,-0.05,0.27,
16,26,11/9/2015 6:24:49 PM,Light,5/10/1981 6:18:42 PM,5/10/1981 6:24:39 PM,357,0.09,0.36,
18,27,11/9/2015 6:53:17 PM,Light,5/10/1981 6:52:26 PM,5/10/1981 6:53:06 PM,40,-0.07,0.29,
18,28,11/9/2015 6:59:46 PM,Light,5/10/1981 6:54:15 PM,5/10/1981 6:59:36 PM,321,0.05,0.34,
18,29,11/9/2015 7:06:05 PM,Light,5/10/1981 7:01:40 PM,5/10/1981 7:05:54 PM,254,-0.07,0.27,
19,30,11/9/2015 7:17:45 PM,Dark,5/10/1981 7:11:21 PM,5/10/1981 7:17:34 PM,373,-0.07,0.20,
19,31,11/9/2015 7:32:22 PM,Dark,5/10/1981 7:23:09 PM,5/10/1981 7:32:11 PM,542,0.20,0.41,
20,32,11/9/2015 7:36:10 PM,Dark,5/10/1981 7:35:19 PM,5/10/1981 7:36:00 PM,41,-0.04,0.37,
20,33,11/9/2015 7:48:47 PM,Dark,5/10/1981 7:36:13 PM,5/10/1981 7:48:36 PM,743,0.03,0.40,
21,34,11/9/2015 7:53:55 PM,Dark,5/10/1981 7:49:16 PM,5/10/1981 7:53:44 PM,268,-0.14,0.25,
21,35,11/9/2015 7:57:00 PM,Dark,5/10/1981 7:54:45 PM,5/10/1981 7:56:49 PM,124,0.08,0.33,
25,36,11/9/2015 9:22:36 PM,Dark,5/10/1981 9:21:52 PM,5/10/1981 9:22:26 PM,34,-0.04,0.30,
25,37,11/9/2015 9:31:23 PM,Dark,5/10/1981 9:23:19 PM,5/10/1981 9:31:12 PM,473,0.04,0.34,
26,38,11/9/2015 9:42:52 PM,Dark,5/10/1981 9:41:45 PM,5/10/1981 9:42:42 PM,57,0.04,0.37,
26,39,11/9/2015 9:45:21 PM,Dark,5/10/1981 9:43:02 PM,5/10/1981 9:45:10 PM,128,-0.04,0.33,
27,40,11/9/2015 10:19:49 PM,Dark,5/10/1981 10:08:56 PM,5/10/1981 10:19:38 PM,642,0.14,0.48,
28,41,11/9/2015 10:26:26 PM,Dark,5/10/1981 10:20:54 PM,5/10/1981 10:26:15 PM,321,-0.06,0.41,
28,42,11/9/2015 10:35:48 PM,Dark,5/10/1981 10:32:29 PM,5/10/1981 10:35:36 PM,187,0.04,0.45,
30,43,11/9/2015 11:10:32 PM,Dark,5/10/1981 10:47:45 PM,5/10/1981 11:10:22 PM,1357,0.04,0.49,
30,44,11/9/2015 11:22:57 PM,Dark,5/10/1981 11:11:42 PM,5/10/1981 11:22:47 PM,665,0.07,0.56,
34,45,11/10/2015 12:40:53 AM,Dark,5/11/1981 12:32:27 AM,5/11/1981 12:40:43 AM,496,-0.09,0.46,
