Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,1/13/2016 10:36:56 AM,Light,7/14/1981 1:58:09 PM,7/14/1981 2:00:19 PM,130,-0.09,-0.09,
1,2,1/13/2016 10:39:52 AM,Light,7/14/1981 10:37:00 AM,7/14/1981 10:39:40 AM,160,4.56,4.47,
1,3,1/13/2016 10:50:53 AM,Light,7/14/1981 10:47:34 AM,7/14/1981 10:50:42 AM,188,-0.05,4.42,
1,4,1/13/2016 10:53:46 AM,Light,7/14/1981 10:53:21 AM,7/14/1981 10:53:35 AM,14,0.04,4.45,
3,5,1/13/2016 11:37:41 AM,Light,7/14/1981 11:32:43 AM,7/14/1981 11:37:29 AM,286,0.05,4.51,
3,6,1/13/2016 11:48:05 AM,Light,7/14/1981 11:44:25 AM,7/14/1981 11:47:53 AM,208,-0.09,4.42,
4,7,1/13/2016 12:21:59 PM,Light,7/14/1981 12:18:26 PM,7/14/1981 12:21:49 PM,203,0.09,4.51,
5,8,1/13/2016 12:29:09 PM,Light,7/14/1981 12:28:52 PM,7/14/1981 12:28:59 PM,7,-0.12,4.39,
5,9,1/13/2016 12:44:28 PM,Light,7/14/1981 12:40:48 PM,7/14/1981 12:44:15 PM,207,0.03,4.42,
6,10,1/13/2016 12:56:19 PM,Light,7/14/1981 12:52:22 PM,7/14/1981 12:56:07 PM,225,0.05,4.47,
6,11,1/13/2016 1:07:41 PM,Light,7/14/1981 1:04:07 PM,7/14/1981 1:07:28 PM,201,0.08,4.55,
6,12,1/13/2016 1:19:13 PM,Light,7/14/1981 1:15:35 PM,7/14/1981 1:19:03 PM,208,-0.09,4.46,
7,13,1/13/2016 1:31:42 PM,Light,7/14/1981 1:26:42 PM,7/14/1981 1:31:30 PM,288,0.04,4.50,
8,14,1/13/2016 1:59:33 PM,Light,7/14/1981 1:58:23 PM,7/14/1981 1:59:22 PM,59,-0.13,4.36,
8,15,1/13/2016 2:05:58 PM,Light,7/14/1981 2:00:18 PM,7/14/1981 2:05:47 PM,329,0.12,4.48,
9,16,1/13/2016 2:28:56 PM,Light,7/14/1981 2:24:52 PM,7/14/1981 2:28:44 PM,232,-0.03,4.45,
9,17,1/13/2016 2:33:16 PM,Light,7/14/1981 2:32:26 PM,7/14/1981 2:33:04 PM,38,0.08,4.53,
9,18,1/13/2016 2:36:01 PM,Light,7/14/1981 2:34:21 PM,7/14/1981 2:35:51 PM,90,-0.05,4.49,
11,19,1/13/2016 3:14:44 PM,Light,7/14/1981 3:11:13 PM,7/14/1981 3:14:34 PM,201,-0.05,4.44,
11,20,1/13/2016 3:38:16 PM,Light,7/14/1981 3:33:44 PM,7/14/1981 3:38:06 PM,262,0.04,4.48,
13,21,1/13/2016 4:36:34 PM,Light,7/14/1981 4:32:30 PM,7/14/1981 4:36:24 PM,234,0.08,4.56,
14,22,1/13/2016 4:47:49 PM,Light,7/14/1981 4:40:35 PM,7/14/1981 4:47:37 PM,422,-0.06,4.50,
15,23,1/13/2016 5:05:39 PM,Light,7/14/1981 5:03:31 PM,7/14/1981 5:05:29 PM,118,-0.05,4.44,
15,24,1/13/2016 5:11:56 PM,Light,7/14/1981 5:08:30 PM,7/14/1981 5:11:44 PM,194,0.08,4.52,
15,25,1/13/2016 5:21:19 PM,Light,7/14/1981 5:20:47 PM,7/14/1981 5:21:06 PM,19,-0.05,4.47,
15,26,1/13/2016 5:26:09 PM,Light,7/14/1981 5:22:29 PM,7/14/1981 5:25:59 PM,210,0.05,4.52,
15,27,1/13/2016 5:27:12 PM,Light,7/14/1981 5:26:23 PM,7/14/1981 5:26:59 PM,36,-0.09,4.43,
16,28,1/13/2016 5:39:06 PM,Light,7/14/1981 5:27:27 PM,7/14/1981 5:38:56 PM,689,0.05,4.48,
16,29,1/13/2016 5:57:04 PM,Light,7/14/1981 5:40:05 PM,7/14/1981 5:56:54 PM,1009,0.07,4.55,
18,30,1/13/2016 6:32:53 PM,Light,7/14/1981 6:23:56 PM,7/14/1981 6:32:43 PM,527,0.07,4.62,
18,31,1/13/2016 6:52:43 PM,Light,7/14/1981 6:41:29 PM,7/14/1981 6:52:31 PM,662,0.05,4.67,
19,32,1/13/2016 7:09:33 PM,Dark,7/14/1981 7:08:15 PM,7/14/1981 7:09:21 PM,66,0.09,4.76,
20,33,1/13/2016 7:25:22 PM,Dark,7/14/1981 7:14:52 PM,7/14/1981 7:25:10 PM,618,-0.04,4.72,
20,34,1/13/2016 7:26:40 PM,Dark,7/14/1981 7:25:26 PM,7/14/1981 7:26:30 PM,64,-0.08,4.64,
20,35,1/13/2016 7:28:17 PM,Dark,7/14/1981 7:27:53 PM,7/14/1981 7:28:05 PM,12,0.15,4.79,
20,36,1/13/2016 7:42:44 PM,Dark,7/14/1981 7:31:59 PM,7/14/1981 7:42:32 PM,633,0.06,4.84,
20,37,1/13/2016 7:47:12 PM,Dark,7/14/1981 7:45:08 PM,7/14/1981 7:46:59 PM,111,0.06,4.90,
21,38,1/13/2016 8:00:30 PM,Dark,7/14/1981 7:57:35 PM,7/14/1981 8:00:20 PM,165,-0.05,4.86,
22,39,1/13/2016 8:18:28 PM,Dark,7/14/1981 8:07:17 PM,7/14/1981 8:18:18 PM,661,0.08,4.94,
22,40,1/13/2016 8:21:02 PM,Dark,7/14/1981 8:19:10 PM,7/14/1981 8:20:50 PM,100,-0.11,4.83,
22,41,1/13/2016 8:37:14 PM,Dark,7/14/1981 8:36:40 PM,7/14/1981 8:37:02 PM,22,0.07,4.90,
22,42,1/13/2016 8:39:20 PM,Dark,7/14/1981 8:37:18 PM,7/14/1981 8:39:07 PM,109,-0.04,4.86,
22,43,1/13/2016 8:41:01 PM,Dark,7/14/1981 8:39:57 PM,7/14/1981 8:40:49 PM,52,0.13,4.99,
23,44,1/13/2016 8:54:13 PM,Dark,7/14/1981 8:41:03 PM,7/14/1981 8:54:01 PM,778,-0.05,4.94,
