Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,1/13/2016 10:36:56 AM,Light,7/14/1981 3:32:09 PM,7/14/1981 3:33:32 PM,83,-0.07,-0.07,
1,2,1/13/2016 10:41:10 AM,Light,7/14/1981 10:37:00 AM,7/14/1981 10:41:00 AM,240,2.89,2.82,
2,3,1/13/2016 11:09:22 AM,Light,7/14/1981 11:08:46 AM,7/14/1981 11:09:12 AM,26,0.07,2.89,
2,4,1/13/2016 11:15:36 AM,Light,7/14/1981 11:11:39 AM,7/14/1981 11:15:24 AM,225,-0.08,2.81,
3,5,1/13/2016 11:52:51 AM,Light,7/14/1981 11:50:48 AM,7/14/1981 11:52:39 AM,111,0.06,2.88,
6,6,1/13/2016 12:57:32 PM,Light,7/14/1981 12:52:12 PM,7/14/1981 12:57:20 PM,308,0.03,2.91,
6,7,1/13/2016 1:08:32 PM,Light,7/14/1981 1:02:15 PM,7/14/1981 1:08:20 PM,365,0.33,3.24,
8,8,1/13/2016 1:53:30 PM,Light,7/14/1981 1:53:06 PM,7/14/1981 1:53:18 PM,12,-0.09,3.15,
8,9,1/13/2016 1:56:39 PM,Light,7/14/1981 1:54:03 PM,7/14/1981 1:56:29 PM,146,0.06,3.20,
9,10,1/13/2016 2:19:26 PM,Light,7/14/1981 2:13:14 PM,7/14/1981 2:19:14 PM,360,-0.04,3.16,
9,11,1/13/2016 2:30:02 PM,Light,7/14/1981 2:26:59 PM,7/14/1981 2:29:50 PM,171,0.08,3.24,
10,12,1/13/2016 3:05:00 PM,Light,7/14/1981 3:01:15 PM,7/14/1981 3:04:48 PM,213,0.11,3.35,
11,13,1/13/2016 3:16:59 PM,Light,7/14/1981 3:11:51 PM,7/14/1981 3:16:47 PM,296,-0.09,3.26,
11,14,1/13/2016 3:27:09 PM,Light,7/14/1981 3:21:07 PM,7/14/1981 3:26:57 PM,350,0.36,3.63,
13,15,1/13/2016 4:14:04 PM,Light,7/14/1981 4:09:52 PM,7/14/1981 4:13:54 PM,242,0.04,3.67,
13,16,1/13/2016 4:25:47 PM,Light,7/14/1981 4:22:19 PM,7/14/1981 4:25:35 PM,196,-0.04,3.63,
14,17,1/13/2016 5:01:14 PM,Light,7/14/1981 5:00:38 PM,7/14/1981 5:01:04 PM,26,-0.04,3.59,
15,18,1/13/2016 5:14:45 PM,Light,7/14/1981 5:08:30 PM,7/14/1981 5:14:33 PM,363,0.06,3.65,
16,19,1/13/2016 5:42:46 PM,Light,7/14/1981 5:35:47 PM,7/14/1981 5:42:34 PM,407,-0.04,3.61,
16,20,1/13/2016 5:53:03 PM,Light,7/14/1981 5:50:32 PM,7/14/1981 5:52:53 PM,141,0.40,4.01,
17,21,1/13/2016 6:00:56 PM,Light,7/14/1981 5:53:50 PM,7/14/1981 6:00:46 PM,416,-0.05,3.96,
17,22,1/13/2016 6:20:21 PM,Light,7/14/1981 6:13:00 PM,7/14/1981 6:20:09 PM,429,0.11,4.07,
19,23,1/13/2016 7:13:08 PM,Dark,7/14/1981 7:11:38 PM,7/14/1981 7:12:56 PM,78,0.08,4.14,
20,24,1/13/2016 7:22:18 PM,Dark,7/14/1981 7:21:16 PM,7/14/1981 7:22:08 PM,52,-0.11,4.03,
20,25,1/13/2016 7:30:34 PM,Dark,7/14/1981 7:23:33 PM,7/14/1981 7:30:22 PM,409,0.06,4.09,
20,26,1/13/2016 7:39:52 PM,Dark,7/14/1981 7:36:47 PM,7/14/1981 7:39:40 PM,173,0.25,4.34,
20,27,1/13/2016 7:47:23 PM,Dark,7/14/1981 7:40:31 PM,7/14/1981 7:47:11 PM,400,0.06,4.40,
21,28,1/13/2016 8:04:10 PM,Dark,7/14/1981 7:58:08 PM,7/14/1981 8:04:00 PM,352,-0.09,4.31,
22,29,1/13/2016 8:21:23 PM,Dark,7/14/1981 8:16:11 PM,7/14/1981 8:21:11 PM,300,0.08,4.38,
22,30,1/13/2016 8:41:20 PM,Dark,7/14/1981 8:34:21 PM,7/14/1981 8:41:10 PM,409,-0.03,4.35,
23,31,1/13/2016 8:54:16 PM,Dark,7/14/1981 8:51:27 PM,7/14/1981 8:54:05 PM,158,-0.18,4.17,
23,32,1/13/2016 8:59:47 PM,Dark,7/14/1981 8:54:17 PM,7/14/1981 8:59:34 PM,317,0.29,4.46,
23,33,1/13/2016 9:06:16 PM,Dark,7/14/1981 9:04:17 PM,7/14/1981 9:06:06 PM,109,-0.14,4.32,
24,34,1/13/2016 9:15:00 PM,Dark,7/14/1981 9:08:12 PM,7/14/1981 9:14:50 PM,398,0.10,4.42,
24,35,1/13/2016 9:19:29 PM,Dark,7/14/1981 9:19:12 PM,7/14/1981 9:19:19 PM,7,0.15,4.57,
24,36,1/13/2016 9:34:14 PM,Dark,7/14/1981 9:26:30 PM,7/14/1981 9:34:04 PM,454,-0.09,4.48,
25,37,1/13/2016 9:51:27 PM,Dark,7/14/1981 9:44:43 PM,7/14/1981 9:51:17 PM,394,0.68,5.16,
26,38,1/13/2016 10:10:25 PM,Dark,7/14/1981 10:09:55 PM,7/14/1981 10:10:14 PM,19,0.03,5.19,
26,39,1/13/2016 10:22:56 PM,Dark,7/14/1981 10:21:14 PM,7/14/1981 10:22:44 PM,90,-0.08,5.10,
26,40,1/13/2016 10:25:28 PM,Dark,7/14/1981 10:23:00 PM,7/14/1981 10:25:16 PM,136,0.07,5.17,
27,41,1/13/2016 11:01:12 PM,Dark,7/14/1981 10:57:34 PM,7/14/1981 11:01:00 PM,206,-0.06,5.11,
28,42,1/13/2016 11:20:15 PM,Dark,7/14/1981 11:14:41 PM,7/14/1981 11:20:03 PM,322,0.13,5.24,
29,43,1/13/2016 11:38:35 PM,Dark,7/14/1981 11:33:56 PM,7/14/1981 11:38:23 PM,267,-0.07,5.17,
30,44,1/14/2016 12:15:40 AM,Dark,7/14/1981 12:09:52 AM,7/14/1981 12:15:28 AM,336,0.07,5.24,
31,45,1/14/2016 12:35:05 AM,Dark,7/14/1981 12:29:29 AM,7/14/1981 12:34:53 AM,324,0.04,5.28,
32,46,1/14/2016 1:14:30 AM,Dark,7/15/1981 1:06:50 AM,7/15/1981 1:14:18 AM,448,-0.05,5.23,
33,47,1/14/2016 1:27:59 AM,Dark,7/15/1981 1:26:11 AM,7/15/1981 1:27:48 AM,97,-0.07,5.16,
33,48,1/14/2016 1:32:51 AM,Dark,7/15/1981 1:28:17 AM,7/15/1981 1:32:39 AM,262,0.07,5.24,
34,49,1/14/2016 1:53:14 AM,Dark,7/15/1981 1:44:28 AM,7/15/1981 1:53:04 AM,516,-0.09,5.14,
34,50,1/14/2016 2:09:47 AM,Dark,7/15/1981 2:02:20 AM,7/15/1981 2:09:35 AM,435,0.06,5.21,
34,51,1/14/2016 2:15:42 AM,Dark,7/15/1981 2:15:15 AM,7/15/1981 2:15:30 AM,15,-0.05,5.16,
35,52,1/14/2016 2:30:10 AM,Dark,7/15/1981 2:21:47 AM,7/15/1981 2:29:59 AM,492,0.16,5.32,
36,53,1/14/2016 2:48:29 AM,Dark,7/15/1981 2:41:49 AM,7/15/1981 2:48:17 AM,388,-0.19,5.13,
36,54,1/14/2016 2:59:21 AM,Dark,7/15/1981 2:58:59 AM,7/15/1981 2:59:09 AM,10,0.08,5.21,
37,55,1/14/2016 3:25:13 AM,Dark,7/15/1981 3:19:50 AM,7/15/1981 3:25:02 AM,312,-0.03,5.17,
38,56,1/14/2016 3:48:45 AM,Dark,7/15/1981 3:38:55 AM,7/15/1981 3:48:35 AM,580,0.04,5.21,
38,57,1/14/2016 4:05:40 AM,Dark,7/15/1981 3:58:21 AM,7/15/1981 4:05:28 AM,427,0.28,5.49,
39,58,1/14/2016 4:23:21 AM,Dark,7/15/1981 4:17:34 AM,7/15/1981 4:23:09 AM,335,0.12,5.61,
39,59,1/14/2016 4:31:24 AM,Dark,7/15/1981 4:31:04 AM,7/15/1981 4:31:11 AM,7,-0.09,5.52,
40,60,1/14/2016 4:59:55 AM,Dark,7/15/1981 4:54:28 AM,7/15/1981 4:59:45 AM,317,0.04,5.55,
43,61,1/14/2016 6:00:16 AM,Dark,7/15/1981 5:59:38 AM,7/15/1981 6:00:04 AM,26,-0.15,5.40,
43,62,1/14/2016 6:01:08 AM,Dark,7/15/1981 6:00:23 AM,7/15/1981 6:00:56 AM,33,0.14,5.54,
43,63,1/14/2016 6:11:59 AM,Dark,7/15/1981 6:11:16 AM,7/15/1981 6:11:47 AM,31,0.07,5.60,
44,64,1/14/2016 6:27:22 AM,Dark,7/15/1981 6:24:24 AM,7/15/1981 6:27:12 AM,168,0.14,5.74,
44,65,1/14/2016 6:41:23 AM,Dark,7/15/1981 6:40:02 AM,7/15/1981 6:41:13 AM,71,0.04,5.78,
45,66,1/14/2016 6:57:10 AM,Light,7/15/1981 6:56:24 AM,7/15/1981 6:56:57 AM,33,-0.09,5.70,
45,67,1/14/2016 6:58:08 AM,Light,7/15/1981 6:57:30 AM,7/15/1981 6:57:58 AM,28,0.11,5.81,
45,68,1/14/2016 7:17:45 AM,Light,7/15/1981 7:16:28 AM,7/15/1981 7:17:34 AM,66,-0.09,5.71,
46,69,1/14/2016 7:21:01 AM,Light,7/15/1981 7:19:07 AM,7/15/1981 7:20:51 AM,104,0.11,5.82,
47,70,1/14/2016 8:08:46 AM,Light,7/15/1981 8:05:32 AM,7/15/1981 8:08:36 AM,184,-0.05,5.77,
48,71,1/14/2016 8:20:43 AM,Light,7/15/1981 8:18:11 AM,7/15/1981 8:20:31 AM,140,0.05,5.82,
