"","Cause_of_Death","Genotype","age","strain"
"928","Estimated","N.D.",235,"Muscle TSC1"
"929","Estimated","N.D.",235,"Muscle TSC1"
"930","Estimated","N.D.",235,"Muscle TSC1"
"931","Estimated","N.D.",235,"Muscle TSC1"
"932","Estimated","N.D.",235,"Muscle TSC1"
"933","Estimated","N.D.",235,"Muscle TSC1"
"934","Estimated","N.D.",235,"Muscle TSC1"
"935","Estimated","N.D.",235,"Muscle TSC1"
"936","Estimated","N.D.",235,"Muscle TSC1"
"937","Sacrificed","N.D.",81,"Muscle TSC1"
"938","Sacrificed","N.D.",81,"Muscle TSC1"
"939","Sacrificed","N.D.",81,"Muscle TSC1"
"940","Sacrificed","N.D.",81,"Muscle TSC1"
"941","Sacrificed","N.D.",81,"Muscle TSC1"
"942","Estimated","N.D.",235,"Muscle TSC1"
"943","Estimated","N.D.",235,"Muscle TSC1"
"944","Estimated","N.D.",235,"Muscle TSC1"
"945","Estimated","N.D.",235,"Muscle TSC1"
"946","Estimated","N.D.",235,"Muscle TSC1"
"947","Estimated","N.D.",235,"Muscle TSC1"
"948","Estimated","N.D.",235,"Muscle TSC1"
"949","Sacrificed","N.D.",81,"Muscle TSC1"
"950","Sacrificed","N.D.",81,"Muscle TSC1"
"951","Sacrificed","N.D.",81,"Muscle TSC1"
"952","Sacrificed","N.D.",81,"Muscle TSC1"
"953","Sacrificed","N.D.",81,"Muscle TSC1"
"954","Estimated","N.D.",233,"Muscle TSC1"
"955","Estimated","N.D.",233,"Muscle TSC1"
"956","Estimated","N.D.",233,"Muscle TSC1"
"957","Estimated","N.D.",233,"Muscle TSC1"
"958","Estimated","N.D.",233,"Muscle TSC1"
"959","Estimated","N.D.",233,"Muscle TSC1"
"960","Estimated","N.D.",233,"Muscle TSC1"
"961","Estimated","N.D.",233,"Muscle TSC1"
"962","Estimated","N.D.",233,"Muscle TSC1"
"963","Estimated","N.D.",227,"Muscle TSC1"
"964","Estimated","N.D.",227,"Muscle TSC1"
"965","Estimated","N.D.",227,"Muscle TSC1"
"966","Estimated","N.D.",227,"Muscle TSC1"
"967","Estimated","N.D.",227,"Muscle TSC1"
"968","Estimated","N.D.",227,"Muscle TSC1"
"969","Estimated","N.D.",227,"Muscle TSC1"
"970","Estimated","N.D.",227,"Muscle TSC1"
"971","Estimated","N.D.",227,"Muscle TSC1"
"972","Estimated","N.D.",227,"Muscle TSC1"
"973","Estimated","N.D.",227,"Muscle TSC1"
"974","","N.D.",21,"Muscle TSC1"
"975","","N.D.",21,"Muscle TSC1"
"976","","N.D.",21,"Muscle TSC1"
"977","","N.D.",21,"Muscle TSC1"
"978","","N.D.",21,"Muscle TSC1"
"979","","N.D.",21,"Muscle TSC1"
"980","","N.D.",21,"Muscle TSC1"
"981","","N.D.",21,"Muscle TSC1"
"982","","N.D.",21,"Muscle TSC1"
"983","","N.D.",21,"Muscle TSC1"
"984","","N.D.",21,"Muscle TSC1"
"985","Sacrificed","N.D.",21,"Muscle TSC1"
"986","Sacrificed","N.D.",21,"Muscle TSC1"
"987","Sacrificed","N.D.",21,"Muscle TSC1"
"988","Sacrificed","N.D.",21,"Muscle TSC1"
"989","Sacrificed","N.D.",21,"Muscle TSC1"
"990","Sacrificed","N.D.",21,"Muscle TSC1"
"991","Sacrificed","N.D.",21,"Muscle TSC1"
"992","Sacrificed","N.D.",21,"Muscle TSC1"
"993","Sacrificed","N.D.",21,"Muscle TSC1"
"994","Estimated","N.D.",310,"Muscle TSC1"
"995","Estimated","N.D.",310,"Muscle TSC1"
"996","Estimated","N.D.",310,"Muscle TSC1"
"997","Estimated","N.D.",310,"Muscle TSC1"
"998","Estimated","N.D.",310,"Muscle TSC1"
"999","Estimated","N.D.",310,"Muscle TSC1"
"1000","Estimated","N.D.",218,"Muscle TSC1"
"1001","Estimated","N.D.",218,"Muscle TSC1"
"1002","Sacrificed","N.D.",63,"Muscle TSC1"
"1003","Sacrificed","N.D.",63,"Muscle TSC1"
"1004","Sacrificed","N.D.",63,"Muscle TSC1"
"1005","Sacrificed","N.D.",63,"Muscle TSC1"
"1006","Sacrificed","N.D.",63,"Muscle TSC1"
"1007","Sacrificed","N.D.",63,"Muscle TSC1"
"1008","Sacrificed","N.D.",63,"Muscle TSC1"
"1009","Sacrificed","N.D.",63,"Muscle TSC1"
"1010","Sacrificed","N.D.",63,"Muscle TSC1"
"1011","Sacrificed","N.D.",63,"Muscle TSC1"
"1012","Sacrificed","N.D.",61,"Muscle TSC1"
"1013","Sacrificed","N.D.",61,"Muscle TSC1"
"1014","Sacrificed","N.D.",61,"Muscle TSC1"
"1015","Sacrificed","N.D.",61,"Muscle TSC1"
"1016","Sacrificed","N.D.",61,"Muscle TSC1"
"1017","Sacrificed","N.D.",61,"Muscle TSC1"
"1018","Sacrificed","N.D.",61,"Muscle TSC1"
"1019","Sacrificed","N.D.",61,"Muscle TSC1"
"1020","Sacrificed","N.D.",61,"Muscle TSC1"
"1021","Sacrificed","N.D.",61,"Muscle TSC1"
"1022","Sacrificed","N.D.",61,"Muscle TSC1"
"1023","Sacrificed","N.D.",59,"Muscle TSC1"
"1024","Sacrificed","N.D.",59,"Muscle TSC1"
"1025","Sacrificed","N.D.",59,"Muscle TSC1"
"1026","Sacrificed","N.D.",59,"Muscle TSC1"
"1027","Sacrificed","N.D.",59,"Muscle TSC1"
"1028","Sacrificed","N.D.",113,"Muscle TSC1"
"1029","Sacrificed","N.D.",113,"Muscle TSC1"
"1030","Sacrificed","N.D.",113,"Muscle TSC1"
"1031","Sacrificed","N.D.",113,"Muscle TSC1"
"1032","Sacrificed","N.D.",113,"Muscle TSC1"
"1033","Sacrificed","N.D.",113,"Muscle TSC1"
"1034","Estimated","N.D.",211,"Muscle TSC1"
"1035","Estimated","N.D.",211,"Muscle TSC1"
"1036","Estimated","N.D.",211,"Muscle TSC1"
"1037","Estimated","N.D.",211,"Muscle TSC1"
"1038","Sacrificed","N.D.",48,"Muscle TSC1"
"1039","Sacrificed","N.D.",48,"Muscle TSC1"
"1040","Sacrificed","N.D.",48,"Muscle TSC1"
"1041","Sacrificed","N.D.",48,"Muscle TSC1"
"1042","Sacrificed","N.D.",48,"Muscle TSC1"
"1043","Sacrificed","N.D.",48,"Muscle TSC1"
"1044","Sacrificed","N.D.",48,"Muscle TSC1"
"1045","Sacrificed","N.D.",48,"Muscle TSC1"
"1046","Sacrificed","N.D.",48,"Muscle TSC1"
"1047","Sacrificed","N.D.",48,"Muscle TSC1"
"1048","Unknown","N.D.",1,"Muscle TSC1"
"1049","Unknown","N.D.",1,"Muscle TSC1"
"1050","Sacrificed","+/+; +/+",103,"Muscle TSC1"
"1051","Estimated","fl/+; Tg/+",474,"Muscle TSC1"
"1052","Sacrificed","fl/+; Tg/+",103,"Muscle TSC1"
"1053","Estimated","+/+; Tg/+",294,"Muscle TSC1"
"1054","Sacrificed","N.D.",103,"Muscle TSC1"
"1055","Estimated","+/+; Tg/+",294,"Muscle TSC1"
"1056","Estimated","fl/+; Tg/+",294,"Muscle TSC1"
"1057","Sacrificed","N.D.",26,"Muscle TSC1"
"1058","Sacrificed","N.D.",26,"Muscle TSC1"
"1059","Sacrificed","N.D.",26,"Muscle TSC1"
"1060","Sacrificed","N.D.",26,"Muscle TSC1"
"1061","Sacrificed","N.D.",26,"Muscle TSC1"
"1062","Sacrificed","N.D.",26,"Muscle TSC1"
"1063","Sacrificed","N.D.",26,"Muscle TSC1"
"1064","Sacrificed","N.D.",26,"Muscle TSC1"
"1065","Sacrificed","N.D.",26,"Muscle TSC1"
"1066","Sacrificed","N.D.",26,"Muscle TSC1"
"1067","Sacrificed","N.D.",26,"Muscle TSC1"
"1068","Sacrificed","N.D.",26,"Muscle TSC1"
"1069","Sacrificed","N.D.",26,"Muscle TSC1"
"1070","Sacrificed","N.D.",26,"Muscle TSC1"
"1071","Sacrificed","N.D.",26,"Muscle TSC1"
"1072","Sacrificed","N.D.",26,"Muscle TSC1"
"1073","Sacrificed","N.D.",25,"Muscle TSC1"
"1074","Sacrificed","N.D.",25,"Muscle TSC1"
"1075","Sacrificed","N.D.",25,"Muscle TSC1"
"1076","Sacrificed","N.D.",25,"Muscle TSC1"
"1077","Sacrificed","N.D.",25,"Muscle TSC1"
"1078","Sacrificed","N.D.",25,"Muscle TSC1"
"1079","Sacrificed","N.D.",25,"Muscle TSC1"
"1080","Sacrificed","N.D.",25,"Muscle TSC1"
"1081","Sacrificed","N.D.",25,"Muscle TSC1"
"1082","Sacrificed","N.D.",25,"Muscle TSC1"
"1083","Sacrificed","N.D.",25,"Muscle TSC1"
"1084","Estimated","fl/fl; Tg/+",1137,"Muscle TSC1"
"1085","Estimated","+/+; +/+",1137,"Muscle TSC1"
"1086","Sacrificed","N.D.",36,"Muscle TSC1"
"1087","Sacrificed","fl/+; Tg/+",250,"Muscle TSC1"
"1088","Sacrificed","fl/+; +/+",250,"Muscle TSC1"
"1089","Sacrificed","fl/+; Tg/+",250,"Muscle TSC1"
"1090","Sacrificed","+/+; Tg/+",35,"Muscle TSC1"
"1091","Estimated","fl/+; Tg/+",406,"Muscle TSC1"
"1092","Estimated","fl/+; +/+",406,"Muscle TSC1"
"1093","Sacrificed","fl/+; Tg/+",28,"Muscle TSC1"
"1094","Sacrificed","fl/+; Tg/+",28,"Muscle TSC1"
"1095","Sacrificed","N.D.",22,"Muscle TSC1"
"1096","Sacrificed","N.D.",22,"Muscle TSC1"
"1097","Sacrificed","N.D.",22,"Muscle TSC1"
"1098","Sacrificed","N.D.",22,"Muscle TSC1"
"1099","Sacrificed","N.D.",22,"Muscle TSC1"
"1100","Sacrificed","N.D.",22,"Muscle TSC1"
"1101","Sacrificed","N.D.",22,"Muscle TSC1"
"1102","Sacrificed","fl/+; Tg/+",28,"Muscle TSC1"
"1103","Estimated","+/+; Tg/+",463,"Muscle TSC1"
"1104","Estimated","+/+; +/+",463,"Muscle TSC1"
"1105","Sacrificed","N.D.",20,"Muscle TSC1"
"1106","Sacrificed","N.D.",20,"Muscle TSC1"
"1107","Sacrificed","N.D.",20,"Muscle TSC1"
"1108","Sacrificed","N.D.",20,"Muscle TSC1"
"1109","Sacrificed","N.D.",20,"Muscle TSC1"
"1110","Sacrificed","N.D.",20,"Muscle TSC1"
"1111","Estimated","+/+; +/+",356,"Muscle TSC1"
"1112","Estimated","+/+; +/+",793,"Muscle TSC1"
"1113","Sacrificed","fl/+; +/+",26,"Muscle TSC1"
"1114","Sacrificed","N.D.",15,"Muscle TSC1"
"1115","Sacrificed","N.D.",15,"Muscle TSC1"
"1116","Sacrificed","fl/+; +/+",21,"Muscle TSC1"
"1117","Sacrificed","fl/+; +/+",21,"Muscle TSC1"
"1118","Sacrificed","fl/+; Tg/+",21,"Muscle TSC1"
"1119","Estimated","+/+; +/+",453,"Muscle TSC1"
"1120","Estimated","+/+; +/+",453,"Muscle TSC1"
"1121","Estimated","fl/fl; Tg/+",453,"Muscle TSC1"
"1122","Sacrificed","N.D.",21,"Muscle TSC1"
"1123","Sacrificed","N.D.",21,"Muscle TSC1"
"1124","Sacrificed","N.D.",21,"Muscle TSC1"
"1125","Sacrificed","N.D.",21,"Muscle TSC1"
"1126","Sacrificed","N.D.",21,"Muscle TSC1"
"1127","Sacrificed","fl/+; +/+",202,"Muscle TSC1"
"1128","Estimated","fl/fl; +/+",453,"Muscle TSC1"
"1129","Estimated","fl/fl; +/+",453,"Muscle TSC1"
"1130","Estimated","fl/fl; +/+",453,"Muscle TSC1"
"1131","Estimated","fl/fl; Tg/+",453,"Muscle TSC1"
"1132","Sacrificed","N.D.",21,"Muscle TSC1"
"1133","Sacrificed","N.D.",21,"Muscle TSC1"
"1134","Sacrificed","N.D.",21,"Muscle TSC1"
"1135","Sacrificed","N.D.",21,"Muscle TSC1"
"1136","Sacrificed","N.D.",21,"Muscle TSC1"
"1137","Sacrificed","N.D.",21,"Muscle TSC1"
"1138","Estimated","N.D.",202,"Muscle TSC1"
"1139","Estimated","+/+; +/+",449,"Muscle TSC1"
"1140","Estimated","+/+; +/+",449,"Muscle TSC1"
"1141","Sacrificed","fl/+; Tg/+",385,"Muscle TSC1"
"1142","Sacrificed","fl/+; Tg/+",385,"Muscle TSC1"
"1143","Sacrificed","fl/+; Tg/+",385,"Muscle TSC1"
"1144","Sacrificed","fl/+; +/+",385,"Muscle TSC1"
"1145","Sacrificed","fl/+; +/+",385,"Muscle TSC1"
"1146","Estimated","fl/fl; Tg/+",449,"Muscle TSC1"
"1147","Estimated","+/+; +/+",449,"Muscle TSC1"
"1148","Sacrificed","fl/+; +/+",385,"Muscle TSC1"
"1149","Estimated","fl/fl; +/+",448,"Muscle TSC1"
"1150","Sacrificed","fl/fl; +/+",45,"Muscle TSC1"
"1151","Unknown","N.D.",1,"Muscle TSC1"
"1152","Unknown","N.D.",1,"Muscle TSC1"
"1153","Unknown","N.D.",1,"Muscle TSC1"
"1154","Unknown","N.D.",1,"Muscle TSC1"
"1155","Unknown","N.D.",1,"Muscle TSC1"
"1156","Unknown","N.D.",1,"Muscle TSC1"
"1157","Unknown","N.D.",1,"Muscle TSC1"
"1158","Unknown","N.D.",1,"Muscle TSC1"
"1159","Unknown","N.D.",1,"Muscle TSC1"
"1160","Sacrificed","+/+; +/+",38,"Muscle TSC1"
"1161","Sacrificed","fl/fl; +/+",38,"Muscle TSC1"
"1162","Sacrificed","+/+; +/+",38,"Muscle TSC1"
"1163","Sacrificed","fl/+; Tg/+",374,"Muscle TSC1"
"1164","Sacrificed","fl/+; Tg/+",187,"Muscle TSC1"
"1165","Sacrificed","fl/+; Tg/+",38,"Muscle TSC1"
"1166","Estimated","fl/fl; Tg/+",438,"Muscle TSC1"
"1167","Sacrificed","fl/+; +/+",38,"Muscle TSC1"
"1168","Sacrificed","fl/+; Tg/+",34,"Muscle TSC1"
"1169","Estimated","fl/fl; Tg/+",434,"Muscle TSC1"
"1170","Estimated","+/+; +/+",434,"Muscle TSC1"
"1171","Estimated","+/+; Tg/+",434,"Muscle TSC1"
"1172","Sacrificed","N.D.",34,"Muscle TSC1"
"1173","Sacrificed","N.D.",31,"Muscle TSC1"
"1174","Sacrificed","N.D.",31,"Muscle TSC1"
"1175","Sacrificed","N.D.",31,"Muscle TSC1"
"1176","Sacrificed","N.D.",31,"Muscle TSC1"
"1177","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1178","Sacrificed","fl/+; +/+",31,"Muscle TSC1"
"1179","Estimated","fl/fl; Tg/+",431,"Muscle TSC1"
"1180","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1181","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1182","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1183","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1184","Sacrificed","fl/+; Tg/+",31,"Muscle TSC1"
"1185","Sacrificed","fl/+; +/+",29,"Muscle TSC1"
"1186","Sacrificed","fl/+; Tg/+",29,"Muscle TSC1"
"1187","Estimated","fl/fl; Tg/+",429,"Muscle TSC1"
"1188","Estimated","fl/fl; +/+",429,"Muscle TSC1"
"1189","Estimated","fl/fl; Tg/+",429,"Muscle TSC1"
"1190","Sacrificed","fl/+; +/+",29,"Muscle TSC1"
"1191","Estimated","+/+; +/+",429,"Muscle TSC1"
"1192","Sacrificed","N.D.",29,"Muscle TSC1"
"1193","Sacrificed","N.D.",25,"Muscle TSC1"
"1194","Sacrificed","N.D.",25,"Muscle TSC1"
"1195","Sacrificed","N.D.",25,"Muscle TSC1"
"1196","Sacrificed","N.D.",25,"Muscle TSC1"
"1197","Sacrificed","N.D.",25,"Muscle TSC1"
"1198","Sacrificed","fl/+; +/+",25,"Muscle TSC1"
"1199","Sacrificed","N.D.",24,"Muscle TSC1"
"1200","Sacrificed","N.D.",24,"Muscle TSC1"
"1201","Sacrificed","N.D.",24,"Muscle TSC1"
"1202","Sacrificed","N.D.",24,"Muscle TSC1"
"1203","Sacrificed","fl/+; Tg/+",24,"Muscle TSC1"
"1204","Sacrificed","N.D.",24,"Muscle TSC1"
"1205","Estimated","+/+; Tg/+",424,"Muscle TSC1"
"1206","Estimated","+/+; Tg/+",424,"Muscle TSC1"
"1207","Estimated","+/+; Tg/+",424,"Muscle TSC1"
"1208","Sacrificed","fl/+; Tg/+",24,"Muscle TSC1"
"1209","Sacrificed","fl/+; Tg/+",24,"Muscle TSC1"
"1210","Sacrificed","fl/+; +/+",350,"Muscle TSC1"
"1211","Sacrificed","fl/fl; +/+",49,"Muscle TSC1"
"1212","Sacrificed","+/+; +/+",49,"Muscle TSC1"
"1213","Sacrificed","fl/+; Tg/+",350,"Muscle TSC1"
"1214","Estimated","fl/fl; +/+",414,"Muscle TSC1"
"1215","Sacrificed","fl/+; Tg/+",163,"Muscle TSC1"
"1216","Sacrificed","N.D.",43,"Muscle TSC1"
"1217","Sacrificed","N.D.",43,"Muscle TSC1"
"1218","Sacrificed","N.D.",43,"Muscle TSC1"
"1219","Sacrificed","N.D.",43,"Muscle TSC1"
"1220","Sacrificed","fl/+; Tg/+",347,"Muscle TSC1"
"1221","Estimated","+/+; +/+",411,"Muscle TSC1"
"1222","Sacrificed","fl/+; Tg/+",347,"Muscle TSC1"
"1223","Estimated","+/+; Tg/+",411,"Muscle TSC1"
"1224","Estimated","+/+; Tg/+",407,"Muscle TSC1"
"1225","Estimated","+/+; Tg/+",407,"Muscle TSC1"
"1226","Sacrificed","+/+; +/+",156,"Muscle TSC1"
"1227","Estimated","fl/+; Tg/+",407,"Muscle TSC1"
"1228","Estimated","fl/fl; +/+",407,"Muscle TSC1"
"1229","Estimated","fl/fl; Tg/+",407,"Muscle TSC1"
"1230","Sacrificed","N.D.",36,"Muscle TSC1"
"1231","Sacrificed","N.D.",36,"Muscle TSC1"
"1232","Sacrificed","N.D.",36,"Muscle TSC1"
"1233","Sacrificed","N.D.",36,"Muscle TSC1"
"1234","Sacrificed","N.D.",36,"Muscle TSC1"
"1235","Estimated","fl/fl; Tg/+",404,"Muscle TSC1"
"1236","Estimated","fl/fl; +/+",404,"Muscle TSC1"
"1237","Estimated","+/+; Tg/+",404,"Muscle TSC1"
"1238","Sacrificed","fl/+; Tg/+",36,"Muscle TSC1"
"1239","Sacrificed","fl/+; +/+",340,"Muscle TSC1"
"1240","Estimated","fl/fl; Tg/+",404,"Muscle TSC1"
"1241","Estimated","fl/fl; Tg/+",397,"Muscle TSC1"
"1242","Estimated","fl/fl; Tg/+",397,"Muscle TSC1"
"1243","Sacrificed","fl/+; +/+",146,"Muscle TSC1"
"1244","Sacrificed","fl/+; Tg/+",146,"Muscle TSC1"
"1245","Estimated","fl/+; Tg/+",391,"Muscle TSC1"
"1246","Estimated","fl/+; Tg/+",391,"Muscle TSC1"
"1247","Sacrificed","+/+; +/+",50,"Muscle TSC1"
"1248","Sacrificed","fl/+; Tg/+",327,"Muscle TSC1"
"1249","Sacrificed","+/+; +/+",50,"Muscle TSC1"
"1250","Sacrificed","fl/+; Tg/+",327,"Muscle TSC1"
"1251","Sacrificed","fl/+; Tg/+",140,"Muscle TSC1"
"1252","Estimated","fl/fl; +/+",391,"Muscle TSC1"
"1253","Estimated","+/+; Tg/+",391,"Muscle TSC1"
"1254","Estimated","fl/fl; Tg/+",391,"Muscle TSC1"
"1255","Sacrificed","fl/+; Tg/+",140,"Muscle TSC1"
"1256","Sacrificed","fl/+; Tg/+",140,"Muscle TSC1"
"1257","Sacrificed","fl/+; +/+",327,"Muscle TSC1"
"1258","Estimated","fl/+; +/+",391,"Muscle TSC1"
"1259","Estimated","fl/+; Tg/+",327,"Muscle TSC1"
"1260","Sacrificed","fl/fl; +/+",50,"Muscle TSC1"
"1261","Sacrificed","fl/fl; Tg/+",50,"Muscle TSC1"
"1262","Sacrificed","fl/+; Tg/+",138,"Muscle TSC1"
"1263","Estimated","fl/+; +/+",389,"Muscle TSC1"
"1264","Sacrificed","fl/fl; +/+",48,"Muscle TSC1"
"1265","Sacrificed","fl/fl; Tg/+",48,"Muscle TSC1"
"1266","Sacrificed","fl/+; +/+",325,"Muscle TSC1"
"1267","Sacrificed","fl/+; Tg/+",325,"Muscle TSC1"
"1268","Estimated","fl/+; +/+",389,"Muscle TSC1"
"1269","Sacrificed","fl/+; Tg/+",325,"Muscle TSC1"
"1270","Sacrificed","fl/fl; Tg/+",48,"Muscle TSC1"
"1271","Sacrificed","fl/+; Tg/+",325,"Muscle TSC1"
"1272","Estimated","+/+; +/+",386,"Muscle TSC1"
"1273","Sacrificed","fl/+; Tg/+",322,"Muscle TSC1"
"1274","Sacrificed","fl/+; Tg/+",322,"Muscle TSC1"
"1275","Sacrificed","fl/+; +/+",322,"Muscle TSC1"
"1276","Sacrificed","fl/+; +/+",322,"Muscle TSC1"
"1277","Estimated","fl/fl; Tg/+",386,"Muscle TSC1"
"1278","Estimated","fl/+; +/+",322,"Muscle TSC1"
"1279","Sacrificed","fl/+; +/+",135,"Muscle TSC1"
"1280","Estimated","N.D.",135,"Muscle TSC1"
"1281","Estimated","N.D.",135,"Muscle TSC1"
"1282","Unknown","fl/fl; +/+",50,"Muscle TSC1"
"1283","Estimated","fl/+; Tg/+",380,"Muscle TSC1"
"1284","Estimated","fl/fl; +/+",380,"Muscle TSC1"
"1285","Estimated","+/+; +/+",380,"Muscle TSC1"
"1286","Sacrificed","fl/+; +/+",316,"Muscle TSC1"
"1287","Sacrificed","fl/fl; +/+",39,"Muscle TSC1"
"1288","Sacrificed","fl/fl; +/+",39,"Muscle TSC1"
"1289","Sacrificed","fl/fl; +/+",39,"Muscle TSC1"
"1290","Estimated","fl/fl; Tg/+",379,"Muscle TSC1"
"1291","Estimated","+/+; Tg/+",379,"Muscle TSC1"
"1292","Estimated","fl/fl; Tg/+",379,"Muscle TSC1"
"1293","Estimated","+/+; Tg/+",379,"Muscle TSC1"
"1294","Sacrificed","fl/+; Tg/+",315,"Muscle TSC1"
"1295","Sacrificed","+/+; Tg/+",38,"Muscle TSC1"
"1296","Sacrificed","fl/+; +/+",313,"Muscle TSC1"
"1297","Sacrificed","fl/+; +/+",313,"Muscle TSC1"
"1298","Sacrificed","fl/+; Tg/+",126,"Muscle TSC1"
"1299","Sacrificed","N.D.",35,"Muscle TSC1"
"1300","Estimated","+/+; +/+",994,"Muscle TSC1"
"1301","Estimated","+/+; Tg/+",369,"Muscle TSC1"
"1302","Sacrificed","fl/+; +/+",305,"Muscle TSC1"
"1303","Sacrificed","fl/fl; +/+",28,"Muscle TSC1"
"1304","Sacrificed","fl/+; Tg/+",305,"Muscle TSC1"
"1305","Estimated","N.D.",118,"Muscle TSC1"
"1306","Estimated","N.D.",118,"Muscle TSC1"
"1307","Estimated","N.D.",118,"Muscle TSC1"
"1308","Estimated","N.D.",118,"Muscle TSC1"
"1309","Estimated","N.D.",118,"Muscle TSC1"
"1310","Estimated","N.D.",107,"Muscle TSC1"
"1311","Estimated","N.D.",107,"Muscle TSC1"
"1312","Estimated","fl/+; +/+",107,"Muscle TSC1"
"1313","Estimated","+/+; Tg/+",107,"Muscle TSC1"
"1314","Estimated","fl/fl; Tg/+",107,"Muscle TSC1"
"1315","Estimated","N.D.",107,"Muscle TSC1"
"1316","Estimated","N.D.",107,"Muscle TSC1"
"1317","Estimated","N.D.",107,"Muscle TSC1"
"1318","Estimated","N.D.",107,"Muscle TSC1"
"1319","Estimated","N.D.",107,"Muscle TSC1"
"1320","Estimated","N.D.",13,"Muscle TSC1"
"1321","Estimated","N.D.",90,"Muscle TSC1"
"1322","Estimated","N.D.",90,"Muscle TSC1"
"1323","Estimated","N.D.",90,"Muscle TSC1"
"1324","Estimated","N.D.",90,"Muscle TSC1"
"1325","Estimated","N.D.",90,"Muscle TSC1"
"1326","Estimated","N.D.",90,"Muscle TSC1"
"1327","Estimated","N.D.",75,"Muscle TSC1"
"1328","Estimated","N.D.",75,"Muscle TSC1"
"1329","Estimated","N.D.",75,"Muscle TSC1"
"1330","Estimated","N.D.",75,"Muscle TSC1"
"1331","Estimated","N.D.",75,"Muscle TSC1"
"1332","Estimated","N.D.",75,"Muscle TSC1"
"1333","Estimated","N.D.",75,"Muscle TSC1"
"1334","Estimated","N.D.",42,"Muscle TSC1"
"1335","Estimated","N.D.",42,"Muscle TSC1"
"1336","Estimated","N.D.",42,"Muscle TSC1"
"1337","Estimated","N.D.",42,"Muscle TSC1"
"1338","Estimated","N.D.",42,"Muscle TSC1"
"1339","Estimated","N.D.",42,"Muscle TSC1"
"1340","Estimated","N.D.",26,"Muscle TSC1"
"1341","Estimated","N.D.",26,"Muscle TSC1"
"1342","Sacrificed","fl/+; +/+",182,"Muscle TSC1"
"1343","Sacrificed","+/+; +/+",396,"Muscle TSC1"
"1344","Sacrificed","fl/fl; Tg/+",21,"Muscle TSC1"
"1345","Estimated","fl/+; Tg/+",246,"Muscle TSC1"
"1346","Sacrificed","fl/fl; +/+",21,"Muscle TSC1"
"1347","Estimated","fl/+; +/+",246,"Muscle TSC1"
"1348","Sacrificed","+/+; +/+",396,"Muscle TSC1"
"1349","Unknown","+/+; Tg/+",114,"Muscle TSC1"
"1350","Sacrificed","fl/+; +/+",182,"Muscle TSC1"
"1351","Sacrificed","fl/fl; Tg/+",396,"Muscle TSC1"
"1352","Sacrificed","fl/+; Tg/+",182,"Muscle TSC1"
"1353","Sacrificed","fl/fl; +/+",21,"Muscle TSC1"
"1354","Sacrificed","+/+; +/+",396,"Muscle TSC1"
"1355","Unknown","N.D.",1,"Muscle TSC1"
"1356","Sacrificed","fl/+; Tg/+",168,"Muscle TSC1"
"1357","Sacrificed","fl/+; +/+",133,"Muscle TSC1"
"1358","Sacrificed","fl/fl; +/+",31,"Muscle TSC1"
"1359","Unknown","N.D.",1,"Muscle TSC1"
"1360","Sacrificed","fl/+; +/+",168,"Muscle TSC1"
"1361","Sacrificed","fl/+; Tg/+",168,"Muscle TSC1"
"1362","Sacrificed","fl/fl; +/+",24,"Muscle TSC1"
"1363","Sacrificed","fl/+; Tg/+",168,"Muscle TSC1"
"1364","Sacrificed","fl/+; Tg/+",45,"Muscle TSC1"
"1365","Sacrificed","+/+; Tg/+",31,"Muscle TSC1"
"1366","Sacrificed","fl/+; Tg/+",132,"Muscle TSC1"
"1367","Sacrificed","fl/+; +/+",132,"Muscle TSC1"
"1368","Sacrificed","fl/+; +/+",167,"Muscle TSC1"
"1369","Sacrificed","fl/+; Tg/+",167,"Muscle TSC1"
"1370","Sacrificed","fl/fl; +/+",70,"Muscle TSC1"
"1371","Sacrificed","+/+; +/+",70,"Muscle TSC1"
"1372","Sacrificed","+/+; +/+",70,"Muscle TSC1"
"1373","Sacrificed","fl/+; Tg/+",22,"Muscle TSC1"
"1374","Sacrificed","fl/+; Tg/+",22,"Muscle TSC1"
"1375","Estimated","fl/fl; +/+",230,"Muscle TSC1"
"1376","Sacrificed","+/+; +/+",22,"Muscle TSC1"
"1377","Sacrificed","fl/+; Tg/+",22,"Muscle TSC1"
"1378","Unknown","N.D.",1,"Muscle TSC1"
"1379","Unknown","N.D.",1,"Muscle TSC1"
"1380","Unknown","N.D.",1,"Muscle TSC1"
"1381","Estimated","fl/fl; Tg/+",230,"Muscle TSC1"
"1382","Estimated","fl/fl; +/+",230,"Muscle TSC1"
"1383","Sacrificed","+/+; +/+",22,"Muscle TSC1"
"1384","Sacrificed","fl/+; Tg/+",22,"Muscle TSC1"
"1385","Estimated","fl/fl; +/+",230,"Muscle TSC1"
"1386","Sacrificed","+/+; Tg/+",22,"Muscle TSC1"
"1387","Estimated","fl/fl; Tg/+",230,"Muscle TSC1"
"1388","Sacrificed","fl/+; +/+",22,"Muscle TSC1"
"1389","Sacrificed","+/+; Tg/+",22,"Muscle TSC1"
