Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
37,1,1/6/2016 10:16:56 AM,Light,1/6/2016 5:55:58 AM,1/6/2016 10:16:46 AM,15648,-0.12,-0.12,
37,2,1/6/2016 10:28:50 AM,Light,1/6/2016 10:17:19 AM,1/6/2016 10:28:39 AM,680,-0.14,-0.26,
37,3,1/6/2016 10:33:02 AM,Light,1/6/2016 10:29:09 AM,1/6/2016 10:32:51 AM,222,0.11,-0.15,
37,4,1/6/2016 10:38:58 AM,Light,1/6/2016 10:35:22 AM,1/6/2016 10:38:48 AM,206,0.06,-0.09,
38,5,1/6/2016 10:44:25 AM,Light,1/6/2016 10:41:24 AM,1/6/2016 10:44:15 AM,171,-0.04,-0.13,
38,6,1/6/2016 10:51:17 AM,Light,1/6/2016 10:50:35 AM,1/6/2016 10:51:05 AM,30,-0.07,-0.20,
38,7,1/6/2016 10:56:13 AM,Light,1/6/2016 10:51:31 AM,1/6/2016 10:56:03 AM,272,0.11,-0.09,
38,8,1/6/2016 10:58:05 AM,Light,1/6/2016 10:56:27 AM,1/6/2016 10:57:54 AM,87,-0.04,-0.14,
38,9,1/6/2016 11:03:46 AM,Light,1/6/2016 11:03:14 AM,1/6/2016 11:03:36 AM,22,-0.05,-0.19,
38,10,1/6/2016 11:04:12 AM,Light,1/6/2016 11:03:57 AM,1/6/2016 11:04:02 AM,5,0.19,0.00,
38,11,1/6/2016 11:08:34 AM,Light,1/6/2016 11:04:13 AM,1/6/2016 11:08:22 AM,249,-0.13,-0.13,
39,12,1/6/2016 11:14:33 AM,Light,1/6/2016 11:09:13 AM,1/6/2016 11:14:21 AM,308,-0.06,-0.19,
39,13,1/6/2016 11:15:34 AM,Light,1/6/2016 11:14:43 AM,1/6/2016 11:15:24 AM,41,-0.11,-0.31,
39,14,1/6/2016 11:20:15 AM,Light,1/6/2016 11:15:38 AM,1/6/2016 11:20:04 AM,266,0.31,0.01,
39,15,1/6/2016 11:26:21 AM,Light,1/6/2016 11:20:15 AM,1/6/2016 11:26:10 AM,355,-0.13,-0.12,
39,16,1/6/2016 11:26:47 AM,Light,1/6/2016 11:26:24 AM,1/6/2016 11:26:36 AM,12,-0.05,-0.17,
40,17,1/6/2016 11:49:14 AM,Light,1/6/2016 11:27:00 AM,1/6/2016 11:49:03 AM,1323,0.03,-0.14,
40,18,1/6/2016 12:05:55 PM,Light,1/6/2016 11:55:34 AM,1/6/2016 12:05:45 PM,611,0.22,0.08,
43,19,1/6/2016 1:11:54 PM,Light,1/6/2016 12:05:57 PM,1/6/2016 1:11:43 PM,3946,0.08,0.16,
44,20,1/6/2016 1:46:00 PM,Light,1/6/2016 1:11:56 PM,1/6/2016 1:45:49 PM,2033,-0.18,-0.02,
45,21,1/6/2016 2:08:19 PM,Light,1/6/2016 1:46:06 PM,1/6/2016 2:08:08 PM,1322,0.28,0.26,
45,22,1/6/2016 2:15:01 PM,Light,1/6/2016 2:08:57 PM,1/6/2016 2:14:50 PM,353,-0.11,0.15,
45,23,1/6/2016 2:19:24 PM,Light,1/6/2016 2:19:10 PM,1/6/2016 2:19:14 PM,4,0.09,0.23,
45,24,1/6/2016 2:23:59 PM,Light,1/6/2016 2:19:39 PM,1/6/2016 2:23:48 PM,249,0.04,0.27,
45,25,1/6/2016 2:25:59 PM,Light,1/6/2016 2:24:07 PM,1/6/2016 2:25:48 PM,101,-0.04,0.23,
46,26,1/6/2016 2:35:54 PM,Light,1/6/2016 2:26:01 PM,1/6/2016 2:35:43 PM,582,-0.14,0.10,
46,27,1/6/2016 2:41:32 PM,Light,1/6/2016 2:36:08 PM,1/6/2016 2:41:21 PM,313,0.10,0.20,
46,28,1/6/2016 2:46:46 PM,Light,1/6/2016 2:41:35 PM,1/6/2016 2:46:36 PM,301,0.08,0.28,
47,29,1/6/2016 3:07:49 PM,Light,1/6/2016 2:46:56 PM,1/6/2016 3:07:38 PM,1242,0.04,0.32,
47,30,1/6/2016 3:08:59 PM,Light,1/6/2016 3:07:57 PM,1/6/2016 3:08:49 PM,52,-0.08,0.24,
48,31,1/6/2016 3:36:07 PM,Light,1/6/2016 3:14:31 PM,1/6/2016 3:35:57 PM,1286,-0.19,0.05,
50,32,1/6/2016 4:37:02 PM,Light,1/6/2016 3:36:08 PM,1/6/2016 4:36:52 PM,3644,0.48,0.53,
50,33,1/6/2016 4:49:15 PM,Light,1/6/2016 4:37:03 PM,1/6/2016 4:49:05 PM,722,-0.11,0.43,
51,34,1/6/2016 4:58:54 PM,Light,1/6/2016 4:49:23 PM,1/6/2016 4:58:43 PM,560,-0.08,0.34,
51,35,1/6/2016 5:04:56 PM,Light,1/6/2016 4:59:07 PM,1/6/2016 5:04:45 PM,338,-0.06,0.28,
77,36,1/7/2016 5:36:25 AM,Dark,1/6/2016 5:05:05 PM,1/7/2016 5:36:15 AM,45070,2.36,2.64,
77,37,1/7/2016 5:40:03 AM,Dark,1/7/2016 5:36:37 AM,1/7/2016 5:39:52 AM,195,-0.29,2.35,
78,38,1/7/2016 5:52:36 AM,Dark,1/7/2016 5:40:25 AM,1/7/2016 5:52:26 AM,721,0.33,2.68,
78,39,1/7/2016 5:58:33 AM,Dark,1/7/2016 5:57:18 AM,1/7/2016 5:58:23 AM,65,-0.11,2.57,
78,40,1/7/2016 6:08:38 AM,Dark,1/7/2016 6:08:21 AM,1/7/2016 6:08:27 AM,6,0.13,2.70,
78,41,1/7/2016 6:09:18 AM,Dark,1/7/2016 6:08:57 AM,1/7/2016 6:09:07 AM,10,0.13,2.83,
78,42,1/7/2016 6:14:07 AM,Dark,1/7/2016 6:09:20 AM,1/7/2016 6:13:56 AM,276,-0.09,2.74,
79,43,1/7/2016 6:21:16 AM,Dark,1/7/2016 6:14:13 AM,1/7/2016 6:21:05 AM,412,-0.17,2.57,
79,44,1/7/2016 6:25:50 AM,Dark,1/7/2016 6:21:18 AM,1/7/2016 6:25:40 AM,262,0.25,2.82,
79,45,1/7/2016 6:26:23 AM,Dark,1/7/2016 6:25:58 AM,1/7/2016 6:26:13 AM,15,-0.20,2.63,
79,46,1/7/2016 6:31:57 AM,Dark,1/7/2016 6:26:55 AM,1/7/2016 6:31:47 AM,292,0.05,2.67,
80,47,1/7/2016 6:53:11 AM,Light,1/7/2016 6:32:07 AM,1/7/2016 6:53:00 AM,1253,0.04,2.71,
80,48,1/7/2016 7:11:27 AM,Light,1/7/2016 6:53:12 AM,1/7/2016 7:11:17 AM,1085,0.06,2.78,
80,49,1/7/2016 7:12:04 AM,Light,1/7/2016 7:11:41 AM,1/7/2016 7:11:52 AM,11,0.12,2.89,
81,50,1/7/2016 7:22:50 AM,Light,1/7/2016 7:12:15 AM,1/7/2016 7:22:40 AM,625,-0.03,2.86,
81,51,1/7/2016 7:27:13 AM,Light,1/7/2016 7:22:52 AM,1/7/2016 7:27:02 AM,250,-0.07,2.79,
81,52,1/7/2016 7:44:17 AM,Light,1/7/2016 7:44:01 AM,1/7/2016 7:44:06 AM,5,-0.12,2.67,
81,53,1/7/2016 7:45:20 AM,Light,1/7/2016 7:44:17 AM,1/7/2016 7:45:10 AM,53,0.07,2.74,
82,54,1/7/2016 7:45:51 AM,Light,1/7/2016 7:45:26 AM,1/7/2016 7:45:41 AM,15,0.03,2.77,
89,55,1/7/2016 11:11:46 AM,Light,1/7/2016 7:46:01 AM,1/7/2016 11:11:35 AM,12334,0.06,2.83,
89,56,1/7/2016 11:22:25 AM,Light,1/7/2016 11:12:00 AM,1/7/2016 11:22:15 AM,615,-0.13,2.70,
90,57,1/7/2016 11:37:49 AM,Light,1/7/2016 11:22:39 AM,1/7/2016 11:37:39 AM,900,0.04,2.74,
90,58,1/7/2016 11:39:17 AM,Light,1/7/2016 11:37:50 AM,1/7/2016 11:39:07 AM,77,0.11,2.84,
90,59,1/7/2016 11:44:00 AM,Light,1/7/2016 11:43:27 AM,1/7/2016 11:43:49 AM,22,-0.11,2.73,
90,60,1/7/2016 11:53:47 AM,Light,1/7/2016 11:44:05 AM,1/7/2016 11:53:36 AM,571,0.10,2.83,
91,61,1/7/2016 12:17:00 PM,Light,1/7/2016 11:54:11 AM,1/7/2016 12:16:50 PM,1359,0.03,2.86,
91,62,1/7/2016 12:17:31 PM,Light,1/7/2016 12:17:03 PM,1/7/2016 12:17:21 PM,18,0.05,2.92,
91,63,1/7/2016 12:27:50 PM,Light,1/7/2016 12:17:32 PM,1/7/2016 12:27:39 PM,607,-0.07,2.85,
93,64,1/7/2016 1:02:10 PM,Light,1/7/2016 12:57:01 PM,1/7/2016 1:01:59 PM,298,0.14,2.98,
93,65,1/7/2016 1:24:17 PM,Light,1/7/2016 1:02:10 PM,1/7/2016 1:24:07 PM,1317,-0.17,2.81,
94,66,1/7/2016 1:30:41 PM,Light,1/7/2016 1:24:37 PM,1/7/2016 1:30:30 PM,353,-0.06,2.75,
94,67,1/7/2016 1:35:04 PM,Light,1/7/2016 1:31:20 PM,1/7/2016 1:34:54 PM,214,0.14,2.89,
94,68,1/7/2016 1:50:50 PM,Light,1/7/2016 1:35:34 PM,1/7/2016 1:50:40 PM,906,-0.03,2.86,
94,69,1/7/2016 1:56:07 PM,Light,1/7/2016 1:51:39 PM,1/7/2016 1:55:56 PM,257,0.05,2.91,
94,70,1/7/2016 1:57:25 PM,Light,1/7/2016 1:56:13 PM,1/7/2016 1:57:14 PM,61,-0.12,2.79,
95,71,1/7/2016 2:01:16 PM,Light,1/7/2016 1:57:53 PM,1/7/2016 2:01:06 PM,193,-0.12,2.67,
95,72,1/7/2016 2:02:09 PM,Light,1/7/2016 2:01:23 PM,1/7/2016 2:01:59 PM,36,0.17,2.84,
95,73,1/7/2016 2:08:13 PM,Light,1/7/2016 2:03:17 PM,1/7/2016 2:08:03 PM,286,-0.21,2.63,
95,74,1/7/2016 2:08:43 PM,Light,1/7/2016 2:08:20 PM,1/7/2016 2:08:32 PM,12,0.20,2.83,
96,75,1/7/2016 2:30:19 PM,Light,1/7/2016 2:24:43 PM,1/7/2016 2:30:08 PM,325,-0.07,2.76,
96,76,1/7/2016 2:35:19 PM,Light,1/7/2016 2:30:43 PM,1/7/2016 2:35:08 PM,265,0.07,2.83,
96,77,1/7/2016 2:35:36 PM,Light,1/7/2016 2:35:21 PM,1/7/2016 2:35:25 PM,4,-0.07,2.76,
96,78,1/7/2016 2:43:07 PM,Light,1/7/2016 2:35:43 PM,1/7/2016 2:42:56 PM,433,0.05,2.81,
96,79,1/7/2016 2:46:35 PM,Light,1/7/2016 2:43:21 PM,1/7/2016 2:46:24 PM,183,-0.05,2.76,
96,80,1/7/2016 2:53:59 PM,Light,1/7/2016 2:53:13 PM,1/7/2016 2:53:49 PM,36,-0.11,2.65,
97,81,1/7/2016 2:57:23 PM,Light,1/7/2016 2:54:31 PM,1/7/2016 2:57:13 PM,162,0.08,2.72,
