Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
2,1,12/29/2015 12:17:31 PM,Light,12/29/2015 12:17:15 PM,12/29/2015 12:17:20 PM,5,0.13,0.13,
3,2,12/29/2015 12:18:01 PM,Light,12/29/2015 12:17:31 PM,12/29/2015 12:17:51 PM,20,-0.08,0.04,
3,3,12/29/2015 12:18:18 PM,Light,12/29/2015 12:18:03 PM,12/29/2015 12:18:08 PM,5,-0.09,-0.05,
3,4,12/29/2015 12:19:16 PM,Light,12/29/2015 12:18:19 PM,12/29/2015 12:19:05 PM,46,0.06,0.00,
3,5,12/29/2015 12:35:41 PM,Light,12/29/2015 12:34:13 PM,12/29/2015 12:35:30 PM,77,-0.06,-0.05,
4,6,12/29/2015 12:36:56 PM,Light,12/29/2015 12:35:57 PM,12/29/2015 12:36:45 PM,48,0.08,0.03,
4,7,12/29/2015 12:52:54 PM,Light,12/29/2015 12:52:02 PM,12/29/2015 12:52:44 PM,42,0.08,0.11,
5,8,12/29/2015 12:54:56 PM,Light,12/29/2015 12:52:57 PM,12/29/2015 12:54:45 PM,108,-0.09,0.02,
5,9,12/29/2015 1:02:48 PM,Light,12/29/2015 1:00:44 PM,12/29/2015 1:02:37 PM,113,-0.12,-0.10,
5,10,12/29/2015 1:03:19 PM,Light,12/29/2015 1:02:48 PM,12/29/2015 1:03:08 PM,20,0.11,0.02,
5,11,12/29/2015 1:09:34 PM,Light,12/29/2015 1:09:18 PM,12/29/2015 1:09:23 PM,5,0.18,0.20,
5,12,12/29/2015 1:11:01 PM,Light,12/29/2015 1:09:41 PM,12/29/2015 1:10:51 PM,70,-0.16,0.03,
6,13,12/29/2015 1:27:47 PM,Light,12/29/2015 1:26:08 PM,12/29/2015 1:27:36 PM,88,-0.03,0.00,
7,14,12/29/2015 1:35:42 PM,Light,12/29/2015 1:33:48 PM,12/29/2015 1:35:31 PM,103,-0.04,-0.04,
7,15,12/29/2015 1:36:01 PM,Light,12/29/2015 1:35:44 PM,12/29/2015 1:35:50 PM,6,0.05,0.02,
9,16,12/29/2015 2:10:41 PM,Light,12/29/2015 2:08:57 PM,12/29/2015 2:10:30 PM,93,0.17,0.19,
9,17,12/29/2015 2:19:44 PM,Light,12/29/2015 2:17:50 PM,12/29/2015 2:19:33 PM,103,-0.19,0.00,
