Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,12/29/2015 11:43:41 AM,Light,12/29/2015 11:41:28 AM,12/29/2015 11:43:31 AM,123,0.04,0.04,
2,2,12/29/2015 12:06:29 PM,Light,12/29/2015 12:06:04 PM,12/29/2015 12:06:19 PM,15,0.04,0.08,
2,3,12/29/2015 12:07:33 PM,Light,12/29/2015 12:06:34 PM,12/29/2015 12:07:22 PM,48,-0.07,0.01,
2,4,12/29/2015 12:10:55 PM,Light,12/29/2015 12:07:56 PM,12/29/2015 12:10:44 PM,168,0.09,0.09,
3,5,12/29/2015 12:21:58 PM,Light,12/29/2015 12:18:28 PM,12/29/2015 12:21:47 PM,199,0.08,0.17,
3,6,12/29/2015 12:27:49 PM,Light,12/29/2015 12:25:40 PM,12/29/2015 12:27:38 PM,118,-0.05,0.12,
4,7,12/29/2015 12:43:47 PM,Light,12/29/2015 12:40:13 PM,12/29/2015 12:43:36 PM,203,0.09,0.21,
4,8,12/29/2015 12:45:44 PM,Light,12/29/2015 12:45:27 PM,12/29/2015 12:45:33 PM,6,-0.10,0.11,
4,9,12/29/2015 12:46:53 PM,Light,12/29/2015 12:46:10 PM,12/29/2015 12:46:43 PM,33,0.07,0.18,
4,10,12/29/2015 12:53:00 PM,Light,12/29/2015 12:51:55 PM,12/29/2015 12:52:49 PM,54,0.06,0.23,
5,11,12/29/2015 1:08:03 PM,Light,12/29/2015 1:05:06 PM,12/29/2015 1:07:52 PM,166,0.06,0.29,
6,12,12/29/2015 1:19:38 PM,Light,12/29/2015 1:17:32 PM,12/29/2015 1:19:28 PM,116,0.04,0.33,
7,13,12/29/2015 1:38:36 PM,Light,12/29/2015 1:37:28 PM,12/29/2015 1:38:25 PM,57,-0.04,0.29,
7,14,12/29/2015 1:42:40 PM,Light,12/29/2015 1:39:20 PM,12/29/2015 1:42:29 PM,189,0.08,0.37,
8,15,12/29/2015 1:51:24 PM,Light,12/29/2015 1:48:54 PM,12/29/2015 1:51:14 PM,140,-0.05,0.32,
8,16,12/29/2015 1:56:44 PM,Light,12/29/2015 1:55:57 PM,12/29/2015 1:56:33 PM,36,0.06,0.38,
8,17,12/29/2015 1:59:21 PM,Light,12/29/2015 1:58:33 PM,12/29/2015 1:59:11 PM,38,0.04,0.42,
9,18,12/29/2015 2:12:19 PM,Light,12/29/2015 2:11:47 PM,12/29/2015 2:12:09 PM,22,-0.07,0.35,
9,19,12/29/2015 2:23:11 PM,Light,12/29/2015 2:20:40 PM,12/29/2015 2:23:00 PM,140,0.07,0.41,
10,20,12/29/2015 2:28:01 PM,Light,12/29/2015 2:25:11 PM,12/29/2015 2:27:50 PM,159,0.05,0.46,
11,21,12/29/2015 2:42:35 PM,Light,12/29/2015 2:39:12 PM,12/29/2015 2:42:24 PM,192,0.04,0.50,
11,22,12/29/2015 2:43:57 PM,Light,12/29/2015 2:43:04 PM,12/29/2015 2:43:46 PM,42,0.06,0.56,
11,23,12/29/2015 2:45:51 PM,Light,12/29/2015 2:45:09 PM,12/29/2015 2:45:41 PM,32,-0.08,0.48,
12,24,12/29/2015 3:02:49 PM,Light,12/29/2015 3:00:12 PM,12/29/2015 3:02:38 PM,146,0.08,0.56,
12,25,12/29/2015 3:06:07 PM,Light,12/29/2015 3:02:50 PM,12/29/2015 3:05:57 PM,187,0.08,0.63,
12,26,12/29/2015 3:17:05 PM,Light,12/29/2015 3:13:56 PM,12/29/2015 3:16:54 PM,178,-0.07,0.56,
13,27,12/29/2015 3:18:45 PM,Light,12/29/2015 3:18:08 PM,12/29/2015 3:18:34 PM,26,-0.05,0.51,
15,28,12/29/2015 3:56:55 PM,Light,12/29/2015 3:55:16 PM,12/29/2015 3:56:44 PM,88,-0.03,0.48,
15,29,12/29/2015 4:05:36 PM,Light,12/29/2015 4:03:47 PM,12/29/2015 4:05:26 PM,99,0.12,0.60,
