Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,12/29/2015 11:45:08 AM,Light,12/29/2015 11:43:54 AM,12/29/2015 11:44:58 AM,64,0.05,0.05,
1,2,12/29/2015 11:59:18 AM,Light,12/29/2015 11:58:06 AM,12/29/2015 11:59:07 AM,61,0.07,0.12,
2,3,12/29/2015 12:02:23 PM,Light,12/29/2015 12:01:02 PM,12/29/2015 12:02:12 PM,70,-0.03,0.09,
2,4,12/29/2015 12:03:05 PM,Light,12/29/2015 12:02:44 PM,12/29/2015 12:02:55 PM,11,-0.04,0.05,
2,5,12/29/2015 12:05:30 PM,Light,12/29/2015 12:04:09 PM,12/29/2015 12:05:19 PM,70,0.08,0.13,
2,6,12/29/2015 12:06:18 PM,Light,12/29/2015 12:05:52 PM,12/29/2015 12:06:07 PM,15,-0.04,0.09,
3,7,12/29/2015 12:18:25 PM,Light,12/29/2015 12:17:46 PM,12/29/2015 12:18:14 PM,28,0.04,0.13,
3,8,12/29/2015 12:20:17 PM,Light,12/29/2015 12:18:51 PM,12/29/2015 12:20:07 PM,76,-0.05,0.08,
3,9,12/29/2015 12:25:16 PM,Light,12/29/2015 12:24:49 PM,12/29/2015 12:25:05 PM,16,0.03,0.11,
3,10,12/29/2015 12:33:11 PM,Light,12/29/2015 12:32:32 PM,12/29/2015 12:33:01 PM,29,0.03,0.14,
3,11,12/29/2015 12:33:53 PM,Light,12/29/2015 12:33:31 PM,12/29/2015 12:33:42 PM,11,0.04,0.18,
3,12,12/29/2015 12:35:00 PM,Light,12/29/2015 12:34:24 PM,12/29/2015 12:34:49 PM,25,-0.04,0.14,
3,13,12/29/2015 12:35:39 PM,Light,12/29/2015 12:35:16 PM,12/29/2015 12:35:28 PM,12,-0.10,0.04,
4,14,12/29/2015 12:37:29 PM,Light,12/29/2015 12:36:06 PM,12/29/2015 12:37:18 PM,72,0.07,0.11,
4,15,12/29/2015 12:45:42 PM,Light,12/29/2015 12:45:26 PM,12/29/2015 12:45:31 PM,5,0.05,0.16,
4,16,12/29/2015 12:47:07 PM,Light,12/29/2015 12:46:37 PM,12/29/2015 12:46:57 PM,20,-0.04,0.12,
4,17,12/29/2015 12:50:53 PM,Light,12/29/2015 12:49:42 PM,12/29/2015 12:50:43 PM,61,0.03,0.15,
5,18,12/29/2015 1:04:30 PM,Light,12/29/2015 1:02:16 PM,12/29/2015 1:04:20 PM,124,0.10,0.25,
5,19,12/29/2015 1:09:03 PM,Light,12/29/2015 1:05:33 PM,12/29/2015 1:08:52 PM,199,-0.06,0.18,
5,20,12/29/2015 1:11:00 PM,Light,12/29/2015 1:10:31 PM,12/29/2015 1:10:50 PM,19,0.04,0.23,
6,21,12/29/2015 1:18:34 PM,Light,12/29/2015 1:17:40 PM,12/29/2015 1:18:23 PM,43,-0.06,0.17,
7,22,12/29/2015 1:37:25 PM,Light,12/29/2015 1:36:33 PM,12/29/2015 1:37:15 PM,42,0.09,0.26,
7,23,12/29/2015 1:45:26 PM,Light,12/29/2015 1:44:56 PM,12/29/2015 1:45:16 PM,20,-0.05,0.21,
8,24,12/29/2015 1:52:16 PM,Light,12/29/2015 1:50:15 PM,12/29/2015 1:52:05 PM,110,0.14,0.35,
8,25,12/29/2015 1:55:58 PM,Light,12/29/2015 1:54:20 PM,12/29/2015 1:55:48 PM,88,-0.10,0.25,
8,26,12/29/2015 1:56:29 PM,Light,12/29/2015 1:56:02 PM,12/29/2015 1:56:18 PM,16,0.03,0.28,
15,27,12/29/2015 3:57:28 PM,Light,12/29/2015 3:50:41 PM,12/29/2015 3:57:17 PM,396,-0.10,0.18,
15,28,12/29/2015 3:58:16 PM,Light,12/29/2015 3:57:46 PM,12/29/2015 3:58:05 PM,19,0.12,0.30,
15,29,12/29/2015 4:03:38 PM,Light,12/29/2015 4:02:28 PM,12/29/2015 4:03:27 PM,59,-0.05,0.25,
15,30,12/29/2015 4:05:03 PM,Light,12/29/2015 4:04:34 PM,12/29/2015 4:04:53 PM,19,0.14,0.40,
15,31,12/29/2015 4:08:24 PM,Light,12/29/2015 4:05:29 PM,12/29/2015 4:08:13 PM,164,-0.08,0.31,
15,32,12/29/2015 4:10:20 PM,Light,12/29/2015 4:09:52 PM,12/29/2015 4:10:09 PM,17,-0.09,0.23,
16,33,12/29/2015 4:15:35 PM,Light,12/29/2015 4:13:18 PM,12/29/2015 4:15:24 PM,126,0.11,0.34,
16,34,12/29/2015 4:17:40 PM,Light,12/29/2015 4:16:00 PM,12/29/2015 4:17:30 PM,90,0.04,0.38,
16,35,12/29/2015 4:19:27 PM,Light,12/29/2015 4:18:03 PM,12/29/2015 4:19:16 PM,73,-0.10,0.28,
16,36,12/29/2015 4:24:05 PM,Light,12/29/2015 4:22:04 PM,12/29/2015 4:23:54 PM,110,0.06,0.34,
17,37,12/29/2015 4:30:37 PM,Light,12/29/2015 4:25:06 PM,12/29/2015 4:30:26 PM,320,0.06,0.40,
17,38,12/29/2015 4:43:04 PM,Light,12/29/2015 4:39:53 PM,12/29/2015 4:42:53 PM,180,-0.03,0.37,
17,39,12/29/2015 4:47:31 PM,Light,12/29/2015 4:43:41 PM,12/29/2015 4:47:20 PM,219,0.07,0.44,
21,40,12/29/2015 5:46:55 PM,Light,12/29/2015 5:46:34 PM,12/29/2015 5:46:45 PM,11,0.06,0.49,
22,41,12/29/2015 6:01:26 PM,Light,12/29/2015 6:01:10 PM,12/29/2015 6:01:16 PM,6,-0.06,0.44,
23,42,12/29/2015 6:25:25 PM,Light,12/29/2015 6:23:51 PM,12/29/2015 6:25:15 PM,84,0.03,0.47,
24,43,12/29/2015 6:46:26 PM,Light,12/29/2015 6:44:25 PM,12/29/2015 6:46:15 PM,110,0.03,0.50,
24,44,12/29/2015 6:52:01 PM,Light,12/29/2015 6:50:59 PM,12/29/2015 6:51:50 PM,51,-0.13,0.37,
24,45,12/29/2015 6:52:36 PM,Light,12/29/2015 6:52:06 PM,12/29/2015 6:52:26 PM,20,0.09,0.47,
25,46,12/29/2015 6:59:38 PM,Dark,12/29/2015 6:56:20 PM,12/29/2015 6:59:27 PM,187,0.05,0.52,
25,47,12/29/2015 7:05:17 PM,Dark,12/29/2015 7:04:44 PM,12/29/2015 7:05:07 PM,23,-0.05,0.47,
25,48,12/29/2015 7:06:38 PM,Dark,12/29/2015 7:06:04 PM,12/29/2015 7:06:26 PM,22,0.03,0.50,
25,49,12/29/2015 7:07:51 PM,Dark,12/29/2015 7:06:57 PM,12/29/2015 7:07:41 PM,44,0.04,0.54,
25,50,12/29/2015 7:12:07 PM,Dark,12/29/2015 7:11:03 PM,12/29/2015 7:11:57 PM,54,-0.08,0.46,
