Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
2,1,8/27/2015 3:28:53 PM,Light,2/25/1981 3:27:47 PM,2/25/1981 3:28:42 PM,55,-0.10,-0.10,
2,2,8/27/2015 3:30:02 PM,Light,2/25/1981 3:29:46 PM,2/25/1981 3:29:52 PM,6,0.12,0.02,
5,3,8/27/2015 3:37:07 PM,Light,2/25/1981 3:35:48 PM,2/25/1981 3:36:57 PM,69,-0.03,-0.01,
7,4,8/27/2015 3:44:12 PM,Light,2/25/1981 3:43:15 PM,2/25/1981 3:44:02 PM,47,-0.05,-0.06,
7,5,8/27/2015 3:45:45 PM,Light,2/25/1981 3:44:54 PM,2/25/1981 3:45:35 PM,41,0.03,-0.02,
9,6,8/27/2015 3:51:32 PM,Light,2/25/1981 3:50:47 PM,2/25/1981 3:51:21 PM,34,-0.10,-0.12,
11,7,8/27/2015 3:59:03 PM,Light,2/25/1981 3:58:26 PM,2/25/1981 3:58:52 PM,26,0.09,-0.04,
15,8,8/27/2015 4:10:13 PM,Light,2/25/1981 4:09:53 PM,2/25/1981 4:10:03 PM,10,0.03,0.00,
16,9,8/27/2015 4:11:40 PM,Light,2/25/1981 4:11:19 PM,2/25/1981 4:11:29 PM,10,-0.05,-0.05,
18,10,8/27/2015 4:20:45 PM,Light,2/25/1981 4:19:04 PM,2/25/1981 4:20:34 PM,90,-0.05,-0.11,
19,11,8/27/2015 4:21:53 PM,Light,2/25/1981 4:21:19 PM,2/25/1981 4:21:43 PM,24,0.09,-0.02,
20,12,8/27/2015 4:26:08 PM,Light,2/25/1981 4:24:37 PM,2/25/1981 4:25:58 PM,81,0.04,0.02,
22,13,8/27/2015 4:33:23 PM,Light,2/25/1981 4:33:08 PM,2/25/1981 4:33:13 PM,5,0.03,0.05,
23,14,8/27/2015 4:36:42 PM,Light,2/25/1981 4:34:11 PM,2/25/1981 4:36:32 PM,141,0.05,0.10,
24,15,8/27/2015 4:39:54 PM,Light,2/25/1981 4:38:54 PM,2/25/1981 4:39:43 PM,49,0.10,0.20,
25,16,8/27/2015 4:41:07 PM,Light,2/25/1981 4:40:25 PM,2/25/1981 4:40:57 PM,32,-0.04,0.16,
26,17,8/27/2015 4:43:59 PM,Light,2/25/1981 4:41:11 PM,2/25/1981 4:43:48 PM,157,0.07,0.23,
26,18,8/27/2015 4:44:20 PM,Light,2/25/1981 4:44:03 PM,2/25/1981 4:44:09 PM,6,0.09,0.32,
27,19,8/27/2015 4:49:56 PM,Light,2/25/1981 4:47:10 PM,2/25/1981 4:49:45 PM,155,-0.05,0.27,
