Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
2,1,8/27/2015 3:29:18 PM,Light,2/25/1981 3:26:52 PM,2/25/1981 3:29:08 PM,136,0.10,0.10,
2,2,8/27/2015 3:30:19 PM,Light,2/25/1981 3:29:57 PM,2/25/1981 3:30:09 PM,12,-0.08,0.01,
12,3,8/27/2015 4:01:31 PM,Light,2/25/1981 3:57:07 PM,2/25/1981 4:01:21 PM,254,0.16,0.17,
14,4,8/27/2015 4:06:58 PM,Light,2/25/1981 4:04:21 PM,2/25/1981 4:06:47 PM,146,-0.06,0.11,
14,5,8/27/2015 4:07:29 PM,Light,2/25/1981 4:07:11 PM,2/25/1981 4:07:19 PM,8,0.05,0.16,
15,6,8/27/2015 4:10:50 PM,Light,2/25/1981 4:07:57 PM,2/25/1981 4:10:40 PM,163,0.17,0.33,
17,7,8/27/2015 4:14:56 PM,Light,2/25/1981 4:11:12 PM,2/25/1981 4:14:46 PM,214,-0.66,-0.33,
19,8,8/27/2015 4:21:50 PM,Light,2/25/1981 4:18:33 PM,2/25/1981 4:21:39 PM,186,0.77,0.45,
23,9,8/27/2015 4:36:41 PM,Light,2/25/1981 4:33:01 PM,2/25/1981 4:36:30 PM,209,-0.12,0.33,
26,10,8/27/2015 4:43:56 PM,Light,2/25/1981 4:39:47 PM,2/25/1981 4:43:45 PM,238,0.10,0.42,
28,11,8/27/2015 4:51:01 PM,Light,2/25/1981 4:48:02 PM,2/25/1981 4:50:50 PM,168,0.04,0.46,
28,12,8/27/2015 4:53:25 PM,Light,2/25/1981 4:51:48 PM,2/25/1981 4:53:14 PM,86,0.09,0.55,
31,13,8/27/2015 5:01:33 PM,Light,2/25/1981 5:01:05 PM,2/25/1981 5:01:22 PM,17,0.03,0.58,
32,14,8/27/2015 5:04:54 PM,Light,2/25/1981 5:01:35 PM,2/25/1981 5:04:43 PM,188,-0.04,0.54,
37,15,8/27/2015 5:21:16 PM,Light,2/25/1981 5:14:54 PM,2/25/1981 5:21:06 PM,372,0.33,0.87,
39,16,8/27/2015 5:25:53 PM,Light,2/25/1981 5:21:40 PM,2/25/1981 5:25:42 PM,242,-0.19,0.68,
41,17,8/27/2015 5:32:58 PM,Light,2/25/1981 5:29:06 PM,2/25/1981 5:32:48 PM,222,0.19,0.87,
50,18,8/27/2015 6:02:15 PM,Light,2/25/1981 5:58:15 PM,2/25/1981 6:02:04 PM,229,0.21,1.08,
57,19,8/27/2015 6:25:06 PM,Light,2/25/1981 6:12:32 PM,2/25/1981 6:24:56 PM,744,0.15,1.23,
60,20,8/27/2015 6:33:56 PM,Light,2/25/1981 6:26:09 PM,2/25/1981 6:33:46 PM,457,0.06,1.29,
72,21,8/27/2015 7:12:21 PM,Dark,2/25/1981 7:06:07 PM,2/25/1981 7:12:10 PM,363,0.20,1.49,
78,22,8/27/2015 7:31:46 PM,Dark,2/25/1981 7:31:31 PM,2/25/1981 7:31:36 PM,5,-0.06,1.43,
81,23,8/27/2015 7:40:21 PM,Dark,2/25/1981 7:33:37 PM,2/25/1981 7:40:10 PM,393,0.11,1.54,
95,24,8/27/2015 8:26:19 PM,Dark,2/25/1981 8:19:43 PM,2/25/1981 8:26:08 PM,385,-0.07,1.46,
98,25,8/27/2015 8:35:19 PM,Dark,2/25/1981 8:28:40 PM,2/25/1981 8:35:08 PM,388,0.05,1.51,
101,26,8/27/2015 8:44:27 PM,Dark,2/25/1981 8:37:24 PM,2/25/1981 8:44:16 PM,412,0.27,1.78,
102,27,8/27/2015 8:46:11 PM,Dark,2/25/1981 8:45:36 PM,2/25/1981 8:46:00 PM,24,0.17,1.95,
104,28,8/27/2015 8:53:44 PM,Dark,2/25/1981 8:46:50 PM,2/25/1981 8:53:34 PM,404,-0.16,1.79,
113,29,8/27/2015 9:22:19 PM,Dark,2/25/1981 9:21:58 PM,2/25/1981 9:22:09 PM,11,0.13,1.92,
115,30,8/27/2015 9:30:31 PM,Dark,2/25/1981 9:23:40 PM,2/25/1981 9:30:21 PM,401,-0.13,1.79,
119,31,8/27/2015 9:41:08 PM,Dark,2/25/1981 9:32:27 PM,2/25/1981 9:40:57 PM,510,0.19,1.98,
127,32,8/27/2015 10:06:48 PM,Dark,2/25/1981 9:58:23 PM,2/25/1981 10:06:38 PM,495,0.22,2.20,
130,33,8/27/2015 10:16:20 PM,Dark,2/25/1981 10:16:05 PM,2/25/1981 10:16:09 PM,4,-0.06,2.14,
133,34,8/27/2015 10:24:42 PM,Dark,2/25/1981 10:18:07 PM,2/25/1981 10:24:31 PM,384,0.05,2.19,
