"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values"
"2080",192,FALSE,"Mixed",145388,"Sacrificed","2015-03-27","M","fl/fl; Tg/+",1552,216,6867,"Muscle TSC1","Body Weight","2015-03-03","fed",29115,25400
"2081",192,FALSE,"Mixed",145388,"Sacrificed","2015-03-27","M","fl/fl; Tg/+",1552,216,6867,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29153,1990
"2082",192,FALSE,"Mixed",145388,"Sacrificed","2015-03-27","M","fl/fl; Tg/+",1552,216,6867,"Muscle TSC1","Lean Mass","2015-03-03","fed",29187,23100
"2083",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Body Weight","2014-11-06","fed",17712,23500
"2084",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17713,1720
"2085",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Lean Mass","2014-11-06","fed",17714,21200
"2086",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Body Weight","2014-12-03","fed",20335,25200
"2087",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20336,2260
"2088",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Lean Mass","2014-12-03","fed",20337,22170
"2089",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Body Weight","2015-01-08","fed",22502,26500
"2090",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22503,3000
"2091",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1635,143,6917,"Muscle TSC1","Lean Mass","2015-01-08","fed",22504,22730
"2092",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Body Weight","2014-11-06","fed",17715,25600
"2093",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17716,2940
"2094",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Lean Mass","2014-11-06","fed",17717,22410
"2095",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Body Weight","2014-12-03","fed",20338,29000
"2096",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20339,4150
"2097",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Lean Mass","2014-12-03","fed",20340,24160
"2098",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Body Weight","2015-01-08","fed",22505,32800
"2099",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22506,6850
"2100",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1636,143,6918,"Muscle TSC1","Lean Mass","2015-01-08","fed",22507,25370
"2101",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Body Weight","2014-11-06","fed",17718,27600
"2102",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17719,2790
"2103",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Lean Mass","2014-11-06","fed",17720,24060
"2104",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Body Weight","2014-12-03","fed",20341,30000
"2105",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20342,3650
"2106",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Lean Mass","2014-12-03","fed",20343,25740
"2107",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Body Weight","2015-01-08","fed",22508,30900
"2108",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22509,4110
"2109",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","fl/fl; +/+",1638,143,6919,"Muscle TSC1","Lean Mass","2015-01-08","fed",22510,26060
"2110",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Body Weight","2014-11-06","fed",17721,24400
"2111",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17722,2780
"2112",66,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Lean Mass","2014-11-06","fed",17723,21270
"2113",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Body Weight","2014-12-03","fed",20344,27500
"2114",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20345,3300
"2115",93,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Lean Mass","2014-12-03","fed",20346,23420
"2116",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Body Weight","2015-01-08","fed",22511,30600
"2117",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22512,3890
"2118",129,FALSE,"Mixed",145388,"Sacrificed","2015-01-22","M","+/+; +/+",1639,143,6920,"Muscle TSC1","Lean Mass","2015-01-08","fed",22513,25870
"2119",57,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2014-11-06","fed",17764,22700
"2120",57,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17765,2120
"2121",57,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2014-11-06","fed",17766,19880
"2122",120,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2015-01-08","fed",22553,25700
"2123",120,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22554,3150
"2124",120,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2015-01-08","fed",22555,21930
"2125",147,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2015-02-04","fed",24601,25900
"2126",147,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24630,2810
"2127",147,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2015-02-04","fed",24664,21900
"2128",174,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2015-03-03","fed",29119,24300
"2129",174,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29151,2160
"2130",174,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2015-03-03","fed",29185,21540
"2131",211,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2015-04-09","fed",33357,2030
"2132",211,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2015-04-09","fed",33379,21590
"2133",211,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2015-04-09","fed",33403,24500
"2134",236,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Body Weight","2015-05-04","fed",36869,24900
"2135",236,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Total Fat Mass","2015-05-04","fed",36891,2310
"2136",236,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1706,251,6941,"Muscle TSC1","Lean Mass","2015-05-04","fed",36913,21430
"2137",57,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Body Weight","2014-11-06","fed",17767,22300
"2138",57,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17768,2070
"2139",57,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Lean Mass","2014-11-06","fed",17769,19850
"2140",120,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Body Weight","2015-01-08","fed",22556,23800
"2141",120,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22557,2170
"2142",120,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Lean Mass","2015-01-08","fed",22558,21070
"2143",147,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Body Weight","2015-02-04","fed",24602,24400
"2144",147,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24631,1940
"2145",147,FALSE,"Mixed",145388,"Sacrificed","2015-02-11","M","fl/fl; +/+",1708,154,6942,"Muscle TSC1","Lean Mass","2015-02-04","fed",24665,21930
"2146",29,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2014-11-06","fed",17694,16000
"2147",29,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17695,1580
"2148",29,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2014-11-06","fed",17696,14070
"2149",56,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2014-12-03","fed",20316,23000
"2150",56,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20317,2380
"2151",56,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2014-12-03","fed",20318,20100
"2152",92,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2015-01-08","fed",22484,26400
"2153",92,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22485,2910
"2154",92,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-01-08","fed",22486,22840
"2155",119,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2015-02-04","fed",24588,28600
"2156",119,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24622,4500
"2157",119,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-02-04","fed",24656,22960
"2158",146,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2015-03-03","fed",29105,30200
"2159",146,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29146,5410
"2160",146,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-03-03","fed",29180,24430
"2161",183,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-04-09","fed",33369,5990
"2162",183,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-04-09","fed",33391,25940
"2163",183,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2015-04-09","fed",33415,32800
"2164",208,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Body Weight","2015-05-04","fed",36883,31100
"2165",208,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-05-04","fed",36905,4550
"2166",208,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-05-04","fed",36926,25700
"2167",201,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Total Fat Mass","2015-04-27","fed",37574,6500
"2168",201,TRUE,"Mixed",145388,"",NA,"M","+/+; +/+",1896,223,7093,"Muscle TSC1","Lean Mass","2015-04-27","fed",37700,24910
"2169",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2014-11-06","fed",17806,15400
"2170",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17807,1400
"2171",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2014-11-06","fed",17808,13770
"2172",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2014-12-03","fed",20525,21800
"2173",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20526,1890
"2174",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2014-12-03","fed",20527,19170
"2175",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2015-01-08","fed",22595,24900
"2176",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22596,2130
"2177",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-01-08","fed",22597,21450
"2178",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2015-02-04","fed",24606,25800
"2179",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24639,2650
"2180",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-02-04","fed",24673,22060
"2181",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2015-03-03","fed",29121,25900
"2182",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29142,2810
"2183",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-03-03","fed",29176,22750
"2184",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-04-09","fed",33362,2550
"2185",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-04-09","fed",33384,22830
"2186",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2015-04-09","fed",33408,26300
"2187",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Body Weight","2015-05-04","fed",36872,26600
"2188",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-05-04","fed",36894,1850
"2189",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-05-04","fed",36915,23080
"2190",201,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Total Fat Mass","2015-04-27","fed",37578,2030
"2191",201,TRUE,"Mixed",145388,"",NA,"M","fl/fl; Tg/+",1899,223,7094,"Muscle TSC1","Lean Mass","2015-04-27","fed",37704,22620
"2192",29,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2014-11-06","fed",17697,18800
"2193",29,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17698,1980
"2194",29,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2014-11-06","fed",17699,16620
"2195",56,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2014-12-03","fed",20319,25300
"2196",56,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20320,3140
"2197",56,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2014-12-03","fed",20321,21180
"2198",92,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2015-01-08","fed",22487,29400
"2199",92,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22488,4740
"2200",92,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-01-08","fed",22489,23380
"2201",119,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2015-02-04","fed",24589,32300
"2202",119,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24620,6500
"2203",119,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-02-04","fed",24654,24480
"2204",146,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2015-03-03","fed",29107,35300
"2205",146,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29147,8480
"2206",146,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-03-03","fed",29181,25980
"2207",183,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-04-09","fed",33370,10250
"2208",183,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-04-09","fed",33394,26610
"2209",183,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2015-04-09","fed",33416,38000
"2210",208,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Body Weight","2015-05-04","fed",36884,35200
"2211",208,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-05-04","fed",36903,7450
"2212",208,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-05-04","fed",36924,26400
"2213",201,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Total Fat Mass","2015-04-27","fed",37572,11100
"2214",201,TRUE,"Mixed",145388,"",NA,"M","+/+; Tg/+",1900,223,7095,"Muscle TSC1","Lean Mass","2015-04-27","fed",37697,26170
"2215",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2014-11-06","fed",17809,16100
"2216",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17810,1790
"2217",29,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2014-11-06","fed",17811,14050
"2218",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2014-12-03","fed",20528,22900
"2219",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20529,2020
"2220",56,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2014-12-03","fed",20530,19900
"2221",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2015-01-08","fed",22598,24800
"2222",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22599,2450
"2223",92,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-01-08","fed",22600,21640
"2224",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2015-02-04","fed",24607,25900
"2225",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24640,3120
"2226",119,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-02-04","fed",24674,21790
"2227",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2015-03-03","fed",29122,26100
"2228",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-03-03","fed",29143,3860
"2229",146,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-03-03","fed",29177,21700
"2230",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-04-09","fed",33363,4360
"2231",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-04-09","fed",33385,23070
"2232",183,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2015-04-09","fed",33409,28100
"2233",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Body Weight","2015-05-04","fed",36873,27200
"2234",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-05-04","fed",36895,2630
"2235",208,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-05-04","fed",36916,23420
"2236",201,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Total Fat Mass","2015-04-27","fed",37579,3740
"2237",201,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1902,223,7096,"Muscle TSC1","Lean Mass","2015-04-27","fed",37705,23360
"2238",32,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Body Weight","2014-11-06","fed",17755,14700
"2239",32,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17756,1520
"2240",32,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Lean Mass","2014-11-06","fed",17757,13040
"2241",59,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Body Weight","2014-12-03","fed",20482,22600
"2242",59,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20483,1890
"2243",59,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Lean Mass","2014-12-03","fed",20484,20150
"2244",95,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Body Weight","2015-01-08","fed",22544,25900
"2245",95,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22545,3000
"2246",95,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Lean Mass","2015-01-08","fed",22546,22380
"2247",122,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Body Weight","2015-02-04","fed",24598,28000
"2248",122,TRUE,"Mixed",145388,"",NA,"M","fl/fl; +/+",1913,226,7097,"Muscle TSC1","Total Fat Mass","2015-02-04","fed",24636,3660
