"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values"
"373",30,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",178,63
"374",44,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Body Weight","2011-02-02","fed",304,27030
"375",79,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",348,109
"376",79,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Body Weight","2011-03-09","fed",436,35600
"377",119,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Body Weight","2011-04-18","fed",592,39070
"378",127,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",671,97
"379",127,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",703,1139
"380",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Body Weight","2011-05-26","fed",756,40920
"381",158,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",839,NA
"382",158,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Body Weight","2011-05-27","fasted",840,37350
"383",158,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",185,318,1418,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",893,NA
"384",22,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Body Weight","2011-01-12","fed",171,13000
"385",22,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Plasma Glucose","2011-01-12","fed",176,188
"386",29,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",219,50
"387",43,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Body Weight","2011-02-02","fed",283,26600
"388",78,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",356,145
"389",78,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Body Weight","2011-03-09","fed",444,29900
"390",118,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Body Weight","2011-04-18","fed",580,31090
"391",126,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",678,56
"392",126,FALSE,"Mixed",1596352,"Accidental","2011-04-26","M","fl/fl; +/+",NA,126,1419,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",711,887
"393",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-01-12","fed",167,12900
"394",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Plasma Glucose","2011-01-12","fed",172,212
"395",29,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",215,51
"396",43,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-02-02","fed",279,22400
"397",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",352,120
"398",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-03-09","fed",440,27200
"399",118,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-04-18","fed",576,29890
"400",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",679,60
"401",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",712,187
"402",156,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-05-26","fed",738,29930
"403",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",817,NA
"404",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Body Weight","2011-05-27","fasted",818,27640
"405",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",188,317,1420,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",882,NA
"406",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-01-12","fed",168,12200
"407",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Plasma Glucose","2011-01-12","fed",173,217
"408",29,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",216,46
"409",43,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-02-02","fed",280,25600
"410",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",353,138
"411",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-03-09","fed",441,31500
"412",118,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-04-18","fed",577,33630
"413",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",680,94
"414",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",713,167
"415",156,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-05-26","fed",739,33640
"416",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",819,NA
"417",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Body Weight","2011-05-27","fasted",820,30790
"418",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",189,317,1421,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",883,NA
"419",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-01-12","fed",169,12500
"420",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Plasma Glucose","2011-01-12","fed",174,180
"421",29,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",217,37
"422",43,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-02-02","fed",281,26500
"423",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",354,118
"424",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-03-09","fed",442,31700
"425",118,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-04-18","fed",578,34840
"426",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",682,73
"427",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",714,183
"428",156,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-05-26","fed",740,34300
"429",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",821,NA
"430",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Body Weight","2011-05-27","fasted",822,30900
"431",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",190,317,1422,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",884,NA
"432",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-01-12","fed",170,14200
"433",22,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Plasma Glucose","2011-01-12","fed",175,245
"434",29,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",218,57
"435",43,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-02-02","fed",282,29100
"436",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",355,110
"437",78,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-03-09","fed",443,34100
"438",118,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-04-18","fed",579,37130
"439",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",683,100
"440",126,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",715,488
"441",156,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-05-26","fed",741,39840
"442",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",823,NA
"443",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Body Weight","2011-05-27","fasted",824,36840
"444",157,FALSE,"Mixed",1596352,"Sacrificed","2011-11-03","M","fl/fl; +/+",191,317,1423,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",885,NA
"445",22,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-01-12","fed",165,13030
"446",29,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",180,55
"447",43,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-02-02","fed",305,25900
"448",78,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",349,108
"449",78,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-03-09","fed",437,33300
"450",118,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-04-18","fed",593,36230
"451",126,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",672,58
"452",126,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",704,293
"453",156,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-05-26","fed",757,36450
"454",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",841,NA
"455",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Body Weight","2011-05-27","fasted",842,34430
"456",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",186,317,1424,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",894,NA
"457",22,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-01-12","fed",166,13700
"458",29,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Plasma Glucose","2011-01-19","fasted",181,55
"459",43,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-02-02","fed",306,27300
"460",78,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",350,120
"461",78,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-03-09","fed",438,35500
"462",118,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-04-18","fed",594,38640
"463",126,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",673,76
"464",126,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",705,561
"465",156,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-05-26","fed",758,39360
"466",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",843,NA
"467",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Body Weight","2011-05-27","fasted",844,35940
"468",157,FALSE,"Mixed",1596351,"Sacrificed","2011-11-03","M","fl/fl; +/+",187,317,1425,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",895,NA
"469",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",373,145
"470",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Body Weight","2011-03-09","fed",458,25300
"471",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",674,71
"472",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",706,379
"473",136,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Body Weight","2011-05-26","fed",745,28790
"474",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",827,NA
"475",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Body Weight","2011-05-27","fasted",828,25800
"476",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",NA,297,1442,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",887,NA
"477",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",371,130
"478",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Body Weight","2011-03-09","fed",456,27100
"479",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",676,76
"480",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",708,358
"481",136,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Body Weight","2011-05-26","fed",743,29330
"482",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",831,NA
"483",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Body Weight","2011-05-27","fasted",832,26260
"484",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",229,297,1443,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",889,NA
"485",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",372,170
"486",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Body Weight","2011-03-09","fed",457,25100
"487",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",677,99
"488",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",710,488
"489",136,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Body Weight","2011-05-26","fed",744,28770
"490",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",833,NA
"491",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Body Weight","2011-05-27","fasted",834,26710
"492",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; Tg/+",230,297,1444,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",890,NA
"493",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",370,169
"494",58,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Body Weight","2011-03-09","fed",455,25200
"495",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",675,83
"496",106,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",707,558
"497",136,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Body Weight","2011-05-26","fed",742,29620
"498",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",829,NA
"499",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Body Weight","2011-05-27","fasted",830,21040
"500",137,FALSE,"Mixed",1596375,"Sacrificed","2011-11-03","M","fl/fl; +/+",228,297,1445,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",888,NA
"501",52,FALSE,"Mixed",1596384,"Sacrificed","2011-05-02","M","+/+",NA,106,1473,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",377,140
"502",52,FALSE,"Mixed",1596384,"Sacrificed","2011-05-02","M","+/+",NA,106,1473,"Muscle TSC1","Body Weight","2011-03-09","fed",462,21200
"503",52,FALSE,"Mixed",1596384,"Sacrificed","2011-05-02","M","fl/fl; +/+",NA,106,1474,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",378,139
"504",52,FALSE,"Mixed",1596384,"Sacrificed","2011-05-02","M","fl/fl; +/+",NA,106,1474,"Muscle TSC1","Body Weight","2011-03-09","fed",463,23800
"505",55,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Body Weight","2011-03-09","fed",459,26800
"506",95,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Body Weight","2011-04-18","fed",597,30670
"507",103,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",666,90
"508",103,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",698,846
"509",133,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Body Weight","2011-05-26","fed",768,32430
"510",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",862,NA
"511",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Body Weight","2011-05-27","fasted",863,28960
"512",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1484,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",905,NA
"513",55,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",375,116
"514",55,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Body Weight","2011-03-09","fed",460,26900
"515",95,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Body Weight","2011-04-18","fed",598,29020
"516",103,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",667,61
"517",103,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",699,614
"518",133,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Body Weight","2011-05-26","fed",767,31050
"519",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",864,NA
"520",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Body Weight","2011-05-27","fasted",865,27900
"521",134,FALSE,"Mixed",1596381,"Sacrificed","2011-08-24","M","fl/fl; +/+",NA,223,1485,"Muscle TSC1","Serum Insulin","2011-05-27","fasted",906,NA
"522",55,FALSE,"Mixed",1596381,"Unknown","2011-05-25","M","fl/fl; +/+",NA,132,1486,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",376,122
"523",55,FALSE,"Mixed",1596381,"Unknown","2011-05-25","M","fl/fl; +/+",NA,132,1486,"Muscle TSC1","Body Weight","2011-03-09","fed",461,27400
"524",95,FALSE,"Mixed",1596381,"Unknown","2011-05-25","M","fl/fl; +/+",NA,132,1486,"Muscle TSC1","Body Weight","2011-04-18","fed",599,30370
"525",103,FALSE,"Mixed",1596381,"Unknown","2011-05-25","M","fl/fl; +/+",NA,132,1486,"Muscle TSC1","Plasma Glucose","2011-04-26","fasted",668,74
"526",103,FALSE,"Mixed",1596381,"Unknown","2011-05-25","M","fl/fl; +/+",NA,132,1486,"Muscle TSC1","Serum Insulin","2011-04-26","fasted",700,521
"528",36,FALSE,"Mixed",1596395,"Sacrificed","2011-08-24","M","fl/fl; Tg/+",244,204,1510,"Muscle TSC1","Plasma Glucose","2011-03-09","fed",379,140
"529",36,FALSE,"Mixed",1596395,"Sacrificed","2011-08-24","M","fl/fl; Tg/+",244,204,1510,"Muscle TSC1","Body Weight","2011-03-09","fed",464,16800
"530",114,FALSE,"Mixed",1596395,"Sacrificed","2011-08-24","M","fl/fl; Tg/+",244,204,1510,"Muscle TSC1","Body Weight","2011-05-26","fed",786,23390
"531",115,FALSE,"Mixed",1596395,"Sacrificed","2011-08-24","M","fl/fl; Tg/+",244,204,1510,"Muscle TSC1","Plasma Glucose","2011-05-27","fasted",872,NA
"532",115,FALSE,"Mixed",1596395,"Sacrificed","2011-08-24","M","fl/fl; Tg/+",244,204,1510,"Muscle TSC1","Body Weight","2011-05-27","fasted",873,21640
