Subject,Interval,Date/Time,Light/Dark,Volume O2,O2 In,O2 Out,Delta O2,Accumulated O2,Volume CO2,CO2 In,CO2 Out,Delta CO2,Accumulated CO2,RER,Heat,Flow,Feed Weight 1,Feed Acc. 1,X Total,X Ambulatory,Y Total,Y Ambulatory,Wheel,Wheel Accumulated,Event Log,
4361,1,10/12/2015 3:14:38 PM,Light,-35.67591,20.91188,20.91432,-0.002440539,-1.199107E-06,1.862261,0.03905261,0.03921471,0.0001620948,6.259268E-08,-0.05219941,-0.003238185,0.4597314,0,0,0,0,47,1,0,0,10/12/2015 3:12:51 PM - Injections,
4361,2,10/12/2015 3:33:38 PM,Light,-55.03402,20.91188,20.91702,-0.005147818,-0.0003490946,-72.31003,0.04644667,0.0401,-0.006346676,-0.0002711163,1.313915,-0.007236786,0.4594815,0,0,0,0,353,0,0,0,10/12/2015 3:36:24 PM - injections completed,
4361,3,10/12/2015 3:52:38 PM,Light,-270.4154,20.91188,20.93086,-0.01898086,-0.001599728,-10.52413,0.04688308,0.04594792,-0.0009351633,-0.0005874708,0.03891836,-0.02527934,0.4591575,0,0,665,469,716,247,0,0,,
4365,1,10/12/2015 3:15:38 PM,Light,-8.830769,20.91188,20.91262,-0.0007428812,-3.409658E-07,-1.466906,0.03905261,0.03890298,-0.00014963,-5.663888E-08,0.1661131,-0.0009868058,0.4551235,0,0,0,0,0,0,0,0,10/12/2015 3:12:51 PM - Injections,
4365,2,10/12/2015 3:34:38 PM,Light,-61.36412,20.91188,20.91825,-0.006369334,-0.0003103296,-67.44174,0.04644667,0.03958877,-0.006857902,-0.0003046432,1.099042,-0.008817947,0.4556307,0,0,0,0,0,0,0,0,10/12/2015 3:36:24 PM - injections completed,
4365,3,10/12/2015 3:53:38 PM,Light,8175.504,20.91188,20.09547,0.8164077,0.03556443,7227.292,0.04688308,0.7865885,0.7397054,0.03135146,0.884018,1.114601,0.4527277,0,0,1283,858,1134,679,1,1,,
4374,1,10/12/2015 3:16:38 PM,Light,-31.56151,20.91188,20.91388,-0.002006776,-1.003831E-06,-1.877785,0.03905261,0.03890298,-0.00014963,-5.972401E-08,0.05949606,-0.002810302,0.4819386,0,0,0,0,0,0,0,0,10/12/2015 3:12:51 PM - Injections,
4374,2,10/12/2015 3:35:38 PM,Light,-95.03114,20.91188,20.91934,-0.007458727,-0.0004610171,-91.38548,0.04644667,0.03921471,-0.007231966,-0.0003396402,0.9616372,-0.01088049,0.4822955,0,0,0,0,0,0,0,0,10/12/2015 3:36:24 PM - injections completed,
4374,3,10/12/2015 3:54:38 PM,Light,12027.73,20.91188,19.99079,0.9210867,0.04299775,10173.96,0.04688308,0.8520254,0.8051423,0.03638133,0.845875,1.33782,0.4823236,0,0,1499,973,1220,770,0,0,,
4381,1,10/12/2015 3:17:38 PM,Light,49.57798,20.91188,20.9082,0.00367452,1.501111E-06,35.23343,0.03905261,0.04183318,0.002780568,1.06679E-06,0.7106669,0.005069537,0.460464,0,0,0,0,0,0,0,0,10/12/2015 3:12:51 PM - Injections,
