Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,1/26/2016 4:58:14 PM,Light,1/26/2016 4:57:49 PM,1/26/2016 4:58:04 PM,15,0.04,0.04,
1,2,1/26/2016 5:00:42 PM,Light,1/26/2016 5:00:26 PM,1/26/2016 5:00:31 PM,5,-0.04,0.00,
3,3,1/26/2016 5:47:15 PM,Light,1/26/2016 5:46:59 PM,1/26/2016 5:47:04 PM,5,0.13,0.13,
3,4,1/26/2016 5:56:57 PM,Light,1/26/2016 5:56:38 PM,1/26/2016 5:56:47 PM,9,-0.03,0.09,
3,5,1/26/2016 6:00:38 PM,Light,1/26/2016 6:00:09 PM,1/26/2016 6:00:28 PM,19,-0.05,0.04,
4,6,1/26/2016 6:08:57 PM,Light,1/26/2016 6:08:20 PM,1/26/2016 6:08:47 PM,27,-0.04,0.00,
4,7,1/26/2016 6:11:03 PM,Light,1/26/2016 6:10:47 PM,1/26/2016 6:10:52 PM,5,0.06,0.05,
5,8,1/26/2016 6:28:21 PM,Light,1/26/2016 6:27:42 PM,1/26/2016 6:28:10 PM,28,0.05,0.11,
5,9,1/26/2016 6:40:15 PM,Light,1/26/2016 6:39:59 PM,1/26/2016 6:40:04 PM,5,0.05,0.16,
5,10,1/26/2016 6:46:06 PM,Light,1/26/2016 6:45:35 PM,1/26/2016 6:45:55 PM,20,-0.06,0.09,
6,11,1/26/2016 6:55:38 PM,Dark,1/26/2016 6:54:39 PM,1/26/2016 6:55:28 PM,49,0.03,0.13,
7,12,1/26/2016 7:30:58 PM,Dark,1/26/2016 7:30:29 PM,1/26/2016 7:30:48 PM,19,0.04,0.17,
8,13,1/26/2016 7:42:05 PM,Dark,1/26/2016 7:40:05 PM,1/26/2016 7:41:55 PM,110,0.03,0.20,
8,14,1/26/2016 7:45:00 PM,Dark,1/26/2016 7:44:26 PM,1/26/2016 7:44:49 PM,23,-0.04,0.16,
10,15,1/26/2016 8:31:56 PM,Dark,1/26/2016 8:30:43 PM,1/26/2016 8:31:45 PM,62,0.07,0.23,
10,16,1/26/2016 8:36:49 PM,Dark,1/26/2016 8:35:32 PM,1/26/2016 8:36:38 PM,66,0.07,0.30,
10,17,1/26/2016 8:38:24 PM,Dark,1/26/2016 8:38:07 PM,1/26/2016 8:38:13 PM,6,-0.05,0.25,
11,18,1/26/2016 8:47:48 PM,Dark,1/26/2016 8:47:23 PM,1/26/2016 8:47:38 PM,15,-0.03,0.21,
11,19,1/26/2016 8:52:38 PM,Dark,1/26/2016 8:51:44 PM,1/26/2016 8:52:28 PM,44,0.06,0.27,
11,20,1/26/2016 8:55:14 PM,Dark,1/26/2016 8:54:40 PM,1/26/2016 8:55:04 PM,24,0.04,0.32,
12,21,1/26/2016 9:06:38 PM,Dark,1/26/2016 9:06:17 PM,1/26/2016 9:06:27 PM,10,-0.08,0.24,
13,22,1/26/2016 9:24:15 PM,Dark,1/26/2016 9:23:56 PM,1/26/2016 9:24:05 PM,9,0.06,0.30,
14,23,1/26/2016 9:50:12 PM,Dark,1/26/2016 9:49:57 PM,1/26/2016 9:50:02 PM,5,0.10,0.40,
14,24,1/26/2016 9:52:40 PM,Dark,1/26/2016 9:52:17 PM,1/26/2016 9:52:30 PM,13,-0.08,0.32,
14,25,1/26/2016 9:59:56 PM,Dark,1/26/2016 9:59:39 PM,1/26/2016 9:59:45 PM,6,0.04,0.36,
15,26,1/26/2016 10:09:27 PM,Dark,1/26/2016 10:08:41 PM,1/26/2016 10:09:16 PM,35,-0.03,0.32,
17,27,1/26/2016 10:52:04 PM,Dark,1/26/2016 10:51:47 PM,1/26/2016 10:51:54 PM,7,0.17,0.49,
17,28,1/26/2016 10:52:46 PM,Dark,1/26/2016 10:52:33 PM,1/26/2016 10:52:36 PM,3,-0.16,0.33,
17,29,1/26/2016 10:54:44 PM,Dark,1/26/2016 10:53:17 PM,1/26/2016 10:54:34 PM,77,0.07,0.40,
17,30,1/26/2016 10:57:12 PM,Dark,1/26/2016 10:56:50 PM,1/26/2016 10:57:02 PM,12,-0.04,0.37,
17,31,1/26/2016 11:14:28 PM,Dark,1/26/2016 11:12:43 PM,1/26/2016 11:14:18 PM,95,0.09,0.46,
18,32,1/26/2016 11:25:51 PM,Dark,1/26/2016 11:25:36 PM,1/26/2016 11:25:41 PM,5,0.07,0.53,
18,33,1/26/2016 11:29:01 PM,Dark,1/26/2016 11:28:45 PM,1/26/2016 11:28:50 PM,5,-0.06,0.47,
18,34,1/26/2016 11:31:58 PM,Dark,1/26/2016 11:31:34 PM,1/26/2016 11:31:48 PM,14,-0.05,0.42,
18,35,1/26/2016 11:33:57 PM,Dark,1/26/2016 11:33:42 PM,1/26/2016 11:33:47 PM,5,0.05,0.47,
19,36,1/26/2016 11:45:14 PM,Dark,1/26/2016 11:44:58 PM,1/26/2016 11:45:03 PM,5,0.05,0.52,
19,37,1/26/2016 11:45:47 PM,Dark,1/26/2016 11:45:14 PM,1/26/2016 11:45:36 PM,22,-0.07,0.44,
19,38,1/26/2016 11:49:08 PM,Dark,1/26/2016 11:48:39 PM,1/26/2016 11:48:58 PM,19,0.07,0.51,
19,39,1/26/2016 11:49:40 PM,Dark,1/26/2016 11:49:12 PM,1/26/2016 11:49:29 PM,17,-0.05,0.46,
20,40,1/26/2016 11:58:53 PM,Dark,1/26/2016 11:57:55 PM,1/26/2016 11:58:43 PM,48,0.07,0.53,
20,41,1/27/2016 12:15:22 AM,Dark,1/27/2016 12:15:02 AM,1/27/2016 12:15:11 AM,9,-0.06,0.47,
20,42,1/27/2016 12:17:41 AM,Dark,1/27/2016 12:17:23 AM,1/27/2016 12:17:30 AM,7,0.04,0.51,
21,43,1/27/2016 12:27:48 AM,Dark,1/27/2016 12:24:28 AM,1/27/2016 12:27:38 AM,190,0.03,0.54,
21,44,1/27/2016 12:39:50 AM,Dark,1/27/2016 12:39:21 AM,1/27/2016 12:39:39 AM,18,0.09,0.63,
21,45,1/27/2016 12:41:24 AM,Dark,1/27/2016 12:40:41 AM,1/27/2016 12:41:13 AM,32,-0.12,0.51,
22,46,1/27/2016 12:56:14 AM,Dark,1/27/2016 12:55:56 AM,1/27/2016 12:56:04 AM,8,0.05,0.55,
22,47,1/27/2016 12:59:43 AM,Dark,1/27/2016 12:57:50 AM,1/27/2016 12:59:32 AM,102,0.04,0.60,
23,48,1/27/2016 1:23:53 AM,Dark,1/27/2016 1:23:28 AM,1/27/2016 1:23:42 AM,14,0.05,0.65,
23,49,1/27/2016 1:24:41 AM,Dark,1/27/2016 1:24:26 AM,1/27/2016 1:24:31 AM,5,0.05,0.70,
23,50,1/27/2016 1:26:09 AM,Dark,1/27/2016 1:25:51 AM,1/27/2016 1:25:59 AM,8,-0.08,0.62,
24,51,1/27/2016 1:33:25 AM,Dark,1/27/2016 1:29:20 AM,1/27/2016 1:33:15 AM,235,0.04,0.65,
24,52,1/27/2016 1:47:20 AM,Dark,1/27/2016 1:46:32 AM,1/27/2016 1:47:09 AM,37,0.03,0.68,
25,53,1/27/2016 1:50:55 AM,Dark,1/27/2016 1:49:45 AM,1/27/2016 1:50:44 AM,59,0.04,0.72,
