Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,1/26/2016 4:56:39 PM,Light,1/26/2016 4:54:47 PM,1/26/2016 4:56:29 PM,102,-0.09,-0.09,
1,2,1/26/2016 4:59:23 PM,Light,1/26/2016 4:57:51 PM,1/26/2016 4:59:13 PM,82,-0.20,-0.29,
1,3,1/26/2016 5:09:25 PM,Light,1/26/2016 5:09:08 PM,1/26/2016 5:09:14 PM,6,0.10,-0.19,
1,4,1/26/2016 5:11:56 PM,Light,1/26/2016 5:11:28 PM,1/26/2016 5:11:45 PM,17,0.06,-0.13,
1,5,1/26/2016 5:16:14 PM,Light,1/26/2016 5:14:12 PM,1/26/2016 5:16:04 PM,112,-0.06,-0.19,
1,6,1/26/2016 5:16:58 PM,Light,1/26/2016 5:16:34 PM,1/26/2016 5:16:48 PM,14,0.06,-0.13,
2,7,1/26/2016 5:26:08 PM,Light,1/26/2016 5:25:24 PM,1/26/2016 5:25:57 PM,33,-0.12,-0.25,
2,8,1/26/2016 5:35:14 PM,Light,1/26/2016 5:34:24 PM,1/26/2016 5:35:03 PM,39,-0.06,-0.31,
3,9,1/26/2016 5:42:52 PM,Light,1/26/2016 5:41:36 PM,1/26/2016 5:42:41 PM,65,0.04,-0.27,
3,10,1/26/2016 5:46:41 PM,Light,1/26/2016 5:45:01 PM,1/26/2016 5:46:30 PM,89,-0.17,-0.44,
3,11,1/26/2016 5:51:04 PM,Light,1/26/2016 5:50:37 PM,1/26/2016 5:50:53 PM,16,0.07,-0.37,
3,12,1/26/2016 5:58:04 PM,Light,1/26/2016 5:56:38 PM,1/26/2016 5:57:53 PM,75,-0.17,-0.54,
3,13,1/26/2016 5:58:52 PM,Light,1/26/2016 5:58:06 PM,1/26/2016 5:58:41 PM,35,0.09,-0.45,
4,14,1/26/2016 6:09:19 PM,Light,1/26/2016 6:07:56 PM,1/26/2016 6:09:09 PM,73,0.10,-0.35,
4,15,1/26/2016 6:11:29 PM,Light,1/26/2016 6:11:02 PM,1/26/2016 6:11:18 PM,16,-0.13,-0.48,
4,16,1/26/2016 6:15:38 PM,Light,1/26/2016 6:14:30 PM,1/26/2016 6:15:27 PM,57,0.04,-0.44,
4,17,1/26/2016 6:16:41 PM,Light,1/26/2016 6:15:59 PM,1/26/2016 6:16:30 PM,31,0.03,-0.41,
4,18,1/26/2016 6:19:12 PM,Light,1/26/2016 6:17:51 PM,1/26/2016 6:19:02 PM,71,-0.08,-0.49,
5,19,1/26/2016 6:32:25 PM,Light,1/26/2016 6:30:32 PM,1/26/2016 6:32:15 PM,103,-0.08,-0.56,
5,20,1/26/2016 6:37:38 PM,Light,1/26/2016 6:37:16 PM,1/26/2016 6:37:27 PM,11,0.05,-0.51,
6,21,1/26/2016 6:55:54 PM,Dark,1/26/2016 6:54:42 PM,1/26/2016 6:55:44 PM,62,0.06,-0.45,
6,22,1/26/2016 6:58:42 PM,Dark,1/26/2016 6:58:26 PM,1/26/2016 6:58:31 PM,5,-0.12,-0.57,
6,23,1/26/2016 7:03:41 PM,Dark,1/26/2016 7:01:37 PM,1/26/2016 7:03:30 PM,113,-0.14,-0.71,
6,24,1/26/2016 7:05:06 PM,Dark,1/26/2016 7:04:05 PM,1/26/2016 7:04:55 PM,50,0.15,-0.56,
