Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:22 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0113
SUBJECT ID:4385
SUBJECT MASS:26.2 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,011301,10/7/2015,10/7/2015 3:41:11 PM ,10/7/2015 3:41:32 PM , 21 ,-0.03,-0.03,
 2 , 1 ,011301,10/7/2015,10/7/2015 3:45:06 PM ,10/7/2015 3:49:20 PM , 254 ,-0.04,-0.07,
 3 , 1 ,011301,10/7/2015,10/7/2015 3:50:56 PM ,10/7/2015 3:51:30 PM , 34 ,-0.03,-0.10,
 4 , 1 ,011301,10/7/2015,10/7/2015 4:01:02 PM ,10/7/2015 4:04:31 PM , 209 ,0.14,0.04,
 5 , 1 ,011301,10/7/2015,10/7/2015 4:04:59 PM ,10/7/2015 4:05:06 PM , 7 ,-0.10,-0.06,
 6 , 2 ,011301,10/7/2015,10/7/2015 4:08:02 PM ,10/7/2015 4:16:11 PM , 489 ,0.11,0.05,
 7 , 2 ,011301,10/7/2015,10/7/2015 4:16:48 PM ,10/7/2015 4:20:04 PM , 196 ,0.04,0.10,
 8 , 2 ,011301,10/7/2015,10/7/2015 4:20:23 PM ,10/7/2015 4:20:40 PM , 17 ,0.05,0.15,
 9 , 3 ,011301,10/7/2015,10/7/2015 4:48:20 PM ,10/7/2015 4:50:53 PM , 153 ,-0.08,0.07,
 10 , 3 ,011301,10/7/2015,10/7/2015 4:51:15 PM ,10/7/2015 4:51:29 PM , 14 ,-0.09,-0.02,
 11 , 3 ,011301,10/7/2015,10/7/2015 4:51:41 PM ,10/7/2015 4:51:47 PM , 6 ,0.17,0.15,
 12 , 3 ,011301,10/7/2015,10/7/2015 4:56:31 PM ,10/7/2015 4:59:55 PM , 204 ,-0.04,0.11,
 13 , 3 ,011301,10/7/2015,10/7/2015 5:08:32 PM ,10/7/2015 5:08:55 PM , 23 ,0.03,0.14,
 14 , 4 ,011301,10/7/2015,10/7/2015 5:23:24 PM ,10/7/2015 5:23:48 PM , 24 ,0.11,0.25,
 15 , 4 ,011301,10/7/2015,10/7/2015 5:24:17 PM ,10/7/2015 5:24:40 PM , 23 ,-0.11,0.14,
 16 , 4 ,011301,10/7/2015,10/7/2015 5:28:21 PM ,10/7/2015 5:32:31 PM , 250 ,0.07,0.21,
 17 , 4 ,011301,10/7/2015,10/7/2015 5:43:11 PM ,10/7/2015 5:43:31 PM , 20 ,0.12,0.33,
 18 , 5 ,011301,10/7/2015,10/7/2015 5:53:18 PM ,10/7/2015 5:56:04 PM , 166 ,0.05,0.38,
 19 , 5 ,011301,10/7/2015,10/7/2015 5:56:56 PM ,10/7/2015 5:57:23 PM , 27 ,-0.08,0.30,
 20 , 5 ,011301,10/7/2015,10/7/2015 6:00:49 PM ,10/7/2015 6:03:43 PM , 174 ,-0.04,0.26,
 21 , 5 ,011301,10/7/2015,10/7/2015 6:08:51 PM ,10/7/2015 6:12:02 PM , 191 ,0.06,0.31,
 22 , 6 ,011301,10/7/2015,10/7/2015 6:31:10 PM ,10/7/2015 6:33:04 PM , 114 ,0.20,0.51,
 23 , 6 ,011301,10/7/2015,10/7/2015 6:36:52 PM ,10/7/2015 6:39:12 PM , 140 ,-0.10,0.41,
 24 , 6 ,011301,10/7/2015,10/7/2015 6:40:20 PM ,10/7/2015 6:41:14 PM , 54 ,0.08,0.50,
 25 , 6 ,011301,10/7/2015,10/7/2015 6:43:13 PM ,10/7/2015 6:43:39 PM , 26 ,0.09,0.59,
 26 , 6 ,011301,10/7/2015,10/7/2015 6:44:40 PM ,10/7/2015 6:44:47 PM , 7 ,0.05,0.63,
 27 , 6 ,011301,10/7/2015,10/7/2015 6:45:21 PM ,10/7/2015 6:46:07 PM , 46 ,-0.15,0.49,
 28 , 6 ,011301,10/7/2015,10/7/2015 6:53:45 PM ,10/7/2015 6:54:15 PM , 30 ,-0.05,0.44,
 29 , 6 ,011301,10/7/2015,10/7/2015 6:56:02 PM ,10/7/2015 6:56:18 PM , 16 ,0.06,0.49,
 30 , 7 ,011301,10/7/2015,10/7/2015 7:02:02 PM ,10/7/2015 7:04:42 PM , 160 ,0.09,0.58,
 31 , 7 ,011301,10/7/2015,10/7/2015 7:05:19 PM ,10/7/2015 7:06:19 PM , 60 ,0.06,0.64,
 32 , 7 ,011301,10/7/2015,10/7/2015 7:07:58 PM ,10/7/2015 7:11:07 PM , 189 ,-0.07,0.57,
 33 , 7 ,011301,10/7/2015,10/7/2015 7:11:59 PM ,10/7/2015 7:12:29 PM , 30 ,0.12,0.69,
 34 , 7 ,011301,10/7/2015,10/7/2015 7:13:54 PM ,10/7/2015 7:14:19 PM , 25 ,-0.07,0.62,
 35 , 7 ,011301,10/7/2015,10/7/2015 7:19:17 PM ,10/7/2015 7:19:48 PM , 31 ,0.13,0.75,
 36 , 7 ,011301,10/7/2015,10/7/2015 7:19:59 PM ,10/7/2015 7:21:43 PM , 104 ,-0.31,0.45,
 37 , 7 ,011301,10/7/2015,10/7/2015 7:22:25 PM ,10/7/2015 7:22:37 PM , 12 ,0.14,0.59,
 38 , 7 ,011301,10/7/2015,10/7/2015 7:22:49 PM ,10/7/2015 7:25:52 PM , 183 ,0.10,0.69,
 39 , 7 ,011301,10/7/2015,10/7/2015 7:27:00 PM ,10/7/2015 7:29:54 PM , 174 ,0.08,0.77,
 40 , 8 ,011301,10/7/2015,10/7/2015 7:31:38 PM ,10/7/2015 7:31:52 PM , 14 ,-0.06,0.71,
 41 , 8 ,011301,10/7/2015,10/7/2015 7:34:03 PM ,10/7/2015 7:35:33 PM , 90 ,0.08,0.78,
 42 , 8 ,011301,10/7/2015,10/7/2015 7:36:35 PM ,10/7/2015 7:36:53 PM , 18 ,-0.04,0.74,
 43 , 8 ,011301,10/7/2015,10/7/2015 7:38:50 PM ,10/7/2015 7:39:10 PM , 20 ,0.10,0.83,
 44 , 8 ,011301,10/7/2015,10/7/2015 7:39:23 PM ,10/7/2015 7:44:34 PM , 311 ,-0.21,0.62,
 45 , 8 ,011301,10/7/2015,10/7/2015 7:45:14 PM ,10/7/2015 7:48:37 PM , 203 ,0.50,1.13,
 46 , 8 ,011301,10/7/2015,10/7/2015 7:48:51 PM ,10/7/2015 7:49:33 PM , 42 ,-0.11,1.02,
 47 , 8 ,011301,10/7/2015,10/7/2015 7:50:44 PM ,10/7/2015 7:50:53 PM , 9 ,0.15,1.16,
 48 , 8 ,011301,10/7/2015,10/7/2015 7:52:24 PM ,10/7/2015 7:55:02 PM , 158 ,-0.05,1.11,
 49 , 8 ,011301,10/7/2015,10/7/2015 8:00:47 PM ,10/7/2015 8:01:01 PM , 14 ,-0.07,1.05,
 50 , 9 ,011301,10/7/2015,10/7/2015 8:03:21 PM ,10/7/2015 8:03:40 PM , 19 ,0.10,1.15,
 51 , 9 ,011301,10/7/2015,10/7/2015 8:03:58 PM ,10/7/2015 8:04:39 PM , 41 ,-0.05,1.11,
 52 , 9 ,011301,10/7/2015,10/7/2015 8:04:50 PM ,10/7/2015 8:05:34 PM , 44 ,-0.18,0.92,
 53 , 9 ,011301,10/7/2015,10/7/2015 8:05:46 PM ,10/7/2015 8:08:24 PM , 158 ,0.32,1.24,
 54 , 9 ,011301,10/7/2015,10/7/2015 8:08:48 PM ,10/7/2015 8:08:58 PM , 10 ,0.07,1.31,
 55 , 9 ,011301,10/7/2015,10/7/2015 8:10:49 PM ,10/7/2015 8:12:13 PM , 84 ,-0.08,1.23,
 56 , 9 ,011301,10/7/2015,10/7/2015 8:14:18 PM ,10/7/2015 8:14:29 PM , 11 ,0.05,1.29,
 57 , 9 ,011301,10/7/2015,10/7/2015 8:18:28 PM ,10/7/2015 8:20:16 PM , 108 ,-0.21,1.07,
 58 , 9 ,011301,10/7/2015,10/7/2015 8:21:08 PM ,10/7/2015 8:21:15 PM , 7 ,0.16,1.23,
 59 , 9 ,011301,10/7/2015,10/7/2015 8:22:07 PM ,10/7/2015 8:23:34 PM , 87 ,0.13,1.37,
 60 , 9 ,011301,10/7/2015,10/7/2015 8:25:29 PM ,10/7/2015 8:27:50 PM , 141 ,0.11,1.48,
 61 , 9 ,011301,10/7/2015,10/7/2015 8:28:56 PM ,10/7/2015 8:29:07 PM , 11 ,-0.05,1.43,
 62 , 9 ,011301,10/7/2015,10/7/2015 8:30:59 PM ,10/7/2015 8:31:06 PM , 7 ,0.08,1.51,
 63 , 9 ,011301,10/7/2015,10/7/2015 8:31:27 PM ,10/7/2015 8:33:36 PM , 129 ,0.07,1.58,
 64 , 10 ,011301,10/7/2015,10/7/2015 8:34:38 PM ,10/7/2015 8:36:29 PM , 111 ,-0.20,1.38,
 65 , 10 ,011301,10/7/2015,10/7/2015 8:36:59 PM ,10/7/2015 8:37:09 PM , 10 ,0.15,1.53,
 66 , 10 ,011301,10/7/2015,10/7/2015 8:40:44 PM ,10/7/2015 8:40:57 PM , 13 ,-0.06,1.47,
 67 , 10 ,011301,10/7/2015,10/7/2015 8:42:40 PM ,10/7/2015 8:43:13 PM , 33 ,-0.06,1.41,
 68 , 10 ,011301,10/7/2015,10/7/2015 8:47:00 PM ,10/7/2015 8:49:48 PM , 168 ,0.04,1.45,
 69 , 10 ,011301,10/7/2015,10/7/2015 8:50:35 PM ,10/7/2015 8:51:13 PM , 38 ,0.05,1.50,
 70 , 10 ,011301,10/7/2015,10/7/2015 8:51:58 PM ,10/7/2015 8:52:43 PM , 45 ,-0.03,1.47,
 71 , 10 ,011301,10/7/2015,10/7/2015 8:56:35 PM ,10/7/2015 8:57:40 PM , 65 ,-0.17,1.30,
 72 , 10 ,011301,10/7/2015,10/7/2015 8:57:59 PM ,10/7/2015 8:58:52 PM , 53 ,0.16,1.46,
 73 , 10 ,011301,10/7/2015,10/7/2015 9:00:03 PM ,10/7/2015 9:01:05 PM , 62 ,-0.03,1.42,
 74 , 10 ,011301,10/7/2015,10/7/2015 9:01:17 PM ,10/7/2015 9:03:46 PM , 149 ,0.09,1.51,
 75 , 11 ,011301,10/7/2015,10/7/2015 9:09:30 PM ,10/7/2015 9:11:29 PM , 119 ,0.09,1.60,
 76 , 11 ,011301,10/7/2015,10/7/2015 9:14:58 PM ,10/7/2015 9:18:26 PM , 208 ,0.06,1.66,
 77 , 11 ,011301,10/7/2015,10/7/2015 9:18:40 PM ,10/7/2015 9:18:46 PM , 6 ,0.22,1.88,
 78 , 11 ,011301,10/7/2015,10/7/2015 9:21:50 PM ,10/7/2015 9:22:44 PM , 54 ,-0.11,1.77,
 79 , 11 ,011301,10/7/2015,10/7/2015 9:22:55 PM ,10/7/2015 9:23:58 PM , 63 ,0.11,1.88,
 80 , 11 ,011301,10/7/2015,10/7/2015 9:34:37 PM ,10/7/2015 9:36:24 PM , 107 ,0.04,1.92,
 81 , 11 ,011301,10/7/2015,10/7/2015 9:37:50 PM ,10/7/2015 9:37:56 PM , 6 ,-0.15,1.78,
 82 , 12 ,011301,10/7/2015,10/7/2015 9:47:34 PM ,10/7/2015 9:49:04 PM , 90 ,0.13,1.91,
 83 , 12 ,011301,10/7/2015,10/7/2015 10:00:01 PM ,10/7/2015 10:02:20 PM , 139 ,-0.06,1.85,
 84 , 12 ,011301,10/7/2015,10/7/2015 10:03:24 PM ,10/7/2015 10:03:31 PM , 7 ,0.08,1.92,
 85 , 12 ,011301,10/7/2015,10/7/2015 10:08:55 PM ,10/7/2015 10:09:02 PM , 7 ,-0.05,1.87,
 86 , 12 ,011301,10/7/2015,10/7/2015 10:11:49 PM ,10/7/2015 10:14:03 PM , 134 ,0.05,1.92,
 87 , 12 ,011301,10/7/2015,10/7/2015 10:14:17 PM ,10/7/2015 10:14:23 PM , 6 ,-0.07,1.86,
 88 , 13 ,011301,10/7/2015,10/7/2015 10:25:35 PM ,10/7/2015 10:27:45 PM , 130 ,0.08,1.94,
