Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:28 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0124
SUBJECT ID:4565
SUBJECT MASS:29.23 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 28 ,012401,10/8/2015,10/7/2015 11:37:11 PM ,10/8/2015 7:00:21 AM , 26590 ,0.32,0.32,
 2 , 29 ,012401,10/8/2015,10/8/2015 7:01:54 AM ,10/8/2015 7:08:14 AM , 380 ,0.05,0.37,
 3 , 29 ,012401,10/8/2015,10/8/2015 7:09:01 AM ,10/8/2015 7:23:39 AM , 878 ,0.30,0.67,
 4 , 30 ,012401,10/8/2015,10/8/2015 7:24:32 AM ,10/8/2015 7:55:02 AM , 1830 ,0.16,0.83,
 5 , 30 ,012401,10/8/2015,10/8/2015 7:55:27 AM ,10/8/2015 8:03:59 AM , 512 ,0.11,0.95,
 6 , 31 ,012401,10/8/2015,10/8/2015 8:04:41 AM ,10/8/2015 8:27:40 AM , 1379 ,-0.11,0.83,
 7 , 31 ,012401,10/8/2015,10/8/2015 8:27:57 AM ,10/8/2015 8:34:00 AM , 363 ,-0.11,0.72,
 8 , 32 ,012401,10/8/2015,10/8/2015 8:35:15 AM ,10/8/2015 8:50:47 AM , 932 ,-0.05,0.67,
 9 , 32 ,012401,10/8/2015,10/8/2015 8:51:45 AM ,10/8/2015 9:06:17 AM , 872 ,0.08,0.75,
 10 , 33 ,012401,10/8/2015,10/8/2015 9:06:51 AM ,10/8/2015 9:14:43 AM , 472 ,0.10,0.85,
 11 , 33 ,012401,10/8/2015,10/8/2015 9:16:00 AM ,10/8/2015 9:22:16 AM , 376 ,-0.10,0.75,
 12 , 33 ,012401,10/8/2015,10/8/2015 9:23:57 AM ,10/8/2015 9:30:07 AM , 370 ,-0.06,0.68,
 13 , 33 ,012401,10/8/2015,10/8/2015 9:30:54 AM ,10/8/2015 9:37:53 AM , 419 ,0.16,0.84,
 14 , 33 ,012401,10/8/2015,10/8/2015 9:38:11 AM ,10/8/2015 9:44:29 AM , 378 ,0.04,0.88,
 15 , 34 ,012401,10/8/2015,10/8/2015 9:45:42 AM ,10/8/2015 10:06:30 AM , 1248 ,0.20,1.08,
 16 , 36 ,012401,10/8/2015,10/8/2015 10:15:47 AM ,10/8/2015 11:00:01 AM , 2654 ,0.29,1.38,
 17 , 36 ,012401,10/8/2015,10/8/2015 11:08:43 AM ,10/8/2015 11:15:30 AM , 407 ,-0.30,1.07,
 18 , 37 ,012401,10/8/2015,10/8/2015 11:16:08 AM ,10/8/2015 11:31:33 AM , 925 ,0.18,1.26,
 19 , 37 ,012401,10/8/2015,10/8/2015 11:31:46 AM ,10/8/2015 11:45:22 AM , 816 ,0.05,1.30,
 20 , 37 ,012401,10/8/2015,10/8/2015 11:46:41 AM ,10/8/2015 11:53:18 AM , 397 ,-0.03,1.27,
 21 , 38 ,012401,10/8/2015,10/8/2015 11:55:03 AM ,10/8/2015 12:09:20 PM , 857 ,0.07,1.34,
 22 , 38 ,012401,10/8/2015,10/8/2015 12:09:51 PM ,10/8/2015 12:09:56 PM , 5 ,-0.30,1.03,
 23 , 38 ,012401,10/8/2015,10/8/2015 12:10:43 PM ,10/8/2015 12:17:16 PM , 393 ,0.23,1.27,
 24 , 38 ,012401,10/8/2015,10/8/2015 12:17:39 PM ,10/8/2015 12:30:41 PM , 782 ,-0.11,1.16,
 25 , 40 ,012401,10/8/2015,10/8/2015 12:46:39 PM ,10/8/2015 1:07:02 PM , 1223 ,0.21,1.37,
 26 , 40 ,012401,10/8/2015,10/8/2015 1:07:17 PM ,10/8/2015 1:07:51 PM , 34 ,0.05,1.42,
 27 , 40 ,012401,10/8/2015,10/8/2015 1:08:02 PM ,10/8/2015 1:16:03 PM , 481 ,-0.12,1.30,
 28 , 42 ,012401,10/8/2015,10/8/2015 1:17:01 PM ,10/8/2015 2:31:05 PM , 4444 ,0.97,2.27,
 29 , 42 ,012401,10/8/2015,10/8/2015 2:31:25 PM ,10/8/2015 2:38:30 PM , 425 ,-0.22,2.05,
 30 , 43 ,012401,10/8/2015,10/8/2015 2:38:45 PM ,10/8/2015 2:46:38 PM , 473 ,0.27,2.32,
 31 , 43 ,012401,10/8/2015,10/8/2015 2:46:56 PM ,10/8/2015 2:53:36 PM , 400 ,-0.13,2.19,
 32 , 44 ,012401,10/8/2015,10/8/2015 3:01:49 PM ,10/8/2015 3:29:49 PM , 1680 ,0.09,2.27,
 33 , 44 ,012401,10/8/2015,10/8/2015 3:30:21 PM ,10/8/2015 3:37:52 PM , 451 ,-0.04,2.23,
 34 , 47 ,012401,10/8/2015,10/8/2015 3:58:56 PM ,10/8/2015 4:55:58 PM , 3422 ,0.07,2.30,
 35 , 49 ,012401,10/8/2015,10/8/2015 6:03:20 PM ,10/8/2015 6:04:04 PM , 44 ,-0.09,2.21,
 36 , 49 ,012401,10/8/2015,10/8/2015 6:04:27 PM ,10/8/2015 6:07:26 PM , 179 ,-0.07,2.15,
 37 , 49 ,012401,10/8/2015,10/8/2015 6:10:06 PM ,10/8/2015 6:12:24 PM , 138 ,0.12,2.27,
 38 , 51 ,012401,10/8/2015,10/8/2015 7:16:31 PM ,10/8/2015 7:17:55 PM , 84 ,-0.04,2.23,
 39 , 51 ,012401,10/8/2015,10/8/2015 7:32:43 PM ,10/8/2015 7:33:00 PM , 17 ,0.05,2.28,
 40 , 51 ,012401,10/8/2015,10/8/2015 7:36:45 PM ,10/8/2015 7:36:57 PM , 12 ,-0.06,2.21,
 41 , 53 ,012401,10/8/2015,10/8/2015 8:12:25 PM ,10/8/2015 8:12:36 PM , 11 ,-1.12,1.10,
 42 , 53 ,012401,10/8/2015,10/8/2015 8:13:04 PM ,10/8/2015 8:13:20 PM , 16 ,1.12,2.21,
 43 , 54 ,012401,10/8/2015,10/8/2015 8:56:26 PM ,10/8/2015 8:56:32 PM , 6 ,-0.04,2.17,
 44 , 54 ,012401,10/8/2015,10/8/2015 8:59:04 PM ,10/8/2015 8:59:23 PM , 19 ,0.04,2.21,
 45 , 56 ,012401,10/8/2015,10/8/2015 10:12:47 PM ,10/8/2015 10:12:55 PM , 8 ,-0.05,2.16,
 46 , 56 ,012401,10/8/2015,10/8/2015 10:13:22 PM ,10/8/2015 10:13:43 PM , 21 ,0.04,2.20,
 47 , 56 ,012401,10/8/2015,10/8/2015 10:23:11 PM ,10/8/2015 10:23:45 PM , 34 ,-0.06,2.14,
 48 , 57 ,012401,10/8/2015,10/8/2015 10:24:53 PM ,10/8/2015 10:25:05 PM , 12 ,0.07,2.21,
 49 , 57 ,012401,10/8/2015,10/8/2015 10:37:29 PM ,10/8/2015 10:37:56 PM , 27 ,-0.07,2.14,
 50 , 57 ,012401,10/8/2015,10/8/2015 10:39:31 PM ,10/8/2015 10:40:30 PM , 59 ,0.04,2.18,
 51 , 57 ,012401,10/8/2015,10/8/2015 10:54:27 PM ,10/8/2015 10:54:36 PM , 9 ,0.06,2.24,
 52 , 58 ,012401,10/8/2015,10/8/2015 10:57:07 PM ,10/8/2015 10:57:48 PM , 41 ,-0.08,2.16,
 53 , 60 ,012401,10/9/2015,10/9/2015 12:15:53 AM ,10/9/2015 12:19:03 AM , 190 ,0.04,2.20,
 54 , 62 ,012401,10/9/2015,10/9/2015 1:12:26 AM ,10/9/2015 1:15:50 AM , 204 ,0.05,2.24,
 55 , 62 ,012401,10/9/2015,10/9/2015 1:20:23 AM ,10/9/2015 1:20:53 AM , 30 ,0.03,2.28,
 56 , 63 ,012401,10/9/2015,10/9/2015 2:03:14 AM ,10/9/2015 2:07:26 AM , 252 ,0.06,2.34,
 57 , 63 ,012401,10/9/2015,10/9/2015 2:07:46 AM ,10/9/2015 2:14:32 AM , 406 ,0.07,2.41,
 58 , 65 ,012401,10/9/2015,10/9/2015 3:09:33 AM ,10/9/2015 3:09:40 AM , 7 ,-0.04,2.37,
 59 , 67 ,012401,10/9/2015,10/9/2015 4:03:49 AM ,10/9/2015 4:03:58 AM , 9 ,-0.03,2.34,
 60 , 67 ,012401,10/9/2015,10/9/2015 4:04:45 AM ,10/9/2015 4:05:24 AM , 39 ,0.06,2.40,
 61 , 67 ,012401,10/9/2015,10/9/2015 4:05:37 AM ,10/9/2015 4:06:10 AM , 33 ,-0.05,2.35,
 62 , 67 ,012401,10/9/2015,10/9/2015 4:26:01 AM ,10/9/2015 4:26:07 AM , 6 ,0.08,2.43,
 63 , 68 ,012401,10/9/2015,10/9/2015 4:26:40 AM ,10/9/2015 4:26:48 AM , 8 ,-0.03,2.39,
 64 , 68 ,012401,10/9/2015,10/9/2015 4:40:15 AM ,10/9/2015 4:47:40 AM , 445 ,0.06,2.45,
 65 , 68 ,012401,10/9/2015,10/9/2015 4:48:14 AM ,10/9/2015 4:53:55 AM , 341 ,0.05,2.50,
 66 , 68 ,012401,10/9/2015,10/9/2015 4:54:35 AM ,10/9/2015 4:55:11 AM , 36 ,0.03,2.53,
 67 , 69 ,012401,10/9/2015,10/9/2015 5:09:07 AM ,10/9/2015 5:09:19 AM , 12 ,-0.14,2.40,
 68 , 69 ,012401,10/9/2015,10/9/2015 5:11:37 AM ,10/9/2015 5:11:55 AM , 18 ,0.10,2.50,
 69 , 70 ,012401,10/9/2015,10/9/2015 5:45:04 AM ,10/9/2015 5:46:52 AM , 108 ,0.03,2.53,
 70 , 70 ,012401,10/9/2015,10/9/2015 5:48:05 AM ,10/9/2015 5:48:50 AM , 45 ,-0.31,2.23,
 71 , 70 ,012401,10/9/2015,10/9/2015 5:49:27 AM ,10/9/2015 5:49:35 AM , 8 ,0.30,2.53,
 72 , 71 ,012401,10/9/2015,10/9/2015 6:11:12 AM ,10/9/2015 6:11:27 AM , 15 ,-0.10,2.42,
 73 , 71 ,012401,10/9/2015,10/9/2015 6:11:38 AM ,10/9/2015 6:11:47 AM , 9 ,0.04,2.46,
 74 , 71 ,012401,10/9/2015,10/9/2015 6:12:00 AM ,10/9/2015 6:19:15 AM , 435 ,0.20,2.66,
 75 , 71 ,012401,10/9/2015,10/9/2015 6:25:14 AM ,10/9/2015 6:25:20 AM , 6 ,0.07,2.73,
 76 , 71 ,012401,10/9/2015,10/9/2015 6:31:04 AM ,10/9/2015 6:31:46 AM , 42 ,-0.11,2.62,
 77 , 71 ,012401,10/9/2015,10/9/2015 6:33:36 AM ,10/9/2015 6:34:09 AM , 33 ,0.10,2.71,
 78 , 72 ,012401,10/9/2015,10/9/2015 6:41:53 AM ,10/9/2015 6:42:45 AM , 52 ,-0.04,2.67,
 79 , 73 ,012401,10/9/2015,10/9/2015 7:25:02 AM ,10/9/2015 7:25:23 AM , 21 ,0.08,2.75,
 80 , 73 ,012401,10/9/2015,10/9/2015 7:27:52 AM ,10/9/2015 7:38:27 AM , 635 ,0.12,2.87,
 81 , 74 ,012401,10/9/2015,10/9/2015 7:38:39 AM ,10/9/2015 7:46:27 AM , 468 ,0.15,3.03,
 82 , 74 ,012401,10/9/2015,10/9/2015 8:04:32 AM ,10/9/2015 8:13:41 AM , 549 ,0.08,3.10,
 83 , 74 ,012401,10/9/2015,10/9/2015 8:15:21 AM ,10/9/2015 8:15:33 AM , 12 ,0.19,3.30,
 84 , 74 ,012401,10/9/2015,10/9/2015 8:15:52 AM ,10/9/2015 8:16:33 AM , 41 ,-0.05,3.25,
 85 , 75 ,012401,10/9/2015,10/9/2015 8:47:47 AM ,10/9/2015 8:48:28 AM , 41 ,-0.07,3.18,
 86 , 76 ,012401,10/9/2015,10/9/2015 8:49:23 AM ,10/9/2015 8:50:32 AM , 69 ,0.10,3.27,
 87 , 76 ,012401,10/9/2015,10/9/2015 8:57:15 AM ,10/9/2015 8:59:32 AM , 137 ,-0.04,3.24,
 88 , 76 ,012401,10/9/2015,10/9/2015 9:06:27 AM ,10/9/2015 9:07:49 AM , 82 ,-0.06,3.18,
