Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:21 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0113
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4385
Subject Mass (G), 26.2 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0113,10/7/2015 3:53:21 PM ,3828,20.921,20.587,0.334,0.0,3081,0.042,0.323,0.281,0.0,0.805,0.5,0.48,UNSTABLE / OPEN,-0.10,-0.10,769,226,238,87,0,0,25.6,25.0,
2,0113,10/7/2015 4:26:21 PM ,4057,20.921,20.564,0.357,0.1,3436,0.040,0.353,0.313,0.0,0.847,0.5,0.48,UNSTABLE / OPEN,0.25,0.15,1956,593,752,240,0,0,25.3,25.0,
3,0113,10/7/2015 4:59:21 PM ,2948,20.921,20.663,0.258,0.1,2426,0.039,0.259,0.220,0.1,0.823,0.4,0.48,UNSTABLE / OPEN,0.00,0.15,587,33,105,2,0,0,25.1,25.0,
4,0113,10/7/2015 5:32:21 PM ,3625,20.921,20.605,0.317,0.2,3022,0.039,0.312,0.273,0.1,0.834,0.5,0.48,UNSTABLE / OPEN,-0.01,0.14,449,74,218,55,0,0,25.0,25.0,
5,0113,10/7/2015 6:05:21 PM ,3418,20.921,20.618,0.303,0.2,3131,0.039,0.322,0.283,0.2,0.916,0.4,0.48,STABLE / OPEN,0.12,0.26,1957,612,804,330,0,0,25.0,25.0,
6,0113,10/7/2015 6:38:21 PM ,3924,20.921,20.569,0.352,0.3,3708,0.040,0.376,0.337,0.2,0.945,0.5,0.48,UNSTABLE / OPEN,0.26,0.51,1246,403,488,162,0,0,25.5,25.0,
7,0113,10/7/2015 7:11:21 PM ,4471,20.921,20.524,0.398,0.3,4067,0.040,0.408,0.369,0.3,0.910,0.6,0.48,STABLE / OPEN,0.06,0.57,4052,2264,2531,1346,0,0,25.4,25.0,
8,0113,10/7/2015 7:44:21 PM ,4373,20.921,20.527,0.394,0.4,4138,0.040,0.417,0.377,0.3,0.946,0.6,0.48,UNSTABLE / OPEN,0.26,0.83,4147,2431,2213,1165,0,0,24.9,25.0,
9,0113,10/7/2015 8:17:21 PM ,4763,20.921,20.494,0.427,0.4,4546,0.040,0.452,0.412,0.4,0.954,0.6,0.48,STABLE / OPEN,0.45,1.29,3875,2307,2120,1116,0,0,25.6,25.0,
10,0113,10/7/2015 8:50:21 PM ,4336,20.921,20.533,0.388,0.5,4095,0.040,0.411,0.371,0.5,0.945,0.6,0.48,STABLE / OPEN,0.17,1.45,3628,2014,2076,1110,0,0,25.1,25.0,
11,0113,10/7/2015 9:23:21 PM ,4324,20.921,20.533,0.388,0.6,4109,0.040,0.412,0.373,0.5,0.950,0.6,0.48,UNSTABLE / OPEN,0.32,1.77,2694,1256,1419,667,0,0,25.2,25.0,
12,0113,10/7/2015 9:56:21 PM ,2940,20.921,20.656,0.266,0.6,2858,0.040,0.300,0.260,0.6,0.972,0.4,0.48,STABLE / OPEN,0.13,1.91,547,112,173,58,0,0,25.4,25.0,
13,0113,10/7/2015 10:29:21 PM ,2362,20.921,20.707,0.214,0.7,2304,0.040,0.250,0.210,0.6,0.976,0.3,0.48,STABLE / OPEN,0.03,1.94,132,36,48,6,0,0,24.9,25.0,
14,0113,10/7/2015 11:01:21 PM ,4669,20.921,20.502,0.419,0.7,4371,0.041,0.439,0.398,0.7,0.936,0.6,0.48,STABLE / OPEN,-0.04,1.90,1818,976,963,497,0,0,25.5,25.0,
15,0113,10/7/2015 11:34:21 PM ,4413,20.921,20.524,0.398,0.8,4233,0.040,0.425,0.385,0.7,0.959,0.6,0.48,STABLE / OPEN,0.17,2.07,3213,1636,1795,867,0,0,25.2,25.0,
16,0113,10/8/2015 12:07:21 AM ,4671,20.921,20.505,0.417,0.8,4321,0.040,0.432,0.392,0.8,0.925,0.6,0.48,STABLE / OPEN,0.44,2.51,4030,2381,2291,1229,0,0,24.9,25.0,
17,0113,10/8/2015 12:40:21 AM ,2827,20.921,20.669,0.252,0.9,2633,0.040,0.279,0.238,0.8,0.932,0.4,0.48,STABLE / OPEN,0.00,2.51,703,168,192,24,0,0,25.5,25.0,
18,0113,10/8/2015 1:13:21 AM ,2949,20.921,20.657,0.264,0.9,2787,0.039,0.291,0.252,0.9,0.945,0.4,0.48,STABLE / OPEN,-0.02,2.49,356,37,48,5,0,0,25.1,25.0,
19,0113,10/8/2015 1:46:21 AM ,3945,20.921,20.567,0.354,1.0,3745,0.039,0.378,0.340,0.9,0.949,0.5,0.48,STABLE / OPEN,0.30,2.79,2942,1356,1266,618,0,0,25.1,25.0,
20,0113,10/8/2015 2:19:21 AM ,2556,20.921,20.692,0.229,1.0,2352,0.039,0.253,0.214,1.0,0.920,0.3,0.48,STABLE / OPEN,0.02,2.81,16,3,0,0,0,0,25.5,25.0,
21,0113,10/8/2015 2:52:21 AM ,2810,20.921,20.671,0.251,1.1,2512,0.039,0.268,0.229,1.0,0.894,0.4,0.48,STABLE / OPEN,-0.11,2.69,132,31,23,5,0,0,25.2,25.0,
22,0113,10/8/2015 3:25:21 AM ,2810,20.921,20.669,0.252,1.1,2605,0.038,0.276,0.237,1.0,0.927,0.4,0.48,STABLE / OPEN,0.06,2.75,91,22,31,1,0,0,24.8,25.0,
23,0113,10/8/2015 3:58:21 AM ,3250,20.921,20.637,0.284,1.2,2614,0.039,0.277,0.238,1.1,0.804,0.4,0.48,STABLE / OPEN,0.14,2.89,565,181,232,82,0,0,25.6,25.0,
24,0113,10/8/2015 4:31:21 AM ,3021,20.921,20.651,0.270,1.2,2817,0.039,0.295,0.256,1.1,0.933,0.4,0.48,UNSTABLE / OPEN,0.03,2.93,190,61,52,11,0,0,25.2,25.0,
25,0113,10/8/2015 5:04:21 AM ,4030,20.921,20.562,0.360,1.3,3733,0.040,0.378,0.338,1.2,0.926,0.5,0.48,STABLE / OPEN,0.65,3.58,2533,1201,1097,554,0,0,25.0,25.0,
26,0113,10/8/2015 5:37:21 AM ,4300,20.921,20.542,0.379,1.3,3709,0.040,0.377,0.337,1.2,0.862,0.5,0.48,STABLE / OPEN,-0.01,3.57,2425,1283,1379,651,0,0,25.6,25.0,
27,0113,10/8/2015 6:10:21 AM ,3373,20.921,20.619,0.302,1.4,3104,0.040,0.323,0.283,1.3,0.920,0.4,0.48,UNSTABLE / OPEN,-0.04,3.53,675,200,381,133,0,0,25.7,25.0,
28,0113,10/8/2015 6:43:21 AM ,4656,20.921,20.517,0.404,1.4,3678,0.040,0.374,0.334,1.3,0.790,0.6,0.48,UNSTABLE / OPEN,0.17,3.70,4306,2617,2565,1310,0,0,25.6,25.0,
29,0113,10/8/2015 7:16:21 AM ,3522,20.921,20.615,0.307,1.5,2782,0.041,0.294,0.253,1.4,0.790,0.4,0.48,UNSTABLE / OPEN,-0.18,3.52,2531,1185,1227,624,0,0,25.3,25.0,
30,0113,10/8/2015 7:48:21 AM ,2791,20.921,20.676,0.245,1.5,2318,0.042,0.253,0.211,1.4,0.830,0.4,0.48,UNSTABLE / OPEN,-0.01,3.52,69,17,1,1,0,0,25.1,25.0,
31,0113,10/8/2015 8:21:21 AM ,2926,20.921,20.666,0.255,1.6,2404,0.042,0.260,0.218,1.4,0.822,0.4,0.48,STABLE / OPEN,-0.05,3.46,167,24,52,1,0,0,24.9,25.0,
32,0113,10/8/2015 8:54:21 AM ,4056,20.921,20.562,0.359,1.6,3487,0.042,0.360,0.318,1.5,0.860,0.5,0.48,STABLE / OPEN,0.16,3.62,703,349,343,174,0,0,25.0,25.0,
33,0113,10/8/2015 9:27:21 AM ,4649,20.921,20.522,0.400,1.7,3513,0.042,0.360,0.318,1.5,0.756,0.6,0.48,STABLE / OPEN,-0.06,3.57,5523,3505,3061,1749,0,0,25.2,25.0,
34,0113,10/8/2015 10:00:21 AM ,3286,20.921,20.641,0.280,1.7,2311,0.041,0.252,0.210,1.6,0.703,0.4,0.48,STABLE / OPEN,0.02,3.59,1583,320,408,83,0,0,25.6,25.0,
35,0113,10/8/2015 10:33:21 AM ,3345,20.921,20.638,0.283,1.8,2213,0.043,0.245,0.202,1.6,0.662,0.4,0.48,UNSTABLE / OPEN,-0.02,3.57,311,114,158,69,0,0,25.5,25.0,
36,0113,10/8/2015 11:06:21 AM ,3064,20.921,20.659,0.262,1.8,2179,0.043,0.242,0.199,1.6,0.711,0.4,0.48,UNSTABLE / OPEN,-0.01,3.56,403,14,17,1,0,0,25.3,25.0,
37,0113,10/8/2015 11:39:21 AM ,4326,20.921,20.543,0.378,1.9,3534,0.042,0.364,0.321,1.7,0.817,0.5,0.48,UNSTABLE / OPEN,0.08,3.64,853,415,414,193,0,0,25.0,25.0,
38,0113,10/8/2015 12:12:21 PM ,2939,20.921,20.669,0.252,1.9,2223,0.042,0.243,0.201,1.7,0.756,0.4,0.48,STABLE / OPEN,-0.23,3.41,1035,337,539,138,0,0,25.0,25.0,
39,0113,10/8/2015 12:45:21 PM ,2988,20.921,20.668,0.254,2.0,2114,0.041,0.232,0.191,1.7,0.708,0.4,0.48,STABLE / OPEN,0.07,3.48,291,13,65,2,0,0,25.5,25.0,
40,0113,10/8/2015 1:18:21 PM ,2975,20.921,20.665,0.256,2.0,2207,0.040,0.242,0.201,1.8,0.742,0.4,0.48,UNSTABLE / OPEN,-0.16,3.32,357,12,64,1,0,0,25.7,25.0,
41,0113,10/8/2015 1:51:21 PM ,3713,20.921,20.596,0.325,2.1,3147,0.040,0.325,0.284,1.8,0.847,0.5,0.48,UNSTABLE / OPEN,0.23,3.55,1035,447,525,236,0,0,25.0,25.0,
42,0113,10/8/2015 2:24:21 PM ,2971,20.921,20.664,0.257,2.1,2295,0.040,0.248,0.208,1.8,0.772,0.4,0.48,STABLE / OPEN,-0.06,3.50,985,148,210,21,0,0,25.0,25.0,
43,0113,10/8/2015 2:57:21 PM ,2898,20.921,20.669,0.252,2.2,2300,0.039,0.248,0.209,1.9,0.794,0.4,0.48,STABLE / OPEN,0.02,3.52,109,11,18,5,0,0,25.4,25.0,
44,0113,10/8/2015 3:30:21 PM ,3694,20.921,20.596,0.326,2.2,3162,0.038,0.326,0.287,1.9,0.856,0.5,0.48,STABLE / OPEN,0.20,3.73,983,347,394,127,0,0,25.5,25.0,
