Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:18 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0107
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4394
Subject Mass (G), 22.1 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0107,10/7/2015 3:47:21 PM ,3485,20.921,20.635,0.286,0.0,2617,0.042,0.269,0.227,0.0,0.751,0.4,0.43,UNSTABLE / OPEN,-0.01,-0.01,17,4,9,0,0,0,25.1,25.0,
2,0107,10/7/2015 4:20:21 PM ,2936,20.921,20.679,0.243,0.0,2328,0.040,0.241,0.201,0.0,0.793,0.3,0.43,UNSTABLE / OPEN,0.00,0.00,386,106,260,67,0,0,24.9,25.0,
3,0107,10/7/2015 4:53:21 PM ,4490,20.921,20.538,0.384,0.1,4094,0.039,0.395,0.356,0.1,0.912,0.5,0.42,UNSTABLE / OPEN,0.21,0.21,2836,1354,1872,761,0,0,25.1,25.0,
4,0107,10/7/2015 5:26:21 PM ,3319,20.921,20.649,0.272,0.1,2757,0.039,0.273,0.234,0.1,0.831,0.4,0.43,STABLE / OPEN,0.00,0.20,760,175,714,174,0,0,25.2,25.0,
5,0107,10/7/2015 5:59:21 PM ,3716,20.921,20.616,0.305,0.2,2899,0.039,0.289,0.249,0.1,0.780,0.4,0.43,STABLE / OPEN,0.00,0.20,213,47,331,81,0,0,25.4,25.0,
6,0107,10/7/2015 6:32:21 PM ,4905,20.921,20.505,0.416,0.2,4402,0.040,0.422,0.382,0.2,0.897,0.5,0.42,STABLE / OPEN,0.32,0.53,3465,2042,2452,1191,0,0,25.2,25.0,
7,0107,10/7/2015 7:05:21 PM ,4987,20.921,20.504,0.417,0.3,4379,0.040,0.415,0.376,0.2,0.878,0.5,0.43,STABLE / OPEN,0.95,1.48,4067,2335,2243,1123,0,0,24.8,25.0,
8,0107,10/7/2015 7:37:21 PM ,5579,20.921,20.449,0.472,0.3,4968,0.040,0.470,0.430,0.3,0.890,0.6,0.43,STABLE / OPEN,0.05,1.53,4072,2714,2769,1499,0,0,25.5,25.0,
9,0107,10/7/2015 8:10:21 PM ,5602,20.921,20.446,0.475,0.4,4965,0.040,0.472,0.432,0.4,0.886,0.6,0.42,STABLE / OPEN,0.28,1.81,3401,2232,2567,1395,0,0,25.0,25.0,
10,0107,10/7/2015 8:43:21 PM ,5180,20.921,20.483,0.438,0.5,4523,0.040,0.433,0.393,0.4,0.873,0.6,0.42,STABLE / OPEN,0.14,1.96,3603,2386,2646,1348,0,0,25.6,25.0,
11,0107,10/7/2015 9:16:21 PM ,5974,20.921,20.418,0.503,0.6,5109,0.041,0.484,0.444,0.5,0.855,0.6,0.42,STABLE / OPEN,0.61,2.57,3747,2516,2387,1304,0,0,25.2,25.0,
12,0107,10/7/2015 9:49:21 PM ,6117,20.921,20.409,0.513,0.6,5116,0.041,0.485,0.444,0.5,0.836,0.7,0.42,UNSTABLE / OPEN,0.10,2.67,4537,3021,2893,1642,0,0,25.1,25.0,
13,0107,10/7/2015 10:22:21 PM ,5457,20.921,20.465,0.456,0.7,4580,0.041,0.437,0.396,0.6,0.839,0.6,0.43,UNSTABLE / OPEN,0.46,3.13,3953,2535,2909,1617,0,0,25.4,25.0,
14,0107,10/7/2015 10:55:21 PM ,5818,20.921,20.434,0.487,0.8,4899,0.041,0.465,0.425,0.7,0.842,0.6,0.43,STABLE / OPEN,0.85,3.98,4830,3273,3546,2009,0,0,25.0,25.0,
15,0107,10/7/2015 11:28:21 PM ,5468,20.921,20.457,0.464,0.8,4910,0.040,0.466,0.426,0.7,0.898,0.6,0.42,UNSTABLE / OPEN,1.04,5.02,5087,3441,3592,2072,0,0,25.5,25.0,
16,0107,10/8/2015 12:01:21 AM ,5885,20.921,20.427,0.494,0.9,5217,0.040,0.489,0.448,0.8,0.886,0.6,0.43,UNSTABLE / OPEN,0.06,5.08,5084,3397,3315,1858,0,0,25.4,25.0,
17,0107,10/8/2015 12:34:21 AM ,5505,20.921,20.455,0.466,1.0,4868,0.040,0.463,0.422,0.8,0.884,0.6,0.42,STABLE / OPEN,0.19,5.27,3913,2462,3188,1651,0,0,24.9,25.0,
18,0107,10/8/2015 1:07:21 AM ,5156,20.921,20.482,0.439,1.0,4616,0.039,0.440,0.402,0.9,0.895,0.6,0.42,UNSTABLE / OPEN,0.16,5.44,3628,1947,2895,1266,0,0,25.6,25.0,
19,0107,10/8/2015 1:40:21 AM ,4252,20.921,20.565,0.356,1.1,3719,0.039,0.358,0.320,0.9,0.875,0.5,0.43,UNSTABLE / OPEN,0.09,5.53,2689,1302,2102,967,0,0,25.3,25.0,
20,0107,10/8/2015 2:13:21 AM ,4399,20.921,20.555,0.367,1.1,3745,0.039,0.361,0.322,1.0,0.851,0.5,0.43,STABLE / OPEN,-0.04,5.48,3037,1579,2495,1026,0,0,24.9,25.0,
21,0107,10/8/2015 2:46:21 AM ,4766,20.921,20.513,0.409,1.2,4323,0.039,0.417,0.378,1.0,0.907,0.5,0.42,STABLE / OPEN,0.29,5.77,3053,1590,2629,1062,0,0,25.3,25.0,
22,0107,10/8/2015 3:19:21 AM ,4863,20.921,20.514,0.407,1.3,4078,0.038,0.392,0.353,1.1,0.839,0.5,0.42,STABLE / OPEN,0.09,5.86,3167,1939,2406,1183,0,0,25.4,25.0,
23,0107,10/8/2015 3:52:21 AM ,3834,20.921,20.600,0.321,1.3,3212,0.039,0.317,0.278,1.1,0.838,0.4,0.43,UNSTABLE / OPEN,0.06,5.92,2315,1252,1806,805,0,0,25.1,25.0,
24,0107,10/8/2015 4:24:21 AM ,3957,20.921,20.591,0.331,1.4,3387,0.039,0.331,0.292,1.2,0.856,0.4,0.43,STABLE / OPEN,0.01,5.93,2393,1300,1935,838,0,0,25.6,25.0,
25,0107,10/8/2015 4:57:21 AM ,4268,20.921,20.561,0.360,1.4,3737,0.039,0.363,0.324,1.2,0.876,0.5,0.42,UNSTABLE / OPEN,0.21,6.14,2641,1482,2131,1055,0,0,25.5,25.0,
26,0107,10/8/2015 5:30:21 AM ,3929,20.921,20.593,0.328,1.5,3263,0.039,0.322,0.282,1.3,0.830,0.4,0.43,STABLE / OPEN,1.24,7.38,1453,828,1601,728,0,0,25.0,25.0,
27,0107,10/8/2015 6:03:21 AM ,4097,20.921,20.580,0.341,1.5,3387,0.041,0.334,0.293,1.3,0.827,0.4,0.43,STABLE / OPEN,0.08,7.46,1993,992,1767,742,0,0,25.3,25.0,
28,0107,10/8/2015 6:36:21 AM ,3891,20.921,20.606,0.315,1.6,2865,0.041,0.286,0.246,1.3,0.736,0.4,0.43,STABLE / OPEN,-0.07,7.38,1629,839,1392,685,0,0,25.3,25.0,
29,0107,10/8/2015 7:09:21 AM ,4226,20.921,20.577,0.344,1.6,3233,0.041,0.319,0.277,1.4,0.765,0.4,0.43,STABLE / OPEN,0.02,7.40,1501,725,1077,477,0,0,25.1,25.0,
30,0107,10/8/2015 7:42:21 AM ,3849,20.921,20.605,0.316,1.7,2997,0.042,0.300,0.258,1.4,0.779,0.4,0.43,STABLE / OPEN,0.00,7.40,1143,524,956,366,0,0,25.0,25.0,
31,0107,10/8/2015 8:15:21 AM ,3815,20.921,20.610,0.312,1.7,2798,0.042,0.284,0.242,1.4,0.733,0.4,0.43,STABLE / OPEN,-0.02,7.39,1260,466,889,385,0,0,25.2,25.0,
32,0107,10/8/2015 8:48:21 AM ,3559,20.921,20.631,0.290,1.7,2684,0.042,0.273,0.230,1.5,0.754,0.4,0.43,STABLE / OPEN,0.00,7.39,565,74,91,26,0,0,25.4,25.0,
33,0107,10/8/2015 9:21:21 AM ,3281,20.921,20.654,0.267,1.8,2465,0.042,0.253,0.212,1.5,0.751,0.3,0.43,STABLE / OPEN,0.04,7.43,888,86,78,7,0,0,25.6,25.0,
34,0107,10/8/2015 9:54:21 AM ,3530,20.921,20.631,0.290,1.8,2773,0.041,0.280,0.238,1.5,0.786,0.4,0.43,STABLE / OPEN,-0.05,7.38,1698,702,1558,442,0,0,25.3,25.0,
35,0107,10/8/2015 10:27:21 AM ,3486,20.921,20.635,0.286,1.9,2627,0.043,0.271,0.227,1.6,0.753,0.4,0.43,STABLE / OPEN,0.00,7.38,515,55,134,24,0,0,25.0,25.0,
36,0107,10/8/2015 11:00:21 AM ,3081,20.921,20.668,0.254,1.9,2376,0.043,0.249,0.206,1.6,0.771,0.3,0.43,STABLE / OPEN,0.00,7.38,554,84,89,21,0,0,24.8,25.0,
37,0107,10/8/2015 11:33:21 AM ,3320,20.921,20.650,0.271,1.9,2586,0.042,0.264,0.221,1.6,0.779,0.4,0.43,STABLE / OPEN,-0.04,7.34,329,64,156,36,0,0,25.1,25.0,
38,0107,10/8/2015 12:06:21 PM ,3377,20.921,20.644,0.278,2.0,2663,0.042,0.271,0.229,1.7,0.789,0.4,0.43,STABLE / OPEN,0.09,7.43,375,39,138,22,0,0,25.4,25.0,
39,0107,10/8/2015 12:39:21 PM ,4537,20.921,20.547,0.374,2.0,3546,0.041,0.347,0.306,1.7,0.782,0.5,0.43,STABLE / OPEN,-0.04,7.39,2956,1359,2587,962,0,0,25.6,25.0,
40,0107,10/8/2015 1:11:21 PM ,3399,20.921,20.647,0.274,2.1,2542,0.041,0.257,0.216,1.7,0.748,0.4,0.43,STABLE / OPEN,0.15,7.54,635,70,618,167,0,0,25.5,25.0,
41,0107,10/8/2015 1:44:21 PM ,3365,20.921,20.648,0.274,2.1,2555,0.040,0.259,0.219,1.8,0.759,0.4,0.43,STABLE / OPEN,0.00,7.54,544,21,87,28,0,0,24.8,25.0,
42,0107,10/8/2015 2:17:21 PM ,2987,20.921,20.676,0.246,2.2,2308,0.040,0.239,0.199,1.8,0.773,0.3,0.43,STABLE / OPEN,0.00,7.54,310,27,97,29,0,0,25.1,25.0,
43,0107,10/8/2015 2:50:21 PM ,3104,20.921,20.668,0.253,2.2,2379,0.040,0.244,0.204,1.8,0.766,0.3,0.43,STABLE / OPEN,0.00,7.54,109,25,140,35,0,0,25.5,25.0,
44,0107,10/8/2015 3:23:21 PM ,5762,20.921,20.445,0.476,2.3,4723,0.039,0.445,0.406,1.9,0.820,0.6,0.43,UNSTABLE / OPEN,-0.01,7.53,2164,1115,1730,769,0,0,25.7,25.0,
