Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:15 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0103
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4390
Subject Mass (G), 23.3 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0103,10/7/2015 3:43:21 PM ,3697,20.921,20.631,0.291,0.0,2902,0.042,0.281,0.239,0.0,0.785,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,31,1,15,0,0,0,25.4,25.0,
2,0103,10/7/2015 4:16:21 PM ,3080,20.921,20.678,0.244,0.0,2414,0.040,0.240,0.200,0.0,0.784,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,141,2,31,2,0,0,25.7,25.0,
3,0103,10/7/2015 4:49:21 PM ,3035,20.921,20.681,0.240,0.1,2375,0.039,0.236,0.197,0.1,0.783,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,992,118,378,30,0,0,25.4,25.0,
4,0103,10/7/2015 5:21:21 PM ,3794,20.921,20.618,0.303,0.1,3149,0.039,0.300,0.261,0.1,0.830,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,2091,1091,1245,481,0,0,25.5,25.0,
5,0103,10/7/2015 5:54:21 PM ,3124,20.921,20.674,0.247,0.2,2497,0.039,0.245,0.206,0.1,0.799,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,518,32,351,51,0,0,25.4,25.0,
6,0103,10/7/2015 6:27:21 PM ,4279,20.921,20.582,0.339,0.2,3377,0.039,0.319,0.280,0.2,0.789,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1522,580,1030,453,0,0,25.1,25.0,
7,0103,10/7/2015 7:00:21 PM ,4577,20.921,20.553,0.368,0.3,3918,0.040,0.365,0.325,0.2,0.856,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3619,2011,2450,1092,0,0,25.5,25.0,
8,0103,10/7/2015 7:33:21 PM ,3117,20.921,20.676,0.245,0.3,2453,0.040,0.242,0.202,0.3,0.787,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1158,427,727,197,0,0,25.1,25.0,
9,0103,10/7/2015 8:06:21 PM ,4486,20.921,20.558,0.363,0.4,3910,0.040,0.365,0.325,0.3,0.872,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,2974,1429,1795,768,0,0,25.5,25.0,
10,0103,10/7/2015 8:39:21 PM ,3041,20.921,20.674,0.247,0.4,2753,0.040,0.269,0.229,0.3,0.905,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1174,301,567,142,0,0,25.3,25.0,
11,0103,10/7/2015 9:12:21 PM ,4678,20.921,20.541,0.380,0.5,4234,0.041,0.392,0.351,0.4,0.905,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,2598,1278,1656,704,0,0,24.9,25.0,
12,0103,10/7/2015 9:45:21 PM ,4521,20.921,20.553,0.368,0.5,4048,0.041,0.378,0.337,0.4,0.895,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3857,2112,2577,1141,0,0,25.5,25.0,
13,0103,10/7/2015 10:18:21 PM ,4935,20.921,20.524,0.397,0.6,4385,0.041,0.402,0.361,0.5,0.889,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3877,2453,2128,1093,0,0,25.1,25.0,
14,0103,10/7/2015 10:51:21 PM ,4776,20.921,20.534,0.388,0.7,4314,0.041,0.398,0.357,0.6,0.903,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3740,2130,1799,831,0,0,25.4,25.0,
15,0103,10/7/2015 11:24:21 PM ,4998,20.921,20.516,0.405,0.7,4456,0.040,0.410,0.370,0.6,0.892,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,4662,2905,3097,1716,0,0,25.4,25.0,
16,0103,10/7/2015 11:57:21 PM ,5427,20.921,20.487,0.434,0.8,4689,0.040,0.426,0.386,0.7,0.864,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,4767,3105,3205,1861,0,0,25.0,25.0,
17,0103,10/8/2015 12:30:21 AM ,5126,20.921,20.506,0.415,0.8,4565,0.040,0.419,0.378,0.7,0.890,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,5018,3203,3004,1646,0,0,25.6,25.0,
18,0103,10/8/2015 1:03:21 AM ,5221,20.921,20.498,0.423,0.9,4625,0.039,0.423,0.384,0.8,0.886,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,4736,3012,2674,1375,0,0,25.3,25.0,
19,0103,10/8/2015 1:36:21 AM ,5718,20.921,20.461,0.460,1.0,5157,0.039,0.462,0.423,0.8,0.902,0.7,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,4645,3003,2841,1619,0,0,24.9,25.0,
20,0103,10/8/2015 2:08:21 AM ,5090,20.921,20.510,0.411,1.1,4376,0.039,0.403,0.364,0.9,0.860,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,5318,3610,3497,2027,0,0,25.6,25.0,
21,0103,10/8/2015 2:41:21 AM ,4741,20.921,20.534,0.387,1.1,4373,0.039,0.402,0.363,1.0,0.922,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,5340,3624,4026,2261,0,0,25.3,25.0,
22,0103,10/8/2015 3:14:21 AM ,4903,20.921,20.526,0.395,1.2,4448,0.039,0.405,0.366,1.0,0.907,0.6,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,5051,3059,3235,1673,0,0,25.0,25.0,
23,0103,10/8/2015 3:47:21 AM ,4710,20.921,20.536,0.385,1.2,4246,0.039,0.393,0.354,1.1,0.902,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3837,2154,2599,1270,0,0,25.4,25.0,
24,0103,10/8/2015 4:20:21 AM ,4345,20.921,20.570,0.351,1.3,3889,0.039,0.361,0.322,1.1,0.895,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3927,2303,2828,1226,0,0,25.3,25.0,
25,0103,10/8/2015 4:53:21 AM ,4702,20.921,20.541,0.380,1.4,4217,0.039,0.388,0.348,1.2,0.897,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3562,2018,2518,1117,0,0,25.1,25.0,
26,0103,10/8/2015 5:26:21 AM ,4104,20.921,20.589,0.332,1.4,3594,0.039,0.338,0.298,1.2,0.876,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,4644,2706,3043,1490,0,0,25.2,25.0,
27,0103,10/8/2015 5:59:21 AM ,3491,20.921,20.641,0.280,1.5,2961,0.041,0.286,0.245,1.3,0.848,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1632,622,1546,549,0,0,25.4,25.0,
28,0103,10/8/2015 6:32:21 AM ,4370,20.921,20.575,0.346,1.5,3679,0.041,0.342,0.301,1.3,0.842,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,3206,1991,2495,1311,0,0,25.2,25.0,
29,0103,10/8/2015 7:05:21 AM ,3897,20.921,20.612,0.309,1.6,3298,0.041,0.312,0.270,1.4,0.846,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,2486,1314,1782,737,0,0,25.4,25.0,
30,0103,10/8/2015 7:38:21 AM ,3954,20.921,20.608,0.313,1.6,3165,0.042,0.303,0.261,1.4,0.801,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1245,354,1315,350,0,0,25.7,25.0,
31,0103,10/8/2015 8:11:21 AM ,3700,20.921,20.631,0.290,1.7,2834,0.042,0.276,0.234,1.4,0.766,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1445,587,1069,410,0,0,25.3,25.0,
32,0103,10/8/2015 8:44:21 AM ,3954,20.921,20.608,0.313,1.7,3204,0.042,0.306,0.264,1.5,0.810,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1373,441,1178,428,0,0,25.1,25.0,
33,0103,10/8/2015 9:17:21 AM ,3933,20.921,20.614,0.307,1.8,3101,0.042,0.295,0.253,1.5,0.789,0.4,0.48,CELL NOT RESPONDING / OPEN,0.00,0.00,993,261,773,229,0,0,25.0,25.0,
34,0103,10/8/2015 9:50:21 AM ,4208,20.921,20.591,0.330,1.8,3332,0.041,0.315,0.273,1.6,0.792,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1982,618,1716,530,0,0,25.2,25.0,
35,0103,10/8/2015 10:23:21 AM ,3767,20.921,20.626,0.295,1.9,2872,0.043,0.280,0.237,1.6,0.762,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,234,63,421,38,0,0,25.5,25.0,
36,0103,10/8/2015 10:55:21 AM ,3465,20.921,20.653,0.269,1.9,2577,0.043,0.255,0.211,1.6,0.744,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,40,5,291,35,0,0,25.4,25.0,
37,0103,10/8/2015 11:28:21 AM ,3168,20.921,20.674,0.248,2.0,2384,0.043,0.239,0.196,1.7,0.752,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,806,179,279,17,0,0,25.7,25.0,
38,0103,10/8/2015 12:01:21 PM ,3126,20.921,20.678,0.244,2.0,2307,0.042,0.232,0.190,1.7,0.738,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,231,22,298,37,0,0,25.4,25.0,
39,0103,10/8/2015 12:34:21 PM ,4195,20.921,20.589,0.332,2.0,3335,0.042,0.318,0.276,1.7,0.795,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,707,254,1064,143,0,0,25.0,25.0,
40,0103,10/8/2015 1:07:21 PM ,4113,20.921,20.596,0.326,2.1,3574,0.041,0.332,0.291,1.8,0.869,0.5,0.48,CELL NOT RESPONDING / OPEN,0.00,0.00,1855,896,2104,820,0,0,25.0,25.0,
41,0103,10/8/2015 1:40:21 PM ,3090,20.921,20.678,0.243,2.1,2514,0.040,0.246,0.206,1.8,0.814,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,103,6,197,16,0,0,25.6,25.0,
42,0103,10/8/2015 2:13:21 PM ,2978,20.921,20.684,0.237,2.2,2401,0.040,0.239,0.199,1.8,0.806,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,316,6,453,25,0,0,25.4,25.0,
