Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:19 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0109
SUBJECT ID:4362
SUBJECT MASS:26.1 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,010901,10/7/2015,10/7/2015 4:30:57 PM ,10/7/2015 4:31:09 PM , 12 ,-0.03,-0.03,
 2 , 2 ,010901,10/7/2015,10/7/2015 4:35:31 PM ,10/7/2015 4:35:36 PM , 5 ,0.08,0.05,
 3 , 2 ,010901,10/7/2015,10/7/2015 4:36:03 PM ,10/7/2015 4:37:21 PM , 78 ,0.06,0.10,
 4 , 3 ,010901,10/7/2015,10/7/2015 4:47:47 PM ,10/7/2015 4:48:14 PM , 27 ,-0.09,0.01,
 5 , 3 ,010901,10/7/2015,10/7/2015 5:04:48 PM ,10/7/2015 5:05:03 PM , 15 ,-0.06,-0.05,
 6 , 3 ,010901,10/7/2015,10/7/2015 5:08:24 PM ,10/7/2015 5:09:20 PM , 56 ,0.06,0.02,
 7 , 5 ,010901,10/7/2015,10/7/2015 5:58:01 PM ,10/7/2015 5:58:08 PM , 7 ,-0.12,-0.10,
 8 , 5 ,010901,10/7/2015,10/7/2015 5:58:34 PM ,10/7/2015 6:00:16 PM , 102 ,0.13,0.03,
 9 , 5 ,010901,10/7/2015,10/7/2015 6:00:47 PM ,10/7/2015 6:01:15 PM , 28 ,-0.09,-0.06,
 10 , 5 ,010901,10/7/2015,10/7/2015 6:03:56 PM ,10/7/2015 6:06:44 PM , 168 ,0.07,0.01,
 11 , 5 ,010901,10/7/2015,10/7/2015 6:10:21 PM ,10/7/2015 6:10:50 PM , 29 ,-0.05,-0.03,
 12 , 5 ,010901,10/7/2015,10/7/2015 6:13:33 PM ,10/7/2015 6:14:57 PM , 84 ,-0.06,-0.10,
 13 , 5 ,010901,10/7/2015,10/7/2015 6:18:50 PM ,10/7/2015 6:18:56 PM , 6 ,0.07,-0.03,
 14 , 6 ,010901,10/7/2015,10/7/2015 6:25:05 PM ,10/7/2015 6:25:21 PM , 16 ,0.04,0.02,
 15 , 6 ,010901,10/7/2015,10/7/2015 6:30:54 PM ,10/7/2015 6:31:23 PM , 29 ,-0.05,-0.04,
 16 , 6 ,010901,10/7/2015,10/7/2015 6:34:48 PM ,10/7/2015 6:35:05 PM , 17 ,0.10,0.06,
 17 , 6 ,010901,10/7/2015,10/7/2015 6:38:53 PM ,10/7/2015 6:39:03 PM , 10 ,-0.10,-0.03,
 18 , 6 ,010901,10/7/2015,10/7/2015 6:43:01 PM ,10/7/2015 6:43:21 PM , 20 ,0.05,0.01,
 19 , 6 ,010901,10/7/2015,10/7/2015 6:50:20 PM ,10/7/2015 6:50:23 PM , 3 ,-0.06,-0.05,
 20 , 6 ,010901,10/7/2015,10/7/2015 6:55:39 PM ,10/7/2015 6:55:47 PM , 8 ,0.08,0.03,
 21 , 7 ,010901,10/7/2015,10/7/2015 6:57:16 PM ,10/7/2015 6:57:48 PM , 32 ,0.03,0.06,
 22 , 7 ,010901,10/7/2015,10/7/2015 7:00:32 PM ,10/7/2015 7:00:55 PM , 23 ,-0.09,-0.03,
 23 , 7 ,010901,10/7/2015,10/7/2015 7:04:23 PM ,10/7/2015 7:10:44 PM , 381 ,0.28,0.25,
 24 , 7 ,010901,10/7/2015,10/7/2015 7:18:29 PM ,10/7/2015 7:18:46 PM , 17 ,-0.06,0.19,
 25 , 7 ,010901,10/7/2015,10/7/2015 7:19:45 PM ,10/7/2015 7:21:12 PM , 87 ,0.05,0.24,
 26 , 7 ,010901,10/7/2015,10/7/2015 7:24:05 PM ,10/7/2015 7:26:39 PM , 154 ,0.09,0.33,
 27 , 8 ,010901,10/7/2015,10/7/2015 7:31:07 PM ,10/7/2015 7:31:22 PM , 15 ,-0.04,0.30,
 28 , 8 ,010901,10/7/2015,10/7/2015 7:32:34 PM ,10/7/2015 7:33:01 PM , 27 ,0.05,0.35,
 29 , 8 ,010901,10/7/2015,10/7/2015 7:41:17 PM ,10/7/2015 7:43:54 PM , 157 ,0.16,0.50,
 30 , 8 ,010901,10/7/2015,10/7/2015 7:49:35 PM ,10/7/2015 7:49:55 PM , 20 ,-0.09,0.42,
 31 , 8 ,010901,10/7/2015,10/7/2015 7:51:02 PM ,10/7/2015 7:51:16 PM , 14 ,-0.05,0.37,
 32 , 8 ,010901,10/7/2015,10/7/2015 7:56:40 PM ,10/7/2015 8:01:04 PM , 264 ,0.19,0.56,
 33 , 8 ,010901,10/7/2015,10/7/2015 8:02:05 PM ,10/7/2015 8:02:31 PM , 26 ,-0.07,0.50,
 34 , 9 ,010901,10/7/2015,10/7/2015 8:05:56 PM ,10/7/2015 8:06:04 PM , 8 ,0.09,0.59,
 35 , 9 ,010901,10/7/2015,10/7/2015 8:07:32 PM ,10/7/2015 8:07:37 PM , 5 ,-0.07,0.51,
 36 , 9 ,010901,10/7/2015,10/7/2015 8:21:11 PM ,10/7/2015 8:24:27 PM , 196 ,0.08,0.59,
 37 , 9 ,010901,10/7/2015,10/7/2015 8:27:23 PM ,10/7/2015 8:27:38 PM , 15 ,0.04,0.63,
 38 , 9 ,010901,10/7/2015,10/7/2015 8:28:13 PM ,10/7/2015 8:28:53 PM , 40 ,-0.04,0.58,
 39 , 9 ,010901,10/7/2015,10/7/2015 8:32:29 PM ,10/7/2015 8:32:49 PM , 20 ,0.10,0.68,
 40 , 9 ,010901,10/7/2015,10/7/2015 8:34:37 PM ,10/7/2015 8:35:26 PM , 49 ,0.04,0.72,
 41 , 12 ,010901,10/7/2015,10/7/2015 9:47:26 PM ,10/7/2015 9:47:41 PM , 15 ,-0.16,0.56,
 42 , 12 ,010901,10/7/2015,10/7/2015 9:48:14 PM ,10/7/2015 9:48:27 PM , 13 ,0.08,0.64,
 43 , 12 ,010901,10/7/2015,10/7/2015 9:48:39 PM ,10/7/2015 9:53:59 PM , 320 ,0.05,0.69,
 44 , 12 ,010901,10/7/2015,10/7/2015 10:01:30 PM ,10/7/2015 10:05:05 PM , 215 ,0.14,0.83,
 45 , 12 ,010901,10/7/2015,10/7/2015 10:05:47 PM ,10/7/2015 10:06:07 PM , 20 ,-0.07,0.76,
 46 , 12 ,010901,10/7/2015,10/7/2015 10:14:34 PM ,10/7/2015 10:14:49 PM , 15 ,0.11,0.87,
 47 , 13 ,010901,10/7/2015,10/7/2015 10:15:00 PM ,10/7/2015 10:15:41 PM , 41 ,-0.09,0.78,
 48 , 13 ,010901,10/7/2015,10/7/2015 10:16:33 PM ,10/7/2015 10:19:28 PM , 175 ,0.06,0.84,
 49 , 13 ,010901,10/7/2015,10/7/2015 10:30:54 PM ,10/7/2015 10:30:58 PM , 4 ,0.07,0.90,
 50 , 13 ,010901,10/7/2015,10/7/2015 10:37:36 PM ,10/7/2015 10:37:54 PM , 18 ,-0.05,0.85,
 51 , 13 ,010901,10/7/2015,10/7/2015 10:42:00 PM ,10/7/2015 10:42:18 PM , 18 ,0.10,0.96,
 52 , 17 ,010901,10/8/2015,10/8/2015 12:35:03 AM ,10/8/2015 12:37:46 AM , 163 ,-0.08,0.87,
 53 , 17 ,010901,10/8/2015,10/8/2015 12:45:22 AM ,10/8/2015 12:49:22 AM , 240 ,0.04,0.91,
 54 , 17 ,010901,10/8/2015,10/8/2015 12:55:42 AM ,10/8/2015 12:56:29 AM , 47 ,-0.05,0.87,
 55 , 17 ,010901,10/8/2015,10/8/2015 12:57:12 AM ,10/8/2015 12:58:35 AM , 83 ,0.03,0.90,
 56 , 18 ,010901,10/8/2015,10/8/2015 12:59:48 AM ,10/8/2015 1:00:13 AM , 25 ,0.04,0.94,
 57 , 18 ,010901,10/8/2015,10/8/2015 1:01:52 AM ,10/8/2015 1:04:24 AM , 152 ,-0.08,0.86,
 58 , 18 ,010901,10/8/2015,10/8/2015 1:04:43 AM ,10/8/2015 1:05:57 AM , 74 ,0.11,0.97,
 59 , 18 ,010901,10/8/2015,10/8/2015 1:12:06 AM ,10/8/2015 1:16:38 AM , 272 ,0.23,1.20,
 60 , 18 ,010901,10/8/2015,10/8/2015 1:19:47 AM ,10/8/2015 1:20:02 AM , 15 ,-0.11,1.09,
 61 , 18 ,010901,10/8/2015,10/8/2015 1:21:57 AM ,10/8/2015 1:22:11 AM , 14 ,0.10,1.19,
 62 , 22 ,010901,10/8/2015,10/8/2015 3:21:33 AM ,10/8/2015 3:23:39 AM , 126 ,-0.11,1.08,
 63 , 22 ,010901,10/8/2015,10/8/2015 3:24:02 AM ,10/8/2015 3:24:25 AM , 23 ,0.12,1.20,
 64 , 22 ,010901,10/8/2015,10/8/2015 3:24:54 AM ,10/8/2015 3:33:03 AM , 489 ,0.17,1.38,
 65 , 22 ,010901,10/8/2015,10/8/2015 3:36:14 AM ,10/8/2015 3:39:27 AM , 193 ,0.13,1.51,
 66 , 23 ,010901,10/8/2015,10/8/2015 3:47:03 AM ,10/8/2015 3:50:11 AM , 188 ,0.09,1.60,
 67 , 24 ,010901,10/8/2015,10/8/2015 4:30:33 AM ,10/8/2015 4:31:02 AM , 29 ,0.06,1.66,
 68 , 25 ,010901,10/8/2015,10/8/2015 5:20:17 AM ,10/8/2015 5:20:44 AM , 27 ,0.08,1.73,
 69 , 26 ,010901,10/8/2015,10/8/2015 5:24:57 AM ,10/8/2015 5:25:29 AM , 32 ,0.09,1.83,
 70 , 26 ,010901,10/8/2015,10/8/2015 5:26:38 AM ,10/8/2015 5:26:53 AM , 15 ,-0.08,1.75,
 71 , 26 ,010901,10/8/2015,10/8/2015 5:27:45 AM ,10/8/2015 5:27:54 AM , 9 ,0.05,1.79,
 72 , 26 ,010901,10/8/2015,10/8/2015 5:32:19 AM ,10/8/2015 5:32:42 AM , 23 ,-0.06,1.73,
 73 , 26 ,010901,10/8/2015,10/8/2015 5:37:55 AM ,10/8/2015 5:41:43 AM , 228 ,0.18,1.91,
 74 , 28 ,010901,10/8/2015,10/8/2015 6:32:00 AM ,10/8/2015 6:36:15 AM , 255 ,0.05,1.96,
 75 , 28 ,010901,10/8/2015,10/8/2015 6:37:19 AM ,10/8/2015 6:37:26 AM , 7 ,0.08,2.03,
 76 , 28 ,010901,10/8/2015,10/8/2015 6:42:44 AM ,10/8/2015 6:45:04 AM , 140 ,0.11,2.14,
 77 , 28 ,010901,10/8/2015,10/8/2015 6:46:43 AM ,10/8/2015 6:47:57 AM , 74 ,-0.14,2.00,
 78 , 28 ,010901,10/8/2015,10/8/2015 6:49:12 AM ,10/8/2015 6:50:36 AM , 84 ,0.16,2.16,
 79 , 28 ,010901,10/8/2015,10/8/2015 6:53:46 AM ,10/8/2015 6:54:08 AM , 22 ,-0.09,2.07,
 80 , 28 ,010901,10/8/2015,10/8/2015 6:54:59 AM ,10/8/2015 6:59:27 AM , 268 ,0.11,2.18,
 81 , 29 ,010901,10/8/2015,10/8/2015 7:02:52 AM ,10/8/2015 7:03:38 AM , 46 ,0.06,2.23,
 82 , 29 ,010901,10/8/2015,10/8/2015 7:07:50 AM ,10/8/2015 7:08:05 AM , 15 ,-0.06,2.18,
 83 , 29 ,010901,10/8/2015,10/8/2015 7:12:54 AM ,10/8/2015 7:13:35 AM , 41 ,0.05,2.23,
 84 , 29 ,010901,10/8/2015,10/8/2015 7:17:07 AM ,10/8/2015 7:17:43 AM , 36 ,-0.06,2.17,
 85 , 29 ,010901,10/8/2015,10/8/2015 7:21:25 AM ,10/8/2015 7:21:42 AM , 17 ,0.09,2.26,
 86 , 30 ,010901,10/8/2015,10/8/2015 7:35:32 AM ,10/8/2015 7:36:45 AM , 73 ,0.10,2.36,
 87 , 30 ,010901,10/8/2015,10/8/2015 7:42:24 AM ,10/8/2015 7:47:00 AM , 276 ,0.09,2.44,
 88 , 30 ,010901,10/8/2015,10/8/2015 7:47:29 AM ,10/8/2015 7:47:44 AM , 15 ,-0.03,2.41,
