Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:23 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0115
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4365
Subject Mass (G), 27.8 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
46,0115,10/8/2015 4:38:21 PM ,2626,20.921,20.664,0.257,2.0,2120,0.041,0.257,0.216,1.7,0.807,0.4,0.45,STABLE / OPEN,0.06,2.80,208,82,155,40,0,0,25.4,25.0,
47,0115,10/8/2015 5:11:21 PM ,3401,20.921,20.589,0.333,2.0,2765,0.042,0.323,0.281,1.7,0.813,0.5,0.46,UNSTABLE / OPEN,-0.02,2.78,523,252,312,100,0,0,25.5,25.0,
48,EVENT,10/8/2015 5:43:21 PM ,2341,20.921,20.691,0.230,2.1,1896,0.043,0.237,0.194,1.7,0.810,0.3,0.45,UNSTABLE / OPEN,0.04,2.83,86,28,33,8,0,0,25.3,25.0,
49,EVENT,10/8/2015 6:16:21 PM ,3541,20.921,20.572,0.349,2.1,3023,0.043,0.350,0.307,1.8,0.854,0.5,0.46,STABLE / OPEN,0.71,3.54,1010,404,858,158,0,0,25.4,25.0,
50,0115,10/8/2015 6:49:21 PM ,4183,20.921,20.512,0.409,2.2,3483,0.043,0.396,0.353,1.8,0.833,0.6,0.46,UNSTABLE / OPEN,0.26,3.80,3173,2032,1412,739,0,0,25.2,25.0,
51,0115,10/8/2015 7:22:21 PM ,3686,20.921,20.558,0.363,2.3,3148,0.041,0.361,0.320,1.9,0.854,0.5,0.46,UNSTABLE / OPEN,0.08,3.88,2207,1200,1082,585,0,0,25.3,25.0,
52,0115,10/8/2015 7:55:21 PM ,2836,20.921,20.640,0.281,2.3,2398,0.040,0.286,0.246,1.9,0.846,0.4,0.45,STABLE / OPEN,0.01,3.89,1954,1084,1131,519,0,0,25.3,25.0,
53,0115,10/8/2015 8:28:21 PM ,1922,20.921,20.730,0.191,2.3,1695,0.041,0.213,0.173,1.9,0.882,0.3,0.46,STABLE / OPEN,-0.04,3.85,105,1,74,2,0,0,24.9,25.0,
54,0115,10/8/2015 9:01:21 PM ,3568,20.921,20.566,0.355,2.4,3156,0.041,0.363,0.322,2.0,0.885,0.5,0.45,UNSTABLE / OPEN,0.16,4.01,2226,1248,1316,732,0,0,25.4,25.0,
55,0115,10/8/2015 9:34:21 PM ,1818,20.921,20.741,0.181,2.4,1621,0.042,0.207,0.165,2.0,0.892,0.2,0.46,UNSTABLE / OPEN,-0.11,3.90,880,457,504,286,0,0,24.8,25.0,
56,0115,10/8/2015 10:07:21 PM ,3569,20.921,20.568,0.354,2.5,3046,0.043,0.354,0.311,2.1,0.854,0.5,0.45,UNSTABLE / OPEN,0.12,4.02,1163,606,842,338,0,0,25.4,25.0,
57,0115,10/8/2015 10:40:21 PM ,3629,20.921,20.562,0.359,2.5,3138,0.043,0.363,0.320,2.1,0.865,0.5,0.46,STABLE / OPEN,0.23,4.25,2505,1561,1573,847,0,0,24.8,25.0,
58,0115,10/8/2015 11:13:21 PM ,1997,20.921,20.724,0.197,2.6,1678,0.044,0.215,0.171,2.1,0.840,0.3,0.45,STABLE / OPEN,0.00,4.25,714,418,500,277,0,0,25.3,25.0,
59,0115,10/8/2015 11:46:21 PM ,1947,20.921,20.731,0.190,2.6,1565,0.044,0.203,0.159,2.2,0.804,0.3,0.45,STABLE / OPEN,-0.06,4.19,148,1,42,3,0,0,24.9,25.0,
60,0115,10/9/2015 12:19:21 AM ,3136,20.921,20.612,0.310,2.6,2638,0.044,0.313,0.270,2.2,0.841,0.4,0.45,UNSTABLE / OPEN,0.05,4.24,940,257,390,153,0,0,25.4,25.0,
61,0115,10/9/2015 12:52:21 AM ,3259,20.921,20.598,0.323,2.7,2795,0.044,0.330,0.286,2.2,0.858,0.4,0.45,UNSTABLE / OPEN,1.52,5.76,2283,1272,1430,674,0,0,25.2,25.0,
62,0115,10/9/2015 1:25:21 AM ,1856,20.921,20.739,0.183,2.7,1505,0.043,0.198,0.154,2.3,0.811,0.2,0.45,STABLE / OPEN,-0.06,5.70,1072,521,851,443,0,0,25.2,25.0,
63,0115,10/9/2015 1:58:21 AM ,1956,20.921,20.729,0.192,2.7,1536,0.042,0.200,0.158,2.3,0.785,0.3,0.45,STABLE / OPEN,-0.01,5.70,57,1,74,5,0,0,25.6,25.0,
64,0115,10/9/2015 2:30:21 AM ,3275,20.921,20.602,0.319,2.8,2628,0.043,0.310,0.267,2.3,0.802,0.4,0.46,UNSTABLE / OPEN,0.12,5.82,654,431,437,256,0,0,25.0,25.0,
65,0115,10/9/2015 3:03:21 AM ,1719,20.921,20.752,0.169,2.8,1430,0.041,0.187,0.146,2.4,0.832,0.2,0.45,STABLE / OPEN,0.03,5.84,431,235,394,153,0,0,25.6,25.0,
66,0115,10/9/2015 3:36:21 AM ,1971,20.921,20.729,0.192,2.9,1507,0.040,0.195,0.155,2.4,0.764,0.3,0.45,STABLE / OPEN,-0.01,5.84,10,1,30,1,0,0,25.2,25.0,
67,0115,10/9/2015 4:09:21 AM ,3240,20.921,20.607,0.314,2.9,2528,0.040,0.297,0.257,2.4,0.780,0.4,0.46,UNSTABLE / OPEN,0.12,5.96,775,368,395,184,0,0,25.3,25.0,
68,0115,10/9/2015 4:42:21 AM ,2048,20.921,20.719,0.202,2.9,1689,0.040,0.213,0.173,2.4,0.825,0.3,0.45,STABLE / OPEN,0.03,5.99,248,77,76,42,0,0,25.3,25.0,
69,0115,10/9/2015 5:15:21 AM ,2797,20.921,20.645,0.276,3.0,2272,0.039,0.273,0.233,2.5,0.812,0.4,0.45,UNSTABLE / OPEN,0.03,6.02,436,187,419,144,0,0,25.2,25.0,
70,0115,10/9/2015 5:48:21 AM ,2552,20.921,20.669,0.252,3.0,2148,0.039,0.259,0.219,2.5,0.842,0.3,0.45,STABLE / OPEN,0.12,6.14,1834,1024,963,538,0,0,25.2,25.0,
71,0115,10/9/2015 6:21:21 AM ,1857,20.921,20.738,0.183,3.0,1561,0.039,0.198,0.159,2.5,0.840,0.3,0.45,STABLE / OPEN,0.03,6.17,61,0,14,2,0,0,25.2,25.0,
72,0115,10/9/2015 6:54:21 AM ,3517,20.921,20.574,0.348,3.1,2995,0.040,0.345,0.305,2.6,0.851,0.5,0.45,STABLE / OPEN,0.86,7.02,1294,749,848,457,0,0,24.9,25.0,
73,0115,10/9/2015 7:27:21 AM ,3365,20.921,20.588,0.333,3.1,2884,0.040,0.334,0.295,2.6,0.857,0.5,0.45,STABLE / OPEN,0.09,7.12,2079,888,1190,514,0,0,25.0,25.0,
74,0115,10/9/2015 8:00:21 AM ,1580,20.921,20.765,0.156,3.2,1315,0.041,0.175,0.134,2.6,0.832,0.2,0.45,STABLE / OPEN,-0.13,6.98,531,203,256,88,0,0,25.2,25.0,
75,0115,10/9/2015 8:33:21 AM ,3689,20.921,20.559,0.362,3.2,3029,0.041,0.349,0.309,2.7,0.821,0.5,0.45,STABLE / OPEN,0.23,7.21,896,546,597,318,0,0,25.3,25.0,
76,0115,10/9/2015 9:06:21 AM ,2038,20.921,20.719,0.202,3.3,1739,0.041,0.219,0.178,2.7,0.853,0.3,0.45,STABLE / OPEN,-0.05,7.16,894,433,585,221,0,0,25.3,25.0,
77,0115,10/9/2015 9:39:21 AM ,2423,20.921,20.685,0.237,3.3,1938,0.041,0.238,0.198,2.7,0.800,0.3,0.45,STABLE / OPEN,0.02,7.18,172,90,63,30,0,0,25.5,25.0,
78,0115,10/9/2015 10:12:21 AM ,1863,20.921,20.738,0.184,3.3,1531,0.040,0.197,0.157,2.8,0.822,0.2,0.45,STABLE / OPEN,-0.03,7.15,737,345,677,205,0,0,25.5,25.0,
79,0115,10/9/2015 10:45:21 AM ,3614,20.921,20.569,0.352,3.4,2807,0.041,0.328,0.287,2.8,0.777,0.5,0.45,STABLE / OPEN,0.03,7.18,1127,601,644,307,0,0,25.7,25.0,
80,0115,10/9/2015 11:17:21 AM ,2216,20.921,20.704,0.218,3.4,1805,0.041,0.226,0.185,2.8,0.815,0.3,0.45,STABLE / OPEN,0.01,7.19,679,361,491,223,0,0,25.6,25.0,
81,0115,10/9/2015 11:50:21 AM ,2068,20.921,20.721,0.200,3.4,1594,0.041,0.203,0.162,2.9,0.771,0.3,0.46,UNSTABLE / OPEN,0.07,7.26,1,0,28,3,0,0,25.2,25.0,
82,0115,10/9/2015 12:23:21 PM ,2350,20.921,20.693,0.228,3.5,1883,0.040,0.231,0.191,2.9,0.801,0.3,0.46,UNSTABLE / OPEN,0.01,7.27,73,57,25,10,0,0,25.0,25.0,
83,0115,10/9/2015 12:56:21 PM ,2594,20.921,20.670,0.251,3.5,2037,0.039,0.246,0.206,2.9,0.785,0.3,0.46,UNSTABLE / OPEN,-0.01,7.26,184,107,60,23,0,0,25.1,25.0,
84,0115,10/9/2015 1:29:21 PM ,2249,20.921,20.701,0.220,3.6,1789,0.039,0.222,0.183,3.0,0.795,0.3,0.45,STABLE / OPEN,-0.01,7.25,559,183,209,68,0,0,25.5,25.0,
85,0115,10/9/2015 2:02:21 PM ,2253,20.921,20.704,0.218,3.6,1699,0.040,0.213,0.173,3.0,0.754,0.3,0.46,STABLE / OPEN,-0.11,7.15,115,6,233,0,0,0,25.7,25.0,
86,0115,10/9/2015 2:35:21 PM ,2246,20.921,20.702,0.219,3.6,1796,0.039,0.222,0.183,3.0,0.800,0.3,0.45,UNSTABLE / OPEN,0.14,7.28,240,69,475,92,0,0,25.0,25.0,
87,0115,10/9/2015 3:08:21 PM ,2130,20.921,20.714,0.207,3.7,1741,0.039,0.215,0.176,3.0,0.817,0.3,0.46,STABLE / OPEN,0.01,7.29,133,9,173,30,0,0,24.9,25.0,
88,EVENT,10/9/2015 3:41:21 PM ,2559,20.921,20.670,0.252,3.7,2148,0.040,0.258,0.219,3.1,0.839,0.3,0.46,STABLE / OPEN,-0.01,7.28,162,64,99,36,0,0,25.4,25.0,
89,EVENT,10/9/2015 4:14:21 PM ,4306,20.921,20.496,0.426,3.7,3743,0.045,0.425,0.380,3.1,0.869,0.6,0.46,STABLE / OPEN,25.94,33.22,2297,1166,858,350,0,0,25.6,25.0,
90,0115,10/9/2015 4:47:21 PM ,4238,20.921,20.501,0.420,3.8,3784,0.045,0.429,0.384,3.2,0.893,0.6,0.46,STABLE / OPEN,0.50,33.72,2341,905,922,313,0,0,25.0,25.0,
91,0115,10/9/2015 5:20:21 PM ,4016,20.921,20.520,0.402,3.9,3607,0.042,0.411,0.369,3.2,0.898,0.5,0.45,STABLE / OPEN,0.35,34.07,1721,884,1126,501,0,0,25.6,25.0,
92,0115,10/9/2015 5:53:21 PM ,4087,20.921,20.515,0.406,3.9,3638,0.041,0.411,0.370,3.3,0.890,0.6,0.46,STABLE / OPEN,0.10,34.18,1387,681,530,243,0,0,25.5,25.0,
93,0115,10/9/2015 6:26:21 PM ,4328,20.921,20.486,0.436,4.0,3964,0.040,0.446,0.406,3.3,0.916,0.6,0.45,UNSTABLE / OPEN,0.29,34.47,1962,915,790,295,0,0,25.3,25.0,
94,0115,10/9/2015 6:59:21 PM ,3757,20.921,20.545,0.377,4.1,3366,0.040,0.385,0.345,3.4,0.896,0.5,0.45,STABLE / OPEN,0.37,34.84,2127,971,819,253,0,0,25.4,25.0,
95,0115,10/9/2015 7:32:21 PM ,3457,20.921,20.573,0.348,4.1,3206,0.040,0.368,0.328,3.4,0.927,0.5,0.45,STABLE / OPEN,0.27,35.11,724,72,217,10,0,0,25.5,25.0,
96,0115,10/9/2015 8:04:21 PM ,4063,20.921,20.514,0.408,4.2,3680,0.040,0.417,0.377,3.5,0.906,0.6,0.45,STABLE / OPEN,0.27,35.38,2943,1597,846,268,0,0,25.5,25.0,
97,0115,10/9/2015 8:37:21 PM ,2754,20.921,20.644,0.277,4.2,2501,0.040,0.296,0.256,3.5,0.908,0.4,0.45,STABLE / OPEN,0.00,35.38,757,382,497,135,0,0,25.6,25.0,
98,0115,10/9/2015 9:10:21 PM ,3647,20.921,20.553,0.368,4.3,3430,0.039,0.390,0.351,3.6,0.940,0.5,0.45,STABLE / OPEN,0.30,35.68,631,150,197,28,0,0,24.9,25.0,
99,0115,10/9/2015 9:43:21 PM ,4012,20.921,20.519,0.402,4.3,3676,0.040,0.414,0.375,3.6,0.916,0.6,0.45,STABLE / OPEN,0.16,35.84,1602,685,782,213,0,0,25.2,25.0,
100,0115,10/9/2015 10:16:21 PM ,3887,20.921,20.528,0.393,4.4,3604,0.040,0.410,0.370,3.7,0.927,0.5,0.45,UNSTABLE / OPEN,0.08,35.92,2711,939,960,382,0,0,25.4,25.0,
101,0115,10/9/2015 10:49:21 PM ,3906,20.921,20.526,0.396,4.5,3659,0.040,0.415,0.376,3.7,0.937,0.5,0.45,STABLE / OPEN,0.23,36.15,2667,1267,866,423,0,0,25.6,25.0,
102,0115,10/9/2015 11:22:21 PM ,4010,20.921,20.520,0.401,4.5,3712,0.040,0.417,0.377,3.8,0.926,0.6,0.46,STABLE / OPEN,0.15,36.30,2921,1333,1290,537,0,0,24.9,25.0,
103,0115,10/9/2015 11:55:21 PM ,2864,20.921,20.635,0.287,4.6,2549,0.040,0.301,0.261,3.9,0.890,0.4,0.45,STABLE / OPEN,0.00,36.30,263,34,307,18,0,0,25.3,25.0,
104,0115,10/10/2015 12:28:21 AM ,2650,20.921,20.656,0.265,4.6,2407,0.040,0.286,0.245,3.9,0.908,0.4,0.45,STABLE / OPEN,0.00,36.30,87,8,65,5,0,0,25.4,25.0,
105,0115,10/10/2015 1:01:21 AM ,3972,20.921,20.521,0.400,4.7,3659,0.040,0.415,0.374,3.9,0.921,0.5,0.45,STABLE / OPEN,0.37,36.67,1709,806,753,266,0,0,25.6,25.0,
106,0115,10/10/2015 1:34:21 AM ,3149,20.921,20.605,0.316,4.7,2831,0.040,0.330,0.290,4.0,0.899,0.4,0.45,STABLE / OPEN,0.04,36.71,1994,1000,798,298,0,0,25.2,25.0,
107,0115,10/10/2015 2:07:21 AM ,2598,20.921,20.663,0.259,4.8,2318,0.040,0.276,0.236,4.0,0.892,0.4,0.46,STABLE / OPEN,-0.08,36.62,19,0,0,0,0,0,24.9,25.0,
108,0115,10/10/2015 2:40:21 AM ,2556,20.921,20.665,0.256,4.8,2263,0.040,0.272,0.232,4.1,0.885,0.3,0.45,STABLE / OPEN,0.00,36.62,3,0,0,0,0,0,25.3,25.0,
109,0115,10/10/2015 3:13:21 AM ,3527,20.921,20.565,0.356,4.8,3288,0.040,0.376,0.337,4.1,0.932,0.5,0.45,STABLE / OPEN,0.08,36.71,892,270,411,62,0,0,25.5,25.0,
110,0115,10/10/2015 3:46:21 AM ,2514,20.921,20.670,0.252,4.9,2232,0.040,0.269,0.229,4.1,0.888,0.3,0.45,STABLE / OPEN,-0.03,36.67,541,272,218,77,0,0,25.4,25.0,
111,0115,10/10/2015 4:19:21 AM ,2444,20.921,20.678,0.243,4.9,2176,0.040,0.262,0.222,4.2,0.890,0.3,0.45,STABLE / OPEN,0.00,36.67,21,0,0,0,0,0,24.9,25.0,
112,0115,10/10/2015 4:51:21 AM ,2418,20.921,20.681,0.241,5.0,2117,0.041,0.258,0.216,4.2,0.876,0.3,0.45,STABLE / OPEN,0.00,36.67,0,0,0,0,0,0,25.2,25.0,
113,0115,10/10/2015 5:24:21 AM ,2626,20.921,20.659,0.263,5.0,2321,0.041,0.279,0.238,4.2,0.884,0.4,0.45,STABLE / OPEN,0.00,36.67,52,0,91,0,0,0,25.4,25.0,
