Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:23 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0116
SUBJECT ID:4374
SUBJECT MASS:22.9 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011601,10/7/2015,10/7/2015 4:27:27 PM ,10/7/2015 4:28:24 PM , 57 ,-0.05,-0.05,
 2 , 2 ,011601,10/7/2015,10/7/2015 4:31:14 PM ,10/7/2015 4:31:53 PM , 39 ,0.05,-0.01,
 3 , 2 ,011601,10/7/2015,10/7/2015 4:32:11 PM ,10/7/2015 4:33:36 PM , 85 ,-0.07,-0.07,
 4 , 2 ,011601,10/7/2015,10/7/2015 4:38:06 PM ,10/7/2015 4:38:39 PM , 33 ,0.04,-0.04,
 5 , 3 ,011601,10/7/2015,10/7/2015 5:03:13 PM ,10/7/2015 5:04:03 PM , 50 ,0.03,-0.01,
 6 , 3 ,011601,10/7/2015,10/7/2015 5:10:27 PM ,10/7/2015 5:11:06 PM , 39 ,-0.07,-0.08,
 7 , 3 ,011601,10/7/2015,10/7/2015 5:11:19 PM ,10/7/2015 5:12:18 PM , 59 ,0.04,-0.03,
 8 , 5 ,011601,10/7/2015,10/7/2015 6:07:37 PM ,10/7/2015 6:07:50 PM , 13 ,0.03,0.00,
 9 , 5 ,011601,10/7/2015,10/7/2015 6:08:38 PM ,10/7/2015 6:10:06 PM , 88 ,-0.11,-0.11,
 10 , 5 ,011601,10/7/2015,10/7/2015 6:14:18 PM ,10/7/2015 6:16:17 PM , 119 ,0.10,-0.01,
 11 , 6 ,011601,10/7/2015,10/7/2015 6:25:39 PM ,10/7/2015 6:28:45 PM , 186 ,0.10,0.09,
 12 , 6 ,011601,10/7/2015,10/7/2015 6:33:13 PM ,10/7/2015 6:33:34 PM , 21 ,-0.08,0.02,
 13 , 6 ,011601,10/7/2015,10/7/2015 6:40:15 PM ,10/7/2015 6:40:37 PM , 22 ,-0.05,-0.04,
 14 , 6 ,011601,10/7/2015,10/7/2015 6:42:35 PM ,10/7/2015 6:43:40 PM , 65 ,0.05,0.01,
 15 , 7 ,011601,10/7/2015,10/7/2015 6:55:46 PM ,10/7/2015 7:00:32 PM , 286 ,0.04,0.06,
 16 , 7 ,011601,10/7/2015,10/7/2015 7:17:11 PM ,10/7/2015 7:18:46 PM , 95 ,0.09,0.14,
 17 , 7 ,011601,10/7/2015,10/7/2015 7:23:23 PM ,10/7/2015 7:24:04 PM , 41 ,-0.06,0.08,
 18 , 8 ,011601,10/7/2015,10/7/2015 7:25:49 PM ,10/7/2015 7:30:21 PM , 272 ,0.07,0.15,
 19 , 8 ,011601,10/7/2015,10/7/2015 7:31:00 PM ,10/7/2015 7:32:18 PM , 78 ,-0.06,0.08,
 20 , 8 ,011601,10/7/2015,10/7/2015 7:32:29 PM ,10/7/2015 7:33:35 PM , 66 ,0.04,0.12,
 21 , 8 ,011601,10/7/2015,10/7/2015 7:33:56 PM ,10/7/2015 7:37:12 PM , 196 ,-0.05,0.07,
 22 , 8 ,011601,10/7/2015,10/7/2015 7:51:45 PM ,10/7/2015 7:51:55 PM , 10 ,0.05,0.11,
 23 , 8 ,011601,10/7/2015,10/7/2015 7:52:21 PM ,10/7/2015 7:53:57 PM , 96 ,0.04,0.16,
 24 , 8 ,011601,10/7/2015,10/7/2015 7:55:25 PM ,10/7/2015 7:56:17 PM , 52 ,-0.12,0.04,
 25 , 8 ,011601,10/7/2015,10/7/2015 7:58:26 PM ,10/7/2015 7:58:30 PM , 4 ,0.07,0.10,
 26 , 9 ,011601,10/7/2015,10/7/2015 8:06:24 PM ,10/7/2015 8:09:47 PM , 203 ,0.07,0.17,
 27 , 9 ,011601,10/7/2015,10/7/2015 8:12:53 PM ,10/7/2015 8:13:40 PM , 47 ,-0.04,0.13,
 28 , 9 ,011601,10/7/2015,10/7/2015 8:15:52 PM ,10/7/2015 8:16:16 PM , 24 ,-0.05,0.08,
 29 , 9 ,011601,10/7/2015,10/7/2015 8:20:06 PM ,10/7/2015 8:20:31 PM , 25 ,0.08,0.16,
 30 , 9 ,011601,10/7/2015,10/7/2015 8:23:19 PM ,10/7/2015 8:24:30 PM , 71 ,-0.07,0.09,
 31 , 9 ,011601,10/7/2015,10/7/2015 8:25:20 PM ,10/7/2015 8:26:33 PM , 73 ,0.03,0.12,
 32 , 10 ,011601,10/7/2015,10/7/2015 8:38:01 PM ,10/7/2015 8:46:16 PM , 495 ,0.07,0.19,
 33 , 10 ,011601,10/7/2015,10/7/2015 8:51:54 PM ,10/7/2015 8:52:24 PM , 30 ,-0.12,0.07,
 34 , 10 ,011601,10/7/2015,10/7/2015 8:58:30 PM ,10/7/2015 8:58:55 PM , 25 ,0.07,0.14,
 35 , 11 ,011601,10/7/2015,10/7/2015 9:11:52 PM ,10/7/2015 9:13:56 PM , 124 ,0.03,0.17,
 36 , 11 ,011601,10/7/2015,10/7/2015 9:24:04 PM ,10/7/2015 9:24:35 PM , 31 ,-0.08,0.09,
 37 , 11 ,011601,10/7/2015,10/7/2015 9:24:54 PM ,10/7/2015 9:25:20 PM , 26 ,0.08,0.18,
 38 , 11 ,011601,10/7/2015,10/7/2015 9:29:01 PM ,10/7/2015 9:29:29 PM , 28 ,-0.05,0.13,
 39 , 11 ,011601,10/7/2015,10/7/2015 9:32:15 PM ,10/7/2015 9:36:17 PM , 242 ,0.08,0.21,
 40 , 11 ,011601,10/7/2015,10/7/2015 9:37:34 PM ,10/7/2015 9:38:10 PM , 36 ,-0.05,0.16,
 41 , 12 ,011601,10/7/2015,10/7/2015 9:49:07 PM ,10/7/2015 9:49:44 PM , 37 ,-0.04,0.12,
 42 , 12 ,011601,10/7/2015,10/7/2015 9:50:29 PM ,10/7/2015 9:51:37 PM , 68 ,0.16,0.28,
 43 , 12 ,011601,10/7/2015,10/7/2015 9:53:31 PM ,10/7/2015 9:55:14 PM , 103 ,-0.13,0.15,
 44 , 12 ,011601,10/7/2015,10/7/2015 9:58:09 PM ,10/7/2015 9:58:20 PM , 11 ,0.04,0.19,
 45 , 12 ,011601,10/7/2015,10/7/2015 10:01:21 PM ,10/7/2015 10:02:05 PM , 44 ,-0.03,0.16,
 46 , 13 ,011601,10/7/2015,10/7/2015 10:10:56 PM ,10/7/2015 10:16:51 PM , 355 ,0.07,0.23,
 47 , 13 ,011601,10/7/2015,10/7/2015 10:20:53 PM ,10/7/2015 10:26:37 PM , 344 ,-0.06,0.17,
 48 , 13 ,011601,10/7/2015,10/7/2015 10:31:54 PM ,10/7/2015 10:32:28 PM , 34 ,0.04,0.21,
 49 , 13 ,011601,10/7/2015,10/7/2015 10:33:22 PM ,10/7/2015 10:34:10 PM , 48 ,-0.08,0.13,
 50 , 13 ,011601,10/7/2015,10/7/2015 10:35:09 PM ,10/7/2015 10:35:45 PM , 36 ,0.08,0.21,
 51 , 13 ,011601,10/7/2015,10/7/2015 10:37:29 PM ,10/7/2015 10:40:11 PM , 162 ,-0.07,0.14,
 52 , 13 ,011601,10/7/2015,10/7/2015 10:41:28 PM ,10/7/2015 10:42:08 PM , 40 ,0.06,0.21,
 53 , 14 ,011601,10/7/2015,10/7/2015 10:53:47 PM ,10/7/2015 10:54:37 PM , 50 ,0.04,0.24,
 54 , 14 ,011601,10/7/2015,10/7/2015 10:55:20 PM ,10/7/2015 10:55:45 PM , 25 ,-0.10,0.15,
 55 , 14 ,011601,10/7/2015,10/7/2015 10:58:17 PM ,10/7/2015 10:58:56 PM , 39 ,0.06,0.21,
 56 , 14 ,011601,10/7/2015,10/7/2015 11:02:26 PM ,10/7/2015 11:03:28 PM , 62 ,0.06,0.27,
 57 , 14 ,011601,10/7/2015,10/7/2015 11:04:11 PM ,10/7/2015 11:04:59 PM , 48 ,-0.05,0.23,
 58 , 14 ,011601,10/7/2015,10/7/2015 11:09:39 PM ,10/7/2015 11:10:19 PM , 40 ,-0.06,0.17,
 59 , 14 ,011601,10/7/2015,10/7/2015 11:14:40 PM ,10/7/2015 11:17:34 PM , 174 ,0.08,0.24,
 60 , 14 ,011601,10/7/2015,10/7/2015 11:18:45 PM ,10/7/2015 11:19:25 PM , 40 ,-0.04,0.20,
 61 , 19 ,011601,10/8/2015,10/8/2015 2:03:17 AM ,10/8/2015 2:03:54 AM , 37 ,-0.04,0.16,
 62 , 20 ,011601,10/8/2015,10/8/2015 2:12:24 AM ,10/8/2015 2:14:55 AM , 151 ,-0.09,0.07,
 63 , 20 ,011601,10/8/2015,10/8/2015 2:16:33 AM ,10/8/2015 2:17:11 AM , 38 ,0.10,0.17,
 64 , 20 ,011601,10/8/2015,10/8/2015 2:18:34 AM ,10/8/2015 2:18:59 AM , 25 ,-0.10,0.07,
 65 , 20 ,011601,10/8/2015,10/8/2015 2:19:38 AM ,10/8/2015 2:22:52 AM , 194 ,0.10,0.17,
 66 , 20 ,011601,10/8/2015,10/8/2015 2:23:08 AM ,10/8/2015 2:28:21 AM , 313 ,-0.06,0.11,
 67 , 20 ,011601,10/8/2015,10/8/2015 2:29:03 AM ,10/8/2015 2:31:26 AM , 143 ,0.05,0.16,
 68 , 21 ,011601,10/8/2015,10/8/2015 2:57:23 AM ,10/8/2015 2:57:58 AM , 35 ,0.05,0.21,
 69 , 21 ,011601,10/8/2015,10/8/2015 3:04:45 AM ,10/8/2015 3:04:58 AM , 13 ,0.04,0.25,
 70 , 21 ,011601,10/8/2015,10/8/2015 3:05:24 AM ,10/8/2015 3:07:23 AM , 119 ,-0.05,0.21,
 71 , 22 ,011601,10/8/2015,10/8/2015 3:10:54 AM ,10/8/2015 3:13:27 AM , 153 ,0.03,0.24,
 72 , 22 ,011601,10/8/2015,10/8/2015 3:14:09 AM ,10/8/2015 3:15:26 AM , 77 ,-0.07,0.17,
 73 , 22 ,011601,10/8/2015,10/8/2015 3:18:24 AM ,10/8/2015 3:18:40 AM , 16 ,0.07,0.23,
 74 , 24 ,011601,10/8/2015,10/8/2015 4:40:13 AM ,10/8/2015 4:40:20 AM , 7 ,-0.03,0.20,
 75 , 24 ,011601,10/8/2015,10/8/2015 4:45:31 AM ,10/8/2015 4:45:45 AM , 14 ,0.10,0.30,
 76 , 25 ,011601,10/8/2015,10/8/2015 5:02:19 AM ,10/8/2015 5:03:04 AM , 45 ,0.11,0.41,
 77 , 25 ,011601,10/8/2015,10/8/2015 5:08:53 AM ,10/8/2015 5:10:25 AM , 92 ,-0.06,0.35,
 78 , 28 ,011601,10/8/2015,10/8/2015 6:27:32 AM ,10/8/2015 6:30:18 AM , 166 ,0.06,0.42,
 79 , 28 ,011601,10/8/2015,10/8/2015 6:41:24 AM ,10/8/2015 6:45:29 AM , 245 ,0.03,0.45,
 80 , 28 ,011601,10/8/2015,10/8/2015 6:46:11 AM ,10/8/2015 6:46:54 AM , 43 ,0.04,0.49,
 81 , 28 ,011601,10/8/2015,10/8/2015 6:51:20 AM ,10/8/2015 6:52:18 AM , 58 ,-0.03,0.46,
 82 , 29 ,011601,10/8/2015,10/8/2015 6:56:37 AM ,10/8/2015 7:03:54 AM , 437 ,0.05,0.51,
 83 , 29 ,011601,10/8/2015,10/8/2015 7:11:12 AM ,10/8/2015 7:11:59 AM , 47 ,-0.03,0.48,
 84 , 32 ,011601,10/8/2015,10/8/2015 8:59:35 AM ,10/8/2015 8:59:53 AM , 18 ,0.06,0.54,
 85 , 33 ,011601,10/8/2015,10/8/2015 9:13:41 AM ,10/8/2015 9:14:18 AM , 37 ,0.07,0.61,
 86 , 33 ,011601,10/8/2015,10/8/2015 9:14:32 AM ,10/8/2015 9:15:47 AM , 75 ,-0.06,0.55,
 87 , 34 ,011601,10/8/2015,10/8/2015 9:59:56 AM ,10/8/2015 10:00:32 AM , 36 ,0.05,0.59,
 88 , 37 ,011601,10/8/2015,10/8/2015 11:54:22 AM ,10/8/2015 11:55:41 AM , 79 ,-0.04,0.55,
