Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:26 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0120
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4561
Subject Mass (G), 26.95 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0120,10/7/2015 4:01:21 PM ,3270,20.921,20.628,0.294,0.0,2498,0.041,0.277,0.236,0.0,0.764,0.4,0.48,UNSTABLE / OPEN,-0.03,-0.03,680,161,371,135,0,0,25.2,25.0,
2,0120,10/7/2015 4:34:21 PM ,2698,20.921,20.677,0.245,0.0,2026,0.039,0.233,0.194,0.0,0.751,0.3,0.47,UNSTABLE / OPEN,0.02,-0.02,89,24,15,6,0,0,25.3,25.0,
3,0120,10/7/2015 5:07:21 PM ,4099,20.921,20.553,0.368,0.1,3148,0.039,0.336,0.297,0.1,0.768,0.5,0.48,STABLE / OPEN,0.01,-0.01,1183,512,582,296,0,0,25.3,25.0,
4,0120,10/7/2015 5:40:21 PM ,3237,20.921,20.626,0.295,0.1,2613,0.039,0.287,0.248,0.1,0.807,0.4,0.47,STABLE / OPEN,0.11,0.10,1974,661,822,316,0,0,25.6,25.0,
5,0120,10/7/2015 6:12:21 PM ,4124,20.921,20.546,0.375,0.2,3344,0.039,0.356,0.317,0.2,0.811,0.5,0.47,UNSTABLE / OPEN,-0.14,-0.04,1265,308,300,146,0,0,25.4,25.0,
6,0120,10/7/2015 6:45:21 PM ,4789,20.921,20.477,0.444,0.3,4239,0.040,0.443,0.403,0.2,0.885,0.6,0.47,UNSTABLE / OPEN,0.29,0.25,2683,1352,1598,687,0,0,25.2,25.0,
7,0120,10/7/2015 7:18:21 PM ,4799,20.921,20.475,0.446,0.3,4165,0.040,0.438,0.398,0.3,0.868,0.6,0.47,UNSTABLE / OPEN,0.10,0.35,2719,1244,1781,765,0,0,25.5,25.0,
8,0120,10/7/2015 7:51:21 PM ,4988,20.921,20.456,0.465,0.4,4455,0.040,0.465,0.425,0.3,0.893,0.7,0.47,UNSTABLE / OPEN,0.19,0.54,3449,2095,2215,1125,0,0,25.3,25.0,
9,0120,10/7/2015 8:24:21 PM ,4821,20.921,20.476,0.445,0.5,4219,0.040,0.440,0.400,0.4,0.875,0.6,0.47,STABLE / OPEN,0.38,0.92,2703,1345,1861,811,0,0,25.2,25.0,
10,0120,10/7/2015 8:57:21 PM ,4887,20.921,20.465,0.456,0.6,4409,0.040,0.460,0.420,0.5,0.902,0.6,0.47,STABLE / OPEN,0.18,1.10,4089,2476,2517,1441,0,0,25.6,25.0,
11,0120,10/7/2015 9:30:21 PM ,3340,20.921,20.612,0.309,0.6,2912,0.040,0.317,0.277,0.5,0.872,0.4,0.47,STABLE / OPEN,0.05,1.14,2524,1300,1689,739,0,0,25.1,25.0,
12,0120,10/7/2015 10:03:21 PM ,2972,20.921,20.644,0.277,0.7,2648,0.040,0.293,0.253,0.6,0.891,0.4,0.47,UNSTABLE / OPEN,0.01,1.16,367,159,384,109,0,0,25.4,25.0,
13,0120,10/7/2015 10:36:21 PM ,2383,20.921,20.701,0.220,0.7,2010,0.040,0.232,0.192,0.6,0.843,0.3,0.47,UNSTABLE / OPEN,0.05,1.21,81,3,146,9,0,0,25.1,25.0,
14,0120,10/7/2015 11:09:21 PM ,4502,20.921,20.496,0.425,0.8,4192,0.040,0.442,0.401,0.6,0.931,0.6,0.47,STABLE / OPEN,0.22,1.42,2420,1346,1578,792,0,0,25.4,25.0,
15,0120,10/7/2015 11:42:21 PM ,4607,20.921,20.486,0.436,0.8,4281,0.040,0.451,0.411,0.7,0.929,0.6,0.47,UNSTABLE / OPEN,0.22,1.64,2980,1448,1656,835,0,0,25.2,25.0,
16,0120,10/8/2015 12:15:21 AM ,2455,20.921,20.694,0.227,0.9,2136,0.039,0.243,0.203,0.8,0.870,0.3,0.47,STABLE / OPEN,0.06,1.70,775,269,458,175,0,0,25.4,25.0,
17,0120,10/8/2015 12:48:21 AM ,2361,20.921,20.700,0.221,0.9,2123,0.039,0.242,0.203,0.8,0.899,0.3,0.47,STABLE / OPEN,-0.05,1.65,156,15,226,17,0,0,25.1,25.0,
18,0120,10/8/2015 1:21:21 AM ,2351,20.921,20.705,0.216,0.9,1994,0.039,0.228,0.190,0.8,0.848,0.3,0.47,STABLE / OPEN,-0.03,1.62,296,12,205,22,0,0,25.4,25.0,
19,0120,10/8/2015 1:54:21 AM ,3843,20.921,20.563,0.359,1.0,3407,0.039,0.364,0.326,0.9,0.887,0.5,0.47,UNSTABLE / OPEN,0.15,1.77,2461,875,1340,522,0,0,25.4,25.0,
20,0120,10/8/2015 2:27:21 AM ,2230,20.921,20.717,0.204,1.0,1867,0.039,0.216,0.177,0.9,0.837,0.3,0.47,STABLE / OPEN,-0.02,1.75,36,13,127,6,0,0,25.3,25.0,
21,0120,10/8/2015 2:59:21 AM ,4306,20.921,20.522,0.400,1.1,3696,0.039,0.392,0.353,0.9,0.858,0.6,0.47,STABLE / OPEN,0.14,1.88,726,210,913,129,0,0,25.5,25.0,
22,0120,10/8/2015 3:32:21 AM ,2465,20.921,20.694,0.228,1.1,2121,0.038,0.240,0.202,1.0,0.860,0.3,0.47,STABLE / OPEN,0.02,1.90,1347,395,642,238,0,0,25.1,25.0,
23,0120,10/8/2015 4:05:21 AM ,4583,20.921,20.492,0.429,1.2,4161,0.039,0.436,0.397,1.0,0.908,0.6,0.47,STABLE / OPEN,0.06,1.97,1048,305,840,159,0,0,25.5,25.0,
24,0120,10/8/2015 4:38:21 AM ,4084,20.921,20.541,0.380,1.2,3592,0.039,0.382,0.343,1.1,0.880,0.5,0.47,STABLE / OPEN,0.12,2.08,3291,1725,2055,1041,0,0,25.1,25.0,
25,0120,10/8/2015 5:11:21 AM ,2689,20.921,20.672,0.249,1.3,2328,0.040,0.261,0.222,1.1,0.866,0.4,0.47,STABLE / OPEN,-0.01,2.08,529,55,285,33,0,0,25.4,25.0,
26,0120,10/8/2015 5:44:21 AM ,4468,20.921,20.503,0.418,1.4,4024,0.040,0.424,0.385,1.2,0.901,0.6,0.47,UNSTABLE / OPEN,0.43,2.51,2256,808,1146,389,0,0,25.2,25.0,
27,0120,10/8/2015 6:17:21 AM ,4137,20.921,20.533,0.388,1.4,3780,0.040,0.401,0.361,1.2,0.914,0.6,0.47,STABLE / OPEN,0.18,2.68,2867,1608,1794,985,0,0,25.3,25.0,
28,0120,10/8/2015 6:50:21 AM ,2644,20.921,20.675,0.247,1.5,2358,0.040,0.265,0.225,1.3,0.892,0.4,0.47,STABLE / OPEN,0.04,2.72,1397,687,1241,382,0,0,25.1,25.0,
29,0120,10/8/2015 7:23:21 AM ,3233,20.921,20.627,0.294,1.5,2776,0.041,0.301,0.260,1.3,0.859,0.4,0.48,STABLE / OPEN,-0.07,2.65,584,160,1710,63,0,0,25.4,25.0,
30,0120,10/8/2015 7:56:21 AM ,2571,20.921,20.685,0.236,1.6,2276,0.041,0.255,0.215,1.4,0.885,0.3,0.48,STABLE / OPEN,0.04,2.69,40,12,198,3,0,0,25.6,25.0,
31,0120,10/8/2015 8:29:21 AM ,2434,20.921,20.697,0.224,1.6,2074,0.042,0.239,0.197,1.4,0.852,0.3,0.47,STABLE / OPEN,-0.07,2.62,154,10,99,5,0,0,25.5,25.0,
32,0120,10/8/2015 9:02:21 AM ,2496,20.921,20.693,0.228,1.6,2019,0.041,0.234,0.193,1.4,0.809,0.3,0.47,UNSTABLE / OPEN,0.00,2.62,115,7,251,0,0,0,25.2,25.0,
33,0120,10/8/2015 9:35:21 AM ,3868,20.921,20.561,0.360,1.7,3455,0.041,0.370,0.329,1.5,0.893,0.5,0.47,STABLE / OPEN,0.17,2.80,1379,580,776,346,0,0,25.2,25.0,
34,0120,10/8/2015 10:08:21 AM ,2874,20.921,20.656,0.266,1.7,2463,0.043,0.278,0.235,1.5,0.857,0.4,0.47,STABLE / OPEN,-0.05,2.75,2414,1388,1108,414,0,0,25.6,25.0,
35,0120,10/8/2015 10:41:21 AM ,2555,20.921,20.689,0.232,1.8,1992,0.043,0.233,0.190,1.5,0.780,0.3,0.47,STABLE / OPEN,0.05,2.80,162,11,201,6,0,0,25.1,25.0,
36,0120,10/8/2015 11:14:21 AM ,3030,20.921,20.645,0.277,1.8,2441,0.043,0.275,0.232,1.6,0.806,0.4,0.47,STABLE / OPEN,0.00,2.80,173,21,257,16,0,0,25.3,25.0,
37,0120,10/8/2015 11:46:21 AM ,2526,20.921,20.693,0.228,1.8,1989,0.042,0.230,0.188,1.6,0.787,0.3,0.48,STABLE / OPEN,0.03,2.84,70,12,108,6,0,0,25.6,25.0,
38,0120,10/8/2015 12:19:21 PM ,3198,20.921,20.627,0.294,1.9,2620,0.042,0.292,0.250,1.6,0.819,0.4,0.47,STABLE / OPEN,-0.05,2.79,715,50,240,16,0,0,25.4,25.0,
39,0120,10/8/2015 12:52:21 PM ,2444,20.921,20.702,0.220,1.9,1903,0.041,0.220,0.179,1.7,0.778,0.3,0.48,STABLE / OPEN,0.00,2.79,1089,328,351,114,0,0,25.4,25.0,
40,0120,10/8/2015 1:25:21 PM ,3674,20.921,20.584,0.337,2.0,3062,0.040,0.332,0.291,1.7,0.834,0.5,0.47,STABLE / OPEN,0.07,2.86,1599,611,1062,342,0,0,25.7,25.0,
41,0120,10/8/2015 1:58:21 PM ,2633,20.921,20.679,0.242,2.0,2226,0.040,0.251,0.211,1.7,0.845,0.3,0.47,STABLE / OPEN,0.10,2.95,80,15,189,16,0,0,25.1,25.0,
42,0120,10/8/2015 2:31:21 PM ,2676,20.921,20.679,0.242,2.1,2196,0.040,0.246,0.206,1.8,0.821,0.3,0.48,STABLE / OPEN,0.00,2.96,35,5,149,5,0,0,25.5,25.0,
43,0120,10/8/2015 3:04:21 PM ,2629,20.921,20.680,0.241,2.1,2176,0.039,0.246,0.207,1.8,0.828,0.3,0.47,UNSTABLE / OPEN,0.09,3.04,92,14,89,7,0,0,25.2,25.0,
44,0120,10/8/2015 3:37:21 PM ,3090,20.921,20.636,0.285,2.1,2774,0.038,0.300,0.262,1.8,0.898,0.4,0.48,STABLE / OPEN,0.00,3.04,1274,249,500,101,0,0,25.5,25.0,
45,0120,10/8/2015 4:10:21 PM ,2677,20.921,20.677,0.244,2.2,2223,0.039,0.249,0.210,1.9,0.831,0.3,0.48,STABLE / OPEN,0.03,3.08,115,7,138,1,0,0,25.1,25.0,
