Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:28 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0123
SUBJECT ID:4564
SUBJECT MASS:27.39 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,012301,10/7/2015,10/7/2015 3:59:06 PM ,10/7/2015 4:01:45 PM , 159 ,-0.03,-0.03,
 2 , 3 ,012301,10/7/2015,10/7/2015 4:59:40 PM ,10/7/2015 5:00:02 PM , 22 ,-0.05,-0.08,
 3 , 3 ,012301,10/7/2015,10/7/2015 5:02:39 PM ,10/7/2015 5:05:20 PM , 161 ,0.07,-0.02,
 4 , 3 ,012301,10/7/2015,10/7/2015 5:07:05 PM ,10/7/2015 5:08:15 PM , 70 ,-0.08,-0.09,
 5 , 3 ,012301,10/7/2015,10/7/2015 5:08:37 PM ,10/7/2015 5:12:38 PM , 241 ,0.04,-0.05,
 6 , 4 ,012301,10/7/2015,10/7/2015 5:18:08 PM ,10/7/2015 5:20:22 PM , 134 ,0.05,0.00,
 7 , 4 ,012301,10/7/2015,10/7/2015 5:32:59 PM ,10/7/2015 5:33:30 PM , 31 ,0.11,0.11,
 8 , 4 ,012301,10/7/2015,10/7/2015 5:34:05 PM ,10/7/2015 5:35:30 PM , 85 ,-0.10,0.00,
 9 , 4 ,012301,10/7/2015,10/7/2015 5:40:39 PM ,10/7/2015 5:43:02 PM , 143 ,-0.04,-0.04,
 10 , 4 ,012301,10/7/2015,10/7/2015 5:44:53 PM ,10/7/2015 5:45:37 PM , 44 ,-0.06,-0.10,
 11 , 4 ,012301,10/7/2015,10/7/2015 5:48:10 PM ,10/7/2015 5:50:32 PM , 142 ,0.08,-0.02,
 12 , 5 ,012301,10/7/2015,10/7/2015 6:03:08 PM ,10/7/2015 6:06:05 PM , 177 ,0.04,0.02,
 13 , 5 ,012301,10/7/2015,10/7/2015 6:11:17 PM ,10/7/2015 6:14:59 PM , 222 ,0.05,0.06,
 14 , 6 ,012301,10/7/2015,10/7/2015 6:34:02 PM ,10/7/2015 6:34:40 PM , 38 ,0.04,0.10,
 15 , 6 ,012301,10/7/2015,10/7/2015 6:37:13 PM ,10/7/2015 6:37:45 PM , 32 ,-0.03,0.07,
 16 , 6 ,012301,10/7/2015,10/7/2015 6:38:10 PM ,10/7/2015 6:38:24 PM , 14 ,-0.05,0.02,
 17 , 6 ,012301,10/7/2015,10/7/2015 6:40:59 PM ,10/7/2015 6:44:58 PM , 239 ,0.09,0.11,
 18 , 6 ,012301,10/7/2015,10/7/2015 6:45:26 PM ,10/7/2015 6:46:18 PM , 52 ,0.04,0.16,
 19 , 7 ,012301,10/7/2015,10/7/2015 6:57:51 PM ,10/7/2015 7:02:45 PM , 294 ,0.05,0.20,
 20 , 7 ,012301,10/7/2015,10/7/2015 7:04:38 PM ,10/7/2015 7:09:34 PM , 296 ,0.05,0.25,
 21 , 7 ,012301,10/7/2015,10/7/2015 7:17:40 PM ,10/7/2015 7:19:20 PM , 100 ,0.04,0.29,
 22 , 7 ,012301,10/7/2015,10/7/2015 7:24:31 PM ,10/7/2015 7:26:11 PM , 100 ,0.07,0.36,
 23 , 8 ,012301,10/7/2015,10/7/2015 7:29:34 PM ,10/7/2015 7:31:00 PM , 86 ,-0.03,0.33,
 24 , 8 ,012301,10/7/2015,10/7/2015 7:35:34 PM ,10/7/2015 7:41:42 PM , 368 ,0.09,0.42,
 25 , 8 ,012301,10/7/2015,10/7/2015 7:49:07 PM ,10/7/2015 7:52:03 PM , 176 ,0.04,0.46,
 26 , 8 ,012301,10/7/2015,10/7/2015 7:52:55 PM ,10/7/2015 7:57:36 PM , 281 ,-0.10,0.36,
 27 , 8 ,012301,10/7/2015,10/7/2015 7:58:58 PM ,10/7/2015 8:01:35 PM , 157 ,0.18,0.54,
 28 , 8 ,012301,10/7/2015,10/7/2015 8:02:05 PM ,10/7/2015 8:02:54 PM , 49 ,-0.05,0.49,
 29 , 9 ,012301,10/7/2015,10/7/2015 8:08:28 PM ,10/7/2015 8:13:54 PM , 326 ,0.13,0.62,
 30 , 9 ,012301,10/7/2015,10/7/2015 8:18:29 PM ,10/7/2015 8:22:38 PM , 249 ,0.16,0.77,
 31 , 9 ,012301,10/7/2015,10/7/2015 8:23:25 PM ,10/7/2015 8:24:38 PM , 73 ,-0.10,0.68,
 32 , 10 ,012301,10/7/2015,10/7/2015 8:31:17 PM ,10/7/2015 8:37:33 PM , 376 ,0.13,0.81,
 33 , 10 ,012301,10/7/2015,10/7/2015 8:38:01 PM ,10/7/2015 8:39:55 PM , 114 ,0.05,0.86,
 34 , 10 ,012301,10/7/2015,10/7/2015 8:58:17 PM ,10/7/2015 8:58:35 PM , 18 ,0.05,0.91,
 35 , 10 ,012301,10/7/2015,10/7/2015 8:59:28 PM ,10/7/2015 9:02:53 PM , 205 ,-0.04,0.87,
 36 , 11 ,012301,10/7/2015,10/7/2015 9:12:13 PM ,10/7/2015 9:14:29 PM , 136 ,0.10,0.96,
 37 , 12 ,012301,10/7/2015,10/7/2015 9:41:12 PM ,10/7/2015 9:42:19 PM , 67 ,-0.12,0.85,
 38 , 12 ,012301,10/7/2015,10/7/2015 9:52:50 PM ,10/7/2015 9:53:56 PM , 66 ,0.12,0.97,
 39 , 12 ,012301,10/7/2015,10/7/2015 9:54:09 PM ,10/7/2015 9:56:21 PM , 132 ,-0.10,0.87,
 40 , 12 ,012301,10/7/2015,10/7/2015 10:00:29 PM ,10/7/2015 10:01:42 PM , 73 ,0.05,0.92,
 41 , 12 ,012301,10/7/2015,10/7/2015 10:02:05 PM ,10/7/2015 10:05:55 PM , 230 ,0.04,0.96,
 42 , 12 ,012301,10/7/2015,10/7/2015 10:13:46 PM ,10/7/2015 10:13:53 PM , 7 ,-0.03,0.93,
 43 , 12 ,012301,10/7/2015,10/7/2015 10:14:11 PM ,10/7/2015 10:14:21 PM , 10 ,0.04,0.97,
 44 , 13 ,012301,10/7/2015,10/7/2015 10:19:22 PM ,10/7/2015 10:30:10 PM , 648 ,0.13,1.10,
 45 , 13 ,012301,10/7/2015,10/7/2015 10:34:28 PM ,10/7/2015 10:35:52 PM , 84 ,-0.04,1.06,
 46 , 13 ,012301,10/7/2015,10/7/2015 10:37:00 PM ,10/7/2015 10:37:13 PM , 13 ,0.08,1.14,
 47 , 14 ,012301,10/7/2015,10/7/2015 10:41:25 PM ,10/7/2015 10:52:36 PM , 671 ,0.19,1.33,
 48 , 14 ,012301,10/7/2015,10/7/2015 11:01:32 PM ,10/7/2015 11:03:25 PM , 113 ,0.09,1.42,
 49 , 14 ,012301,10/7/2015,10/7/2015 11:04:13 PM ,10/7/2015 11:06:49 PM , 156 ,0.04,1.46,
 50 , 14 ,012301,10/7/2015,10/7/2015 11:07:01 PM ,10/7/2015 11:07:19 PM , 18 ,0.04,1.50,
 51 , 14 ,012301,10/7/2015,10/7/2015 11:13:43 PM ,10/7/2015 11:15:52 PM , 129 ,-0.06,1.44,
 52 , 15 ,012301,10/7/2015,10/7/2015 11:22:43 PM ,10/7/2015 11:22:51 PM , 8 ,0.04,1.49,
 53 , 15 ,012301,10/7/2015,10/7/2015 11:25:32 PM ,10/7/2015 11:29:10 PM , 218 ,0.05,1.54,
 54 , 15 ,012301,10/7/2015,10/7/2015 11:29:33 PM ,10/7/2015 11:29:59 PM , 26 ,-0.07,1.47,
 55 , 15 ,012301,10/7/2015,10/7/2015 11:30:34 PM ,10/7/2015 11:30:45 PM , 11 ,0.14,1.60,
 56 , 15 ,012301,10/7/2015,10/7/2015 11:31:56 PM ,10/7/2015 11:34:27 PM , 151 ,-0.07,1.53,
 57 , 15 ,012301,10/7/2015,10/7/2015 11:35:33 PM ,10/7/2015 11:35:41 PM , 8 ,-0.03,1.50,
 58 , 15 ,012301,10/7/2015,10/7/2015 11:39:13 PM ,10/7/2015 11:46:29 PM , 436 ,0.15,1.65,
 59 , 16 ,012301,10/7/2015,10/7/2015 11:58:57 PM ,10/7/2015 11:59:16 PM , 19 ,-0.06,1.59,
 60 , 16 ,012301,10/8/2015,10/8/2015 12:00:33 AM ,10/8/2015 12:11:11 AM , 638 ,0.14,1.73,
 61 , 16 ,012301,10/8/2015,10/8/2015 12:11:29 AM ,10/8/2015 12:11:54 AM , 25 ,0.10,1.83,
 62 , 16 ,012301,10/8/2015,10/8/2015 12:12:10 AM ,10/8/2015 12:12:48 AM , 38 ,-0.06,1.77,
 63 , 16 ,012301,10/8/2015,10/8/2015 12:18:42 AM ,10/8/2015 12:20:05 AM , 83 ,-0.07,1.70,
 64 , 16 ,012301,10/8/2015,10/8/2015 12:20:59 AM ,10/8/2015 12:26:05 AM , 306 ,0.19,1.89,
 65 , 17 ,012301,10/8/2015,10/8/2015 12:33:02 AM ,10/8/2015 12:35:30 AM , 148 ,-0.05,1.85,
 66 , 17 ,012301,10/8/2015,10/8/2015 12:47:48 AM ,10/8/2015 12:47:56 AM , 8 ,0.06,1.90,
 67 , 18 ,012301,10/8/2015,10/8/2015 1:00:40 AM ,10/8/2015 1:01:33 AM , 53 ,-0.07,1.83,
 68 , 18 ,012301,10/8/2015,10/8/2015 1:14:19 AM ,10/8/2015 1:14:50 AM , 31 ,0.06,1.89,
 69 , 19 ,012301,10/8/2015,10/8/2015 1:40:41 AM ,10/8/2015 1:41:22 AM , 41 ,-0.11,1.78,
 70 , 19 ,012301,10/8/2015,10/8/2015 1:54:41 AM ,10/8/2015 1:55:19 AM , 38 ,0.08,1.86,
 71 , 20 ,012301,10/8/2015,10/8/2015 2:12:28 AM ,10/8/2015 2:13:04 AM , 36 ,0.04,1.90,
 72 , 20 ,012301,10/8/2015,10/8/2015 2:35:29 AM ,10/8/2015 2:36:58 AM , 89 ,-0.07,1.83,
 73 , 21 ,012301,10/8/2015,10/8/2015 2:45:19 AM ,10/8/2015 2:47:11 AM , 112 ,0.03,1.86,
 74 , 21 ,012301,10/8/2015,10/8/2015 2:57:21 AM ,10/8/2015 2:58:17 AM , 56 ,0.06,1.92,
 75 , 22 ,012301,10/8/2015,10/8/2015 3:02:23 AM ,10/8/2015 3:13:11 AM , 648 ,0.23,2.15,
 76 , 22 ,012301,10/8/2015,10/8/2015 3:15:25 AM ,10/8/2015 3:18:10 AM , 165 ,0.08,2.23,
 77 , 22 ,012301,10/8/2015,10/8/2015 3:18:22 AM ,10/8/2015 3:19:11 AM , 49 ,-0.08,2.15,
 78 , 22 ,012301,10/8/2015,10/8/2015 3:28:30 AM ,10/8/2015 3:28:41 AM , 11 ,0.04,2.20,
 79 , 23 ,012301,10/8/2015,10/8/2015 3:48:57 AM ,10/8/2015 3:51:08 AM , 131 ,0.08,2.28,
 80 , 23 ,012301,10/8/2015,10/8/2015 3:56:16 AM ,10/8/2015 3:57:11 AM , 55 ,0.05,2.33,
 81 , 23 ,012301,10/8/2015,10/8/2015 4:08:08 AM ,10/8/2015 4:09:39 AM , 91 ,-0.04,2.29,
 82 , 23 ,012301,10/8/2015,10/8/2015 4:10:55 AM ,10/8/2015 4:16:38 AM , 343 ,0.10,2.38,
 83 , 24 ,012301,10/8/2015,10/8/2015 4:22:11 AM ,10/8/2015 4:23:07 AM , 56 ,0.10,2.48,
 84 , 24 ,012301,10/8/2015,10/8/2015 4:35:44 AM ,10/8/2015 4:36:49 AM , 65 ,-0.08,2.40,
 85 , 24 ,012301,10/8/2015,10/8/2015 4:42:16 AM ,10/8/2015 4:44:44 AM , 148 ,0.05,2.45,
 86 , 25 ,012301,10/8/2015,10/8/2015 4:45:09 AM ,10/8/2015 4:52:45 AM , 456 ,0.24,2.68,
 87 , 27 ,012301,10/8/2015,10/8/2015 5:53:59 AM ,10/8/2015 5:58:50 AM , 291 ,0.14,2.82,
 88 , 27 ,012301,10/8/2015,10/8/2015 5:59:39 AM ,10/8/2015 6:00:48 AM , 69 ,0.03,2.85,
