Oxymax Activity CSV File

CSV FILE CREATION:10/12/2015 10:23:15 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.ADTA

GROUP/CAGE:0102
SUBJECT ID:4371
SUBJECT MASS:17.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,WHEEL,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0102,10/7/2015 3:41:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:42:21 PM , 1 , 1 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:43:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:44:21 PM , 2 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:45:21 PM , 9 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:46:21 PM , 1 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:47:21 PM , 2 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:48:21 PM , 11 , 3 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:49:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:50:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:51:21 PM , 1 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:52:21 PM , 10 , 2 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:53:21 PM , 1 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:54:21 PM , 5 , 1 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:55:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:56:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:57:21 PM , 14 , 7 , 4 , 1 , 0 ,
 1 ,0102,10/7/2015 3:58:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 3:59:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:00:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:01:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:02:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:03:21 PM , 0 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:04:21 PM , 31 , 6 , 3 , 0 , 0 ,
 1 ,0102,10/7/2015 4:05:21 PM , 110 , 9 , 1 , 0 , 0 ,
 1 ,0102,10/7/2015 4:06:21 PM , 102 , 2 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:07:21 PM , 73 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:08:21 PM , 70 , 0 , 1 , 0 , 0 ,
 1 ,0102,10/7/2015 4:09:21 PM , 10 , 0 , 1 , 0 , 0 ,
 1 ,0102,10/7/2015 4:10:21 PM , 80 , 10 , 1 , 0 , 0 ,
 1 ,0102,10/7/2015 4:11:21 PM , 104 , 0 , 0 , 0 , 0 ,
 1 ,0102,10/7/2015 4:12:21 PM , 159 , 0 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:13:21 PM , 112 , 28 , 8 , 0 , 0 ,
 2 ,0102,10/7/2015 4:14:21 PM , 133 , 9 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:15:21 PM , 109 , 9 , 2 , 0 , 0 ,
 2 ,0102,10/7/2015 4:16:21 PM , 98 , 22 , 4 , 0 , 0 ,
 2 ,0102,10/7/2015 4:17:21 PM , 94 , 12 , 19 , 7 , 0 ,
 2 ,0102,10/7/2015 4:18:21 PM , 74 , 36 , 57 , 27 , 0 ,
 2 ,0102,10/7/2015 4:19:21 PM , 209 , 152 , 77 , 44 , 0 ,
 2 ,0102,10/7/2015 4:20:21 PM , 88 , 37 , 63 , 34 , 0 ,
 2 ,0102,10/7/2015 4:21:21 PM , 141 , 97 , 57 , 28 , 0 ,
 2 ,0102,10/7/2015 4:22:21 PM , 116 , 41 , 47 , 25 , 0 ,
 2 ,0102,10/7/2015 4:23:21 PM , 90 , 31 , 59 , 22 , 0 ,
 2 ,0102,10/7/2015 4:24:21 PM , 120 , 58 , 38 , 21 , 0 ,
 2 ,0102,10/7/2015 4:25:21 PM , 126 , 78 , 69 , 34 , 0 ,
 2 ,0102,10/7/2015 4:26:21 PM , 81 , 36 , 49 , 26 , 0 ,
 2 ,0102,10/7/2015 4:27:21 PM , 150 , 92 , 87 , 51 , 0 ,
 2 ,0102,10/7/2015 4:28:21 PM , 98 , 53 , 73 , 43 , 0 ,
 2 ,0102,10/7/2015 4:29:21 PM , 77 , 23 , 29 , 8 , 0 ,
 2 ,0102,10/7/2015 4:30:21 PM , 35 , 5 , 5 , 2 , 0 ,
 2 ,0102,10/7/2015 4:31:21 PM , 74 , 18 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:32:21 PM , 111 , 30 , 3 , 2 , 0 ,
 2 ,0102,10/7/2015 4:33:21 PM , 137 , 10 , 2 , 2 , 0 ,
 2 ,0102,10/7/2015 4:34:21 PM , 5 , 0 , 7 , 2 , 0 ,
 2 ,0102,10/7/2015 4:35:21 PM , 104 , 33 , 37 , 20 , 0 ,
 2 ,0102,10/7/2015 4:36:21 PM , 64 , 13 , 2 , 1 , 0 ,
 2 ,0102,10/7/2015 4:37:21 PM , 86 , 27 , 2 , 0 , 0 ,
 2 ,0102,10/7/2015 4:38:21 PM , 141 , 54 , 38 , 21 , 0 ,
 2 ,0102,10/7/2015 4:39:21 PM , 75 , 1 , 1 , 0 , 0 ,
 2 ,0102,10/7/2015 4:40:21 PM , 122 , 0 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:41:21 PM , 84 , 0 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:42:21 PM , 15 , 0 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:43:21 PM , 0 , 0 , 0 , 0 , 0 ,
 2 ,0102,10/7/2015 4:44:21 PM , 3 , 0 , 1 , 0 , 0 ,
 2 ,0102,10/7/2015 4:45:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:46:21 PM , 13 , 2 , 2 , 0 , 0 ,
 3 ,0102,10/7/2015 4:47:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:48:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:49:21 PM , 2 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:50:21 PM , 14 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:51:21 PM , 1 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:52:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:53:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:54:21 PM , 14 , 0 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 4:55:21 PM , 0 , 0 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 4:56:21 PM , 1 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:57:21 PM , 1 , 0 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 4:58:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 4:59:21 PM , 14 , 4 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 5:00:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:01:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:02:21 PM , 5 , 0 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 5:03:21 PM , 11 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:04:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:05:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:06:21 PM , 48 , 1 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:07:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:08:21 PM , 3 , 1 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:09:21 PM , 24 , 9 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:10:21 PM , 0 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:11:21 PM , 38 , 2 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:12:21 PM , 22 , 0 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:13:21 PM , 35 , 2 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:14:21 PM , 71 , 15 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 5:15:21 PM , 19 , 1 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:16:21 PM , 16 , 2 , 0 , 0 , 0 ,
 3 ,0102,10/7/2015 5:17:21 PM , 0 , 0 , 1 , 0 , 0 ,
 3 ,0102,10/7/2015 5:18:21 PM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:19:21 PM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:20:21 PM , 0 , 0 , 2 , 0 , 0 ,
 4 ,0102,10/7/2015 5:21:21 PM , 0 , 0 , 1 , 0 , 0 ,
 4 ,0102,10/7/2015 5:22:21 PM , 0 , 0 , 4 , 1 , 0 ,
 4 ,0102,10/7/2015 5:23:21 PM , 22 , 6 , 14 , 6 , 0 ,
 4 ,0102,10/7/2015 5:24:21 PM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:25:21 PM , 4 , 0 , 1 , 0 , 0 ,
 4 ,0102,10/7/2015 5:26:21 PM , 4 , 3 , 18 , 2 , 0 ,
 4 ,0102,10/7/2015 5:27:21 PM , 162 , 93 , 136 , 84 , 0 ,
 4 ,0102,10/7/2015 5:28:21 PM , 111 , 70 , 56 , 33 , 0 ,
 4 ,0102,10/7/2015 5:29:21 PM , 136 , 88 , 79 , 49 , 0 ,
 4 ,0102,10/7/2015 5:30:21 PM , 20 , 6 , 25 , 2 , 0 ,
 4 ,0102,10/7/2015 5:31:21 PM , 46 , 2 , 14 , 0 , 0 ,
 4 ,0102,10/7/2015 5:32:21 PM , 97 , 9 , 3 , 0 , 0 ,
 4 ,0102,10/7/2015 5:33:21 PM , 83 , 5 , 6 , 0 , 0 ,
 4 ,0102,10/7/2015 5:34:21 PM , 181 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:35:21 PM , 178 , 72 , 122 , 51 , 0 ,
 4 ,0102,10/7/2015 5:36:21 PM , 98 , 42 , 44 , 25 , 0 ,
 4 ,0102,10/7/2015 5:37:21 PM , 16 , 3 , 15 , 3 , 0 ,
 4 ,0102,10/7/2015 5:38:21 PM , 15 , 0 , 1 , 0 , 0 ,
 4 ,0102,10/7/2015 5:39:21 PM , 0 , 0 , 1 , 0 , 0 ,
 4 ,0102,10/7/2015 5:40:21 PM , 0 , 0 , 1 , 0 , 0 ,
 4 ,0102,10/7/2015 5:41:21 PM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:42:21 PM , 1 , 0 , 4 , 0 , 0 ,
 4 ,0102,10/7/2015 5:43:21 PM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:44:21 PM , 6 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:45:21 PM , 7 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:46:21 PM , 1 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:47:21 PM , 32 , 7 , 1 , 1 , 0 ,
 4 ,0102,10/7/2015 5:48:21 PM , 4 , 0 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:49:21 PM , 4 , 1 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:50:21 PM , 10 , 1 , 0 , 0 , 0 ,
 4 ,0102,10/7/2015 5:51:21 PM , 1 , 0 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 5:52:21 PM , 2 , 0 , 1 , 1 , 0 ,
 5 ,0102,10/7/2015 5:53:21 PM , 1 , 0 , 3 , 0 , 0 ,
 5 ,0102,10/7/2015 5:54:21 PM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 5:55:21 PM , 0 , 0 , 2 , 0 , 0 ,
 5 ,0102,10/7/2015 5:56:21 PM , 4 , 3 , 1 , 0 , 0 ,
 5 ,0102,10/7/2015 5:57:21 PM , 5 , 4 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 5:58:21 PM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 5:59:21 PM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 6:00:21 PM , 9 , 5 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 6:01:21 PM , 7 , 2 , 1 , 0 , 0 ,
 5 ,0102,10/7/2015 6:02:21 PM , 5 , 3 , 1 , 0 , 0 ,
 5 ,0102,10/7/2015 6:03:21 PM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,10/7/2015 6:04:21 PM , 0 , 0 , 1 , 0 , 0 ,
 5 ,0102,10/7/2015 6:05:21 PM , 57 , 23 , 3 , 1 , 0 ,
 5 ,0102,10/7/2015 6:06:21 PM , 26 , 17 , 5 , 2 , 0 ,
 5 ,0102,10/7/2015 6:07:21 PM , 47 , 2 , 2 , 0 , 0 ,
 5 ,0102,10/7/2015 6:08:21 PM , 62 , 8 , 1 , 1 , 0 ,
 5 ,0102,10/7/2015 6:09:21 PM , 65 , 10 , 4 , 1 , 0 ,
 5 ,0102,10/7/2015 6:10:21 PM , 79 , 0 , 3 , 2 , 0 ,
 5 ,0102,10/7/2015 6:11:21 PM , 150 , 28 , 22 , 8 , 0 ,
 5 ,0102,10/7/2015 6:12:21 PM , 139 , 88 , 102 , 58 , 0 ,
 5 ,0102,10/7/2015 6:13:21 PM , 181 , 116 , 147 , 95 , 0 ,
 5 ,0102,10/7/2015 6:14:21 PM , 107 , 62 , 103 , 62 , 0 ,
 5 ,0102,10/7/2015 6:15:21 PM , 179 , 122 , 106 , 63 , 0 ,
 5 ,0102,10/7/2015 6:16:21 PM , 128 , 72 , 98 , 49 , 0 ,
 5 ,0102,10/7/2015 6:17:21 PM , 94 , 47 , 46 , 14 , 0 ,
 5 ,0102,10/7/2015 6:18:21 PM , 130 , 25 , 91 , 20 , 0 ,
 5 ,0102,10/7/2015 6:19:21 PM , 98 , 64 , 63 , 44 , 0 ,
 5 ,0102,10/7/2015 6:20:21 PM , 77 , 37 , 70 , 33 , 0 ,
 5 ,0102,10/7/2015 6:21:21 PM , 147 , 111 , 94 , 52 , 0 ,
 5 ,0102,10/7/2015 6:22:21 PM , 18 , 2 , 26 , 4 , 0 ,
 5 ,0102,10/7/2015 6:23:21 PM , 100 , 51 , 54 , 27 , 0 ,
 5 ,0102,10/7/2015 6:24:21 PM , 90 , 53 , 63 , 32 , 0 ,
 6 ,0102,10/7/2015 6:25:21 PM , 153 , 71 , 57 , 30 , 0 ,
 6 ,0102,10/7/2015 6:26:21 PM , 101 , 45 , 57 , 30 , 0 ,
 6 ,0102,10/7/2015 6:27:21 PM , 109 , 29 , 80 , 6 , 0 ,
 6 ,0102,10/7/2015 6:28:21 PM , 77 , 39 , 66 , 31 , 0 ,
 6 ,0102,10/7/2015 6:29:21 PM , 109 , 52 , 85 , 52 , 0 ,
 6 ,0102,10/7/2015 6:30:21 PM , 123 , 71 , 63 , 43 , 0 ,
 6 ,0102,10/7/2015 6:31:21 PM , 89 , 52 , 39 , 20 , 0 ,
 6 ,0102,10/7/2015 6:32:21 PM , 59 , 35 , 39 , 26 , 0 ,
 6 ,0102,10/7/2015 6:33:21 PM , 69 , 24 , 40 , 12 , 0 ,
 6 ,0102,10/7/2015 6:34:21 PM , 95 , 44 , 46 , 17 , 0 ,
 6 ,0102,10/7/2015 6:35:21 PM , 110 , 62 , 103 , 61 , 0 ,
 6 ,0102,10/7/2015 6:36:21 PM , 16 , 5 , 51 , 1 , 0 ,
 6 ,0102,10/7/2015 6:37:21 PM , 146 , 26 , 18 , 2 , 0 ,
 6 ,0102,10/7/2015 6:38:21 PM , 58 , 11 , 19 , 3 , 0 ,
 6 ,0102,10/7/2015 6:39:21 PM , 73 , 15 , 34 , 1 , 0 ,
 6 ,0102,10/7/2015 6:40:21 PM , 148 , 96 , 73 , 46 , 0 ,
 6 ,0102,10/7/2015 6:41:21 PM , 63 , 34 , 51 , 38 , 0 ,
 6 ,0102,10/7/2015 6:42:21 PM , 55 , 25 , 44 , 12 , 0 ,
 6 ,0102,10/7/2015 6:43:21 PM , 50 , 7 , 10 , 1 , 0 ,
 6 ,0102,10/7/2015 6:44:21 PM , 39 , 26 , 34 , 13 , 0 ,
 6 ,0102,10/7/2015 6:45:21 PM , 47 , 29 , 70 , 47 , 0 ,
 6 ,0102,10/7/2015 6:46:21 PM , 77 , 58 , 80 , 40 , 0 ,
 6 ,0102,10/7/2015 6:47:21 PM , 84 , 57 , 66 , 38 , 0 ,
 6 ,0102,10/7/2015 6:48:21 PM , 81 , 51 , 77 , 47 , 0 ,
 6 ,0102,10/7/2015 6:49:21 PM , 130 , 84 , 104 , 69 , 0 ,
 6 ,0102,10/7/2015 6:50:21 PM , 89 , 63 , 92 , 69 , 0 ,
 6 ,0102,10/7/2015 6:51:21 PM , 64 , 40 , 80 , 22 , 0 ,
 6 ,0102,10/7/2015 6:52:21 PM , 71 , 8 , 67 , 5 , 0 ,
 6 ,0102,10/7/2015 6:53:21 PM , 95 , 33 , 50 , 4 , 0 ,
 6 ,0102,10/7/2015 6:54:21 PM , 76 , 14 , 41 , 4 , 0 ,
 6 ,0102,10/7/2015 6:55:21 PM , 87 , 37 , 60 , 36 , 0 ,
 6 ,0102,10/7/2015 6:56:21 PM , 26 , 3 , 27 , 10 , 0 ,
 6 ,0102,10/7/2015 6:57:21 PM , 95 , 51 , 57 , 34 , 0 ,
 7 ,0102,10/7/2015 6:58:21 PM , 44 , 19 , 64 , 24 , 0 ,
 7 ,0102,10/7/2015 6:59:21 PM , 76 , 38 , 51 , 17 , 0 ,
 7 ,0102,10/7/2015 7:00:21 PM , 94 , 40 , 64 , 29 , 0 ,
 7 ,0102,10/7/2015 7:01:21 PM , 72 , 19 , 163 , 3 , 0 ,
 7 ,0102,10/7/2015 7:02:21 PM , 82 , 38 , 65 , 29 , 0 ,
 7 ,0102,10/7/2015 7:03:21 PM , 230 , 40 , 9 , 1 , 0 ,
 7 ,0102,10/7/2015 7:04:21 PM , 42 , 10 , 12 , 4 , 0 ,
 7 ,0102,10/7/2015 7:05:21 PM , 76 , 48 , 48 , 27 , 0 ,
 7 ,0102,10/7/2015 7:06:21 PM , 22 , 11 , 45 , 7 , 0 ,
 7 ,0102,10/7/2015 7:07:21 PM , 91 , 41 , 76 , 35 , 0 ,
 7 ,0102,10/7/2015 7:08:21 PM , 125 , 79 , 127 , 70 , 0 ,
 7 ,0102,10/7/2015 7:09:21 PM , 62 , 45 , 57 , 28 , 0 ,
 7 ,0102,10/7/2015 7:10:21 PM , 92 , 56 , 75 , 34 , 0 ,
 7 ,0102,10/7/2015 7:11:21 PM , 102 , 68 , 90 , 60 , 0 ,
 7 ,0102,10/7/2015 7:12:21 PM , 282 , 203 , 205 , 135 , 0 ,
 7 ,0102,10/7/2015 7:13:21 PM , 137 , 85 , 68 , 35 , 0 ,
 7 ,0102,10/7/2015 7:14:21 PM , 88 , 49 , 69 , 39 , 0 ,
 7 ,0102,10/7/2015 7:15:21 PM , 92 , 60 , 56 , 34 , 0 ,
 7 ,0102,10/7/2015 7:16:21 PM , 54 , 15 , 16 , 4 , 0 ,
 7 ,0102,10/7/2015 7:17:21 PM , 63 , 11 , 30 , 2 , 0 ,
 7 ,0102,10/7/2015 7:18:21 PM , 148 , 22 , 30 , 2 , 0 ,
 7 ,0102,10/7/2015 7:19:21 PM , 78 , 23 , 68 , 28 , 0 ,
 7 ,0102,10/7/2015 7:20:21 PM , 69 , 26 , 30 , 18 , 0 ,
 7 ,0102,10/7/2015 7:21:21 PM , 82 , 45 , 38 , 24 , 0 ,
 7 ,0102,10/7/2015 7:22:21 PM , 70 , 32 , 60 , 31 , 0 ,
 7 ,0102,10/7/2015 7:23:21 PM , 36 , 22 , 37 , 16 , 0 ,
 7 ,0102,10/7/2015 7:24:21 PM , 52 , 27 , 40 , 13 , 0 ,
 7 ,0102,10/7/2015 7:25:21 PM , 86 , 42 , 60 , 26 , 0 ,
 7 ,0102,10/7/2015 7:26:21 PM , 98 , 35 , 68 , 31 , 0 ,
 7 ,0102,10/7/2015 7:27:21 PM , 114 , 66 , 72 , 41 , 0 ,
