Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:20 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0111
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4382
Subject Mass (G), 24.3 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
45,0111,10/8/2015 4:00:21 PM ,3617,20.921,20.603,0.318,1.8,2992,0.039,0.312,0.273,1.6,0.827,0.4,0.44,UNSTABLE / OPEN,0.07,2.68,1697,732,1076,336,0,0,25.3,25.0,
46,0111,10/8/2015 4:33:21 PM ,2211,20.921,20.726,0.196,1.9,1933,0.040,0.216,0.176,1.6,0.874,0.3,0.45,UNSTABLE / OPEN,0.07,2.76,1005,440,842,316,0,0,25.3,25.0,
47,0111,10/8/2015 5:06:21 PM ,2274,20.921,20.721,0.200,1.9,1893,0.042,0.215,0.173,1.6,0.832,0.3,0.44,UNSTABLE / OPEN,0.01,2.76,44,13,62,22,0,0,24.9,25.0,
48,EVENT,10/8/2015 5:39:21 PM ,2188,20.921,20.729,0.192,1.9,1770,0.043,0.205,0.162,1.6,0.809,0.3,0.44,UNSTABLE / OPEN,0.02,2.78,251,39,146,22,0,0,25.1,25.0,
49,EVENT,10/8/2015 6:12:21 PM ,4066,20.921,20.564,0.358,2.0,3475,0.043,0.358,0.315,1.7,0.855,0.5,0.45,UNSTABLE / OPEN,0.04,2.82,3271,1520,1882,848,0,0,25.2,25.0,
50,0111,10/8/2015 6:45:21 PM ,3802,20.921,20.585,0.336,2.0,3371,0.043,0.348,0.306,1.7,0.887,0.5,0.45,UNSTABLE / OPEN,0.00,2.82,3794,1988,2967,1432,0,0,25.0,25.0,
51,0111,10/8/2015 7:18:21 PM ,4979,20.921,20.484,0.437,2.1,4201,0.041,0.422,0.381,1.8,0.844,0.6,0.45,UNSTABLE / OPEN,0.00,2.82,3609,2230,3099,1660,0,0,25.4,25.0,
52,0111,10/8/2015 7:51:21 PM ,4359,20.921,20.534,0.387,2.1,3752,0.040,0.384,0.343,1.8,0.861,0.5,0.44,UNSTABLE / OPEN,0.58,3.40,5688,3828,4040,2538,0,0,24.9,25.0,
53,0111,10/8/2015 8:24:21 PM ,4484,20.921,20.522,0.399,2.2,3942,0.041,0.400,0.360,1.9,0.879,0.5,0.44,UNSTABLE / OPEN,-0.03,3.37,4708,3021,3013,1870,0,0,25.6,25.0,
54,0111,10/8/2015 8:57:21 PM ,4637,20.921,20.514,0.408,2.2,3916,0.041,0.397,0.356,1.9,0.844,0.5,0.45,UNSTABLE / OPEN,0.00,3.37,5467,3616,4192,2505,0,0,25.1,25.0,
55,0111,10/8/2015 9:30:21 PM ,4837,20.921,20.498,0.423,2.3,3939,0.042,0.401,0.359,2.0,0.814,0.6,0.44,UNSTABLE / OPEN,0.55,3.91,4773,3096,3407,2044,0,0,25.6,25.0,
56,0111,10/8/2015 10:03:21 PM ,5290,20.921,20.461,0.460,2.4,4116,0.043,0.418,0.376,2.0,0.778,0.6,0.44,UNSTABLE / OPEN,0.00,3.91,5366,3529,4386,2510,0,0,25.1,25.0,
57,0111,10/8/2015 10:36:21 PM ,4582,20.921,20.521,0.400,2.4,3619,0.043,0.374,0.331,2.1,0.790,0.5,0.44,UNSTABLE / OPEN,0.25,4.16,3681,2306,3443,1929,0,0,25.6,25.0,
58,0111,10/8/2015 11:09:21 PM ,5160,20.921,20.468,0.454,2.5,4305,0.044,0.436,0.392,2.1,0.834,0.6,0.44,UNSTABLE / OPEN,0.30,4.47,4581,3046,3396,2052,0,0,25.0,25.0,
59,0111,10/8/2015 11:42:21 PM ,4292,20.921,20.541,0.380,2.6,3703,0.044,0.382,0.338,2.2,0.863,0.5,0.44,UNSTABLE / OPEN,0.00,4.47,4638,2940,3514,2100,0,0,25.6,25.0,
60,0111,10/9/2015 12:14:21 AM ,3972,20.921,20.571,0.350,2.6,3272,0.044,0.344,0.300,2.2,0.824,0.5,0.44,UNSTABLE / OPEN,0.00,4.47,3299,1838,2283,980,0,0,24.9,25.0,
61,0111,10/9/2015 12:47:21 AM ,2309,20.921,20.717,0.205,2.7,1981,0.045,0.226,0.181,2.3,0.858,0.3,0.44,UNSTABLE / OPEN,0.00,4.47,438,66,335,70,0,0,25.4,25.0,
62,0111,10/9/2015 1:20:21 AM ,1835,20.921,20.756,0.165,2.7,1737,0.044,0.203,0.158,2.3,0.946,0.2,0.44,UNSTABLE / OPEN,0.00,4.47,3,0,38,0,0,0,24.9,25.0,
63,0111,10/9/2015 1:53:21 AM ,2225,20.921,20.720,0.201,2.7,2127,0.043,0.237,0.194,2.3,0.956,0.3,0.44,UNSTABLE / OPEN,0.00,4.47,61,3,176,5,0,0,25.3,25.0,
64,0111,10/9/2015 2:26:21 AM ,4205,20.921,20.546,0.375,2.8,3827,0.043,0.390,0.348,2.4,0.910,0.5,0.45,UNSTABLE / OPEN,0.00,4.47,3893,2306,2829,1538,0,0,25.2,25.0,
65,0111,10/9/2015 2:59:21 AM ,3301,20.921,20.626,0.296,2.8,3038,0.041,0.318,0.277,2.4,0.920,0.4,0.44,UNSTABLE / OPEN,0.00,4.47,3250,1912,1911,1055,0,0,25.3,25.0,
66,0111,10/9/2015 3:32:21 AM ,2336,20.921,20.713,0.208,2.9,2039,0.040,0.227,0.187,2.4,0.873,0.3,0.44,UNSTABLE / OPEN,0.62,5.08,692,150,166,54,0,0,24.9,25.0,
67,0111,10/9/2015 4:05:21 AM ,2185,20.921,20.730,0.191,2.9,1820,0.040,0.205,0.165,2.5,0.833,0.3,0.45,UNSTABLE / OPEN,0.00,5.08,128,27,19,2,0,0,25.5,25.0,
68,0111,10/9/2015 4:38:21 AM ,4102,20.921,20.559,0.363,2.9,3494,0.040,0.359,0.319,2.5,0.852,0.5,0.44,UNSTABLE / OPEN,0.00,5.08,2756,1350,1724,882,0,0,24.8,25.0,
69,0111,10/9/2015 5:11:21 AM ,3652,20.921,20.595,0.326,3.0,3196,0.039,0.333,0.293,2.5,0.875,0.4,0.44,UNSTABLE / OPEN,0.00,5.08,3278,1811,2393,1324,0,0,25.5,25.0,
70,0111,10/9/2015 5:44:21 AM ,1949,20.921,20.749,0.172,3.0,1670,0.039,0.192,0.152,2.6,0.857,0.2,0.44,UNSTABLE / OPEN,0.29,5.38,46,11,27,4,0,0,24.9,25.0,
71,0111,10/9/2015 6:17:21 AM ,3490,20.921,20.610,0.311,3.1,3086,0.039,0.321,0.282,2.6,0.884,0.4,0.44,UNSTABLE / OPEN,0.00,5.38,788,327,508,235,0,0,25.3,25.0,
72,0111,10/9/2015 6:50:21 AM ,3895,20.921,20.578,0.343,3.1,3216,0.040,0.334,0.294,2.6,0.826,0.5,0.44,UNSTABLE / OPEN,0.16,5.54,4072,2521,3011,1630,0,0,25.6,25.0,
73,0111,10/9/2015 7:23:21 AM ,3184,20.921,20.640,0.281,3.1,2614,0.040,0.280,0.240,2.7,0.821,0.4,0.44,UNSTABLE / OPEN,0.00,5.54,813,147,328,105,0,0,25.7,25.0,
74,0111,10/9/2015 7:56:21 AM ,2362,20.921,20.717,0.204,3.2,1716,0.041,0.198,0.157,2.7,0.726,0.3,0.44,UNSTABLE / OPEN,0.04,5.58,56,2,12,1,0,0,25.4,25.0,
75,0111,10/9/2015 8:29:21 AM ,2438,20.921,20.711,0.210,3.2,1782,0.041,0.203,0.163,2.7,0.731,0.3,0.44,UNSTABLE / OPEN,-0.11,5.47,68,0,1,1,0,0,25.1,25.0,
76,0111,10/9/2015 9:01:21 AM ,3740,20.921,20.592,0.329,3.3,3043,0.042,0.321,0.279,2.8,0.814,0.4,0.44,UNSTABLE / OPEN,-0.02,5.46,1421,802,826,464,0,0,25.4,25.0,
77,0111,10/9/2015 9:34:21 AM ,2602,20.921,20.694,0.227,3.3,2073,0.042,0.231,0.189,2.8,0.797,0.3,0.44,UNSTABLE / OPEN,0.16,5.62,1671,815,886,431,0,0,25.2,25.0,
78,0111,10/9/2015 10:07:21 AM ,2475,20.921,20.704,0.217,3.3,2018,0.041,0.225,0.184,2.8,0.815,0.3,0.44,UNSTABLE / OPEN,0.09,5.71,1616,774,1032,504,0,0,25.1,25.0,
79,0111,10/9/2015 10:40:21 AM ,3451,20.921,20.617,0.304,3.4,2900,0.041,0.305,0.264,2.9,0.840,0.4,0.44,UNSTABLE / OPEN,0.01,5.72,793,322,529,175,0,0,25.0,25.0,
80,0111,10/9/2015 11:13:21 AM ,2456,20.921,20.705,0.216,3.4,2066,0.041,0.230,0.188,2.9,0.841,0.3,0.44,UNSTABLE / OPEN,0.13,5.85,1684,814,835,402,0,0,24.9,25.0,
81,0111,10/9/2015 11:46:21 AM ,2314,20.921,20.721,0.201,3.4,1807,0.041,0.205,0.164,2.9,0.781,0.3,0.45,UNSTABLE / OPEN,-0.04,5.81,27,1,2,0,0,0,25.2,25.0,
82,0111,10/9/2015 12:19:21 PM ,2268,20.921,20.724,0.197,3.5,1781,0.040,0.202,0.162,2.9,0.785,0.3,0.44,UNSTABLE / OPEN,0.03,5.84,66,7,0,0,0,0,25.6,25.0,
83,0111,10/9/2015 12:52:21 PM ,2323,20.921,20.720,0.201,3.5,1809,0.039,0.204,0.164,3.0,0.779,0.3,0.45,UNSTABLE / OPEN,-0.02,5.81,35,1,0,0,0,0,25.5,25.0,
84,0111,10/9/2015 1:25:21 PM ,3465,20.921,20.618,0.303,3.5,2794,0.039,0.294,0.255,3.0,0.806,0.4,0.44,STABLE / OPEN,0.00,5.81,356,36,1,0,0,0,25.0,25.0,
85,0111,10/9/2015 1:58:21 PM ,3486,20.921,20.615,0.306,3.6,2918,0.040,0.305,0.265,3.0,0.837,0.4,0.45,UNSTABLE / OPEN,0.24,6.05,3948,2216,2652,1442,0,0,24.9,25.0,
86,0111,10/9/2015 2:31:21 PM ,2055,20.921,20.740,0.181,3.6,1700,0.039,0.194,0.155,3.1,0.828,0.2,0.44,UNSTABLE / OPEN,-0.17,5.88,307,77,206,74,0,0,25.5,25.0,
87,0111,10/9/2015 3:04:21 PM ,2206,20.921,20.730,0.192,3.7,1747,0.039,0.198,0.159,3.1,0.792,0.3,0.45,UNSTABLE / OPEN,0.15,6.03,609,79,19,1,0,0,25.7,25.0,
88,EVENT,10/9/2015 3:37:21 PM ,2726,20.921,20.682,0.240,3.7,2281,0.040,0.247,0.208,3.1,0.837,0.3,0.45,UNSTABLE / OPEN,-0.05,5.98,404,47,133,0,0,0,25.2,25.0,
89,EVENT,10/9/2015 4:10:21 PM ,3865,20.921,20.581,0.340,3.7,3281,0.045,0.343,0.298,3.2,0.849,0.5,0.45,CELL NOT RESPONDING / OPEN,296.01,301.98,2380,1165,1410,579,0,0,25.1,25.0,
90,0111,10/9/2015 4:43:21 PM ,2749,20.921,20.675,0.246,3.8,2550,0.045,0.277,0.232,3.2,0.928,0.3,0.45,CELL NOT RESPONDING / OPEN,0.00,301.98,1474,505,735,201,0,0,25.3,25.0,
91,0111,10/9/2015 5:16:21 PM ,2817,20.921,20.669,0.252,3.8,2573,0.042,0.276,0.234,3.2,0.913,0.3,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,947,319,944,150,0,0,25.0,25.0,
92,0111,10/9/2015 5:48:21 PM ,3798,20.921,20.576,0.345,3.9,3736,0.041,0.382,0.341,3.3,0.984,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,1001,186,692,130,0,0,25.7,25.0,
93,0111,10/9/2015 6:21:21 PM ,2710,20.921,20.677,0.244,3.9,2564,0.041,0.274,0.234,3.3,0.946,0.3,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,699,339,762,316,0,0,25.3,25.0,
94,0111,10/9/2015 6:54:21 PM ,4283,20.921,20.535,0.387,3.9,4047,0.041,0.410,0.370,3.4,0.945,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,2751,1517,2228,1194,0,0,25.0,25.0,
95,0111,10/9/2015 7:27:21 PM ,4105,20.921,20.554,0.367,4.0,3798,0.041,0.386,0.345,3.4,0.925,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,301.98,3213,1961,2932,1461,0,0,25.0,25.0,
96,0111,10/9/2015 8:00:21 PM ,4146,20.921,20.549,0.372,4.1,3826,0.040,0.389,0.349,3.5,0.923,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,4684,3073,3458,1915,0,0,25.2,25.0,
97,0111,10/9/2015 8:33:21 PM ,4048,20.921,20.555,0.366,4.1,3807,0.040,0.388,0.348,3.5,0.940,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,4488,2647,3120,1543,0,0,25.3,25.0,
98,0111,10/9/2015 9:06:21 PM ,3983,20.921,20.562,0.359,4.2,3717,0.039,0.379,0.340,3.6,0.933,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,2944,1548,2403,1141,0,0,25.6,25.0,
99,0111,10/9/2015 9:39:21 PM ,3909,20.921,20.570,0.351,4.2,3641,0.040,0.372,0.332,3.6,0.932,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,2915,1663,1950,1015,0,0,25.1,25.0,
100,0111,10/9/2015 10:12:21 PM ,3707,20.921,20.586,0.335,4.3,3447,0.040,0.356,0.316,3.7,0.930,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,3550,2173,2425,1241,0,0,25.0,25.0,
101,0111,10/9/2015 10:45:21 PM ,3992,20.921,20.560,0.361,4.3,3743,0.040,0.383,0.343,3.7,0.938,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,4099,2629,3367,1903,0,0,25.3,25.0,
102,0111,10/9/2015 11:18:21 PM ,3166,20.921,20.637,0.285,4.4,2972,0.040,0.311,0.271,3.8,0.939,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,2637,1367,1968,877,0,0,25.5,25.0,
103,0111,10/9/2015 11:51:21 PM ,2529,20.921,20.694,0.227,4.4,2287,0.040,0.250,0.209,3.8,0.904,0.3,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,709,108,134,57,0,0,25.1,25.0,
104,0111,10/10/2015 12:24:21 AM ,3628,20.921,20.594,0.327,4.4,3453,0.040,0.355,0.314,3.8,0.952,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,1726,690,916,473,0,0,24.9,25.0,
105,0111,10/10/2015 12:57:21 AM ,4169,20.921,20.548,0.373,4.5,3797,0.040,0.387,0.346,3.9,0.911,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,5344,3613,3404,2014,0,0,25.2,25.0,
106,0111,10/10/2015 1:30:21 AM ,3062,20.921,20.646,0.275,4.6,2830,0.040,0.299,0.259,3.9,0.924,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,1646,698,885,348,0,0,25.4,25.0,
107,0111,10/10/2015 2:03:21 AM ,2356,20.921,20.710,0.212,4.6,2190,0.040,0.239,0.200,4.0,0.929,0.3,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,557,117,120,34,0,0,25.6,25.0,
108,0111,10/10/2015 2:35:21 AM ,3467,20.921,20.609,0.312,4.6,3315,0.041,0.342,0.301,4.0,0.956,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,301.98,1723,489,729,210,0,0,25.4,25.0,
109,0111,10/10/2015 3:08:21 AM ,2726,20.921,20.676,0.245,4.7,2551,0.041,0.273,0.233,4.0,0.936,0.3,0.44,CELL NOT RESPONDING / OPEN,0.00,301.98,335,37,73,18,0,0,25.0,25.0,
