Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:25 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0118
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4379
Subject Mass (G), 24.1 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
45,0118,10/8/2015 4:08:21 PM ,2682,20.921,20.690,0.231,2.0,2427,0.039,0.252,0.213,1.7,0.905,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1622,589,1076,366,0,0,25.3,25.0,
46,0118,10/8/2015 4:41:21 PM ,2517,20.921,20.708,0.213,2.0,2163,0.041,0.229,0.189,1.7,0.860,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,525,24,148,13,0,0,25.5,25.0,
47,0118,10/8/2015 5:14:21 PM ,3731,20.921,20.605,0.316,2.0,3272,0.042,0.327,0.285,1.7,0.877,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1005,207,394,117,0,0,25.2,25.0,
48,EVENT,10/8/2015 5:47:21 PM ,3137,20.921,20.648,0.273,2.1,2921,0.041,0.299,0.258,1.8,0.931,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1071,543,900,478,0,0,25.7,25.0,
49,EVENT,10/8/2015 6:20:21 PM ,4224,20.921,20.555,0.366,2.1,3982,0.043,0.393,0.350,1.8,0.943,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1494,772,1031,513,0,0,24.3,25.0,
50,0118,10/8/2015 6:53:21 PM ,4718,20.921,20.515,0.406,2.2,4413,0.042,0.427,0.385,1.9,0.935,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1919,1046,1650,796,0,0,25.2,25.0,
51,0118,10/8/2015 7:25:21 PM ,4733,20.921,20.510,0.411,2.3,4462,0.041,0.433,0.392,1.9,0.943,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2503,1290,1640,924,0,0,25.5,25.0,
52,0118,10/8/2015 7:58:21 PM ,4895,20.921,20.504,0.418,2.3,4645,0.040,0.441,0.401,2.0,0.949,0.6,0.47,UNSTABLE / OPEN,0.00,0.00,1998,856,1622,777,0,0,25.1,25.0,
53,0118,10/8/2015 8:31:21 PM ,4483,20.921,20.534,0.387,2.4,4218,0.041,0.410,0.369,2.1,0.941,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1929,838,1396,728,0,0,25.4,25.0,
54,0118,10/8/2015 9:04:21 PM ,4945,20.921,20.493,0.429,2.5,4630,0.041,0.448,0.407,2.1,0.936,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1403,580,1275,485,0,0,25.2,25.0,
55,0118,10/8/2015 9:37:21 PM ,4933,20.921,20.494,0.428,2.5,4666,0.042,0.451,0.409,2.2,0.946,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1673,946,1657,724,0,0,25.3,25.0,
56,0118,10/8/2015 10:10:21 PM ,4755,20.921,20.507,0.414,2.6,4560,0.043,0.443,0.401,2.2,0.959,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2294,1323,1703,886,0,0,25.6,25.0,
57,0118,10/8/2015 10:43:21 PM ,5176,20.921,20.479,0.443,2.6,4878,0.043,0.466,0.422,2.3,0.942,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,3277,2107,2176,1084,0,0,25.2,25.0,
58,0118,10/8/2015 11:16:21 PM ,4667,20.921,20.514,0.407,2.7,4378,0.044,0.431,0.387,2.4,0.938,0.6,0.45,UNSTABLE / OPEN,0.00,0.00,2589,1512,1689,776,0,0,25.5,25.0,
59,0118,10/8/2015 11:49:21 PM ,4571,20.921,20.527,0.394,2.8,4240,0.044,0.415,0.371,2.4,0.928,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,5292,3399,3057,1649,0,0,25.3,25.0,
60,0118,10/9/2015 12:22:21 AM ,4084,20.921,20.572,0.349,2.8,3631,0.044,0.362,0.318,2.5,0.889,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,4322,2579,3219,1583,0,0,25.2,25.0,
61,0118,10/9/2015 12:55:21 AM ,2615,20.921,20.697,0.224,2.9,2340,0.044,0.249,0.205,2.5,0.895,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1050,115,1017,160,0,0,25.5,25.0,
62,0118,10/9/2015 1:28:21 AM ,2571,20.921,20.702,0.220,2.9,2290,0.043,0.244,0.200,2.5,0.891,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1007,22,350,30,0,0,25.6,25.0,
63,0118,10/9/2015 2:01:21 AM ,3978,20.921,20.581,0.341,3.0,3592,0.042,0.356,0.314,2.6,0.903,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,4259,2374,2973,1506,0,0,25.2,25.0,
64,0118,10/9/2015 2:34:21 AM ,2611,20.921,20.700,0.221,3.0,2183,0.041,0.232,0.191,2.6,0.836,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1062,203,524,94,0,0,25.4,25.0,
65,0118,10/9/2015 3:07:21 AM ,2661,20.921,20.698,0.224,3.0,2104,0.040,0.225,0.185,2.7,0.791,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,713,12,237,16,0,0,25.7,25.0,
66,0118,10/9/2015 3:40:21 AM ,2917,20.921,20.679,0.243,3.1,2371,0.040,0.245,0.205,2.7,0.813,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,856,232,629,80,0,0,25.1,25.0,
67,0118,10/9/2015 4:12:21 AM ,2570,20.921,20.705,0.216,3.1,2047,0.040,0.219,0.180,2.7,0.796,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1149,252,315,40,0,0,25.3,25.0,
68,0118,10/9/2015 4:45:21 AM ,3024,20.921,20.666,0.255,3.1,2354,0.040,0.248,0.208,2.7,0.779,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,1145,468,422,182,0,0,25.5,25.0,
69,0118,10/9/2015 5:18:21 AM ,4307,20.921,20.554,0.367,3.2,3692,0.039,0.364,0.324,2.8,0.857,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1991,834,929,395,0,0,25.5,25.0,
70,0118,10/9/2015 5:51:21 AM ,2576,20.921,20.703,0.218,3.2,2293,0.039,0.238,0.199,2.8,0.890,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,637,209,601,118,0,0,25.2,25.0,
71,0118,10/9/2015 6:24:21 AM ,2647,20.921,20.697,0.224,3.3,2214,0.039,0.233,0.194,2.9,0.836,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,532,91,119,30,0,0,25.3,25.0,
72,0118,10/9/2015 6:57:21 AM ,2715,20.921,20.693,0.228,3.3,2210,0.040,0.233,0.193,2.9,0.814,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,854,42,612,78,0,0,25.6,25.0,
73,0118,10/9/2015 7:30:21 AM ,4269,20.921,20.556,0.365,3.4,3853,0.040,0.376,0.336,2.9,0.903,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1914,1040,1307,573,0,0,25.6,25.0,
74,0118,10/9/2015 8:03:21 AM ,3807,20.921,20.596,0.325,3.4,3480,0.041,0.343,0.302,3.0,0.914,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,2357,1186,2099,1053,0,0,25.4,25.0,
75,0118,10/9/2015 8:36:21 AM ,2870,20.921,20.680,0.242,3.5,2495,0.041,0.257,0.216,3.0,0.869,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,343,54,158,48,0,0,25.2,25.0,
76,0118,10/9/2015 9:09:21 AM ,2780,20.921,20.686,0.235,3.5,2473,0.041,0.256,0.214,3.0,0.890,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,216,10,150,13,0,0,25.1,25.0,
77,0118,10/9/2015 9:42:21 AM ,4275,20.921,20.558,0.363,3.5,3862,0.041,0.375,0.335,3.1,0.903,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1946,938,1642,632,0,0,25.1,25.0,
78,0118,10/9/2015 10:15:21 AM ,3599,20.921,20.615,0.306,3.6,3291,0.040,0.325,0.285,3.1,0.915,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,2638,1357,1481,523,0,0,25.2,25.0,
79,0118,10/9/2015 10:48:21 AM ,3059,20.921,20.663,0.258,3.6,2573,0.041,0.265,0.225,3.2,0.841,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1133,204,413,13,0,0,25.3,25.0,
80,0118,10/9/2015 11:21:21 AM ,2779,20.921,20.688,0.234,3.7,2277,0.041,0.240,0.199,3.2,0.819,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,449,71,197,1,0,0,25.6,25.0,
81,0118,10/9/2015 11:54:21 AM ,3238,20.921,20.646,0.275,3.7,2703,0.040,0.278,0.238,3.2,0.835,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1325,148,197,32,0,0,25.7,25.0,
82,0118,10/9/2015 12:27:21 PM ,3942,20.921,20.582,0.340,3.8,3634,0.039,0.358,0.318,3.3,0.922,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,2745,1500,1545,533,0,0,25.6,25.0,
83,0118,10/9/2015 12:59:21 PM ,2719,20.921,20.694,0.227,3.8,2253,0.039,0.235,0.195,3.3,0.829,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,737,49,845,88,0,0,25.5,25.0,
84,0118,10/9/2015 1:32:21 PM ,2635,20.921,20.701,0.220,3.8,2065,0.039,0.220,0.181,3.3,0.784,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,410,45,194,23,0,0,25.6,25.0,
85,0118,10/9/2015 2:05:21 PM ,2642,20.921,20.701,0.220,3.9,1999,0.040,0.215,0.175,3.4,0.756,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,373,46,176,23,0,0,25.6,25.0,
86,0118,10/9/2015 2:38:21 PM ,2824,20.921,20.686,0.236,3.9,2188,0.039,0.231,0.192,3.4,0.775,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,321,13,262,22,0,0,25.7,25.0,
87,0118,10/9/2015 3:11:21 PM ,4110,20.921,20.569,0.352,4.0,3770,0.039,0.368,0.329,3.4,0.917,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1775,712,963,363,0,0,25.6,25.0,
88,EVENT,10/9/2015 3:44:21 PM ,3360,20.921,20.632,0.289,4.0,3158,0.040,0.315,0.275,3.5,0.940,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1722,507,1076,275,0,0,25.4,25.0,
89,EVENT,10/9/2015 4:17:21 PM ,4674,20.921,20.517,0.405,4.1,4484,0.045,0.437,0.392,3.5,0.959,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1592,726,947,261,0,0,25.1,25.0,
90,0118,10/9/2015 4:50:21 PM ,4050,20.921,20.567,0.354,4.1,3889,0.045,0.388,0.343,3.6,0.960,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1526,358,809,229,0,0,25.6,25.0,
91,0118,10/9/2015 5:23:21 PM ,4280,20.921,20.553,0.369,4.2,4098,0.042,0.398,0.356,3.6,0.957,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1610,792,1097,334,0,0,25.4,25.0,
92,0118,10/9/2015 5:56:21 PM ,4840,20.921,20.504,0.417,4.2,4621,0.041,0.443,0.402,3.7,0.955,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1176,376,894,199,0,0,25.2,25.0,
93,0118,10/9/2015 6:29:21 PM ,4880,20.921,20.494,0.427,4.3,4735,0.040,0.457,0.417,3.8,0.970,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1777,906,1257,515,0,0,25.6,25.0,
94,0118,10/9/2015 7:02:21 PM ,5295,20.921,20.464,0.457,4.4,5037,0.040,0.480,0.440,3.8,0.951,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2279,941,1393,602,0,0,25.1,25.0,
95,0118,10/9/2015 7:35:21 PM ,5037,20.921,20.485,0.436,4.4,4783,0.040,0.458,0.418,3.9,0.949,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2237,1105,1591,596,0,0,25.3,25.0,
96,0118,10/9/2015 8:08:21 PM ,3748,20.921,20.596,0.325,4.5,3584,0.040,0.354,0.314,3.9,0.956,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,701,277,907,246,0,0,25.4,25.0,
97,0118,10/9/2015 8:41:21 PM ,5169,20.921,20.469,0.452,4.5,4975,0.039,0.478,0.439,4.0,0.962,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2706,1426,1776,777,0,0,25.4,25.0,
98,0118,10/9/2015 9:14:21 PM ,5333,20.921,20.462,0.460,4.6,5097,0.040,0.483,0.443,4.1,0.956,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,3656,2247,2854,1473,0,0,25.3,25.0,
99,0118,10/9/2015 9:46:21 PM ,5547,20.921,20.439,0.482,4.7,5261,0.040,0.502,0.462,4.1,0.948,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,4571,2968,2365,1227,0,0,25.5,25.0,
100,0118,10/9/2015 10:19:21 PM ,5610,20.921,20.436,0.485,4.8,5404,0.040,0.511,0.471,4.2,0.963,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,3626,1985,2465,1207,0,0,25.1,25.0,
101,0118,10/9/2015 10:52:21 PM ,5472,20.921,20.444,0.477,4.8,5266,0.040,0.503,0.463,4.3,0.962,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,4522,2827,2645,1326,0,0,25.3,25.0,
102,0118,10/9/2015 11:25:21 PM ,5323,20.921,20.456,0.465,4.9,5141,0.040,0.493,0.453,4.3,0.966,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,3750,2363,2433,1172,0,0,25.6,25.0,
103,0118,10/9/2015 11:58:21 PM ,5607,20.921,20.441,0.480,5.0,5353,0.040,0.503,0.463,4.4,0.955,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,4308,2707,2797,1395,0,0,25.1,25.0,
104,0118,10/10/2015 12:31:21 AM ,5485,20.921,20.445,0.477,5.1,5220,0.040,0.499,0.458,4.5,0.952,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,4094,2566,2315,1008,0,0,25.4,25.0,
105,0118,10/10/2015 1:04:21 AM ,5519,20.921,20.442,0.480,5.1,5252,0.040,0.502,0.461,4.6,0.952,0.7,0.46,UNSTABLE / OPEN,0.00,0.00,4228,2523,2237,1082,0,0,25.5,25.0,
106,0118,10/10/2015 1:37:21 AM ,5003,20.921,20.488,0.433,5.2,4722,0.040,0.454,0.414,4.6,0.944,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2626,1284,1417,311,0,0,25.3,25.0,
107,0118,10/10/2015 2:10:21 AM ,4826,20.921,20.502,0.420,5.3,4554,0.040,0.441,0.401,4.7,0.944,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1737,829,1163,440,0,0,25.5,25.0,
108,0118,10/10/2015 2:43:21 AM ,4307,20.921,20.551,0.371,5.3,4170,0.040,0.401,0.361,4.7,0.968,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,908,126,408,119,0,0,25.1,25.0,
109,0118,10/10/2015 3:16:21 AM ,4239,20.921,20.552,0.369,5.4,4122,0.040,0.401,0.361,4.8,0.972,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,2542,1176,2080,942,0,0,25.3,25.0,
110,0118,10/10/2015 3:49:21 AM ,3990,20.921,20.575,0.346,5.4,3782,0.040,0.372,0.332,4.9,0.948,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,382,202,576,141,0,0,25.6,25.0,
