Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:29 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0126
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4567
Subject Mass (G), 23.27 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0126,10/7/2015 4:07:21 PM ,3313,20.921,20.651,0.270,0.0,2683,0.041,0.269,0.228,0.0,0.810,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1103,334,1155,486,0,0,25.7,25.0,
2,0126,10/7/2015 4:40:21 PM ,4399,20.921,20.558,0.363,0.0,3719,0.039,0.357,0.318,0.0,0.845,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,2070,1047,1734,771,0,0,25.7,25.0,
3,0126,10/7/2015 5:13:21 PM ,3822,20.921,20.606,0.316,0.1,3391,0.039,0.326,0.287,0.1,0.887,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,437,111,663,202,0,0,25.1,25.0,
4,0126,10/7/2015 5:46:21 PM ,4134,20.921,20.576,0.346,0.2,3701,0.039,0.355,0.316,0.1,0.895,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1421,531,934,352,0,0,25.4,25.0,
5,0126,10/7/2015 6:19:21 PM ,4436,20.921,20.552,0.369,0.2,4027,0.039,0.381,0.341,0.2,0.908,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,951,392,691,255,0,0,25.3,25.0,
6,0126,10/7/2015 6:52:21 PM ,3407,20.921,20.634,0.287,0.3,3111,0.040,0.307,0.267,0.2,0.913,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1927,606,1296,338,0,0,25.6,25.0,
7,0126,10/7/2015 7:25:21 PM ,5027,20.921,20.499,0.422,0.3,4845,0.040,0.450,0.410,0.3,0.964,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1839,792,1252,519,0,0,25.1,25.0,
8,0126,10/7/2015 7:58:21 PM ,3816,20.921,20.602,0.319,0.4,3556,0.040,0.342,0.302,0.3,0.932,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1581,787,1453,646,0,0,25.4,25.0,
9,0126,10/7/2015 8:31:21 PM ,4792,20.921,20.515,0.406,0.4,4573,0.040,0.431,0.391,0.4,0.954,0.6,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,2128,735,1494,494,0,0,25.6,25.0,
10,0126,10/7/2015 9:04:21 PM ,5278,20.921,20.475,0.446,0.5,5117,0.041,0.476,0.435,0.4,0.969,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,3779,2193,2753,1404,0,0,25.2,25.0,
11,0126,10/7/2015 9:36:21 PM ,5026,20.921,20.495,0.426,0.6,4939,0.040,0.460,0.420,0.5,0.983,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,3839,2441,2902,1653,0,0,25.5,25.0,
12,0126,10/7/2015 10:09:21 PM ,4979,20.921,20.497,0.425,0.6,4915,0.040,0.460,0.420,0.6,0.987,0.6,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,3180,1652,2504,1188,0,0,25.1,25.0,
13,0126,10/7/2015 10:42:21 PM ,3155,20.921,20.654,0.268,0.7,3089,0.040,0.303,0.263,0.6,0.979,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,526,171,671,119,0,0,25.4,25.0,
14,0126,10/7/2015 11:15:21 PM ,4113,20.921,20.569,0.352,0.7,4171,0.040,0.396,0.356,0.7,1.014,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,923,467,585,302,0,0,25.3,25.0,
15,0126,10/7/2015 11:48:21 PM ,4632,20.921,20.528,0.393,0.8,4551,0.040,0.428,0.388,0.7,0.982,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,2608,1363,1906,877,0,0,25.4,25.0,
16,0126,10/8/2015 12:21:21 AM ,3308,20.921,20.643,0.279,0.8,3165,0.039,0.309,0.269,0.8,0.957,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1947,932,2290,942,0,0,25.2,25.0,
17,0126,10/8/2015 12:54:21 AM ,3315,20.921,20.639,0.282,0.9,3240,0.039,0.316,0.277,0.8,0.977,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1646,844,1512,668,0,0,25.4,25.0,
18,0126,10/8/2015 1:27:21 AM ,3174,20.921,20.653,0.268,0.9,3016,0.039,0.296,0.257,0.9,0.950,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,16,4,153,3,0,0,25.4,25.0,
19,0126,10/8/2015 2:00:21 AM ,3630,20.921,20.615,0.306,0.9,3437,0.039,0.332,0.293,0.9,0.947,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,324,111,574,190,0,0,25.3,25.0,
20,0126,10/8/2015 2:33:21 AM ,2885,20.921,20.677,0.244,1.0,2822,0.039,0.279,0.240,0.9,0.978,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,389,169,442,172,0,0,25.6,25.0,
21,0126,10/8/2015 3:06:21 AM ,4167,20.921,20.571,0.350,1.0,4071,0.039,0.383,0.344,1.0,0.977,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,679,225,1040,282,0,0,25.2,25.0,
22,0126,10/8/2015 3:39:21 AM ,3138,20.921,20.657,0.264,1.1,2943,0.039,0.289,0.251,1.0,0.938,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,967,168,956,128,0,0,25.5,25.0,
23,0126,10/8/2015 4:12:21 AM ,3759,20.921,20.608,0.313,1.1,3469,0.039,0.333,0.293,1.1,0.923,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1010,331,543,209,0,0,25.2,25.0,
24,0126,10/8/2015 4:45:21 AM ,3065,20.921,20.662,0.259,1.2,2897,0.039,0.287,0.247,1.1,0.945,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,493,136,378,94,0,0,25.5,25.0,
25,0126,10/8/2015 5:18:21 AM ,4649,20.921,20.525,0.396,1.2,4608,0.039,0.433,0.393,1.2,0.991,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,2964,1817,2271,1236,0,0,25.1,25.0,
26,0126,10/8/2015 5:51:21 AM ,3035,20.921,20.665,0.257,1.3,2872,0.041,0.286,0.246,1.2,0.946,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1429,575,884,312,0,0,25.4,25.0,
27,0126,10/8/2015 6:23:21 AM ,3343,20.921,20.644,0.277,1.3,2923,0.040,0.289,0.249,1.2,0.874,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,61,18,66,23,0,0,25.5,25.0,
28,0126,10/8/2015 6:56:21 AM ,4862,20.921,20.514,0.407,1.4,4547,0.040,0.426,0.386,1.3,0.935,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1133,587,760,385,0,0,25.3,25.0,
29,0126,10/8/2015 7:29:21 AM ,3521,20.921,20.628,0.293,1.4,3337,0.041,0.321,0.281,1.3,0.948,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,824,168,453,122,0,0,25.1,25.0,
30,0126,10/8/2015 8:02:21 AM ,3371,20.921,20.642,0.279,1.5,3013,0.041,0.296,0.255,1.4,0.894,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,108,1,46,0,0,0,25.4,25.0,
31,0126,10/8/2015 8:35:21 AM ,3679,20.921,20.618,0.303,1.5,3150,0.042,0.309,0.267,1.4,0.856,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,102,3,49,3,0,0,25.5,25.0,
32,0126,10/8/2015 9:08:21 AM ,4198,20.921,20.576,0.345,1.6,3577,0.041,0.345,0.304,1.5,0.852,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,2430,1359,1599,797,0,0,25.6,25.0,
33,0126,10/8/2015 9:41:21 AM ,3349,20.921,20.651,0.271,1.6,2718,0.041,0.270,0.229,1.5,0.811,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,953,388,779,261,0,0,25.1,25.0,
34,0126,10/8/2015 10:14:21 AM ,3262,20.921,20.657,0.264,1.6,2488,0.043,0.255,0.212,1.5,0.763,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,58,2,65,2,0,0,25.4,25.0,
35,0126,10/8/2015 10:47:21 AM ,3604,20.921,20.630,0.291,1.7,2754,0.043,0.278,0.234,1.6,0.764,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,92,3,52,3,0,0,25.5,25.0,
36,0126,10/8/2015 11:20:21 AM ,3193,20.921,20.663,0.258,1.7,2531,0.043,0.257,0.214,1.6,0.793,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,735,57,714,82,0,0,25.1,25.0,
37,0126,10/8/2015 11:53:21 AM ,3088,20.921,20.673,0.248,1.8,2288,0.042,0.237,0.195,1.6,0.741,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,73,3,57,0,0,0,25.4,25.0,
38,0126,10/8/2015 12:26:21 PM ,4142,20.921,20.586,0.335,1.8,3306,0.042,0.321,0.279,1.7,0.798,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1105,515,1022,338,0,0,25.4,25.0,
39,0126,10/8/2015 12:59:21 PM ,3202,20.921,20.665,0.257,1.9,2422,0.041,0.246,0.205,1.7,0.756,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,233,1,77,14,0,0,25.3,25.0,
40,0126,10/8/2015 1:32:21 PM ,3223,20.921,20.663,0.258,1.9,2421,0.040,0.245,0.205,1.7,0.751,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,428,1,54,0,0,0,25.5,25.0,
41,0126,10/8/2015 2:05:21 PM ,3805,20.921,20.613,0.309,2.0,3054,0.040,0.298,0.258,1.8,0.803,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,269,4,633,36,0,0,25.1,25.0,
42,0126,10/8/2015 2:38:21 PM ,3084,20.921,20.673,0.248,2.0,2326,0.040,0.237,0.197,1.8,0.754,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,161,2,94,9,0,0,25.5,25.0,
