Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:20 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0111
SUBJECT ID:4382
SUBJECT MASS:24.3 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 8 ,011101,10/7/2015,10/7/2015 4:50:55 PM ,10/7/2015 7:39:18 PM , 10103 ,0.71,0.71,
 2 , 27 ,011101,10/8/2015,10/7/2015 7:39:39 PM ,10/8/2015 6:19:55 AM , 38416 ,1.55,2.27,
 3 , 28 ,011101,10/8/2015,10/8/2015 6:20:17 AM ,10/8/2015 7:00:16 AM , 2399 ,0.26,2.52,
 4 , 29 ,011101,10/8/2015,10/8/2015 7:00:27 AM ,10/8/2015 7:30:46 AM , 1819 ,-0.03,2.49,
 5 , 30 ,011101,10/8/2015,10/8/2015 7:31:04 AM ,10/8/2015 7:48:13 AM , 1029 ,-0.05,2.44,
 6 , 32 ,011101,10/8/2015,10/8/2015 8:19:46 AM ,10/8/2015 8:43:46 AM , 1440 ,0.11,2.55,
 7 , 32 ,011101,10/8/2015,10/8/2015 8:44:07 AM ,10/8/2015 8:45:08 AM , 61 ,-0.08,2.47,
 8 , 33 ,011101,10/8/2015,10/8/2015 9:14:59 AM ,10/8/2015 9:23:24 AM , 505 ,0.04,2.52,
 9 , 33 ,011101,10/8/2015,10/8/2015 9:24:14 AM ,10/8/2015 9:29:22 AM , 308 ,-0.05,2.47,
 10 , 34 ,011101,10/8/2015,10/8/2015 9:29:33 AM ,10/8/2015 10:10:02 AM , 2429 ,0.03,2.50,
 11 , 35 ,011101,10/8/2015,10/8/2015 10:13:13 AM ,10/8/2015 10:24:50 AM , 697 ,-0.04,2.47,
 12 , 36 ,011101,10/8/2015,10/8/2015 10:30:02 AM ,10/8/2015 11:22:48 AM , 3166 ,-0.04,2.42,
 13 , 37 ,011101,10/8/2015,10/8/2015 11:24:07 AM ,10/8/2015 11:31:06 AM , 419 ,0.12,2.54,
 14 , 37 ,011101,10/8/2015,10/8/2015 11:31:17 AM ,10/8/2015 11:52:51 AM , 1294 ,-0.28,2.26,
 15 , 38 ,011101,10/8/2015,10/8/2015 11:54:22 AM ,10/8/2015 12:09:48 PM , 926 ,0.23,2.49,
 16 , 38 ,011101,10/8/2015,10/8/2015 12:20:44 PM ,10/8/2015 12:27:42 PM , 418 ,0.07,2.57,
 17 , 39 ,011101,10/8/2015,10/8/2015 12:27:53 PM ,10/8/2015 12:40:39 PM , 766 ,-0.05,2.51,
 18 , 39 ,011101,10/8/2015,10/8/2015 12:41:08 PM ,10/8/2015 12:41:22 PM , 14 ,0.07,2.59,
 19 , 39 ,011101,10/8/2015,10/8/2015 12:42:00 PM ,10/8/2015 12:47:45 PM , 345 ,0.06,2.65,
 20 , 40 ,011101,10/8/2015,10/8/2015 12:48:53 PM ,10/8/2015 1:27:37 PM , 2324 ,-0.03,2.61,
 21 , 40 ,011101,10/8/2015,10/8/2015 1:29:17 PM ,10/8/2015 1:36:47 PM , 450 ,0.03,2.65,
 22 , 43 ,011101,10/8/2015,10/8/2015 2:31:24 PM ,10/8/2015 3:08:30 PM , 2226 ,0.04,2.69,
 23 , 43 ,011101,10/8/2015,10/8/2015 3:08:59 PM ,10/8/2015 3:09:08 PM , 9 ,-0.08,2.61,
 24 , 45 ,011101,10/8/2015,10/8/2015 3:49:25 PM ,10/8/2015 3:56:17 PM , 412 ,0.07,2.68,
 25 , 45 ,011101,10/8/2015,10/8/2015 3:57:04 PM ,10/8/2015 4:02:11 PM , 307 ,0.07,2.76,
 26 , 46 ,011101,10/8/2015,10/8/2015 4:02:40 PM ,10/8/2015 4:49:32 PM , 2812 ,0.07,2.82,
 27 , 47 ,011101,10/8/2015,10/8/2015 4:49:45 PM ,10/8/2015 4:56:55 PM , 430 ,-0.06,2.76,
 28 , 47 ,011101,10/8/2015,10/8/2015 4:57:11 PM ,10/8/2015 5:20:32 PM , 1401 ,0.07,2.83,
 29 , 48 ,011101,10/8/2015,10/8/2015 5:21:13 PM ,10/8/2015 5:35:33 PM , 860 ,-0.05,2.78,
 30 , 48 ,011101,10/8/2015,10/8/2015 5:36:32 PM ,10/8/2015 5:45:42 PM , 550 ,0.04,2.82,
 31 , 51 ,011101,10/8/2015,10/8/2015 5:46:25 PM ,10/8/2015 7:21:59 PM , 5734 ,0.51,3.33,
 32 , 51 ,011101,10/8/2015,10/8/2015 7:22:12 PM ,10/8/2015 7:34:38 PM , 746 ,-0.08,3.25,
 33 , 52 ,011101,10/8/2015,10/8/2015 7:34:50 PM ,10/8/2015 7:48:04 PM , 794 ,0.14,3.40,
 34 , 52 ,011101,10/8/2015,10/8/2015 7:48:34 PM ,10/8/2015 8:01:08 PM , 754 ,-0.03,3.37,
 35 , 55 ,011101,10/8/2015,10/8/2015 8:01:44 PM ,10/8/2015 9:21:13 PM , 4769 ,0.55,3.91,
 36 , 56 ,011101,10/8/2015,10/8/2015 9:21:33 PM ,10/8/2015 10:11:44 PM , 3011 ,0.25,4.16,
 37 , 58 ,011101,10/8/2015,10/8/2015 10:12:09 PM ,10/8/2015 11:04:24 PM , 3135 ,0.30,4.47,
 38 , 65 ,011101,10/9/2015,10/8/2015 11:04:44 PM ,10/9/2015 3:05:46 AM , 14462 ,0.62,5.08,
 39 , 70 ,011101,10/9/2015,10/9/2015 3:06:08 AM ,10/9/2015 5:41:51 AM , 9343 ,0.52,5.60,
 40 , 70 ,011101,10/9/2015,10/9/2015 5:42:08 AM ,10/9/2015 5:43:00 AM , 52 ,-0.23,5.38,
 41 , 72 ,011101,10/9/2015,10/9/2015 6:11:47 AM ,10/9/2015 6:44:59 AM , 1992 ,0.16,5.54,
 42 , 73 ,011101,10/9/2015,10/9/2015 7:19:51 AM ,10/9/2015 7:24:42 AM , 291 ,0.10,5.64,
 43 , 73 ,011101,10/9/2015,10/9/2015 7:25:03 AM ,10/9/2015 7:26:56 AM , 113 ,-0.22,5.42,
 44 , 73 ,011101,10/9/2015,10/9/2015 7:28:33 AM ,10/9/2015 7:30:30 AM , 117 ,0.16,5.58,
 45 , 74 ,011101,10/9/2015,10/9/2015 7:31:35 AM ,10/9/2015 8:12:03 AM , 2428 ,0.06,5.64,
 46 , 75 ,011101,10/9/2015,10/9/2015 8:14:32 AM ,10/9/2015 8:19:11 AM , 279 ,-0.25,5.40,
 47 , 75 ,011101,10/9/2015,10/9/2015 8:19:30 AM ,10/9/2015 8:22:58 AM , 208 ,0.08,5.47,
 48 , 75 ,011101,10/9/2015,10/9/2015 8:23:55 AM ,10/9/2015 8:37:10 AM , 795 ,-0.05,5.42,
 49 , 75 ,011101,10/9/2015,10/9/2015 8:39:10 AM ,10/9/2015 8:47:48 AM , 518 ,0.03,5.46,
 50 , 76 ,011101,10/9/2015,10/9/2015 8:48:29 AM ,10/9/2015 9:02:19 AM , 830 ,0.15,5.61,
 51 , 76 ,011101,10/9/2015,10/9/2015 9:04:00 AM ,10/9/2015 9:17:50 AM , 830 ,-0.04,5.56,
 52 , 76 ,011101,10/9/2015,10/9/2015 9:18:04 AM ,10/9/2015 9:18:17 AM , 13 ,0.05,5.62,
 53 , 77 ,011101,10/9/2015,10/9/2015 9:24:40 AM ,10/9/2015 9:35:47 AM , 667 ,0.09,5.71,
 54 , 78 ,011101,10/9/2015,10/9/2015 10:09:28 AM ,10/9/2015 10:14:42 AM , 314 ,0.05,5.76,
 55 , 78 ,011101,10/9/2015,10/9/2015 10:15:09 AM ,10/9/2015 10:15:20 AM , 11 ,-0.04,5.72,
 56 , 79 ,011101,10/9/2015,10/9/2015 10:32:38 AM ,10/9/2015 10:46:45 AM , 847 ,0.06,5.78,
 57 , 79 ,011101,10/9/2015,10/9/2015 10:47:32 AM ,10/9/2015 10:55:43 AM , 491 ,-0.04,5.74,
 58 , 80 ,011101,10/9/2015,10/9/2015 10:56:09 AM ,10/9/2015 11:03:27 AM , 438 ,0.06,5.79,
 59 , 80 ,011101,10/9/2015,10/9/2015 11:04:00 AM ,10/9/2015 11:04:20 AM , 20 ,0.13,5.92,
 60 , 80 ,011101,10/9/2015,10/9/2015 11:04:56 AM ,10/9/2015 11:05:48 AM , 52 ,-0.04,5.89,
 61 , 80 ,011101,10/9/2015,10/9/2015 11:06:06 AM ,10/9/2015 11:06:23 AM , 17 ,-0.04,5.85,
 62 , 81 ,011101,10/9/2015,10/9/2015 11:35:42 AM ,10/9/2015 11:43:57 AM , 495 ,-0.04,5.81,
 63 , 81 ,011101,10/9/2015,10/9/2015 11:49:29 AM ,10/9/2015 11:56:33 AM , 424 ,-0.05,5.75,
 64 , 81 ,011101,10/9/2015,10/9/2015 11:56:59 AM ,10/9/2015 11:59:25 AM , 146 ,0.08,5.84,
 65 , 82 ,011101,10/9/2015,10/9/2015 12:21:54 PM ,10/9/2015 12:30:29 PM , 515 ,0.06,5.90,
 66 , 82 ,011101,10/9/2015,10/9/2015 12:33:18 PM ,10/9/2015 12:38:23 PM , 305 ,-0.18,5.72,
 67 , 83 ,011101,10/9/2015,10/9/2015 12:41:03 PM ,10/9/2015 12:44:46 PM , 223 ,0.09,5.81,
 68 , 83 ,011101,10/9/2015,10/9/2015 12:45:14 PM ,10/9/2015 12:55:48 PM , 634 ,-0.08,5.73,
 69 , 83 ,011101,10/9/2015,10/9/2015 12:56:39 PM ,10/9/2015 1:02:14 PM , 335 ,0.06,5.79,
 70 , 83 ,011101,10/9/2015,10/9/2015 1:03:54 PM ,10/9/2015 1:09:20 PM , 326 ,0.04,5.83,
 71 , 84 ,011101,10/9/2015,10/9/2015 1:10:51 PM ,10/9/2015 1:16:58 PM , 367 ,0.07,5.89,
 72 , 84 ,011101,10/9/2015,10/9/2015 1:20:03 PM ,10/9/2015 1:23:19 PM , 196 ,-0.09,5.81,
 73 , 84 ,011101,10/9/2015,10/9/2015 1:27:24 PM ,10/9/2015 1:32:04 PM , 280 ,-0.04,5.77,
 74 , 84 ,011101,10/9/2015,10/9/2015 1:34:58 PM ,10/9/2015 1:41:10 PM , 372 ,0.09,5.86,
 75 , 84 ,011101,10/9/2015,10/9/2015 1:41:57 PM ,10/9/2015 1:46:08 PM , 251 ,0.16,6.01,
 76 , 85 ,011101,10/9/2015,10/9/2015 1:46:20 PM ,10/9/2015 1:49:43 PM , 203 ,0.04,6.05,
 77 , 85 ,011101,10/9/2015,10/9/2015 1:51:09 PM ,10/9/2015 2:11:19 PM , 1210 ,-0.12,5.93,
 78 , 85 ,011101,10/9/2015,10/9/2015 2:11:55 PM ,10/9/2015 2:12:38 PM , 43 ,-0.09,5.84,
 79 , 85 ,011101,10/9/2015,10/9/2015 2:13:28 PM ,10/9/2015 2:13:56 PM , 28 ,0.10,5.94,
 80 , 85 ,011101,10/9/2015,10/9/2015 2:14:20 PM ,10/9/2015 2:16:12 PM , 112 ,0.04,5.98,
 81 , 85 ,011101,10/9/2015,10/9/2015 2:16:39 PM ,10/9/2015 2:19:05 PM , 146 ,-0.11,5.88,
 82 , 86 ,011101,10/9/2015,10/9/2015 2:29:18 PM ,10/9/2015 2:41:12 PM , 714 ,0.04,5.92,
 83 , 86 ,011101,10/9/2015,10/9/2015 2:42:03 PM ,10/9/2015 2:50:25 PM , 502 ,0.05,5.96,
 84 , 87 ,011101,10/9/2015,10/9/2015 2:51:53 PM ,10/9/2015 2:57:34 PM , 341 ,0.07,6.03,
 85 , 87 ,011101,10/9/2015,10/9/2015 3:01:06 PM ,10/9/2015 3:06:51 PM , 345 ,-0.12,5.90,
 86 , 87 ,011101,10/9/2015,10/9/2015 3:16:40 PM ,10/9/2015 3:21:04 PM , 264 ,-0.16,5.74,
 87 , 88 ,011101,10/9/2015,10/9/2015 3:24:54 PM ,10/9/2015 3:30:00 PM , 306 ,0.23,5.98,
 88 , 88 ,011101,10/9/2015,10/9/2015 3:39:58 PM ,10/9/2015 3:41:44 PM , 106 ,-0.04,5.94,
