Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:33 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0131
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4572
Subject Mass (G), 21.21 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0131,10/7/2015 4:12:21 PM ,3091,20.921,20.698,0.224,0.0,2268,0.041,0.215,0.174,0.0,0.734,0.3,0.46,UNSTABLE / OPEN,-0.02,-0.02,154,23,126,8,0,0,25.2,25.0,
2,0131,10/7/2015 4:45:21 PM ,3683,20.921,20.654,0.268,0.0,2748,0.039,0.250,0.211,0.0,0.746,0.4,0.46,UNSTABLE / OPEN,0.14,0.12,267,136,447,101,0,0,25.4,25.0,
3,0131,10/7/2015 5:18:21 PM ,2974,20.921,20.703,0.218,0.1,2214,0.039,0.210,0.171,0.1,0.745,0.3,0.46,UNSTABLE / OPEN,-0.11,0.02,885,6,13,3,0,0,25.6,25.0,
4,0131,10/7/2015 5:51:21 PM ,3075,20.921,20.697,0.224,0.1,2262,0.039,0.213,0.174,0.1,0.736,0.3,0.46,STABLE / OPEN,-0.01,0.00,290,38,213,32,0,0,25.0,25.0,
5,0131,10/7/2015 6:24:21 PM ,3739,20.921,20.649,0.272,0.2,2760,0.039,0.252,0.212,0.1,0.738,0.4,0.46,UNSTABLE / OPEN,0.02,0.02,318,101,233,69,0,0,25.5,25.0,
6,0131,10/7/2015 6:57:21 PM ,4854,20.921,20.560,0.361,0.2,3973,0.040,0.347,0.307,0.2,0.818,0.5,0.46,UNSTABLE / OPEN,0.00,0.02,2040,1109,1569,723,0,0,25.1,25.0,
7,0131,10/7/2015 7:30:21 PM ,4760,20.921,20.564,0.357,0.3,4153,0.040,0.361,0.320,0.2,0.872,0.5,0.46,UNSTABLE / OPEN,0.37,0.39,2635,1568,2059,1094,0,0,25.4,25.0,
8,0131,10/7/2015 8:03:21 PM ,4856,20.921,20.555,0.366,0.3,4246,0.040,0.369,0.329,0.2,0.874,0.5,0.46,UNSTABLE / OPEN,-0.15,0.24,2540,1463,1994,891,0,0,25.6,25.0,
9,0131,10/7/2015 8:36:21 PM ,4785,20.921,20.565,0.356,0.4,3945,0.040,0.346,0.305,0.3,0.825,0.5,0.46,STABLE / OPEN,0.17,0.40,3626,2577,2843,1693,0,0,25.2,25.0,
10,0131,10/7/2015 9:09:21 PM ,4645,20.921,20.577,0.344,0.4,3596,0.041,0.320,0.279,0.3,0.774,0.5,0.45,UNSTABLE / OPEN,-0.07,0.33,4585,3468,4189,2775,0,0,25.5,25.0,
11,0131,10/7/2015 9:42:21 PM ,4613,20.921,20.576,0.345,0.5,3826,0.041,0.338,0.297,0.4,0.829,0.5,0.46,UNSTABLE / OPEN,0.05,0.38,2463,1769,2367,1159,0,0,25.1,25.0,
12,0131,10/7/2015 10:15:21 PM ,4722,20.921,20.565,0.356,0.5,4026,0.041,0.354,0.313,0.4,0.853,0.5,0.45,STABLE / OPEN,0.09,0.47,2451,1767,2434,1224,0,0,25.4,25.0,
13,0131,10/7/2015 10:48:21 PM ,4704,20.921,20.566,0.355,0.6,4068,0.041,0.357,0.316,0.5,0.865,0.5,0.46,UNSTABLE / OPEN,0.10,0.57,1976,937,1401,572,0,0,25.4,25.0,
14,0131,10/7/2015 11:21:21 PM ,4487,20.921,20.584,0.337,0.6,3755,0.040,0.332,0.292,0.5,0.837,0.5,0.45,UNSTABLE / OPEN,0.05,0.62,3464,2608,2879,1751,0,0,25.3,25.0,
15,0131,10/7/2015 11:54:21 PM ,4916,20.921,20.550,0.371,0.7,4294,0.040,0.373,0.333,0.6,0.873,0.5,0.46,UNSTABLE / OPEN,0.08,0.70,2224,1247,1353,615,0,0,25.5,25.0,
16,0131,10/8/2015 12:26:21 AM ,4875,20.921,20.554,0.367,0.8,4281,0.039,0.370,0.331,0.6,0.878,0.5,0.46,STABLE / OPEN,0.13,0.84,2094,1040,1182,494,0,0,25.3,25.0,
17,0131,10/8/2015 12:59:21 AM ,4341,20.921,20.593,0.328,0.8,3830,0.039,0.336,0.297,0.7,0.882,0.5,0.46,UNSTABLE / OPEN,0.08,0.92,2434,996,1407,696,0,0,25.6,25.0,
18,0131,10/8/2015 1:32:21 AM ,4500,20.921,20.586,0.335,0.9,3889,0.039,0.337,0.298,0.7,0.864,0.5,0.46,STABLE / OPEN,0.04,0.95,3074,2160,2166,1188,0,0,25.3,25.0,
19,0131,10/8/2015 2:05:21 AM ,4467,20.921,20.587,0.335,0.9,3896,0.039,0.338,0.300,0.8,0.872,0.5,0.46,UNSTABLE / OPEN,0.00,0.95,1165,597,989,418,0,0,25.5,25.0,
20,0131,10/8/2015 2:38:21 AM ,4120,20.921,20.612,0.309,1.0,3762,0.039,0.327,0.288,0.8,0.913,0.4,0.46,UNSTABLE / OPEN,0.19,1.14,1817,691,1093,453,0,0,25.1,25.0,
21,0131,10/8/2015 3:11:21 AM ,4326,20.921,20.599,0.322,1.0,3680,0.039,0.322,0.283,0.8,0.851,0.4,0.46,STABLE / OPEN,0.07,1.21,2133,926,1153,574,0,0,25.4,25.0,
22,0131,10/8/2015 3:44:21 AM ,3282,20.921,20.679,0.242,1.1,2687,0.039,0.245,0.206,0.9,0.819,0.3,0.46,STABLE / OPEN,0.03,1.24,740,308,379,172,0,0,25.1,25.0,
23,0131,10/8/2015 4:17:21 AM ,4478,20.921,20.590,0.332,1.1,3621,0.039,0.319,0.279,0.9,0.808,0.5,0.46,UNSTABLE / OPEN,0.00,1.24,1857,536,695,267,0,0,25.4,25.0,
24,0131,10/8/2015 4:50:21 AM ,4218,20.921,20.608,0.314,1.2,3534,0.039,0.311,0.272,1.0,0.838,0.4,0.46,UNSTABLE / OPEN,0.13,1.37,2107,895,1067,434,0,0,25.2,25.0,
25,0131,10/8/2015 5:23:21 AM ,4117,20.921,20.617,0.305,1.2,3259,0.039,0.292,0.252,1.0,0.792,0.4,0.46,STABLE / OPEN,0.00,1.37,1351,835,1024,549,0,0,25.3,25.0,
26,0131,10/8/2015 5:56:21 AM ,4295,20.921,20.602,0.319,1.2,3556,0.041,0.315,0.274,1.0,0.828,0.4,0.46,UNSTABLE / OPEN,0.05,1.42,3842,2923,2327,1399,0,0,25.4,25.0,
27,0131,10/8/2015 6:29:21 AM ,3757,20.921,20.643,0.278,1.3,2953,0.041,0.269,0.229,1.1,0.786,0.4,0.46,STABLE / OPEN,0.09,1.51,4337,3202,3088,1844,0,0,25.5,25.0,
28,0131,10/8/2015 7:02:21 AM ,3112,20.921,20.693,0.228,1.3,2396,0.041,0.226,0.185,1.1,0.770,0.3,0.46,UNSTABLE / OPEN,0.00,1.51,1812,1120,1484,612,0,0,25.7,25.0,
29,0131,10/8/2015 7:35:21 AM ,2685,20.921,20.726,0.196,1.4,1998,0.042,0.195,0.154,1.1,0.744,0.3,0.46,UNSTABLE / OPEN,0.00,1.51,620,417,442,194,0,0,25.2,25.0,
30,0131,10/8/2015 8:08:21 AM ,2756,20.921,20.720,0.201,1.4,2013,0.042,0.198,0.155,1.2,0.730,0.3,0.46,STABLE / OPEN,0.01,1.52,42,1,0,0,0,0,25.0,25.0,
31,0131,10/8/2015 8:41:21 AM ,2680,20.921,20.725,0.197,1.4,2013,0.042,0.198,0.156,1.2,0.751,0.3,0.46,STABLE / OPEN,0.08,1.60,432,2,0,0,0,0,25.3,25.0,
32,0131,10/8/2015 9:13:21 AM ,2745,20.921,20.723,0.198,1.5,2033,0.041,0.197,0.155,1.2,0.741,0.3,0.46,STABLE / OPEN,-0.10,1.50,221,5,29,0,0,0,25.3,25.0,
33,0131,10/8/2015 9:46:21 AM ,2626,20.921,20.730,0.192,1.5,1985,0.041,0.194,0.153,1.2,0.756,0.3,0.46,UNSTABLE / OPEN,0.01,1.51,14,2,20,0,0,0,25.6,25.0,
34,0131,10/8/2015 10:19:21 AM ,2655,20.921,20.728,0.193,1.5,1982,0.043,0.195,0.152,1.3,0.747,0.3,0.46,STABLE / OPEN,-0.01,1.50,19,4,28,1,0,0,25.0,25.0,
35,0131,10/8/2015 10:52:21 AM ,2569,20.921,20.735,0.186,1.6,1905,0.043,0.190,0.146,1.3,0.742,0.3,0.46,STABLE / OPEN,-0.01,1.50,185,11,106,1,0,0,25.5,25.0,
36,0131,10/8/2015 11:25:21 AM ,2606,20.921,20.732,0.189,1.6,1961,0.043,0.193,0.150,1.3,0.752,0.3,0.46,UNSTABLE / OPEN,0.08,1.57,9,3,5,0,0,0,25.5,25.0,
37,0131,10/8/2015 11:58:21 AM ,2843,20.921,20.715,0.206,1.6,2137,0.042,0.205,0.163,1.3,0.751,0.3,0.46,UNSTABLE / OPEN,-0.07,1.51,454,9,13,0,0,0,25.1,25.0,
38,0131,10/8/2015 12:31:21 PM ,4034,20.921,20.626,0.295,1.7,3214,0.042,0.288,0.246,1.4,0.797,0.4,0.46,UNSTABLE / OPEN,0.07,1.58,413,166,477,122,0,0,25.6,25.0,
39,0131,10/8/2015 1:04:21 PM ,4613,20.921,20.580,0.341,1.7,3878,0.041,0.338,0.297,1.4,0.841,0.5,0.46,STABLE / OPEN,-0.04,1.54,2085,697,1552,534,0,0,25.1,25.0,
40,0131,10/8/2015 1:37:21 PM ,4451,20.921,20.591,0.330,1.8,3856,0.040,0.335,0.295,1.4,0.866,0.5,0.46,UNSTABLE / OPEN,0.00,1.54,3744,1434,1038,264,0,0,25.1,25.0,
41,0131,10/8/2015 2:10:21 PM ,4321,20.921,20.602,0.319,1.8,3530,0.040,0.311,0.271,1.5,0.817,0.4,0.46,UNSTABLE / OPEN,0.17,1.70,2411,1202,1219,487,0,0,25.7,25.0,
42,0131,10/8/2015 2:43:21 PM ,4556,20.921,20.586,0.335,1.9,3725,0.040,0.324,0.285,1.5,0.818,0.5,0.46,UNSTABLE / OPEN,0.03,1.73,6099,4694,2754,1481,0,0,25.1,25.0,
43,0131,10/8/2015 3:16:21 PM ,4273,20.921,20.607,0.314,1.9,3404,0.039,0.301,0.262,1.6,0.797,0.4,0.46,STABLE / OPEN,-0.03,1.70,4283,3471,1948,1054,0,0,25.6,25.0,
44,0131,10/8/2015 3:49:21 PM ,4555,20.921,20.584,0.337,2.0,3654,0.039,0.321,0.282,1.6,0.802,0.5,0.46,UNSTABLE / OPEN,0.06,1.76,6121,4801,2373,1254,0,0,25.2,25.0,
