Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:30 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0127
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4568
Subject Mass (G), 26.11 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0127,10/7/2015 4:08:21 PM ,4045,20.921,20.548,0.373,0.0,3218,0.041,0.351,0.310,0.0,0.796,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,3364,1910,2326,1138,0,0,25.5,25.0,
2,0127,10/7/2015 4:41:21 PM ,3147,20.921,20.622,0.299,0.1,2554,0.039,0.292,0.252,0.0,0.811,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,0.00,2506,949,1648,652,0,0,25.4,25.0,
3,0127,10/7/2015 5:14:21 PM ,2285,20.921,20.701,0.221,0.1,1722,0.039,0.214,0.175,0.1,0.754,0.3,0.43,CELL NOT RESPONDING / OPEN,0.00,0.00,91,18,26,7,0,0,25.2,25.0,
4,0127,10/7/2015 5:47:21 PM ,3342,20.921,20.609,0.313,0.1,2503,0.039,0.286,0.247,0.1,0.749,0.4,0.44,CELL NOT RESPONDING / OPEN,0.00,0.00,423,112,287,94,0,0,25.6,25.0,
5,0127,10/7/2015 6:20:21 PM ,2506,20.921,20.686,0.235,0.2,2082,0.039,0.242,0.203,0.1,0.831,0.3,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1086,429,628,239,0,0,25.4,25.0,
6,0127,10/7/2015 6:53:21 PM ,4014,20.921,20.548,0.373,0.2,3403,0.040,0.367,0.327,0.2,0.848,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1654,762,1200,401,0,0,25.7,25.0,
7,0127,10/7/2015 7:26:21 PM ,4108,20.921,20.529,0.393,0.3,3657,0.040,0.398,0.358,0.2,0.890,0.5,0.44,CELL NOT RESPONDING / OPEN,0.00,0.00,3828,2181,2489,1264,0,0,25.2,25.0,
8,0127,10/7/2015 7:59:21 PM ,4133,20.921,20.533,0.388,0.3,3583,0.040,0.386,0.346,0.3,0.867,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,3822,2435,3046,1736,0,0,25.4,25.0,
9,0127,10/7/2015 8:32:21 PM ,4287,20.921,20.517,0.404,0.4,3867,0.040,0.413,0.372,0.3,0.902,0.6,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,3975,2553,2753,1575,0,0,25.5,25.0,
10,0127,10/7/2015 9:05:21 PM ,3850,20.921,20.552,0.369,0.5,3534,0.041,0.385,0.344,0.4,0.918,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1458,815,1167,511,0,0,25.3,25.0,
11,0127,10/7/2015 9:38:21 PM ,3069,20.921,20.634,0.287,0.5,2804,0.041,0.309,0.268,0.4,0.914,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,951,393,651,236,0,0,25.5,25.0,
12,0127,10/7/2015 10:10:21 PM ,3439,20.921,20.592,0.329,0.6,3259,0.040,0.356,0.315,0.5,0.948,0.4,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,1328,560,892,320,0,0,25.1,25.0,
13,0127,10/7/2015 10:43:21 PM ,4300,20.921,20.520,0.401,0.6,4067,0.040,0.424,0.384,0.5,0.946,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,2051,1006,1913,813,0,0,25.4,25.0,
14,0127,10/7/2015 11:16:21 PM ,4734,20.921,20.477,0.444,0.7,4494,0.040,0.466,0.426,0.6,0.949,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,4225,2814,3328,2070,0,0,25.1,25.0,
15,0127,10/7/2015 11:49:21 PM ,4483,20.921,20.505,0.417,0.7,4093,0.040,0.427,0.387,0.6,0.913,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,3651,2324,2645,1514,0,0,25.4,25.0,
16,0127,10/8/2015 12:22:21 AM ,3727,20.921,20.572,0.349,0.8,3320,0.039,0.358,0.318,0.7,0.891,0.5,0.45,CELL NOT RESPONDING / OPEN,0.00,0.00,3509,2230,2329,1304,0,0,25.1,25.0,
17,0127,10/8/2015 12:55:21 AM ,2390,20.921,20.699,0.222,0.8,2133,0.039,0.241,0.203,0.7,0.892,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,78,12,523,12,0,0,25.4,25.0,
18,0127,10/8/2015 1:28:21 AM ,2450,20.921,20.698,0.223,0.9,2089,0.039,0.235,0.196,0.8,0.852,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,49,26,121,25,0,0,25.1,25.0,
19,0127,10/8/2015 2:01:21 AM ,2734,20.921,20.671,0.250,0.9,2337,0.039,0.259,0.221,0.8,0.855,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,250,90,378,97,0,0,25.3,25.0,
20,0127,10/8/2015 2:34:21 AM ,2496,20.921,20.695,0.226,1.0,2055,0.039,0.232,0.193,0.8,0.823,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1155,152,430,83,0,0,25.7,25.0,
21,0127,10/8/2015 3:07:21 AM ,3795,20.921,20.576,0.346,1.0,3141,0.039,0.335,0.297,0.9,0.828,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1164,554,1237,485,0,0,25.2,25.0,
22,0127,10/8/2015 3:40:21 AM ,2383,20.921,20.705,0.216,1.0,1956,0.039,0.223,0.184,0.9,0.821,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,38,7,53,3,0,0,25.6,25.0,
23,0127,10/8/2015 4:13:21 AM ,4209,20.921,20.537,0.384,1.1,3524,0.039,0.372,0.333,0.9,0.837,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1871,572,1589,387,0,0,25.3,25.0,
24,0127,10/8/2015 4:46:21 AM ,2300,20.921,20.709,0.212,1.1,2067,0.039,0.234,0.195,1.0,0.899,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,65,29,42,8,0,0,25.5,25.0,
25,0127,10/8/2015 5:19:21 AM ,3660,20.921,20.585,0.337,1.2,3136,0.039,0.337,0.297,1.0,0.857,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,967,303,732,202,0,0,25.1,25.0,
26,0127,10/8/2015 5:52:21 AM ,4525,20.921,20.502,0.419,1.2,4114,0.041,0.429,0.388,1.1,0.909,0.6,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,2846,1567,1916,997,0,0,25.5,25.0,
27,0127,10/8/2015 6:25:21 AM ,3981,20.921,20.551,0.370,1.3,3505,0.041,0.375,0.334,1.1,0.880,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1357,612,978,474,0,0,25.1,25.0,
28,0127,10/8/2015 6:57:21 AM ,4276,20.921,20.527,0.394,1.4,3735,0.040,0.394,0.353,1.2,0.873,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,3156,1971,2514,1437,0,0,25.1,25.0,
29,0127,10/8/2015 7:30:21 AM ,3075,20.921,20.642,0.279,1.4,2530,0.041,0.279,0.238,1.2,0.823,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1530,472,578,193,0,0,25.3,25.0,
30,0127,10/8/2015 8:03:21 AM ,3401,20.921,20.612,0.309,1.5,2877,0.041,0.311,0.270,1.3,0.846,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1530,435,1235,291,0,0,25.5,25.0,
31,0127,10/8/2015 8:36:21 AM ,2321,20.921,20.711,0.210,1.5,1861,0.042,0.217,0.176,1.3,0.802,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,224,33,101,36,0,0,25.7,25.0,
32,0127,10/8/2015 9:09:21 AM ,2564,20.921,20.691,0.230,1.5,2029,0.041,0.232,0.190,1.3,0.791,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,60,15,73,16,0,0,25.5,25.0,
33,0127,10/8/2015 9:42:21 AM ,2644,20.921,20.682,0.240,1.6,2216,0.041,0.249,0.208,1.4,0.838,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,202,72,615,52,0,0,25.2,25.0,
34,0127,10/8/2015 10:15:21 AM ,3288,20.921,20.622,0.299,1.6,2748,0.043,0.302,0.259,1.4,0.836,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,940,293,1060,339,0,0,25.6,25.0,
35,0127,10/8/2015 10:48:21 AM ,2186,20.921,20.723,0.199,1.6,1845,0.043,0.217,0.173,1.4,0.844,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,161,27,96,21,0,0,25.2,25.0,
36,0127,10/8/2015 11:21:21 AM ,2373,20.921,20.708,0.213,1.7,1887,0.043,0.220,0.177,1.5,0.795,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,192,19,68,19,0,0,25.2,25.0,
37,0127,10/8/2015 11:54:21 AM ,3293,20.921,20.623,0.298,1.7,2686,0.042,0.295,0.253,1.5,0.816,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1488,483,1172,258,0,0,25.6,25.0,
38,0127,10/8/2015 12:27:21 PM ,2719,20.921,20.672,0.249,1.8,2434,0.042,0.270,0.228,1.5,0.895,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1393,447,1132,295,0,0,25.1,25.0,
39,0127,10/8/2015 1:00:21 PM ,2477,20.921,20.698,0.223,1.8,1996,0.041,0.228,0.187,1.6,0.806,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,45,9,5,0,0,0,25.5,25.0,
40,0127,10/8/2015 1:33:21 PM ,2293,20.921,20.715,0.206,1.8,1849,0.040,0.213,0.173,1.6,0.807,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,521,83,499,41,0,0,25.6,25.0,
41,0127,10/8/2015 2:06:21 PM ,2262,20.921,20.719,0.203,1.9,1774,0.040,0.206,0.166,1.6,0.784,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,70,11,26,4,0,0,25.1,25.0,
42,0127,10/8/2015 2:39:21 PM ,3270,20.921,20.627,0.295,1.9,2642,0.040,0.288,0.248,1.6,0.808,0.4,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1020,87,336,37,0,0,25.6,25.0,
