Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:28 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0124
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4565
Subject Mass (G), 29.23 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0124,10/7/2015 4:05:21 PM ,4219,20.921,20.440,0.481,0.0,3590,0.041,0.464,0.423,0.0,0.851,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,2928,1610,1819,795,0,0,25.4,25.0,
2,0124,10/7/2015 4:38:21 PM ,3959,20.921,20.468,0.453,0.1,3376,0.039,0.438,0.399,0.1,0.853,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,2740,1066,1784,584,0,0,25.4,25.0,
3,0124,10/7/2015 5:11:21 PM ,3418,20.921,20.539,0.382,0.1,2705,0.039,0.355,0.316,0.1,0.791,0.5,0.42,UNSTABLE / OPEN,0.00,0.00,928,296,579,139,0,0,25.5,25.0,
4,0124,10/7/2015 5:44:21 PM ,3926,20.921,20.474,0.447,0.2,3371,0.039,0.434,0.395,0.2,0.859,0.6,0.42,UNSTABLE / OPEN,0.00,0.00,1348,434,862,232,0,0,25.2,25.0,
5,0124,10/7/2015 6:17:21 PM ,4150,20.921,20.447,0.475,0.2,3745,0.039,0.476,0.437,0.2,0.902,0.6,0.42,UNSTABLE / OPEN,0.00,0.00,2761,1284,1427,583,0,0,25.2,25.0,
6,0124,10/7/2015 6:50:21 PM ,4211,20.921,20.430,0.492,0.3,3941,0.040,0.506,0.466,0.3,0.936,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,3022,1784,1648,904,0,0,25.5,25.0,
7,0124,10/7/2015 7:23:21 PM ,4187,20.921,20.432,0.490,0.4,3890,0.040,0.502,0.462,0.3,0.929,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,4951,3286,2748,1579,0,0,25.3,25.0,
8,0124,10/7/2015 7:56:21 PM ,3962,20.921,20.462,0.459,0.4,3702,0.040,0.475,0.435,0.4,0.935,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,3544,2198,1902,1085,0,0,25.3,25.0,
9,0124,10/7/2015 8:28:21 PM ,3938,20.921,20.468,0.454,0.5,3708,0.040,0.472,0.432,0.5,0.941,0.6,0.42,UNSTABLE / OPEN,0.00,0.00,3086,1601,1725,894,0,0,25.4,25.0,
10,0124,10/7/2015 9:01:21 PM ,3597,20.921,20.506,0.416,0.6,3259,0.040,0.424,0.384,0.5,0.906,0.5,0.41,UNSTABLE / OPEN,0.00,0.00,1054,424,720,234,0,0,25.1,25.0,
11,0124,10/7/2015 9:34:21 PM ,3556,20.921,20.510,0.411,0.6,3267,0.040,0.424,0.384,0.6,0.919,0.5,0.41,UNSTABLE / OPEN,0.00,0.00,2638,1351,1675,852,0,0,25.3,25.0,
12,0124,10/7/2015 10:07:21 PM ,2416,20.921,20.647,0.274,0.7,1998,0.040,0.276,0.235,0.6,0.827,0.3,0.41,UNSTABLE / OPEN,0.00,0.00,111,0,0,0,0,0,25.6,25.0,
13,0124,10/7/2015 10:40:21 PM ,3009,20.921,20.583,0.338,0.7,2400,0.040,0.322,0.282,0.6,0.797,0.4,0.41,UNSTABLE / OPEN,0.00,0.00,818,362,219,127,0,0,25.3,25.0,
14,0124,10/7/2015 11:13:21 PM ,4127,20.921,20.444,0.477,0.8,3724,0.040,0.480,0.440,0.7,0.902,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,2556,1269,1329,586,0,0,25.6,25.0,
15,0124,10/7/2015 11:46:21 PM ,3931,20.921,20.463,0.459,0.8,3614,0.040,0.469,0.429,0.7,0.919,0.6,0.41,UNSTABLE / OPEN,0.00,0.00,3929,2380,2312,1279,0,0,25.3,25.0,
16,0124,10/8/2015 12:19:21 AM ,2776,20.921,20.602,0.319,0.9,2438,0.039,0.327,0.287,0.8,0.878,0.4,0.41,UNSTABLE / OPEN,0.00,0.00,1516,708,626,256,0,0,25.6,25.0,
17,0124,10/8/2015 12:52:21 AM ,2476,20.921,20.637,0.284,0.9,2104,0.039,0.288,0.249,0.8,0.850,0.4,0.41,UNSTABLE / OPEN,0.00,0.00,259,8,7,4,0,0,25.3,25.0,
18,0124,10/8/2015 1:25:21 AM ,2466,20.921,20.645,0.276,1.0,1925,0.039,0.264,0.226,0.9,0.781,0.3,0.42,UNSTABLE / OPEN,0.00,0.00,132,5,39,6,0,0,25.6,25.0,
19,0124,10/8/2015 1:58:21 AM ,3624,20.921,20.506,0.415,1.0,3101,0.039,0.405,0.366,0.9,0.856,0.5,0.41,UNSTABLE / OPEN,0.00,0.00,1041,514,870,284,0,0,25.2,25.0,
20,0124,10/8/2015 2:31:21 AM ,2273,20.921,20.663,0.258,1.1,1910,0.039,0.263,0.225,0.9,0.840,0.3,0.41,UNSTABLE / OPEN,0.00,0.00,1018,359,447,189,0,0,25.5,25.0,
21,0124,10/8/2015 3:04:21 AM ,2242,20.921,20.669,0.253,1.1,1783,0.039,0.249,0.210,1.0,0.795,0.3,0.41,UNSTABLE / OPEN,0.00,0.00,154,2,24,1,0,0,25.0,25.0,
22,0124,10/8/2015 3:37:21 AM ,2403,20.921,20.652,0.269,1.1,1792,0.039,0.250,0.212,1.0,0.746,0.3,0.41,UNSTABLE / OPEN,0.00,0.00,212,9,60,7,0,0,25.4,25.0,
23,0124,10/8/2015 4:10:21 AM ,2450,20.921,20.650,0.271,1.2,1922,0.039,0.262,0.223,1.0,0.785,0.3,0.42,UNSTABLE / OPEN,0.00,0.00,771,82,232,54,0,0,25.0,25.0,
24,0124,10/8/2015 4:43:21 AM ,2493,20.921,20.642,0.279,1.2,1945,0.039,0.268,0.229,1.1,0.780,0.3,0.41,UNSTABLE / OPEN,0.00,0.00,247,76,123,44,0,0,25.3,25.0,
25,0124,10/8/2015 5:15:21 AM ,2494,20.921,20.640,0.281,1.3,1997,0.040,0.275,0.235,1.1,0.801,0.4,0.41,UNSTABLE / OPEN,0.00,0.00,655,142,368,89,0,0,25.7,25.0,
26,0124,10/8/2015 5:48:21 AM ,2464,20.921,20.648,0.273,1.3,1860,0.040,0.258,0.218,1.1,0.755,0.3,0.42,UNSTABLE / OPEN,0.00,0.00,134,5,27,5,0,0,25.3,25.0,
27,0124,10/8/2015 6:21:21 AM ,3304,20.921,20.551,0.370,1.4,2510,0.040,0.336,0.296,1.2,0.760,0.5,0.41,UNSTABLE / OPEN,0.00,0.00,557,201,310,112,0,0,25.5,25.0,
28,0124,10/8/2015 6:54:21 AM ,2732,20.921,20.611,0.311,1.4,2297,0.040,0.310,0.270,1.2,0.841,0.4,0.41,UNSTABLE / OPEN,0.00,0.00,1113,303,579,183,0,0,25.7,25.0,
29,0124,10/8/2015 7:27:21 AM ,3983,20.921,20.473,0.448,1.5,3480,0.041,0.443,0.402,1.2,0.874,0.6,0.42,UNSTABLE / OPEN,0.67,0.67,1243,639,825,416,0,0,25.3,25.0,
30,0124,10/8/2015 8:00:21 AM ,3830,20.921,20.484,0.438,1.5,3540,0.041,0.452,0.411,1.3,0.924,0.6,0.42,UNSTABLE / OPEN,0.16,0.83,3153,1863,1605,823,0,0,25.1,25.0,
31,0124,10/8/2015 8:33:21 AM ,2673,20.921,20.617,0.305,1.6,2383,0.042,0.319,0.278,1.4,0.891,0.4,0.42,UNSTABLE / OPEN,0.00,0.83,186,6,237,12,0,0,25.3,25.0,
32,0124,10/8/2015 9:06:21 AM ,2657,20.921,20.617,0.304,1.6,2329,0.041,0.315,0.274,1.4,0.877,0.4,0.41,STABLE / OPEN,-0.16,0.67,93,3,86,11,0,0,25.4,25.0,
33,0124,10/8/2015 9:39:21 AM ,3232,20.921,20.553,0.368,1.7,2795,0.041,0.369,0.327,1.4,0.865,0.5,0.42,UNSTABLE / OPEN,0.17,0.84,330,153,214,97,0,0,25.5,25.0,
34,0124,10/8/2015 10:12:21 AM ,3902,20.921,20.474,0.448,1.7,3566,0.043,0.459,0.416,1.5,0.914,0.6,0.42,UNSTABLE / OPEN,0.24,1.08,2500,1256,1493,653,0,0,25.2,25.0,
35,0124,10/8/2015 10:45:21 AM ,3233,20.921,20.553,0.369,1.8,2900,0.043,0.381,0.338,1.5,0.897,0.5,0.42,UNSTABLE / OPEN,0.00,1.08,1774,755,882,374,0,0,25.5,25.0,
36,0124,10/8/2015 11:18:21 AM ,2750,20.921,20.605,0.316,1.8,2453,0.043,0.331,0.289,1.6,0.892,0.4,0.41,UNSTABLE / OPEN,-0.01,1.07,342,6,51,1,0,0,25.3,25.0,
37,0124,10/8/2015 11:51:21 AM ,2627,20.921,20.621,0.300,1.9,2300,0.042,0.312,0.270,1.6,0.875,0.4,0.42,UNSTABLE / OPEN,0.23,1.30,121,7,26,4,0,0,25.1,25.0,
38,0124,10/8/2015 12:24:21 PM ,2530,20.921,20.635,0.286,1.9,2159,0.042,0.294,0.252,1.7,0.854,0.4,0.42,UNSTABLE / OPEN,-0.04,1.27,255,75,106,39,0,0,25.6,25.0,
39,0124,10/8/2015 12:57:21 PM ,3356,20.921,20.539,0.383,2.0,3000,0.041,0.391,0.350,1.7,0.894,0.5,0.42,UNSTABLE / OPEN,-0.11,1.16,518,159,429,87,0,0,25.1,25.0,
40,0124,10/8/2015 1:30:21 PM ,2828,20.921,20.605,0.316,2.0,2438,0.040,0.321,0.281,1.7,0.862,0.4,0.42,UNSTABLE / OPEN,0.14,1.30,1498,803,886,427,0,0,25.2,25.0,
41,0124,10/8/2015 2:02:21 PM ,2695,20.921,20.621,0.300,2.0,2164,0.040,0.291,0.251,1.8,0.803,0.4,0.42,UNSTABLE / OPEN,0.00,1.30,226,13,79,13,0,0,25.6,25.0,
42,0124,10/8/2015 2:35:21 PM ,4004,20.921,20.476,0.445,2.1,3415,0.040,0.431,0.392,1.8,0.853,0.6,0.42,UNSTABLE / OPEN,0.97,2.27,1078,518,828,248,0,0,25.1,25.0,
43,0124,10/8/2015 3:08:21 PM ,2693,20.921,20.615,0.306,2.2,2370,0.039,0.315,0.276,1.9,0.880,0.4,0.42,UNSTABLE / OPEN,-0.08,2.19,958,398,411,194,0,0,25.5,25.0,
44,0124,10/8/2015 3:41:21 PM ,3276,20.921,20.551,0.370,2.2,2959,0.038,0.380,0.341,1.9,0.903,0.5,0.42,UNSTABLE / OPEN,0.04,2.23,56,6,29,9,0,0,25.1,25.0,
