Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:16 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0105
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4368
Subject Mass (G), 21.1 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0105,10/7/2015 3:45:21 PM ,3547,20.921,20.667,0.255,0.0,2830,0.042,0.254,0.212,0.0,0.798,0.4,0.47,STABLE / OPEN,0.00,0.00,131,25,8,3,0,0,25.6,25.0,
2,0105,10/7/2015 4:18:21 PM ,3274,20.921,20.689,0.233,0.0,2499,0.040,0.227,0.187,0.0,0.763,0.3,0.47,STABLE / OPEN,0.01,0.01,1057,146,82,14,0,0,25.3,25.0,
3,0105,10/7/2015 4:51:21 PM ,4564,20.921,20.591,0.330,0.1,3869,0.039,0.328,0.289,0.1,0.848,0.5,0.47,STABLE / OPEN,0.45,0.46,2335,1082,992,591,0,0,25.0,25.0,
4,0105,10/7/2015 5:24:21 PM ,3419,20.921,20.676,0.246,0.1,3012,0.039,0.261,0.222,0.1,0.881,0.4,0.48,STABLE / OPEN,-0.03,0.43,950,102,113,5,0,0,24.9,25.0,
5,0105,10/7/2015 5:57:21 PM ,4189,20.921,20.613,0.308,0.2,3966,0.039,0.335,0.295,0.1,0.947,0.4,0.47,STABLE / OPEN,0.03,0.46,1599,550,585,313,0,0,25.0,25.0,
6,0105,10/7/2015 6:29:21 PM ,4540,20.921,20.584,0.338,0.2,4339,0.039,0.365,0.326,0.2,0.956,0.5,0.47,STABLE / OPEN,0.01,0.46,1477,817,924,486,0,0,24.9,25.0,
7,0105,10/7/2015 7:02:21 PM ,4533,20.921,20.582,0.339,0.3,4297,0.040,0.365,0.325,0.2,0.948,0.5,0.46,STABLE / OPEN,0.04,0.51,3357,2161,2758,1402,0,0,25.6,25.0,
8,0105,10/7/2015 7:35:21 PM ,4350,20.921,20.599,0.322,0.3,4242,0.040,0.356,0.316,0.3,0.975,0.5,0.47,STABLE / OPEN,0.13,0.64,3008,1665,2416,1086,0,0,25.3,25.0,
9,0105,10/7/2015 8:08:21 PM ,3533,20.921,20.658,0.264,0.4,3373,0.040,0.294,0.254,0.3,0.955,0.4,0.47,UNSTABLE / OPEN,0.17,0.81,2457,1389,1746,833,0,0,24.9,25.0,
10,0105,10/7/2015 8:41:21 PM ,4485,20.921,20.586,0.336,0.4,4352,0.040,0.368,0.328,0.4,0.970,0.5,0.47,UNSTABLE / OPEN,0.07,0.88,1547,835,985,485,0,0,25.4,25.0,
11,0105,10/7/2015 9:14:21 PM ,4377,20.921,20.597,0.324,0.5,4132,0.041,0.350,0.310,0.4,0.944,0.5,0.47,STABLE / OPEN,0.16,1.05,3096,1862,2572,1343,0,0,25.0,25.0,
12,0105,10/7/2015 9:47:21 PM ,4480,20.921,20.591,0.330,0.5,3901,0.041,0.336,0.295,0.5,0.871,0.5,0.46,STABLE / OPEN,0.13,1.18,2719,1248,1929,796,0,0,25.6,25.0,
13,0105,10/7/2015 10:20:21 PM ,5013,20.921,20.563,0.358,0.6,3955,0.041,0.337,0.296,0.5,0.789,0.5,0.47,UNSTABLE / OPEN,0.14,1.32,2835,1627,2803,1430,0,0,25.3,25.0,
14,0105,10/7/2015 10:53:21 PM ,5643,20.921,20.516,0.406,0.6,4429,0.041,0.374,0.333,0.6,0.785,0.6,0.47,UNSTABLE / OPEN,0.72,2.04,3752,2334,2872,1664,0,0,24.9,25.0,
15,0105,10/7/2015 11:26:21 PM ,4987,20.921,20.558,0.363,0.7,4230,0.040,0.358,0.318,0.6,0.848,0.5,0.47,STABLE / OPEN,0.05,2.09,3676,2046,2964,1533,0,0,25.5,25.0,
16,0105,10/7/2015 11:59:21 PM ,4529,20.921,20.593,0.328,0.8,3950,0.040,0.334,0.294,0.7,0.872,0.5,0.47,STABLE / OPEN,-0.02,2.07,3599,2009,2672,1501,0,0,25.2,25.0,
17,0105,10/8/2015 12:32:21 AM ,3284,20.921,20.680,0.242,0.8,2963,0.040,0.263,0.222,0.7,0.902,0.3,0.47,UNSTABLE / OPEN,0.00,2.07,2071,657,853,384,0,0,25.0,25.0,
18,0105,10/8/2015 1:05:21 AM ,2895,20.921,20.707,0.214,0.8,2630,0.039,0.237,0.198,0.7,0.909,0.3,0.47,STABLE / OPEN,0.00,2.07,510,153,188,78,0,0,25.5,25.0,
19,0105,10/8/2015 1:38:21 AM ,3173,20.921,20.688,0.234,0.9,2965,0.039,0.260,0.221,0.8,0.934,0.3,0.47,STABLE / OPEN,0.00,2.07,217,39,57,5,0,0,25.1,25.0,
20,0105,10/8/2015 2:11:21 AM ,4692,20.921,20.575,0.346,0.9,4563,0.039,0.378,0.339,0.8,0.973,0.5,0.47,UNSTABLE / OPEN,0.00,2.07,2231,1263,1354,753,0,0,25.0,25.0,
21,0105,10/8/2015 2:44:21 AM ,4247,20.921,20.607,0.314,1.0,3816,0.039,0.327,0.289,0.9,0.898,0.4,0.47,STABLE / OPEN,0.03,2.09,3399,1802,2259,1056,0,0,25.6,25.0,
22,0105,10/8/2015 3:16:21 AM ,2883,20.921,20.713,0.208,1.0,2442,0.039,0.221,0.182,0.9,0.847,0.3,0.47,STABLE / OPEN,-0.01,2.09,1754,777,807,375,0,0,25.2,25.0,
23,0105,10/8/2015 3:49:21 AM ,3000,20.921,20.705,0.216,1.0,2413,0.039,0.220,0.181,0.9,0.804,0.3,0.47,STABLE / OPEN,0.00,2.09,232,34,47,5,0,0,24.9,25.0,
24,0105,10/8/2015 4:22:21 AM ,4277,20.921,20.607,0.314,1.1,3783,0.039,0.324,0.285,1.0,0.885,0.4,0.47,STABLE / OPEN,0.13,2.22,2295,1174,1667,786,0,0,25.5,25.0,
25,0105,10/8/2015 4:55:21 AM ,3608,20.921,20.659,0.262,1.1,3089,0.039,0.271,0.232,1.0,0.856,0.4,0.47,STABLE / OPEN,0.05,2.27,1987,586,1028,319,0,0,25.3,25.0,
26,0105,10/8/2015 5:28:21 AM ,3620,20.921,20.662,0.259,1.2,2847,0.039,0.253,0.213,1.0,0.787,0.4,0.47,UNSTABLE / OPEN,0.00,2.27,513,135,232,62,0,0,24.9,25.0,
27,0105,10/8/2015 6:01:21 AM ,5130,20.921,20.555,0.366,1.2,3874,0.041,0.332,0.291,1.1,0.755,0.5,0.47,STABLE / OPEN,0.09,2.37,2772,1399,2086,920,0,0,25.6,25.0,
28,0105,10/8/2015 6:34:21 AM ,4520,20.921,20.604,0.318,1.3,3385,0.041,0.292,0.251,1.1,0.749,0.5,0.47,STABLE / OPEN,0.02,2.38,3415,1490,1981,976,0,0,25.6,25.0,
29,0105,10/8/2015 7:07:21 AM ,3464,20.921,20.680,0.241,1.3,2332,0.041,0.216,0.174,1.2,0.673,0.3,0.47,STABLE / OPEN,0.02,2.40,481,190,374,115,0,0,25.6,25.0,
30,0105,10/8/2015 7:40:21 AM ,3222,20.921,20.696,0.226,1.4,2245,0.042,0.210,0.168,1.2,0.697,0.3,0.47,STABLE / OPEN,0.01,2.41,49,7,7,2,0,0,25.2,25.0,
31,0105,10/8/2015 8:13:21 AM ,4679,20.921,20.586,0.336,1.4,3835,0.042,0.328,0.286,1.2,0.820,0.5,0.47,UNSTABLE / OPEN,0.16,2.57,2380,1265,1619,708,0,0,24.9,25.0,
32,0105,10/8/2015 8:46:21 AM ,3088,20.921,20.703,0.218,1.5,2352,0.042,0.217,0.175,1.3,0.762,0.3,0.47,STABLE / OPEN,-0.04,2.53,1409,558,530,274,0,0,25.0,25.0,
33,0105,10/8/2015 9:19:21 AM ,4263,20.921,20.618,0.303,1.5,3399,0.042,0.294,0.252,1.3,0.797,0.4,0.47,STABLE / OPEN,0.05,2.58,1516,720,963,463,0,0,25.2,25.0,
34,0105,10/8/2015 9:52:21 AM ,2900,20.921,20.715,0.206,1.5,2289,0.041,0.212,0.170,1.3,0.789,0.3,0.47,UNSTABLE / OPEN,0.01,2.60,375,61,139,6,0,0,25.6,25.0,
35,0105,10/8/2015 10:25:21 AM ,4249,20.921,20.614,0.307,1.6,3484,0.043,0.305,0.261,1.4,0.820,0.4,0.47,STABLE / OPEN,0.00,2.59,2432,964,961,478,0,0,25.5,25.0,
36,0105,10/8/2015 10:58:21 AM ,2989,20.921,20.708,0.213,1.6,2267,0.043,0.213,0.170,1.4,0.758,0.3,0.47,UNSTABLE / OPEN,0.00,2.60,1492,685,727,351,0,0,25.2,25.0,
37,0105,10/8/2015 11:31:21 AM ,3310,20.921,20.690,0.231,1.7,2494,0.042,0.226,0.184,1.4,0.753,0.3,0.48,UNSTABLE / OPEN,0.01,2.61,75,23,58,7,0,0,25.0,25.0,
38,0105,10/8/2015 12:03:21 PM ,4317,20.921,20.612,0.310,1.7,3535,0.042,0.305,0.264,1.4,0.819,0.4,0.47,UNSTABLE / OPEN,0.05,2.65,1680,663,763,348,0,0,24.9,25.0,
39,0105,10/8/2015 12:36:21 PM ,3254,20.921,20.690,0.231,1.7,2521,0.042,0.230,0.188,1.5,0.775,0.3,0.47,STABLE / OPEN,-0.02,2.64,1899,869,717,365,0,0,25.1,25.0,
40,0105,10/8/2015 1:09:21 PM ,3057,20.921,20.706,0.216,1.8,2360,0.041,0.216,0.175,1.5,0.772,0.3,0.47,STABLE / OPEN,-0.01,2.63,216,26,22,4,0,0,25.5,25.0,
41,0105,10/8/2015 1:42:21 PM ,2822,20.921,20.721,0.200,1.8,2176,0.040,0.202,0.162,1.5,0.771,0.3,0.47,UNSTABLE / OPEN,0.00,2.63,783,109,104,40,0,0,25.3,25.0,
42,0105,10/8/2015 2:15:21 PM ,3198,20.921,20.695,0.226,1.9,2367,0.040,0.217,0.177,1.6,0.740,0.3,0.47,UNSTABLE / OPEN,0.00,2.62,105,19,14,1,0,0,24.9,25.0,
43,0105,10/8/2015 2:48:21 PM ,4152,20.921,20.626,0.296,1.9,3232,0.040,0.281,0.241,1.6,0.778,0.4,0.47,UNSTABLE / OPEN,0.05,2.68,2156,1120,1348,683,0,0,25.1,25.0,
44,0105,10/8/2015 3:21:21 PM ,2972,20.921,20.713,0.208,1.9,2168,0.039,0.201,0.161,1.6,0.729,0.3,0.47,STABLE / OPEN,-0.03,2.65,1216,179,325,69,0,0,25.4,25.0,
