Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:24 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0117
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4381
Subject Mass (G), 21.8 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0117,10/7/2015 3:58:21 PM ,2477,20.921,20.732,0.190,0.0,1960,0.041,0.198,0.157,0.0,0.791,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,24,2,12,7,0,0,25.5,25.0,
2,0117,10/7/2015 4:30:21 PM ,2604,20.921,20.723,0.198,0.0,2050,0.040,0.203,0.163,0.0,0.787,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,36,2,4,1,0,0,25.4,25.0,
3,0117,10/7/2015 5:03:21 PM ,3323,20.921,20.668,0.253,0.1,2667,0.039,0.251,0.212,0.1,0.803,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,775,144,322,102,0,0,25.6,25.0,
4,0117,10/7/2015 5:36:21 PM ,2738,20.921,20.710,0.212,0.1,2432,0.039,0.231,0.192,0.1,0.888,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,592,212,538,215,0,0,25.1,25.0,
5,0117,10/7/2015 6:09:21 PM ,3223,20.921,20.671,0.250,0.1,2855,0.039,0.266,0.227,0.1,0.886,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,611,134,344,133,0,0,25.4,25.0,
6,0117,10/7/2015 6:42:21 PM ,3548,20.921,20.644,0.277,0.2,3193,0.040,0.294,0.255,0.2,0.900,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1503,725,1010,507,0,0,25.2,25.0,
7,0117,10/7/2015 7:15:21 PM ,4897,20.921,20.535,0.386,0.2,4504,0.040,0.401,0.361,0.2,0.920,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,2554,1478,1671,987,0,0,25.3,25.0,
8,0117,10/7/2015 7:48:21 PM ,4904,20.921,20.531,0.391,0.3,4767,0.040,0.422,0.382,0.3,0.972,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,2562,1486,1581,959,0,0,25.6,25.0,
9,0117,10/7/2015 8:21:21 PM ,5020,20.921,20.526,0.396,0.3,4785,0.040,0.421,0.381,0.3,0.953,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,2322,1399,1756,1025,0,0,25.1,25.0,
10,0117,10/7/2015 8:54:21 PM ,3959,20.921,20.610,0.311,0.4,3685,0.040,0.334,0.294,0.4,0.931,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1365,630,817,423,0,0,25.4,25.0,
11,0117,10/7/2015 9:27:21 PM ,2856,20.921,20.696,0.226,0.4,2685,0.040,0.255,0.215,0.4,0.940,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,23,10,17,5,0,0,25.3,25.0,
12,0117,10/7/2015 10:00:21 PM ,4690,20.921,20.551,0.371,0.5,4465,0.040,0.396,0.356,0.4,0.952,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1881,1039,1118,589,0,0,25.3,25.0,
13,0117,10/7/2015 10:33:21 PM ,4981,20.921,20.524,0.397,0.5,4747,0.040,0.422,0.382,0.5,0.953,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,2575,1580,1948,1127,0,0,25.6,25.0,
14,0117,10/7/2015 11:06:21 PM ,5212,20.921,20.507,0.414,0.6,4929,0.040,0.436,0.396,0.6,0.946,0.6,0.45,UNSTABLE / OPEN,0.00,0.00,3344,2039,2245,1403,0,0,25.3,25.0,
15,0117,10/7/2015 11:39:21 PM ,4845,20.921,20.534,0.387,0.7,4618,0.040,0.412,0.372,0.6,0.953,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,3100,1927,2091,1213,0,0,25.6,25.0,
16,0117,10/8/2015 12:12:21 AM ,3004,20.921,20.685,0.236,0.7,2725,0.039,0.258,0.218,0.7,0.907,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,1092,547,827,424,0,0,25.3,25.0,
17,0117,10/8/2015 12:45:21 AM ,2545,20.921,20.720,0.202,0.7,2300,0.039,0.225,0.186,0.7,0.904,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,20,1,22,6,0,0,25.6,25.0,
18,0117,10/8/2015 1:17:21 AM ,3030,20.921,20.685,0.236,0.8,2742,0.039,0.257,0.218,0.7,0.905,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,192,10,332,74,0,0,25.2,25.0,
19,0117,10/8/2015 1:50:21 AM ,4623,20.921,20.556,0.365,0.8,4241,0.039,0.379,0.341,0.8,0.917,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,3024,1925,2189,1084,0,0,25.5,25.0,
20,0117,10/8/2015 2:23:21 AM ,4428,20.921,20.574,0.348,0.9,4214,0.039,0.373,0.334,0.8,0.952,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,3056,1694,1951,1161,0,0,25.2,25.0,
21,0117,10/8/2015 2:56:21 AM ,2620,20.921,20.715,0.206,0.9,2331,0.039,0.226,0.187,0.8,0.890,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,327,53,320,131,0,0,25.4,25.0,
22,0117,10/8/2015 3:29:21 AM ,2476,20.921,20.730,0.192,1.0,2070,0.038,0.204,0.166,0.9,0.836,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,47,2,0,0,0,0,25.5,25.0,
23,0117,10/8/2015 4:02:21 AM ,2692,20.921,20.713,0.208,1.0,2250,0.039,0.219,0.180,0.9,0.836,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,855,370,401,214,0,0,25.4,25.0,
24,0117,10/8/2015 4:35:21 AM ,4393,20.921,20.580,0.341,1.0,3706,0.039,0.337,0.297,0.9,0.843,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,1611,944,1299,682,0,0,25.5,25.0,
25,0117,10/8/2015 5:08:21 AM ,2434,20.921,20.733,0.188,1.1,2075,0.040,0.205,0.166,1.0,0.852,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1076,522,527,297,0,0,25.2,25.0,
26,0117,10/8/2015 5:41:21 AM ,3140,20.921,20.680,0.241,1.1,2512,0.040,0.242,0.202,1.0,0.800,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,272,69,97,44,0,0,25.6,25.0,
27,0117,10/8/2015 6:14:21 AM ,4313,20.921,20.584,0.337,1.1,3688,0.040,0.337,0.297,1.0,0.855,0.5,0.45,UNSTABLE / OPEN,0.00,0.00,3177,1835,2123,1209,0,0,25.6,25.0,
28,0117,10/8/2015 6:47:21 AM ,2625,20.921,20.718,0.203,1.2,2239,0.040,0.219,0.179,1.1,0.853,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,1187,360,707,378,0,0,25.6,25.0,
29,0117,10/8/2015 7:20:21 AM ,2703,20.921,20.718,0.204,1.2,2114,0.041,0.207,0.167,1.1,0.782,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,33,0,0,0,0,0,25.2,25.0,
30,0117,10/8/2015 7:53:21 AM ,3461,20.921,20.657,0.264,1.3,2825,0.041,0.265,0.224,1.1,0.816,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1212,668,648,359,0,0,25.2,25.0,
31,0117,10/8/2015 8:26:21 AM ,2446,20.921,20.736,0.185,1.3,1920,0.042,0.194,0.152,1.2,0.785,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,1125,488,595,321,0,0,25.4,25.0,
32,0117,10/8/2015 8:59:21 AM ,2738,20.921,20.713,0.208,1.3,2057,0.041,0.206,0.165,1.2,0.751,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,69,4,0,0,0,0,25.6,25.0,
33,0117,10/8/2015 9:32:21 AM ,2476,20.921,20.735,0.187,1.4,1850,0.041,0.188,0.147,1.2,0.747,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,48,8,7,1,0,0,25.4,25.0,
34,0117,10/8/2015 10:04:21 AM ,3517,20.921,20.653,0.268,1.4,2793,0.041,0.264,0.222,1.2,0.794,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,805,274,416,193,0,0,25.1,25.0,
35,0117,10/8/2015 10:37:21 AM ,3932,20.921,20.625,0.296,1.4,2876,0.043,0.272,0.229,1.3,0.732,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,3932,2278,2349,1221,0,0,25.5,25.0,
36,0117,10/8/2015 11:10:21 AM ,2209,20.921,20.754,0.167,1.5,1727,0.043,0.180,0.137,1.3,0.782,0.2,0.46,UNSTABLE / OPEN,0.00,0.00,1247,515,731,245,0,0,25.4,25.0,
37,0117,10/8/2015 11:43:21 AM ,2453,20.921,20.737,0.184,1.5,1866,0.042,0.190,0.147,1.3,0.761,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,37,2,0,0,0,0,25.1,25.0,
38,0117,10/8/2015 12:16:21 PM ,2607,20.921,20.721,0.200,1.5,2093,0.042,0.209,0.167,1.3,0.803,0.3,0.45,UNSTABLE / OPEN,0.00,0.00,32,4,0,0,0,0,25.4,25.0,
39,0117,10/8/2015 12:49:21 PM ,2348,20.921,20.743,0.178,1.6,1867,0.041,0.189,0.148,1.4,0.795,0.2,0.46,UNSTABLE / OPEN,0.00,0.00,32,1,0,0,0,0,25.1,25.0,
40,0117,10/8/2015 1:22:21 PM ,2494,20.921,20.733,0.188,1.6,1918,0.040,0.192,0.152,1.4,0.769,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,22,3,0,0,0,0,25.3,25.0,
41,0117,10/8/2015 1:55:21 PM ,3727,20.921,20.637,0.284,1.6,2994,0.040,0.278,0.238,1.4,0.803,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1708,712,602,311,0,0,25.7,25.0,
42,0117,10/8/2015 2:28:21 PM ,3657,20.921,20.640,0.281,1.7,3214,0.040,0.293,0.253,1.4,0.879,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,3322,1611,2016,1035,0,0,25.1,25.0,
43,0117,10/8/2015 3:01:21 PM ,2486,20.921,20.731,0.191,1.7,2037,0.039,0.202,0.162,1.5,0.819,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,39,1,79,36,0,0,25.6,25.0,
44,0117,10/8/2015 3:34:21 PM ,2435,20.921,20.736,0.186,1.7,1988,0.038,0.196,0.158,1.5,0.817,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,177,13,7,1,0,0,25.1,25.0,
