Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:31 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0128
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4569
Subject Mass (G), 28.08 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
43,0128,10/8/2015 3:13:21 PM ,3230,20.921,20.610,0.311,2.0,2616,0.039,0.302,0.263,1.8,0.810,0.4,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,515,80,649,147,0,0,25.2,25.0,
44,0128,10/8/2015 3:46:21 PM ,2326,20.921,20.695,0.227,2.0,1917,0.039,0.233,0.194,1.8,0.824,0.3,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,960,465,544,283,0,0,25.5,25.0,
45,0128,10/8/2015 4:18:21 PM ,2489,20.921,20.683,0.239,2.1,1969,0.039,0.237,0.197,1.9,0.791,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,39,8,56,11,0,0,25.3,25.0,
46,0128,10/8/2015 4:51:21 PM ,3300,20.921,20.598,0.323,2.1,2847,0.041,0.328,0.287,1.9,0.863,0.5,0.46,CELL NOT RESPONDING / OPEN,0.00,0.00,1272,335,827,250,0,0,25.4,25.0,
47,0128,10/8/2015 5:24:21 PM ,3654,20.921,20.565,0.357,2.2,3154,0.042,0.359,0.317,1.9,0.863,0.5,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,1263,571,827,375,0,0,25.4,25.0,
48,EVENT,10/8/2015 5:57:21 PM ,2403,20.921,20.686,0.236,2.2,2212,0.041,0.262,0.221,2.0,0.921,0.3,0.47,CELL NOT RESPONDING / OPEN,0.00,0.00,764,207,593,151,0,0,25.2,25.0,
49,EVENT,10/8/2015 6:30:21 PM ,3889,20.921,20.544,0.377,2.3,3223,0.043,0.368,0.324,2.0,0.829,0.5,0.47,UNSTABLE / OPEN,0.00,0.00,2772,1339,1977,790,0,0,25.3,25.0,
50,0128,10/8/2015 7:03:21 PM ,4102,20.921,20.520,0.401,2.3,3637,0.042,0.406,0.364,2.1,0.887,0.6,0.47,UNSTABLE / OPEN,0.00,0.00,2246,801,1261,277,0,0,25.2,25.0,
51,0128,10/8/2015 7:36:21 PM ,4487,20.921,20.477,0.444,2.4,4070,0.041,0.452,0.411,2.1,0.907,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1991,849,1138,424,0,0,25.4,25.0,
52,0128,10/8/2015 8:09:21 PM ,4050,20.921,20.520,0.401,2.5,3734,0.041,0.417,0.376,2.2,0.922,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2012,765,1061,380,0,0,25.5,25.0,
53,0128,10/8/2015 8:42:21 PM ,3562,20.921,20.568,0.353,2.5,3380,0.041,0.380,0.339,2.2,0.949,0.5,0.47,UNSTABLE / OPEN,0.00,0.00,719,260,339,120,0,0,25.3,25.0,
54,0128,10/8/2015 9:15:21 PM ,4106,20.921,20.510,0.411,2.6,3974,0.042,0.442,0.400,2.3,0.968,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,1966,862,978,326,0,0,25.6,25.0,
55,0128,10/8/2015 9:48:21 PM ,3025,20.921,20.622,0.299,2.6,2815,0.042,0.325,0.283,2.4,0.931,0.4,0.47,UNSTABLE / OPEN,0.00,0.00,1689,735,1020,342,0,0,25.2,25.0,
56,0128,10/8/2015 10:21:21 PM ,2785,20.921,20.643,0.278,2.7,2651,0.043,0.310,0.268,2.4,0.952,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,1040,320,384,112,0,0,25.5,25.0,
57,0128,10/8/2015 10:54:21 PM ,2547,20.921,20.666,0.255,2.7,2431,0.044,0.290,0.246,2.4,0.954,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,861,178,719,69,0,0,25.1,25.0,
58,0128,10/8/2015 11:27:21 PM ,4140,20.921,20.506,0.415,2.8,3980,0.044,0.447,0.403,2.5,0.961,0.6,0.46,UNSTABLE / OPEN,0.00,0.00,2021,1008,1013,375,0,0,25.3,25.0,
59,0128,10/9/2015 12:00:21 AM ,3432,20.921,20.578,0.343,2.8,3225,0.044,0.371,0.327,2.5,0.940,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1962,950,1037,363,0,0,25.5,25.0,
60,0128,10/9/2015 12:33:21 AM ,2238,20.921,20.695,0.226,2.9,2195,0.045,0.268,0.222,2.6,0.981,0.3,0.46,UNSTABLE / OPEN,0.00,0.00,415,5,33,6,0,0,25.1,25.0,
61,0128,10/9/2015 1:05:21 AM ,2545,20.921,20.667,0.254,2.9,2401,0.044,0.287,0.243,2.6,0.943,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,404,81,34,14,0,0,25.2,25.0,
62,0128,10/9/2015 1:38:21 AM ,2734,20.921,20.651,0.270,3.0,2522,0.043,0.296,0.253,2.7,0.923,0.4,0.47,UNSTABLE / OPEN,0.00,0.00,738,164,286,54,0,0,25.4,25.0,
63,0128,10/9/2015 2:11:21 AM ,3193,20.921,20.605,0.317,3.0,3027,0.042,0.346,0.304,2.7,0.948,0.4,0.47,UNSTABLE / OPEN,0.00,0.00,812,165,213,69,0,0,25.5,25.0,
64,0128,10/9/2015 2:44:21 AM ,3832,20.921,20.541,0.380,3.1,3635,0.041,0.406,0.365,2.8,0.949,0.5,0.47,UNSTABLE / OPEN,0.00,0.00,2255,847,1211,353,0,0,25.2,25.0,
65,0128,10/9/2015 3:17:21 AM ,2529,20.921,20.671,0.250,3.1,2298,0.040,0.271,0.232,2.8,0.909,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,447,71,102,33,0,0,25.4,25.0,
66,0128,10/9/2015 3:50:21 AM ,3485,20.921,20.576,0.345,3.2,3206,0.040,0.362,0.323,2.8,0.920,0.5,0.47,UNSTABLE / OPEN,0.00,0.00,1155,333,266,85,0,0,25.6,25.0,
67,0128,10/9/2015 4:23:21 AM ,3873,20.921,20.535,0.386,3.2,3678,0.039,0.410,0.371,2.9,0.950,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,2272,809,759,192,0,0,25.1,25.0,
68,0128,10/9/2015 4:56:21 AM ,3651,20.921,20.558,0.363,3.3,3451,0.039,0.386,0.347,2.9,0.945,0.5,0.47,UNSTABLE / OPEN,0.00,0.00,797,130,374,61,0,0,25.3,25.0,
69,0128,10/9/2015 5:29:21 AM ,3906,20.921,20.532,0.389,3.3,3652,0.039,0.408,0.369,3.0,0.935,0.5,0.46,UNSTABLE / OPEN,0.00,0.00,1647,651,1321,364,0,0,25.5,25.0,
70,0128,10/9/2015 6:02:21 AM ,2574,20.921,20.665,0.256,3.4,2432,0.039,0.284,0.245,3.0,0.945,0.4,0.46,UNSTABLE / OPEN,0.00,0.00,565,87,336,29,0,0,25.4,25.0,
71,0128,10/9/2015 6:35:21 AM ,2424,20.921,20.681,0.240,3.4,2259,0.040,0.267,0.227,3.1,0.932,0.3,0.47,STABLE / OPEN,3.32,3.32,1281,340,359,149,0,0,25.1,25.0,
72,0128,10/9/2015 7:08:21 AM ,2404,20.921,20.683,0.238,3.5,2258,0.039,0.266,0.226,3.1,0.939,0.3,0.47,UNSTABLE / OPEN,-0.05,3.27,260,9,8,2,0,0,25.2,25.0,
73,0128,10/9/2015 7:41:21 AM ,3536,20.921,20.568,0.354,3.5,3425,0.040,0.385,0.345,3.2,0.969,0.5,0.46,UNSTABLE / OPEN,-0.06,3.20,1038,304,674,176,0,0,25.3,25.0,
74,0128,10/9/2015 8:14:21 AM ,2838,20.921,20.642,0.279,3.5,2546,0.042,0.298,0.256,3.2,0.897,0.4,0.47,UNSTABLE / OPEN,0.30,3.50,1625,793,1045,373,0,0,25.6,25.0,
75,0128,10/9/2015 8:47:21 AM ,2585,20.921,20.665,0.256,3.6,2340,0.042,0.278,0.236,3.2,0.905,0.4,0.46,UNSTABLE / OPEN,-0.08,3.42,278,15,23,2,0,0,25.6,25.0,
76,0128,10/9/2015 9:20:21 AM ,3034,20.921,20.621,0.300,3.6,2730,0.042,0.317,0.275,3.3,0.900,0.4,0.46,UNSTABLE / OPEN,0.01,3.43,385,25,177,16,0,0,25.4,25.0,
77,0128,10/9/2015 9:52:21 AM ,2639,20.921,20.662,0.259,3.7,2322,0.041,0.275,0.234,3.3,0.880,0.4,0.46,STABLE / OPEN,0.04,3.48,503,63,55,20,0,0,25.3,25.0,
78,0128,10/9/2015 10:25:21 AM ,2914,20.921,20.637,0.284,3.7,2594,0.040,0.299,0.259,3.4,0.890,0.4,0.47,STABLE / OPEN,-0.06,3.41,504,109,289,22,0,0,25.1,25.0,
79,0128,10/9/2015 10:58:21 AM ,2599,20.921,20.671,0.250,3.8,2103,0.041,0.252,0.211,3.4,0.809,0.4,0.47,UNSTABLE / OPEN,0.13,3.54,255,18,163,6,0,0,25.1,25.0,
80,0128,10/9/2015 11:31:21 AM ,3133,20.921,20.619,0.302,3.8,2579,0.041,0.299,0.258,3.4,0.823,0.4,0.47,UNSTABLE / OPEN,-0.21,3.33,333,18,32,6,0,0,25.3,25.0,
81,0128,10/9/2015 12:04:21 PM ,2742,20.921,20.657,0.264,3.9,2282,0.040,0.268,0.228,3.5,0.832,0.4,0.47,UNSTABLE / OPEN,0.02,3.35,453,89,231,39,0,0,25.2,25.0,
82,0128,10/9/2015 12:37:21 PM ,2475,20.921,20.684,0.237,3.9,1984,0.039,0.238,0.199,3.5,0.802,0.3,0.47,UNSTABLE / OPEN,0.21,3.57,136,0,1,1,0,0,25.3,25.0,
83,0128,10/9/2015 1:10:21 PM ,3613,20.921,20.570,0.351,3.9,3132,0.039,0.353,0.313,3.5,0.867,0.5,0.47,UNSTABLE / OPEN,0.59,4.16,669,318,539,144,0,0,25.2,25.0,
84,0128,10/9/2015 1:43:21 PM ,2309,20.921,20.695,0.226,4.0,2102,0.039,0.249,0.210,3.6,0.910,0.3,0.47,UNSTABLE / OPEN,-0.03,4.12,1266,399,587,141,0,0,25.2,25.0,
85,0128,10/9/2015 2:16:21 PM ,2976,20.921,20.633,0.288,4.0,2677,0.039,0.304,0.265,3.6,0.900,0.4,0.47,UNSTABLE / OPEN,-0.04,4.09,452,24,182,18,0,0,25.0,25.0,
86,0128,10/9/2015 2:49:21 PM ,2585,20.921,20.668,0.253,4.1,2352,0.039,0.274,0.235,3.7,0.910,0.4,0.47,UNSTABLE / OPEN,-0.01,4.08,273,58,91,38,0,0,25.1,25.0,
87,0128,10/9/2015 3:22:21 PM ,3316,20.921,20.592,0.329,4.1,3258,0.039,0.364,0.325,3.7,0.983,0.5,0.47,STABLE / OPEN,-0.08,4.00,496,87,158,58,0,0,25.1,25.0,
88,EVENT,10/9/2015 3:55:21 PM ,1392,20.921,20.781,0.140,4.2,1375,0.044,0.183,0.139,3.7,0.987,0.2,0.46,UNSTABLE / OPEN,-0.08,3.92,734,184,323,77,0,0,26.2,25.0,
89,EVENT,10/9/2015 4:28:21 PM ,2513,20.921,20.674,0.247,4.2,2165,0.046,0.266,0.219,3.8,0.861,0.3,0.46,STABLE / OPEN,0.13,4.05,628,209,669,168,0,0,25.4,25.0,
90,0128,10/9/2015 5:01:21 PM ,2577,20.921,20.672,0.249,4.2,2114,0.044,0.256,0.212,3.8,0.820,0.3,0.47,STABLE / OPEN,-0.03,4.02,146,25,55,11,0,0,25.2,25.0,
91,0128,10/9/2015 5:34:21 PM ,2713,20.921,20.658,0.263,4.3,2235,0.041,0.267,0.225,3.8,0.824,0.4,0.46,STABLE / OPEN,0.06,4.08,147,19,281,52,0,0,25.6,25.0,
92,0128,10/9/2015 6:07:21 PM ,2574,20.921,20.670,0.251,4.3,2190,0.041,0.261,0.220,3.9,0.851,0.4,0.47,STABLE / OPEN,-0.03,4.05,228,47,297,97,0,0,25.1,25.0,
93,0128,10/9/2015 6:39:21 PM ,3979,20.921,20.538,0.384,4.4,3349,0.040,0.374,0.334,3.9,0.842,0.5,0.47,STABLE / OPEN,0.05,4.10,1645,552,1034,399,0,0,25.3,25.0,
94,0128,10/9/2015 7:12:21 PM ,3396,20.921,20.587,0.334,4.4,2994,0.040,0.342,0.302,4.0,0.882,0.5,0.46,STABLE / OPEN,0.06,4.16,852,298,603,220,0,0,25.5,25.0,
95,0128,10/9/2015 7:45:21 PM ,4028,20.921,20.522,0.399,4.5,3698,0.040,0.412,0.373,4.0,0.918,0.6,0.46,STABLE / OPEN,0.32,4.48,1761,636,991,491,0,0,25.1,25.0,
96,0128,10/9/2015 8:18:21 PM ,3192,20.921,20.604,0.317,4.5,2978,0.040,0.339,0.300,4.1,0.933,0.4,0.46,UNSTABLE / OPEN,-0.04,4.44,406,94,370,80,0,0,25.2,25.0,
97,0128,10/9/2015 8:51:21 PM ,3845,20.921,20.540,0.381,4.6,3609,0.039,0.402,0.362,4.1,0.939,0.5,0.47,UNSTABLE / OPEN,0.20,4.64,2760,1502,2091,1035,0,0,25.5,25.0,
98,0128,10/9/2015 9:24:21 PM ,2497,20.921,20.672,0.249,4.6,2356,0.040,0.278,0.238,4.2,0.944,0.3,0.46,STABLE / OPEN,0.17,4.81,312,34,471,55,0,0,25.0,25.0,
99,0128,10/9/2015 9:57:21 PM ,2316,20.921,20.693,0.229,4.7,2132,0.040,0.254,0.214,4.2,0.920,0.3,0.47,STABLE / OPEN,0.04,4.84,186,38,158,66,0,0,25.3,25.0,
100,0128,10/9/2015 10:30:21 PM ,2594,20.921,20.665,0.256,4.7,2342,0.040,0.276,0.236,4.2,0.903,0.4,0.46,STABLE / OPEN,-0.03,4.81,164,91,232,107,0,0,25.6,25.0,
101,0128,10/9/2015 11:03:21 PM ,3791,20.921,20.547,0.374,4.7,3502,0.040,0.392,0.351,4.3,0.924,0.5,0.47,UNSTABLE / OPEN,0.12,4.94,1099,342,992,327,0,0,25.2,25.0,
102,0128,10/9/2015 11:36:21 PM ,4084,20.921,20.515,0.407,4.8,3956,0.040,0.437,0.397,4.3,0.969,0.6,0.47,STABLE / OPEN,0.66,5.60,1924,1094,1498,768,0,0,25.4,25.0,
103,0128,10/10/2015 12:09:21 AM ,2781,20.921,20.644,0.277,4.9,2657,0.040,0.307,0.267,4.4,0.955,0.4,0.47,STABLE / OPEN,-0.05,5.55,686,301,665,232,0,0,25.6,25.0,
104,0128,10/10/2015 12:42:21 AM ,2413,20.921,20.683,0.238,4.9,2279,0.040,0.268,0.228,4.4,0.945,0.3,0.47,STABLE / OPEN,-0.03,5.52,106,7,79,24,0,0,25.3,25.0,
105,0128,10/10/2015 1:15:21 AM ,2648,20.921,20.659,0.263,4.9,2492,0.040,0.291,0.250,4.5,0.941,0.4,0.47,STABLE / OPEN,0.00,5.52,303,88,224,59,0,0,25.5,25.0,
106,0128,10/10/2015 1:48:21 AM ,2346,20.921,20.688,0.234,5.0,2264,0.041,0.268,0.227,4.5,0.965,0.3,0.47,STABLE / OPEN,0.07,5.59,191,50,162,55,0,0,25.1,25.0,
107,0128,10/10/2015 2:21:21 AM ,2287,20.921,20.696,0.225,5.0,2108,0.041,0.252,0.211,4.5,0.922,0.3,0.47,STABLE / OPEN,0.00,5.59,30,2,14,1,0,0,25.4,25.0,
108,0128,10/10/2015 2:54:21 AM ,3807,20.921,20.546,0.375,5.1,3523,0.041,0.393,0.353,4.6,0.925,0.5,0.47,UNSTABLE / OPEN,0.24,5.83,1411,433,775,255,0,0,25.7,25.0,
109,0128,10/10/2015 3:26:21 AM ,3018,20.921,20.623,0.298,5.1,2773,0.040,0.319,0.279,4.6,0.919,0.4,0.47,STABLE / OPEN,0.06,5.89,1061,372,820,347,0,0,25.1,25.0,
110,0128,10/10/2015 3:59:21 AM ,3569,20.921,20.568,0.353,5.2,3380,0.040,0.378,0.338,4.7,0.947,0.5,0.47,UNSTABLE / OPEN,0.01,5.89,667,149,393,117,0,0,25.4,25.0,
