Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:10/12/2015 10:23:25 AM
DATA FILENAME:C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.BDTA

GROUP/CAGE:0119
SUBJECT ID:4387
SUBJECT MASS:20.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,011901,10/7/2015,10/7/2015 3:40:08 PM ,10/7/2015 3:40:24 PM , 16 ,-0.03,-0.03,
 2 , 2 ,011901,10/7/2015,10/7/2015 4:15:37 PM ,10/7/2015 4:15:47 PM , 10 ,-0.09,-0.12,
 3 , 2 ,011901,10/7/2015,10/7/2015 4:18:48 PM ,10/7/2015 4:19:14 PM , 26 ,0.10,-0.01,
 4 , 2 ,011901,10/7/2015,10/7/2015 4:19:40 PM ,10/7/2015 4:19:52 PM , 12 ,0.03,0.02,
 5 , 2 ,011901,10/7/2015,10/7/2015 4:24:33 PM ,10/7/2015 4:29:37 PM , 304 ,-0.08,-0.06,
 6 , 2 ,011901,10/7/2015,10/7/2015 4:31:47 PM ,10/7/2015 4:32:14 PM , 27 ,0.07,0.01,
 7 , 2 ,011901,10/7/2015,10/7/2015 4:39:25 PM ,10/7/2015 4:41:02 PM , 97 ,-0.03,-0.02,
 8 , 3 ,011901,10/7/2015,10/7/2015 4:49:13 PM ,10/7/2015 4:50:04 PM , 51 ,0.05,0.03,
 9 , 5 ,011901,10/7/2015,10/7/2015 6:05:32 PM ,10/7/2015 6:08:41 PM , 189 ,0.06,0.09,
 10 , 5 ,011901,10/7/2015,10/7/2015 6:10:01 PM ,10/7/2015 6:17:36 PM , 455 ,0.03,0.12,
 11 , 5 ,011901,10/7/2015,10/7/2015 6:19:19 PM ,10/7/2015 6:22:05 PM , 166 ,0.06,0.18,
 12 , 6 ,011901,10/7/2015,10/7/2015 6:34:49 PM ,10/7/2015 6:35:30 PM , 41 ,0.12,0.30,
 13 , 6 ,011901,10/7/2015,10/7/2015 6:38:00 PM ,10/7/2015 6:38:06 PM , 6 ,-0.06,0.24,
 14 , 6 ,011901,10/7/2015,10/7/2015 6:39:40 PM ,10/7/2015 6:40:40 PM , 60 ,-0.06,0.18,
 15 , 6 ,011901,10/7/2015,10/7/2015 6:42:00 PM ,10/7/2015 6:49:12 PM , 432 ,0.10,0.28,
 16 , 6 ,011901,10/7/2015,10/7/2015 6:50:13 PM ,10/7/2015 6:54:15 PM , 242 ,0.04,0.32,
 17 , 7 ,011901,10/7/2015,10/7/2015 6:54:45 PM ,10/7/2015 6:58:13 PM , 208 ,0.06,0.38,
 18 , 7 ,011901,10/7/2015,10/7/2015 6:58:54 PM ,10/7/2015 7:00:00 PM , 66 ,-0.07,0.31,
 19 , 7 ,011901,10/7/2015,10/7/2015 7:01:16 PM ,10/7/2015 7:01:32 PM , 16 ,0.10,0.41,
 20 , 7 ,011901,10/7/2015,10/7/2015 7:05:32 PM ,10/7/2015 7:06:28 PM , 56 ,-0.05,0.36,
 21 , 7 ,011901,10/7/2015,10/7/2015 7:08:24 PM ,10/7/2015 7:08:36 PM , 12 ,0.10,0.47,
 22 , 7 ,011901,10/7/2015,10/7/2015 7:10:44 PM ,10/7/2015 7:11:33 PM , 49 ,-0.08,0.38,
 23 , 7 ,011901,10/7/2015,10/7/2015 7:12:56 PM ,10/7/2015 7:13:14 PM , 18 ,0.04,0.42,
 24 , 7 ,011901,10/7/2015,10/7/2015 7:14:32 PM ,10/7/2015 7:15:07 PM , 35 ,0.04,0.46,
 25 , 7 ,011901,10/7/2015,10/7/2015 7:18:21 PM ,10/7/2015 7:19:06 PM , 45 ,-0.06,0.39,
 26 , 8 ,011901,10/7/2015,10/7/2015 7:35:29 PM ,10/7/2015 7:35:38 PM , 9 ,0.07,0.46,
 27 , 8 ,011901,10/7/2015,10/7/2015 7:38:45 PM ,10/7/2015 7:39:18 PM , 33 ,-0.10,0.36,
 28 , 8 ,011901,10/7/2015,10/7/2015 7:41:02 PM ,10/7/2015 7:47:41 PM , 399 ,0.14,0.50,
 29 , 8 ,011901,10/7/2015,10/7/2015 7:49:14 PM ,10/7/2015 7:49:33 PM , 19 ,-0.11,0.39,
 30 , 8 ,011901,10/7/2015,10/7/2015 7:52:40 PM ,10/7/2015 7:59:11 PM , 391 ,0.15,0.53,
 31 , 9 ,011901,10/7/2015,10/7/2015 8:05:28 PM ,10/7/2015 8:05:48 PM , 20 ,0.04,0.57,
 32 , 9 ,011901,10/7/2015,10/7/2015 8:09:03 PM ,10/7/2015 8:09:14 PM , 11 ,-0.08,0.50,
 33 , 9 ,011901,10/7/2015,10/7/2015 8:13:02 PM ,10/7/2015 8:18:12 PM , 310 ,0.14,0.63,
 34 , 9 ,011901,10/7/2015,10/7/2015 8:19:12 PM ,10/7/2015 8:19:31 PM , 19 ,-0.11,0.53,
 35 , 9 ,011901,10/7/2015,10/7/2015 8:20:51 PM ,10/7/2015 8:21:04 PM , 13 ,0.17,0.70,
 36 , 9 ,011901,10/7/2015,10/7/2015 8:21:17 PM ,10/7/2015 8:29:07 PM , 470 ,0.05,0.75,
 37 , 10 ,011901,10/7/2015,10/7/2015 8:33:45 PM ,10/7/2015 8:39:16 PM , 331 ,0.13,0.88,
 38 , 10 ,011901,10/7/2015,10/7/2015 8:45:48 PM ,10/7/2015 8:46:16 PM , 28 ,0.03,0.91,
 39 , 10 ,011901,10/7/2015,10/7/2015 8:46:31 PM ,10/7/2015 8:47:09 PM , 38 ,-0.07,0.84,
 40 , 10 ,011901,10/7/2015,10/7/2015 8:51:11 PM ,10/7/2015 8:51:35 PM , 24 ,0.05,0.89,
 41 , 10 ,011901,10/7/2015,10/7/2015 9:01:03 PM ,10/7/2015 9:01:08 PM , 5 ,0.06,0.95,
 42 , 11 ,011901,10/7/2015,10/7/2015 9:11:57 PM ,10/7/2015 9:12:20 PM , 23 ,0.06,1.00,
 43 , 11 ,011901,10/7/2015,10/7/2015 9:15:35 PM ,10/7/2015 9:15:59 PM , 24 ,-0.12,0.89,
 44 , 11 ,011901,10/7/2015,10/7/2015 9:17:03 PM ,10/7/2015 9:21:37 PM , 274 ,0.12,1.01,
 45 , 11 ,011901,10/7/2015,10/7/2015 9:24:55 PM ,10/7/2015 9:25:02 PM , 7 ,0.05,1.06,
 46 , 11 ,011901,10/7/2015,10/7/2015 9:27:56 PM ,10/7/2015 9:28:10 PM , 14 ,-0.05,1.02,
 47 , 11 ,011901,10/7/2015,10/7/2015 9:29:10 PM ,10/7/2015 9:29:59 PM , 49 ,0.09,1.10,
 48 , 11 ,011901,10/7/2015,10/7/2015 9:33:37 PM ,10/7/2015 9:34:06 PM , 29 ,-0.04,1.07,
 49 , 12 ,011901,10/7/2015,10/7/2015 9:45:12 PM ,10/7/2015 9:52:44 PM , 452 ,0.22,1.29,
 50 , 12 ,011901,10/7/2015,10/7/2015 9:59:37 PM ,10/7/2015 10:06:21 PM , 404 ,0.05,1.34,
 51 , 12 ,011901,10/7/2015,10/7/2015 10:10:13 PM ,10/7/2015 10:10:26 PM , 13 ,-0.04,1.30,
 52 , 13 ,011901,10/7/2015,10/7/2015 10:18:06 PM ,10/7/2015 10:18:21 PM , 15 ,0.06,1.36,
 53 , 13 ,011901,10/7/2015,10/7/2015 10:20:42 PM ,10/7/2015 10:21:27 PM , 45 ,-0.03,1.33,
 54 , 13 ,011901,10/7/2015,10/7/2015 10:22:08 PM ,10/7/2015 10:22:33 PM , 25 ,-0.09,1.24,
 55 , 13 ,011901,10/7/2015,10/7/2015 10:25:45 PM ,10/7/2015 10:26:24 PM , 39 ,0.07,1.30,
 56 , 13 ,011901,10/7/2015,10/7/2015 10:26:38 PM ,10/7/2015 10:31:58 PM , 320 ,0.04,1.34,
 57 , 13 ,011901,10/7/2015,10/7/2015 10:33:59 PM ,10/7/2015 10:39:43 PM , 344 ,0.14,1.47,
 58 , 14 ,011901,10/7/2015,10/7/2015 10:50:01 PM ,10/7/2015 10:50:15 PM , 14 ,-0.05,1.43,
 59 , 14 ,011901,10/7/2015,10/7/2015 11:08:44 PM ,10/7/2015 11:09:28 PM , 44 ,0.10,1.53,
 60 , 14 ,011901,10/7/2015,10/7/2015 11:12:22 PM ,10/7/2015 11:14:48 PM , 146 ,-0.03,1.49,
 61 , 15 ,011901,10/7/2015,10/7/2015 11:17:27 PM ,10/7/2015 11:24:08 PM , 401 ,0.07,1.56,
 62 , 15 ,011901,10/7/2015,10/7/2015 11:26:30 PM ,10/7/2015 11:27:16 PM , 46 ,-0.03,1.52,
 63 , 15 ,011901,10/7/2015,10/7/2015 11:32:59 PM ,10/7/2015 11:35:37 PM , 158 ,0.13,1.65,
 64 , 15 ,011901,10/7/2015,10/7/2015 11:42:31 PM ,10/7/2015 11:42:47 PM , 16 ,-0.12,1.54,
 65 , 18 ,011901,10/8/2015,10/8/2015 1:14:17 AM ,10/8/2015 1:14:42 AM , 25 ,0.10,1.63,
 66 , 18 ,011901,10/8/2015,10/8/2015 1:20:40 AM ,10/8/2015 1:21:00 AM , 20 ,-0.03,1.60,
 67 , 18 ,011901,10/8/2015,10/8/2015 1:21:57 AM ,10/8/2015 1:28:26 AM , 389 ,0.04,1.65,
 68 , 19 ,011901,10/8/2015,10/8/2015 1:32:46 AM ,10/8/2015 1:37:42 AM , 296 ,0.12,1.77,
 69 , 20 ,011901,10/8/2015,10/8/2015 2:17:37 AM ,10/8/2015 2:19:07 AM , 90 ,0.15,1.92,
 70 , 21 ,011901,10/8/2015,10/8/2015 2:51:44 AM ,10/8/2015 2:53:05 AM , 81 ,-0.11,1.81,
 71 , 21 ,011901,10/8/2015,10/8/2015 3:03:27 AM ,10/8/2015 3:03:54 AM , 27 ,0.19,2.00,
 72 , 23 ,011901,10/8/2015,10/8/2015 3:43:50 AM ,10/8/2015 3:44:35 AM , 45 ,-0.12,1.88,
 73 , 23 ,011901,10/8/2015,10/8/2015 3:48:41 AM ,10/8/2015 3:49:06 AM , 25 ,0.08,1.95,
 74 , 23 ,011901,10/8/2015,10/8/2015 3:50:58 AM ,10/8/2015 3:54:18 AM , 200 ,-0.11,1.84,
 75 , 23 ,011901,10/8/2015,10/8/2015 3:54:52 AM ,10/8/2015 3:55:42 AM , 50 ,0.15,1.99,
 76 , 23 ,011901,10/8/2015,10/8/2015 3:58:52 AM ,10/8/2015 4:02:39 AM , 227 ,-0.07,1.92,
 77 , 23 ,011901,10/8/2015,10/8/2015 4:06:12 AM ,10/8/2015 4:10:10 AM , 238 ,-0.07,1.85,
 78 , 23 ,011901,10/8/2015,10/8/2015 4:10:33 AM ,10/8/2015 4:16:28 AM , 355 ,0.06,1.92,
 79 , 26 ,011901,10/8/2015,10/8/2015 5:26:34 AM ,10/8/2015 5:26:45 AM , 11 ,0.06,1.97,
 80 , 26 ,011901,10/8/2015,10/8/2015 5:27:23 AM ,10/8/2015 5:27:54 AM , 31 ,-0.03,1.94,
 81 , 26 ,011901,10/8/2015,10/8/2015 5:44:19 AM ,10/8/2015 5:44:25 AM , 6 ,-0.05,1.89,
 82 , 27 ,011901,10/8/2015,10/8/2015 6:19:07 AM ,10/8/2015 6:19:23 AM , 16 ,0.07,1.96,
 83 , 27 ,011901,10/8/2015,10/8/2015 6:23:29 AM ,10/8/2015 6:24:08 AM , 39 ,-0.07,1.89,
 84 , 29 ,011901,10/8/2015,10/8/2015 7:04:21 AM ,10/8/2015 7:04:41 AM , 20 ,0.03,1.92,
 85 , 31 ,011901,10/8/2015,10/8/2015 8:23:08 AM ,10/8/2015 8:23:34 AM , 26 ,-0.03,1.89,
 86 , 31 ,011901,10/8/2015,10/8/2015 8:25:59 AM ,10/8/2015 8:26:22 AM , 23 ,0.03,1.92,
 87 , 32 ,011901,10/8/2015,10/8/2015 9:00:22 AM ,10/8/2015 9:02:32 AM , 130 ,-0.06,1.86,
 88 , 32 ,011901,10/8/2015,10/8/2015 9:08:57 AM ,10/8/2015 9:09:47 AM , 50 ,0.05,1.91,
