Oxymax CSV File 

CSV Generation Date,10/12/2015 10:23:21 AM 
Experiment Started,10/7/2015 3:39:16 PM 
Data Filename,C:\Users\Clams\Desktop\Data\BridgesLab\2015-10-07 mTSC-HFD cont & C57BL6J-Rapa2\2015-10-07-2.CDTA

Group/Cage,0112
O2 Calibration Date,10/7/2015 3:31:23 PM
CO2 Calibration Date,10/7/2015 3:37:33 PM
Subject ID,4383
Subject Mass (G), 26.6 

Reference Settle Time (s), 55 
Reference Measure Time (s), 5 
Cage Settle Time (s), 55 
Cage Measure Time (s), 5 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,YTOT,YAMB,WHEEL,WHEEL ACC,ENCLOSURE TEMP,ENCLOSURE SETPOINT,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0112,10/7/2015 3:52:21 PM ,1995,20.921,20.738,0.183,0.0,1425,0.042,0.182,0.139,0.0,0.714,0.2,0.45,STABLE / OPEN,-0.05,-0.05,47,11,22,6,0,0,25.5,25.0,
2,0112,10/7/2015 4:25:21 PM ,3070,20.921,20.631,0.290,0.0,2543,0.040,0.289,0.249,0.0,0.828,0.4,0.45,UNSTABLE / OPEN,0.03,-0.02,505,63,561,157,0,0,25.6,25.0,
3,0112,10/7/2015 4:58:21 PM ,3732,20.921,20.568,0.353,0.1,3212,0.039,0.352,0.313,0.1,0.861,0.5,0.45,UNSTABLE / OPEN,0.11,0.09,2260,1064,1626,646,0,0,25.2,25.0,
4,0112,10/7/2015 5:31:21 PM ,1863,20.921,20.746,0.176,0.1,1598,0.039,0.194,0.155,0.1,0.857,0.2,0.46,STABLE / OPEN,0.03,0.12,286,71,182,22,0,0,25.1,25.0,
5,0112,10/7/2015 6:04:21 PM ,2681,20.921,20.668,0.254,0.2,2348,0.039,0.267,0.228,0.1,0.876,0.3,0.46,UNSTABLE / OPEN,-0.02,0.10,1118,216,734,218,0,0,24.9,25.0,
6,0112,10/7/2015 6:37:21 PM ,3691,20.921,20.568,0.353,0.2,3363,0.040,0.368,0.328,0.2,0.911,0.5,0.45,STABLE / OPEN,0.13,0.23,2327,1206,1668,722,0,0,25.6,25.0,
7,0112,10/7/2015 7:10:21 PM ,4039,20.921,20.537,0.385,0.3,3623,0.040,0.392,0.353,0.2,0.897,0.5,0.46,STABLE / OPEN,0.20,0.44,2490,1364,1866,870,0,0,25.3,25.0,
8,0112,10/7/2015 7:43:21 PM ,4089,20.921,20.526,0.395,0.3,3885,0.040,0.420,0.379,0.3,0.950,0.5,0.45,STABLE / OPEN,0.18,0.62,2388,1312,1961,886,0,0,24.8,25.0,
9,0112,10/7/2015 8:16:21 PM ,4062,20.921,20.532,0.389,0.4,3787,0.040,0.408,0.368,0.3,0.932,0.5,0.46,UNSTABLE / OPEN,0.15,0.77,2387,1127,1895,806,0,0,25.5,25.0,
10,0112,10/7/2015 8:49:21 PM ,4004,20.921,20.538,0.383,0.4,3676,0.040,0.398,0.358,0.4,0.918,0.5,0.46,STABLE / OPEN,0.12,0.89,2371,1206,1760,724,0,0,25.0,25.0,
11,0112,10/7/2015 9:22:21 PM ,2064,20.921,20.724,0.197,0.5,1872,0.040,0.222,0.182,0.4,0.907,0.3,0.46,UNSTABLE / OPEN,0.01,0.90,407,121,573,157,0,0,25.5,25.0,
12,0112,10/7/2015 9:55:21 PM ,1887,20.921,20.741,0.180,0.5,1712,0.040,0.207,0.167,0.5,0.907,0.2,0.46,STABLE / OPEN,0.00,0.90,222,25,174,13,0,0,25.3,25.0,
13,0112,10/7/2015 10:27:21 PM ,3967,20.921,20.542,0.379,0.6,3649,0.041,0.396,0.355,0.5,0.920,0.5,0.46,UNSTABLE / OPEN,0.06,0.95,1437,658,1443,451,0,0,25.1,25.0,
14,0112,10/7/2015 11:00:21 PM ,4240,20.921,20.515,0.406,0.6,3888,0.041,0.420,0.379,0.6,0.917,0.6,0.45,UNSTABLE / OPEN,0.24,1.20,2156,973,1577,584,0,0,25.4,25.0,
15,0112,10/7/2015 11:33:21 PM ,4060,20.921,20.534,0.387,0.7,3679,0.040,0.398,0.358,0.6,0.906,0.5,0.46,UNSTABLE / OPEN,0.12,1.31,1771,771,1626,552,0,0,25.1,25.0,
16,0112,10/8/2015 12:06:21 AM ,5319,20.921,20.408,0.513,0.7,5103,0.040,0.537,0.497,0.7,0.959,0.7,0.46,STABLE / OPEN,0.38,1.69,2502,1315,2106,981,0,0,25.1,25.0,
17,0112,10/8/2015 12:39:21 AM ,3905,20.921,20.546,0.375,0.8,3687,0.040,0.399,0.358,0.7,0.944,0.5,0.46,UNSTABLE / OPEN,0.16,1.86,2224,1131,1729,725,0,0,25.4,25.0,
18,0112,10/8/2015 1:12:21 AM ,4116,20.921,20.528,0.393,0.9,3776,0.039,0.406,0.367,0.8,0.917,0.5,0.46,STABLE / OPEN,0.21,2.06,2747,1537,1962,970,0,0,24.9,25.0,
19,0112,10/8/2015 1:45:21 AM ,2208,20.921,20.709,0.212,0.9,2069,0.039,0.240,0.202,0.8,0.937,0.3,0.45,UNSTABLE / OPEN,0.00,2.06,809,357,956,271,0,0,25.4,25.0,
20,0112,10/8/2015 2:18:21 AM ,1824,20.921,20.746,0.175,0.9,1698,0.039,0.205,0.166,0.9,0.931,0.2,0.45,STABLE / OPEN,0.01,2.08,34,3,159,30,0,0,25.4,25.0,
21,0112,10/8/2015 2:51:21 AM ,2057,20.921,20.725,0.196,1.0,1812,0.039,0.216,0.177,0.9,0.881,0.3,0.45,STABLE / OPEN,0.00,2.08,67,11,74,10,0,0,25.1,25.0,
22,0112,10/8/2015 3:24:21 AM ,2852,20.921,20.647,0.274,1.0,2629,0.038,0.295,0.257,0.9,0.922,0.4,0.45,UNSTABLE / OPEN,0.01,2.09,626,115,775,221,0,0,25.1,25.0,
23,0112,10/8/2015 3:57:21 AM ,2450,20.921,20.689,0.233,1.1,2126,0.039,0.246,0.208,1.0,0.868,0.3,0.45,STABLE / OPEN,-0.04,2.05,1795,674,1353,455,0,0,25.5,25.0,
24,0112,10/8/2015 4:30:21 AM ,1760,20.921,20.755,0.166,1.1,1512,0.039,0.187,0.147,1.0,0.859,0.2,0.46,STABLE / OPEN,0.03,2.08,101,10,89,21,0,0,25.1,25.0,
25,0112,10/8/2015 5:03:21 AM ,2805,20.921,20.656,0.265,1.1,2425,0.040,0.275,0.236,1.0,0.865,0.4,0.46,STABLE / OPEN,-0.01,2.07,760,222,725,214,0,0,24.9,25.0,
26,0112,10/8/2015 5:36:21 AM ,1949,20.921,20.739,0.182,1.2,1564,0.040,0.193,0.153,1.0,0.802,0.2,0.45,STABLE / OPEN,0.01,2.08,637,76,521,68,0,0,25.5,25.0,
27,0112,10/8/2015 6:09:21 AM ,1973,20.921,20.738,0.184,1.2,1508,0.040,0.187,0.148,1.1,0.764,0.2,0.45,STABLE / OPEN,-0.01,2.07,59,11,61,14,0,0,25.4,25.0,
28,0112,10/8/2015 6:42:21 AM ,2012,20.921,20.734,0.188,1.2,1589,0.040,0.195,0.155,1.1,0.790,0.3,0.45,STABLE / OPEN,0.00,2.07,76,12,85,22,0,0,25.6,25.0,
29,0112,10/8/2015 7:14:21 AM ,3436,20.921,20.598,0.323,1.2,2848,0.041,0.319,0.278,1.1,0.829,0.4,0.45,STABLE / OPEN,0.68,2.75,844,245,1130,332,0,0,25.6,25.0,
30,0112,10/8/2015 7:47:21 AM ,3453,20.921,20.592,0.329,1.3,3056,0.042,0.340,0.299,1.2,0.885,0.5,0.45,UNSTABLE / OPEN,0.00,2.76,2522,1463,1534,701,0,0,25.3,25.0,
31,0112,10/8/2015 8:20:21 AM ,3467,20.921,20.591,0.330,1.3,3103,0.042,0.345,0.302,1.2,0.895,0.5,0.46,STABLE / OPEN,-0.01,2.74,536,216,1361,324,0,0,25.0,25.0,
32,0112,10/8/2015 8:53:21 AM ,2393,20.921,20.693,0.228,1.4,2066,0.042,0.245,0.203,1.2,0.863,0.3,0.45,STABLE / OPEN,0.00,2.74,163,39,721,82,0,0,24.9,25.0,
33,0112,10/8/2015 9:26:21 AM ,2163,20.921,20.718,0.203,1.4,1828,0.042,0.219,0.178,1.3,0.845,0.3,0.46,STABLE / OPEN,-0.06,2.68,23,2,57,7,0,0,25.0,25.0,
34,0112,10/8/2015 9:59:21 AM ,2236,20.921,20.709,0.212,1.5,1912,0.041,0.228,0.187,1.3,0.855,0.3,0.45,STABLE / OPEN,0.05,2.72,12,2,40,8,0,0,25.4,25.0,
35,0112,10/8/2015 10:32:21 AM ,3090,20.921,20.626,0.295,1.5,2708,0.043,0.309,0.266,1.3,0.876,0.4,0.45,UNSTABLE / OPEN,0.00,2.72,1383,500,1235,350,0,0,25.6,25.0,
36,0112,10/8/2015 11:05:21 AM ,1995,20.921,20.733,0.188,1.5,1636,0.043,0.204,0.160,1.4,0.820,0.3,0.45,STABLE / OPEN,-0.01,2.72,578,147,632,135,0,0,25.5,25.0,
37,0112,10/8/2015 11:38:21 AM ,2011,20.921,20.733,0.188,1.6,1593,0.042,0.198,0.156,1.4,0.792,0.3,0.45,UNSTABLE / OPEN,0.00,2.72,21,1,42,8,0,0,25.2,25.0,
38,0112,10/8/2015 12:11:21 PM ,2088,20.921,20.726,0.195,1.6,1704,0.042,0.208,0.166,1.4,0.816,0.3,0.46,STABLE / OPEN,0.01,2.73,193,12,128,36,0,0,24.9,25.0,
39,0112,10/8/2015 12:44:21 PM ,2694,20.921,20.669,0.252,1.6,2205,0.041,0.255,0.214,1.4,0.818,0.3,0.46,STABLE / OPEN,-0.02,2.71,870,306,819,277,0,0,25.2,25.0,
40,0112,10/8/2015 1:17:21 PM ,2065,20.921,20.729,0.192,1.7,1572,0.040,0.194,0.154,1.5,0.761,0.3,0.45,STABLE / OPEN,0.00,2.71,333,39,301,37,0,0,25.5,25.0,
41,0112,10/8/2015 1:50:21 PM ,1966,20.921,20.738,0.184,1.7,1584,0.040,0.194,0.154,1.5,0.806,0.3,0.46,STABLE / OPEN,0.01,2.72,77,3,13,2,0,0,25.3,25.0,
42,0112,10/8/2015 2:23:21 PM ,2164,20.921,20.719,0.202,1.7,1712,0.040,0.206,0.167,1.5,0.791,0.3,0.45,STABLE / OPEN,0.00,2.72,137,26,45,8,0,0,24.9,25.0,
43,0112,10/8/2015 2:56:21 PM ,1950,20.921,20.738,0.183,1.8,1560,0.039,0.192,0.153,1.5,0.800,0.2,0.45,STABLE / OPEN,0.00,2.72,179,14,66,9,0,0,25.2,25.0,
44,0112,10/8/2015 3:29:21 PM ,3245,20.921,20.616,0.306,1.8,2721,0.038,0.304,0.265,1.6,0.838,0.4,0.45,UNSTABLE / OPEN,0.00,2.72,778,161,638,178,0,0,25.3,25.0,
45,0112,10/8/2015 4:01:21 PM ,3002,20.921,20.636,0.286,1.8,2632,0.039,0.297,0.257,1.6,0.877,0.4,0.45,STABLE / OPEN,0.08,2.80,1511,742,1227,483,0,0,25.6,25.0,
