Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,12/7/2015 5:29:49 PM,Light,12/7/2015 5:28:39 PM,12/7/2015 5:29:38 PM,59,-0.06,-0.06,
2,2,12/7/2015 5:56:13 PM,Light,12/7/2015 5:30:23 PM,12/7/2015 5:56:02 PM,1539,0.05,-0.01,
3,3,12/7/2015 6:31:50 PM,Light,12/7/2015 6:21:15 PM,12/7/2015 6:31:39 PM,624,0.49,0.49,
3,4,12/7/2015 6:32:51 PM,Light,12/7/2015 6:32:03 PM,12/7/2015 6:32:41 PM,38,-0.33,0.16,
3,5,12/7/2015 6:34:04 PM,Light,12/7/2015 6:32:59 PM,12/7/2015 6:33:53 PM,54,0.15,0.31,
4,6,12/7/2015 6:57:11 PM,Dark,12/7/2015 6:55:27 PM,12/7/2015 6:57:00 PM,93,0.10,0.41,
4,7,12/7/2015 6:58:46 PM,Dark,12/7/2015 6:57:16 PM,12/7/2015 6:58:36 PM,80,-0.11,0.29,
4,8,12/7/2015 7:08:36 PM,Dark,12/7/2015 6:58:47 PM,12/7/2015 7:08:25 PM,578,-0.17,0.12,
4,9,12/7/2015 7:09:04 PM,Dark,12/7/2015 7:08:37 PM,12/7/2015 7:08:53 PM,16,0.07,0.20,
4,10,12/7/2015 7:10:07 PM,Dark,12/7/2015 7:09:32 PM,12/7/2015 7:09:57 PM,25,-0.08,0.11,
4,11,12/7/2015 7:10:28 PM,Dark,12/7/2015 7:10:14 PM,12/7/2015 7:10:18 PM,4,0.06,0.17,
5,12,12/7/2015 7:18:36 PM,Dark,12/7/2015 7:10:35 PM,12/7/2015 7:18:25 PM,470,0.17,0.34,
5,13,12/7/2015 7:20:26 PM,Dark,12/7/2015 7:18:49 PM,12/7/2015 7:20:15 PM,86,-0.11,0.23,
5,14,12/7/2015 7:21:16 PM,Dark,12/7/2015 7:20:33 PM,12/7/2015 7:21:06 PM,33,-0.11,0.12,
5,15,12/7/2015 7:30:43 PM,Dark,12/7/2015 7:21:21 PM,12/7/2015 7:30:32 PM,551,0.12,0.24,
5,16,12/7/2015 7:31:27 PM,Dark,12/7/2015 7:30:44 PM,12/7/2015 7:31:16 PM,32,0.06,0.30,
5,17,12/7/2015 7:32:06 PM,Dark,12/7/2015 7:31:31 PM,12/7/2015 7:31:55 PM,24,0.03,0.34,
5,18,12/7/2015 7:33:18 PM,Dark,12/7/2015 7:32:48 PM,12/7/2015 7:33:07 PM,19,-0.13,0.21,
6,19,12/7/2015 7:42:40 PM,Dark,12/7/2015 7:33:23 PM,12/7/2015 7:42:30 PM,547,-0.05,0.15,
6,20,12/7/2015 7:43:48 PM,Dark,12/7/2015 7:42:53 PM,12/7/2015 7:43:38 PM,45,0.16,0.31,
6,21,12/7/2015 7:44:39 PM,Dark,12/7/2015 7:43:49 PM,12/7/2015 7:44:28 PM,39,-0.05,0.26,
6,22,12/7/2015 7:55:56 PM,Dark,12/7/2015 7:44:59 PM,12/7/2015 7:55:45 PM,646,0.24,0.50,
7,23,12/7/2015 8:06:31 PM,Dark,12/7/2015 7:56:10 PM,12/7/2015 8:06:20 PM,610,-0.31,0.19,
7,24,12/7/2015 8:06:54 PM,Dark,12/7/2015 8:06:32 PM,12/7/2015 8:06:43 PM,11,0.21,0.40,
7,25,12/7/2015 8:08:38 PM,Dark,12/7/2015 8:07:21 PM,12/7/2015 8:08:28 PM,67,0.04,0.45,
7,26,12/7/2015 8:19:52 PM,Dark,12/7/2015 8:08:44 PM,12/7/2015 8:19:42 PM,658,-0.14,0.31,
8,27,12/7/2015 8:43:31 PM,Dark,12/7/2015 8:20:12 PM,12/7/2015 8:43:21 PM,1389,0.28,0.59,
9,28,12/7/2015 8:56:32 PM,Dark,12/7/2015 8:43:32 PM,12/7/2015 8:56:21 PM,769,-0.17,0.42,
9,29,12/7/2015 9:05:23 PM,Dark,12/7/2015 8:57:05 PM,12/7/2015 9:05:12 PM,487,0.08,0.49,
9,30,12/7/2015 9:07:47 PM,Dark,12/7/2015 9:05:28 PM,12/7/2015 9:07:36 PM,128,-0.28,0.21,
9,31,12/7/2015 9:17:02 PM,Dark,12/7/2015 9:07:49 PM,12/7/2015 9:16:51 PM,542,0.14,0.35,
9,32,12/7/2015 9:17:44 PM,Dark,12/7/2015 9:17:16 PM,12/7/2015 9:17:33 PM,17,-0.22,0.13,
9,33,12/7/2015 9:18:37 PM,Dark,12/7/2015 9:17:56 PM,12/7/2015 9:18:27 PM,31,0.14,0.27,
10,34,12/7/2015 9:40:19 PM,Dark,12/7/2015 9:18:45 PM,12/7/2015 9:40:08 PM,1283,0.09,0.35,
10,35,12/7/2015 9:43:33 PM,Dark,12/7/2015 9:43:19 PM,12/7/2015 9:43:23 PM,4,-0.04,0.31,
11,36,12/7/2015 9:44:30 PM,Dark,12/7/2015 9:43:53 PM,12/7/2015 9:44:19 PM,26,0.12,0.43,
11,37,12/7/2015 9:52:03 PM,Dark,12/7/2015 9:44:35 PM,12/7/2015 9:51:52 PM,437,-0.07,0.36,
11,38,12/7/2015 9:52:50 PM,Dark,12/7/2015 9:52:13 PM,12/7/2015 9:52:39 PM,26,0.15,0.52,
11,39,12/7/2015 9:53:40 PM,Dark,12/7/2015 9:53:12 PM,12/7/2015 9:53:30 PM,18,-0.21,0.31,
11,40,12/7/2015 10:03:43 PM,Dark,12/7/2015 9:54:35 PM,12/7/2015 10:03:33 PM,538,-0.04,0.27,
11,41,12/7/2015 10:04:24 PM,Dark,12/7/2015 10:03:56 PM,12/7/2015 10:04:14 PM,18,0.13,0.40,
11,42,12/7/2015 10:05:13 PM,Dark,12/7/2015 10:04:46 PM,12/7/2015 10:05:03 PM,17,-0.09,0.31,
12,43,12/7/2015 10:17:24 PM,Dark,12/7/2015 10:06:57 PM,12/7/2015 10:17:14 PM,617,0.10,0.41,
12,44,12/7/2015 10:17:51 PM,Dark,12/7/2015 10:17:26 PM,12/7/2015 10:17:40 PM,14,0.23,0.64,
12,45,12/7/2015 10:31:21 PM,Dark,12/7/2015 10:18:05 PM,12/7/2015 10:31:10 PM,785,-0.14,0.51,
13,46,12/7/2015 10:52:45 PM,Dark,12/7/2015 10:39:37 PM,12/7/2015 10:52:34 PM,777,-0.09,0.42,
13,47,12/7/2015 10:54:11 PM,Dark,12/7/2015 10:53:06 PM,12/7/2015 10:54:00 PM,54,-0.24,0.18,
13,48,12/7/2015 10:55:28 PM,Dark,12/7/2015 10:54:44 PM,12/7/2015 10:55:17 PM,33,-0.03,0.15,
14,49,12/7/2015 11:05:30 PM,Dark,12/7/2015 10:55:34 PM,12/7/2015 11:05:20 PM,586,0.26,0.41,
14,50,12/7/2015 11:14:09 PM,Dark,12/7/2015 11:05:57 PM,12/7/2015 11:13:58 PM,481,-0.05,0.35,
14,51,12/7/2015 11:15:31 PM,Dark,12/7/2015 11:14:22 PM,12/7/2015 11:15:21 PM,59,0.07,0.43,
14,52,12/7/2015 11:17:10 PM,Dark,12/7/2015 11:15:45 PM,12/7/2015 11:17:00 PM,75,0.04,0.46,
14,53,12/7/2015 11:17:38 PM,Dark,12/7/2015 11:17:17 PM,12/7/2015 11:17:27 PM,10,0.08,0.54,
15,54,12/7/2015 11:27:22 PM,Dark,12/7/2015 11:18:53 PM,12/7/2015 11:27:12 PM,499,0.03,0.57,
15,55,12/7/2015 11:28:04 PM,Dark,12/7/2015 11:27:34 PM,12/7/2015 11:27:53 PM,19,0.05,0.62,
15,56,12/7/2015 11:29:05 PM,Dark,12/7/2015 11:28:24 PM,12/7/2015 11:28:55 PM,31,-0.15,0.47,
15,57,12/7/2015 11:38:57 PM,Dark,12/7/2015 11:29:17 PM,12/7/2015 11:38:47 PM,570,-0.06,0.41,
15,58,12/7/2015 11:39:34 PM,Dark,12/7/2015 11:39:18 PM,12/7/2015 11:39:23 PM,5,0.16,0.57,
15,59,12/7/2015 11:40:28 PM,Dark,12/7/2015 11:39:39 PM,12/7/2015 11:40:17 PM,38,0.04,0.61,
16,60,12/7/2015 11:52:41 PM,Dark,12/7/2015 11:52:08 PM,12/7/2015 11:52:30 PM,22,-0.10,0.51,
16,61,12/8/2015 12:02:37 AM,Dark,12/7/2015 11:53:15 PM,12/8/2015 12:02:26 AM,551,0.17,0.68,
16,62,12/8/2015 12:04:13 AM,Dark,12/8/2015 12:03:09 AM,12/8/2015 12:04:02 AM,53,0.14,0.81,
16,63,12/8/2015 12:05:07 AM,Dark,12/8/2015 12:04:16 AM,12/8/2015 12:04:56 AM,40,-0.26,0.56,
16,64,12/8/2015 12:05:43 AM,Dark,12/8/2015 12:05:08 AM,12/8/2015 12:05:32 AM,24,-0.05,0.50,
16,65,12/8/2015 12:06:04 AM,Dark,12/8/2015 12:05:48 AM,12/8/2015 12:05:53 AM,5,0.32,0.82,
16,66,12/8/2015 12:06:58 AM,Dark,12/8/2015 12:06:17 AM,12/8/2015 12:06:47 AM,30,-0.44,0.38,
16,67,12/8/2015 12:14:45 AM,Dark,12/8/2015 12:07:05 AM,12/8/2015 12:14:34 AM,449,0.27,0.65,
16,68,12/8/2015 12:16:11 AM,Dark,12/8/2015 12:15:40 AM,12/8/2015 12:16:01 AM,21,-0.17,0.48,
17,69,12/8/2015 12:17:39 AM,Dark,12/8/2015 12:17:24 AM,12/8/2015 12:17:28 AM,4,0.09,0.57,
17,70,12/8/2015 12:19:23 AM,Dark,12/8/2015 12:17:58 AM,12/8/2015 12:19:12 AM,74,-0.05,0.52,
17,71,12/8/2015 12:28:47 AM,Dark,12/8/2015 12:19:35 AM,12/8/2015 12:28:36 AM,541,0.11,0.63,
17,72,12/8/2015 12:29:41 AM,Dark,12/8/2015 12:29:06 AM,12/8/2015 12:29:30 AM,24,-0.28,0.36,
17,73,12/8/2015 12:30:51 AM,Dark,12/8/2015 12:29:47 AM,12/8/2015 12:30:40 AM,53,0.17,0.53,
17,74,12/8/2015 12:40:08 AM,Dark,12/8/2015 12:30:52 AM,12/8/2015 12:39:57 AM,545,0.06,0.59,
17,75,12/8/2015 12:40:37 AM,Dark,12/8/2015 12:40:14 AM,12/8/2015 12:40:26 AM,12,-0.03,0.55,
18,76,12/8/2015 12:51:18 AM,Dark,12/8/2015 12:50:34 AM,12/8/2015 12:51:07 AM,33,0.19,0.75,
